"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Si","S","Cl","K","Ca","Ti","V","Mn","Fe","Ni","Cu","Zn","Br","Rb","Sr","Zr","Mo_inc","Mo_coh"
"HER44L","HER44L_2B_478",34.85,9022.79,7.03,1,26614,96925,1.62,56,137,57,442,1534,858,101,508,45643,137,231,187,1571,323,1616,883,34298,7338
"HER44L","HER44L_2B_479",34.9,9024.62,7.03,1,25423,91161,1.47,84,123,25,402,1465,938,68,447,43203,103,166,135,1247,183,1614,677,32803,6813
"HER44L","HER44L_2B_480",34.95,9026.45,7.01,1,24185,87364,1.5,72,119,38,410,1643,784,54,388,40210,117,174,203,1316,335,1723,767,31493,6829
"HER44L","HER44L_2B_481",35,9028.28,7,1,24716,92617,1.55,83,151,79,430,1919,858,96,464,46172,129,160,133,1134,386,1899,653,30496,6850
"HER44L","HER44L_2B_482",35.05,9030.11,7,1,24771,96446,1.49,136,138,87,718,2661,1064,72,598,47994,85,195,137,983,340,2629,895,29711,7072
"HER44L","HER44L_2B_483",35.1,9031.94,7,1,23687,92769,1.51,187,162,86,847,3001,1091,50,635,46307,94,146,211,753,457,2994,731,26970,7006
"HER44L","HER44L_2B_484",35.15,9033.77,7,1,22486,88052,1.75,222,115,45,929,3253,982,55,642,43929,105,85,175,440,426,2940,625,25610,7035
"HER44L","HER44L_2B_485",35.2,9035.6,6.99,1,21730,81565,1.42,201,110,17,656,3271,794,69,417,37116,132,39,300,557,497,3142,662,26113,6819
"HER44L","HER44L_2B_486",35.25,9037.43,6.98,1,22500,85776,1.68,185,105,45,635,2636,745,66,554,41784,48,108,199,694,401,3042,615,26455,6998
"HER44L","HER44L_2B_487",35.3,9039.26,6.97,1,23244,91229,1.55,139,146,33,624,3328,787,76,532,46349,97,173,187,601,280,3151,633,26438,7112
"HER44L","HER44L_2B_488",35.35,9041.09,6.96,1,22718,88493,1.56,205,156,52,707,3559,872,54,560,43498,89,62,85,681,334,3710,478,25704,7124
"HER44L","HER44L_2B_489",35.4,9042.92,6.96,1,21160,82454,1.49,261,102,41,655,3541,790,60,527,38579,85,110,144,506,418,3049,617,25038,6966
"HER44L","HER44L_2B_490",35.45,9044.75,6.95,1,19763,72103,1.42,169,97,25,417,2219,753,55,346,31065,97,65,184,497,190,2708,535,24956,6807
"HER44L","HER44L_2B_491",35.5,9046.58,6.94,1,21548,83076,1.56,192,125,62,553,2640,866,56,450,40101,72,85,225,576,313,2626,563,25742,6852
"HER44L","HER44L_2B_492",35.55,9048.4,6.95,1,20985,78463,1.57,118,140,47,563,2567,686,87,426,34345,123,86,95,597,264,2924,648,26737,7152
"HER44L","HER44L_2B_493",35.6,9050.23,6.97,1,20985,76918,1.53,171,130,37,506,2307,584,66,400,31888,118,73,125,833,242,2372,587,28549,6928
"HER44L","HER44L_2B_494",35.65,9052.06,6.98,1,20628,74180,1.46,145,119,39,522,2050,675,50,325,30457,110,181,131,701,288,1874,716,28502,6837
"HER44L","HER44L_2B_495",35.7,9053.89,7,1,20882,74573,1.61,96,96,23,736,1545,613,48,304,30764,68,98,48,722,260,1963,461,29132,7107
"HER44L","HER44L_2B_496",35.75,9055.72,7.02,1,22292,82601,1.47,91,100,41,371,1844,747,45,470,37207,61,85,118,1055,282,2005,674,29599,7302
"HER44L","HER44L_2B_497",35.8,9057.55,7.04,1,23351,84820,1.34,109,160,60,433,1971,594,60,468,38015,66,92,192,1052,380,1955,670,30865,7036
"HER44L","HER44L_2B_498",35.85,9059.38,7.06,1,23764,83970,1.42,97,112,50,480,1624,736,22,358,36831,106,142,188,1029,217,1706,891,31801,6879
"HER44L","HER44L_2B_499",35.9,9061.21,7.07,1,24142,85462,1.43,57,83,47,368,1593,733,41,386,37521,185,186,87,1251,199,1780,782,32730,7099
"HER44L","HER44L_2B_500",35.95,9063.04,7.07,1,24461,86685,1.41,68,146,57,393,1508,726,29,364,38584,106,161,41,1246,142,1693,808,32815,7086
"HER44L","HER44L_2B_501",36,9064.87,7.07,1,25248,92042,1.46,59,165,44,408,1492,713,71,417,43322,106,200,134,1201,207,1554,704,33681,7009
"HER44L","HER44L_2B_502",36.05,9066.96,7.07,1,26310,98051,1.51,57,166,51,316,1273,729,78,410,47066,134,262,205,1229,345,1407,865,35391,7439
"HER44L","HER44L_2B_503",36.1,9069.05,7.07,1,26560,95652,1.41,76,129,54,316,1217,716,72,374,43449,98,148,134,1392,371,1575,920,36347,7504
"HER44L","HER44L_2B_504",36.15,9071.14,7.07,1,27362,98490,1.36,35,152,53,352,1265,805,83,371,47171,87,182,157,1394,0,1331,995,36130,7375
"HER44L","HER44L_2B_505",36.2,9073.22,7.08,1,27410,101145,1.47,29,145,49,343,1301,744,112,431,49742,121,251,180,1565,224,1255,757,36260,7065
"HER44L","HER44L_2B_506",36.25,9075.31,7.08,1,27426,98216,1.54,45,130,49,319,1245,699,82,399,45585,53,251,108,1596,399,1200,841,37204,7120
"HER44L","HER44L_2B_507",36.3,9077.4,7.08,1,27086,93863,1.43,48,112,66,356,1088,745,76,345,41962,67,236,157,1511,169,1070,743,37463,6992
"HER44L","HER44L_2B_508",36.35,9079.49,7.08,1,26997,94538,1.41,57,95,49,314,1167,756,124,444,40436,122,237,224,1577,278,1413,898,38111,7573
"HER44L","HER44L_2B_509",36.4,9081.58,7.07,1,26914,94119,1.33,36,117,58,364,1351,751,61,433,40652,149,214,186,1610,301,1371,813,37505,7470
"HER44L","HER44L_2B_510",36.45,9083.67,7.07,1,27449,95904,1.38,32,125,77,374,1207,751,83,404,42606,96,296,180,1779,280,1176,723,37924,7104
"HER44L","HER44L_2B_511",36.5,9085.76,7.07,1,27353,96868,1.52,40,108,69,343,1165,780,89,443,42963,105,301,288,1608,423,1239,920,37986,7318
"HER44L","HER44L_2B_512",36.55,9087.85,7.07,1,27238,95080,1.44,57,122,70,309,1145,728,69,399,43587,150,309,168,1639,160,1146,606,36796,6961
"HER44L","HER44L_2B_513",36.6,9089.94,7.08,1,27460,101689,1.52,29,127,65,309,1004,717,138,273,51220,73,293,119,1731,202,1112,725,36181,6907
"HER44L","HER44L_2B_514",36.65,9092.02,7.08,1,27572,102510,1.58,23,142,45,278,1105,672,57,471,51660,115,306,139,1612,145,950,726,36381,7106
"HER44L","HER44L_2B_515",36.7,9094.11,7.08,1,26981,97418,1.66,39,133,67,254,1003,655,72,313,46629,81,249,95,1582,454,1065,814,36231,6880
"HER44L","HER44L_2B_516",36.75,9096.2,7.08,1,27340,101241,1.46,56,137,36,306,1042,738,94,398,50052,123,255,134,1659,288,1012,686,36290,7011
"HER44L","HER44L_2B_517",36.8,9098.29,7.08,1,27343,100720,1.58,49,130,48,309,1049,765,116,373,50058,81,230,126,1911,327,967,567,36052,7061
"HER44L","HER44L_2B_518",36.85,9100.38,7.08,1,27425,102679,1.43,13,111,46,347,1092,767,90,344,51369,82,229,171,1758,170,1049,745,36598,7011
"HER44L","HER44L_2B_519",36.9,9102.47,7.08,1,27255,100978,1.54,29,135,67,311,1136,1093,71,390,50560,98,266,119,1630,131,812,725,35592,7032
"HER44L","HER44L_2B_520",36.95,9104.56,7.09,1,27108,101334,1.46,65,138,61,315,1151,695,74,311,50832,89,279,134,1666,156,902,836,36112,6973
"HER44L","HER44L_2B_521",37,9106.65,7.09,1,27868,108540,1.61,34,173,45,286,1043,649,85,363,59047,185,267,110,1534,343,1056,551,35143,6948
"HER44L","HER44L_2B_522",37.05,9108.74,7.09,1,27089,101846,1.6,35,147,53,240,978,618,93,314,53333,93,243,80,1514,300,955,639,34872,6533
"HER44L","HER44L_2B_523",37.1,9110.82,7.09,1,26601,99425,1.43,43,143,60,279,1045,630,88,340,51176,126,242,134,1445,309,1009,698,34094,6808
"HER44L","HER44L_2B_524",37.15,9112.91,7.09,1,26722,101982,1.39,50,168,67,340,1207,706,70,404,54045,88,245,73,1559,155,1045,837,33487,6776
"HER44L","HER44L_2B_525",37.2,9115,7.1,1,25957,98875,1.59,44,165,68,370,1307,758,99,413,53221,50,197,62,1367,154,1376,656,31745,6216
"HER44L","HER44L_2B_526",37.25,9117.09,7.1,1,25029,97850,1.42,55,149,64,364,1364,747,73,473,54164,85,200,116,1192,178,1308,851,29548,6374
"HER44L","HER44L_2B_527",37.3,9119.18,7.11,1,23433,90835,1.52,60,152,43,438,1435,722,67,439,47918,66,129,121,1052,346,1687,867,27779,6912
"HER44L","HER44L_2B_528",37.35,9121.27,7.1,1,22639,85709,1.53,71,159,56,523,1741,796,47,478,43648,62,296,131,868,405,1770,575,26665,6677
"HER44L","HER44L_2B_529",37.4,9123.36,7.1,1,22507,89603,1.38,71,170,64,483,1789,669,82,439,47708,118,168,153,690,574,2431,556,25867,6869
"HER44L","HER44L_2B_530",37.45,9125.45,7.1,1,23155,92400,1.49,65,167,32,397,1409,584,26,400,50961,86,126,120,834,385,2214,818,26578,6417
"HER44L","HER44L_2B_531",37.5,9127.54,7.1,1,24533,98245,1.66,62,164,46,422,1570,791,60,495,54964,109,225,183,936,292,1932,546,27929,6744
"HER44L","HER44L_2B_532",37.55,9129.62,7.1,1,24689,99788,1.4,88,204,59,442,1748,847,139,470,55279,16,165,256,1103,204,2011,831,28485,6683
"HER44L","HER44L_2B_533",37.6,9131.71,7.1,1,25043,101698,1.57,64,202,55,416,1580,811,89,457,57078,66,137,147,1073,329,2140,798,28456,7004
"HER44L","HER44L_2B_534",37.65,9133.8,7.1,1,25424,102642,1.47,77,162,67,512,1786,977,90,537,56888,54,115,216,1124,342,2122,699,29231,7010
"HER44L","HER44L_2B_535",37.7,9135.89,7.11,1,24933,97017,1.54,44,127,47,496,1822,932,88,497,51333,77,226,153,1119,225,1873,747,29551,7212
"HER44L","HER44L_2B_536",37.75,9137.98,7.11,1,24755,93533,1.52,106,154,53,463,1706,863,75,475,47007,104,199,124,1232,134,2041,724,30419,6818
"HER44L","HER44L_2B_537",37.8,9140.07,7.1,1,25264,97742,1.41,58,146,30,420,2001,1131,67,536,51509,119,123,207,1183,457,2022,715,29629,6704
"HER44L","HER44L_2B_538",37.85,9142.16,7.1,1,25334,99382,1.5,86,170,47,446,1803,916,103,557,52914,115,148,124,1212,320,2226,751,29351,7016
"HER44L","HER44L_2B_539",37.9,9144.25,7.1,1,25898,102185,1.53,72,155,51,414,1881,859,67,545,55548,151,169,144,1277,278,2076,1136,29656,6798
"HER44L","HER44L_2B_540",37.95,9146.34,7.1,1,25014,98786,1.78,108,204,64,453,1880,962,74,538,53453,129,207,47,1071,552,1885,791,28855,6768
"HER44L","HER44L_2B_541",38,9148.42,7.09,1,24483,97567,1.52,103,212,54,453,1919,1297,91,578,52666,61,115,97,867,229,1798,727,28569,7057
"HER44L","HER44L_2B_542",38.05,9150.51,7.09,1,24585,98704,1.58,67,168,52,455,2185,978,97,522,54968,124,162,139,796,197,1991,711,27691,6804
"HER44L","HER44L_2B_543",38.1,9152.6,7.09,1,24915,100332,1.47,186,207,34,500,2046,1051,100,553,54298,41,192,136,721,238,2244,970,28901,7186
"HER44L","HER44L_2B_544",38.15,9154.69,7.09,1,25116,97078,1.66,79,196,35,433,1688,1127,88,524,48848,84,134,7,1010,488,2151,1645,30478,7439
"HER44L","HER44L_2B_545",38.2,9156.78,7.09,1,25676,97538,1.56,70,187,49,316,1434,671,65,408,49946,121,150,61,1238,209,1816,889,32511,7007
"HER44L","HER44L_2B_546",38.25,9158.87,7.1,1,27053,106001,1.56,41,202,58,322,1335,843,70,487,56397,166,141,196,1486,311,1826,878,33281,7203
"HER44L","HER44L_2B_547",38.3,9160.96,7.1,1,28466,118857,1.51,68,252,76,395,1423,791,107,470,70117,67,162,57,1357,282,1461,762,33339,7053
"HER44L","HER44L_2B_548",38.35,9163.05,7.1,1,26768,105703,1.47,75,258,80,448,1617,1015,71,552,57331,120,40,88,1093,245,1419,640,32889,6877
"HER44L","HER44L_2B_549",38.4,9165.14,7.1,1,26087,101730,1.47,82,231,80,388,1950,1223,84,538,53095,100,141,77,1187,254,1873,715,32200,7059
"HER44L","HER44L_2B_550",38.45,9167.22,7.1,1,26228,101232,1.36,54,198,34,413,1701,768,49,408,53139,118,253,192,1051,529,1691,749,32246,6981
"HER44L","HER44L_2B_551",38.5,9169.31,7.1,1,26566,109065,1.56,55,209,59,418,1645,1213,110,521,61821,139,132,139,1313,314,1572,868,31084,6968
"HER44L","HER44L_2B_552",38.55,9171.4,7.1,1,26011,105437,1.57,63,229,55,396,1508,739,92,392,59583,83,164,115,1139,103,1394,900,30998,6894
"HER44L","HER44L_2B_553",38.6,9173.49,7.1,1,25774,104575,1.51,73,227,33,399,1531,701,104,411,59496,135,207,104,947,177,1728,608,30260,6994
"HER44L","HER44L_2B_554",38.65,9175.58,7.1,1,26090,103413,1.59,48,136,43,374,1269,745,104,380,56115,65,169,143,1191,332,1561,1012,31729,7260
"HER44L","HER44L_2B_555",38.7,9177.67,7.1,1,26620,105948,1.5,66,138,38,335,1445,705,62,405,57070,160,201,197,1315,376,1763,811,33097,7198
"HER44L","HER44L_2B_556",38.75,9179.76,7.1,1,26891,106658,1.61,68,185,48,397,1661,877,115,525,58296,76,150,95,1374,247,1436,410,32610,7183
"HER44L","HER44L_2B_557",38.8,9181.85,7.1,1,27202,109479,1.59,65,189,22,410,1550,802,74,498,61881,87,131,142,1386,231,1410,750,32026,7103
"HER44L","HER44L_2B_558",38.85,9183.94,7.1,1,26690,108305,1.65,71,267,32,378,1408,706,76,455,62285,103,209,104,1369,186,1469,562,31143,6896
"HER44L","HER44L_2B_559",38.9,9186.02,7.1,1,26324,105251,1.61,64,206,64,427,1252,898,62,480,59731,96,351,104,1049,454,1569,555,30217,6926
"HER44L","HER44L_2B_560",38.95,9188.11,7.09,1,26076,103252,1.51,49,182,31,341,1379,768,55,429,58216,64,158,119,1211,288,1596,591,30503,6731
"HER44L","HER44L_2B_561",39,9190.2,7.09,1,26070,101020,1.47,71,198,59,448,1340,701,117,414,52167,139,266,184,1262,227,1552,860,32524,7471
"HER44L","HER44L_2B_562",39.05,9192.29,7.09,1,25777,94951,1.58,73,200,68,352,1524,710,110,378,45831,50,202,74,1329,177,1569,724,33544,7486
"HER44L","HER44L_2B_563",39.1,9194.38,7.09,1,26494,100879,1.54,65,150,52,367,1355,721,56,481,51449,100,120,136,1193,347,1723,722,33578,7528
"HER44L","HER44L_2B_564",39.15,9196.47,7.09,1,27803,107236,1.51,72,173,51,370,1406,1041,90,536,55562,155,350,317,1464,92,1338,837,35246,7433
"HER44L","HER44L_2B_565",39.2,9198.56,7.09,1,27415,103412,1.52,27,179,54,299,1337,699,90,457,51626,89,158,181,1625,356,1293,685,36114,7449
"HER44L","HER44L_2B_566",39.25,9200.65,7.09,1,27827,105898,1.56,58,193,58,372,1210,653,73,396,54497,61,89,83,1442,129,1224,715,36646,7239
"HER44L","HER44L_2B_567",39.3,9202.73,7.09,1,27682,104644,1.49,84,204,75,340,1453,687,111,438,52723,69,138,127,1479,99,1239,975,35868,7665
"HER44L","HER44L_2B_568",39.35,9204.82,7.1,1,28578,112463,1.66,72,224,46,388,1424,837,124,438,60618,72,150,159,1715,288,1230,703,35868,7107
"HER44L","HER44L_2B_569",39.4,9206.91,7.1,1,27616,102013,1.47,73,198,85,339,1423,662,75,356,50418,100,220,177,1475,299,1100,695,36423,7299
"HER44L","HER44L_2B_570",39.45,9209,7.1,1,27431,102183,1.59,59,171,61,362,1579,703,79,366,50261,82,197,154,1551,233,1201,751,36354,7262
"HER44L","HER44L_2B_571",39.5,9211.09,7.1,1,27162,101592,1.65,54,161,53,380,1467,756,95,440,50272,150,201,209,1600,301,1114,601,36246,6961
"HER44L","HER44L_2B_572",39.55,9213.18,7.1,1,26489,96957,1.45,29,168,36,358,1160,577,51,322,46943,43,130,8,1749,181,1023,470,35944,6991
"HER44L","HER44L_2B_573",39.6,9215.27,7.1,1,26302,97530,1.57,65,207,67,381,1275,679,80,372,48698,74,161,45,1437,239,859,671,34818,6865
"HER44L","HER44L_2B_574",39.65,9217.36,7.11,1,26547,102349,1.4,67,190,37,364,1194,763,70,349,53830,78,153,113,1337,245,1167,889,33894,6922
"HER44L","HER44L_2B_575",39.7,9219.45,7.11,1,26570,103097,1.57,44,186,11,284,1255,570,101,333,55046,105,184,122,1363,260,1180,736,33730,6734
"HER44L","HER44L_2B_576",39.75,9221.53,7.12,1,27178,106628,1.6,40,188,44,359,1204,637,117,332,57960,76,289,73,1629,194,1197,740,34076,6799
"HER44L","HER44L_2B_577",39.8,9223.62,7.12,1,26667,102964,1.53,49,182,55,331,1162,732,100,345,55480,171,77,158,1467,300,1158,703,32974,6711
"HER44L","HER44L_2B_578",39.85,9225.71,7.13,1,25603,97824,1.6,31,161,63,313,1112,603,58,354,51478,100,186,108,1298,140,1329,863,32568,6604
"HER44L","HER44L_2B_579",39.9,9227.8,7.14,1,25190,96163,1.5,60,178,53,438,1190,630,100,307,48694,159,149,82,1342,419,1538,752,32328,7045
"HER44L","HER44L_2B_580",39.95,9229.89,7.15,1,25263,95089,1.45,51,189,37,302,1140,557,50,267,47516,117,147,108,1410,203,1678,741,32718,7096
"HER44L","HER44L_2B_581",40,9231.98,7.15,1,26382,103834,1.54,35,151,55,275,1205,588,70,346,56457,134,139,101,1386,179,1596,537,32659,7128
"HER44L","HER44L_2B_582",40.05,9234.24,7.16,1,26526,104382,1.34,61,208,95,310,1203,730,73,363,55699,83,213,121,1370,280,1872,720,32834,7145
"HER44L","HER44L_2B_583",40.1,9236.51,7.17,1,26858,106682,1.55,39,176,66,311,1218,747,63,391,57881,116,201,186,1567,328,1755,565,32996,6996
"HER44L","HER44L_2B_584",40.15,9238.78,7.18,1,26681,102795,1.59,52,144,55,410,1166,705,103,388,53518,86,169,205,1567,413,1582,549,33749,7124
"HER44L","HER44L_2B_585",40.2,9241.04,7.18,1,27104,106361,1.59,50,167,58,338,1311,670,96,355,56779,77,202,107,1500,218,1260,810,34652,6905
"HER44L","HER44L_2B_586",40.25,9243.31,7.19,1,27675,112505,1.75,21,192,50,307,1177,685,100,369,64615,73,141,154,1579,250,1332,642,33586,6659
"HER44L","HER44L_2B_587",40.3,9245.57,7.19,1,27219,107808,1.54,40,221,54,270,1034,665,107,384,60929,108,260,95,1312,331,1167,584,32690,7028
"HER44L","HER44L_2B_588",40.35,9247.84,7.2,1,26662,102288,1.44,26,174,44,292,1075,750,71,419,53952,98,171,155,1430,308,1363,769,33740,6971
"HER44L","HER44L_2B_589",40.4,9250.1,7.2,1,26793,101372,1.52,0,146,25,270,1118,687,102,357,52520,126,183,158,1461,364,1351,765,34289,7198
"HER44L","HER44L_2B_590",40.45,9252.37,7.21,1,27772,106250,1.44,36,178,53,332,1345,813,78,401,56387,91,198,166,1504,270,1290,735,34545,7343
"HER44L","HER44L_2B_591",40.5,9254.63,7.21,1,28163,107782,1.57,37,161,55,421,1432,852,96,534,55791,95,192,185,1657,274,1399,899,35734,7189
"HER44L","HER44L_2B_592",40.55,9256.9,7.22,1,27643,104458,1.43,30,143,66,362,1558,826,96,512,53088,122,271,243,1562,342,1543,696,35064,7267
"HER44L","HER44L_2B_593",40.6,9259.17,7.22,1,27372,101711,1.52,43,155,65,391,1414,769,74,486,50615,109,232,166,1392,269,1294,772,35416,7209
"HER44L","HER44L_2B_594",40.65,9261.43,7.23,1,27561,103137,1.63,22,169,60,348,1284,835,111,435,52077,114,134,34,1617,376,1324,970,35344,7319
"HER44L","HER44L_2B_595",40.7,9263.7,7.24,1,27913,105806,1.54,32,164,52,361,1365,804,115,447,54026,107,113,169,1554,303,1433,749,35988,7280
"HER44L","HER44L_2B_596",40.75,9265.96,7.24,1,27937,104422,1.4,53,148,50,347,1309,756,88,456,52110,77,128,120,1619,202,1455,724,36633,7304
"HER44L","HER44L_2B_597",40.8,9268.23,7.24,1,27741,101397,1.37,22,151,60,324,1289,751,79,380,48305,172,260,144,1652,202,1325,822,37086,7443
"HER44L","HER44L_2B_598",40.85,9270.49,7.24,1,28462,106209,1.53,51,145,71,349,1380,667,93,416,54496,89,217,29,1633,255,1100,754,36685,6991
"HER44L","HER44L_2B_599",40.9,9272.76,7.24,1,28321,102583,1.58,35,146,70,335,1293,774,86,405,48791,118,200,138,1697,290,1520,964,37755,7416
"HER44L","HER44L_2B_600",40.95,9275.02,7.24,1,28298,103424,1.38,43,132,68,315,1186,762,108,345,49591,119,252,106,1822,271,1375,996,37675,7345
"HER44L","HER44L_2B_601",41,9277.29,7.25,1,28068,100826,1.41,10,144,54,310,1224,708,91,411,46565,130,270,127,1769,236,1114,2206,37632,7175
"HER44L","HER44L_2B_602",41.05,9279.55,7.25,1,28041,102841,1.54,45,173,86,338,1358,678,96,545,50143,128,183,230,1606,201,1282,973,37017,7009
"HER44L","HER44L_2B_603",41.1,9281.82,7.25,1,27143,95011,1.45,40,109,77,299,1123,703,89,392,42353,141,212,141,1642,343,1178,683,37578,7096
"HER44L","HER44L_2B_604",41.15,9284.09,7.25,1,26877,94800,1.4,29,125,77,305,1235,786,92,424,42041,84,145,62,1745,324,1152,895,37043,7437
"HER44L","HER44L_2B_605",41.2,9286.35,7.25,1,27312,98018,1.39,22,124,58,370,1314,872,109,446,46500,101,202,166,1673,252,1257,815,36105,7142
"HER44L","HER44L_2B_606",41.25,9288.62,7.26,1,27048,98983,1.46,72,184,48,351,1186,791,85,435,46545,75,219,194,1608,321,1272,800,36607,7321
"HER44L","HER44L_2B_607",41.3,9290.88,7.26,1,26920,98360,1.42,46,165,43,308,1050,689,86,347,47265,99,251,200,1588,193,1169,741,36184,7180
"HER44L","HER44L_2B_608",41.35,9293.15,7.26,1,26813,96988,1.42,32,157,55,230,935,502,113,315,46539,93,180,126,1708,364,933,779,36283,6998
"HER44L","HER44L_2B_609",41.4,9295.41,7.27,1,26818,96264,1.71,41,134,69,233,954,545,127,352,45820,131,251,195,1538,400,1323,728,35779,6975
"HER44L","HER44L_2B_610",41.45,9297.68,7.27,1,27277,100161,1.54,32,125,50,294,1061,753,100,377,50497,142,258,222,1761,183,1155,755,35078,6789
"HER44L","HER44L_2B_611",41.5,9299.94,7.28,1,27084,101681,1.55,39,140,36,384,1141,808,71,422,52886,85,247,195,1537,239,1051,723,34111,6745
"HER44L","HER44L_2B_612",41.55,9302.21,7.28,1,26472,101813,1.58,45,122,52,398,1229,848,79,443,55640,103,238,164,1458,238,1129,722,31698,6378
"HER44L","HER44L_2B_613",41.6,9304.48,7.28,1,25183,98190,1.59,84,165,58,425,1484,737,57,425,53807,94,187,40,1125,353,1798,665,29253,6741
"HER44L","HER44L_2B_614",41.65,9306.74,7.28,1,24713,99430,1.63,113,195,40,494,1994,753,72,399,55935,66,249,146,826,376,2441,425,27715,6426
"HER44L","HER44L_2B_615",41.7,9309.01,7.28,1,22486,86292,1.54,197,169,48,511,2870,786,50,493,42769,112,246,157,645,264,2532,637,26324,6939
"HER44L","HER44L_2B_616",41.75,9311.27,7.28,1,21483,81696,1.42,173,145,40,634,2905,695,12,390,40014,95,93,92,766,364,3012,456,24593,6515
"HER44L","HER44L_2B_617",41.8,9313.54,7.28,1,20347,80313,1.34,206,163,45,510,2243,638,45,413,41674,75,88,106,497,413,2420,344,23183,6288
"HER44L","HER44L_2B_618",41.85,9315.8,7.27,1,21424,81032,1.53,136,144,24,569,2233,568,30,419,39259,100,159,89,693,309,2966,491,25385,6812
"HER44L","HER44L_2B_619",41.9,9318.07,7.26,1,22859,87749,1.64,150,128,18,568,2488,684,32,461,43927,48,157,194,731,285,2814,643,26614,6917
"HER44L","HER44L_2B_620",41.95,9320.33,7.26,1,23801,95731,1.41,105,180,48,467,1895,747,94,450,52223,103,175,132,1154,389,2183,764,27006,6819
"HER44L","HER44L_2B_621",42,9322.6,7.26,1,23886,95293,1.62,76,158,49,440,1887,893,78,522,52281,116,216,78,1054,240,2066,691,27105,6759
"HER44L","HER44L_2B_622",42.05,9324.86,7.26,1,23701,93690,1.48,90,131,30,573,1737,841,97,544,49615,115,109,136,1015,508,2113,614,28097,6728
"HER44L","HER44L_2B_623",42.1,9327.13,7.25,1,24879,100466,1.48,103,160,51,611,1896,933,72,608,54969,96,167,181,1136,406,2104,739,28350,7139
"HER44L","HER44L_2B_624",42.15,9329.4,7.25,1,25378,102017,1.54,88,185,35,474,1785,878,68,615,55516,100,215,156,1093,456,2045,704,29549,7049
"HER44L","HER44L_2B_625",42.2,9331.66,7.25,1,26005,104358,1.43,89,161,32,493,1696,952,90,536,57415,83,258,261,1288,393,1900,669,30429,6916
"HER44L","HER44L_2B_626",42.25,9333.93,7.25,1,26613,104514,1.33,74,161,35,434,1657,882,131,561,55435,106,190,163,1357,148,1686,828,32621,7279
"HER44L","HER44L_2B_627",42.3,9336.19,7.25,1,27365,103750,1.45,73,146,59,430,1337,865,92,506,53100,102,180,164,1718,223,1452,630,34683,7019
"HER44L","HER44L_2B_628",42.35,9338.46,7.25,1,28136,106128,1.42,57,169,72,377,1350,807,117,433,54760,154,276,143,1855,268,1051,772,35575,7203
"HER44L","HER44L_2B_629",42.4,9340.72,7.25,1,27965,105781,1.47,52,151,74,421,1320,842,89,495,54122,83,221,102,1565,342,1030,781,36178,7081
"HER44L","HER44L_2B_630",42.45,9342.99,7.26,1,27765,105319,1.48,42,201,60,370,1153,720,87,421,54048,162,361,221,1718,212,1010,842,35929,7191
"HER44L","HER44L_2B_631",42.5,9345.25,7.26,1,28132,110936,1.53,71,214,25,391,1191,800,84,489,58724,96,204,181,1671,343,1175,1033,36190,7141
"HER44L","HER44L_2B_632",42.55,9347.52,7.26,1,28609,112406,1.6,56,185,51,450,1099,793,94,459,60676,98,264,70,1949,375,1013,842,36072,7026
"HER44L","HER44L_2B_633",42.6,9349.78,7.26,1,29197,115874,1.45,69,206,36,407,1261,1040,90,504,63191,71,356,144,1747,299,928,784,36750,7082
"HER44L","HER44L_2B_634",42.65,9352.05,7.26,1,29387,118793,1.67,74,201,50,489,1433,975,107,562,66394,73,300,134,1827,350,1167,672,36156,7075
"HER44L","HER44L_2B_635",42.7,9354.32,7.26,1,27912,108532,1.62,94,217,53,408,1220,814,147,466,58353,60,261,127,1725,242,945,639,35290,6867
"HER44L","HER44L_2B_636",42.75,9356.58,7.26,1,26941,103761,1.36,64,200,49,405,1097,772,78,446,54195,98,274,171,1695,238,1121,548,34740,6736
"HER44L","HER44L_2B_637",42.8,9358.85,7.26,1,26282,100427,1.44,56,186,42,272,1030,550,93,373,51381,87,193,63,1594,190,946,805,34869,6876
"HER44L","HER44L_2B_638",42.85,9361.11,7.26,1,26896,103570,1.47,47,162,44,252,972,678,47,372,54374,133,263,127,1579,104,911,562,35328,6920
"HER44L","HER44L_2B_639",42.9,9363.38,7.26,1,27678,108090,1.62,55,187,32,312,924,619,67,370,57485,101,267,104,1607,328,788,823,36301,7102
"HER44L","HER44L_2B_640",42.95,9365.64,7.26,1,28364,111310,1.51,42,196,58,252,793,592,77,353,59632,50,258,73,1603,187,906,747,37508,7244
"HER44L","HER44L_2B_641",43,9367.91,7.27,1,28658,112557,1.72,34,172,61,321,929,657,69,378,60509,97,217,124,1617,104,862,788,37669,7298
"HER44L","HER44L_2B_642",43.05,9370.17,7.28,1,29070,116954,1.5,64,203,58,328,929,763,85,369,64955,102,272,171,1472,106,743,833,37804,7132
"HER44L","HER44L_2B_643",43.1,9372.44,7.29,1,28324,110424,1.51,32,172,36,274,853,681,68,374,58553,93,215,113,1499,310,695,697,37843,7103
"HER44L","HER44L_2B_644",43.15,9374.71,7.3,1,28935,113584,1.41,32,189,50,323,883,647,84,330,61561,94,190,197,1322,172,899,816,38369,6913
"HER44L","HER44L_2B_645",43.2,9376.97,7.31,1,29567,116554,1.72,29,177,54,321,819,735,70,405,63015,86,157,88,1500,107,898,761,39121,7281
