"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Br","Rb","Sr","Y","Zr","Sn","I","Cs","Ba","Ta","W","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","Fe a*2"
"HER44L","HER44L_2A","HER44L_2A_284",15.3,4961.51,6.77,1,28148,82637,1.4,0,24,20,24,56,76,133,107,820,258,15,0,214,22842,180,106,158,81,144,10,2515,101,1154,0,922,0,0,0,0,0,0,0,0,0,0,0,23,0,44968,7686,142
"HER44L","HER44L_2A","HER44L_2A_285",15.35,5018.08,6.77,1,28047,82352,1.35,0,27,18,0,47,55,124,157,919,247,33,22,218,21526,263,153,199,148,0,0,2294,253,1097,0,1094,0,0,0,0,24,82,0,0,0,0,197,209,41,45018,7887,0
"HER44L","HER44L_2A","HER44L_2A_286",15.4,5074.65,6.77,1,28478,84924,1.34,0,10,12,0,71,65,134,184,899,350,17,12,252,24429,134,161,126,123,0,96,2519,118,1222,0,1024,8,0,0,25,31,50,0,0,0,0,35,108,0,44903,7806,78
"HER44L","HER44L_2A","HER44L_2A_287",15.45,5131.22,6.77,1,28084,84971,1.42,0,0,27,0,48,67,109,130,892,338,23,25,239,26583,131,114,160,152,0,171,2311,224,1205,0,932,0,0,0,8,26,0,0,0,0,0,81,0,32,43360,7583,225
"HER44L","HER44L_2A","HER44L_2A_288",15.5,5187.79,6.77,1,27638,81208,1.32,0,0,7,11,62,66,119,107,647,261,30,0,235,24021,206,136,69,95,24,67,2159,168,1233,0,850,0,0,8,0,64,0,0,0,30,0,42,67,8,43058,7358,83
"HER44L","HER44L_2A","HER44L_2A_289",15.55,5244.37,6.77,1,27639,80718,1.38,0,9,19,8,57,83,116,92,698,195,51,0,235,22591,265,80,166,129,0,59,2616,91,1592,0,882,0,0,0,8,0,0,0,0,12,0,65,56,0,42873,7670,161
"HER44L","HER44L_2A","HER44L_2A_290",15.6,5300.94,6.77,1,27949,81939,1.49,0,0,14,19,97,70,146,123,791,214,58,14,206,24694,142,152,212,30,0,0,2374,58,1203,0,1247,0,0,0,7,29,0,0,0,0,0,95,141,112,42474,7217,169
"HER44L","HER44L_2A","HER44L_2A_291",15.65,5357.51,6.78,1,27066,79013,1.38,0,40,17,20,94,95,142,97,586,205,50,16,189,23345,239,104,233,6,0,0,2366,46,1170,0,1093,0,0,0,5,0,40,0,0,0,0,114,104,57,41112,7428,28
"HER44L","HER44L_2A","HER44L_2A_292",15.7,5414.08,6.78,1,26450,77320,1.36,0,31,19,13,76,74,133,107,696,209,33,7,198,23481,140,146,97,102,0,60,2366,0,1298,0,1043,0,0,0,21,38,0,0,0,0,0,85,132,100,39238,7377,0
"HER44L","HER44L_2A","HER44L_2A_293",15.75,5470.65,6.78,1,25899,77902,1.45,0,0,8,0,55,52,128,128,844,282,59,23,228,24923,160,161,140,134,0,32,2484,301,1393,0,949,0,0,0,0,79,19,0,0,0,0,197,42,0,37958,7123,41
"HER44L","HER44L_2A","HER44L_2A_294",15.8,5527.22,6.78,1,25474,79904,1.37,27,6,34,7,80,64,135,175,822,398,80,17,312,29961,149,177,159,109,0,167,2161,228,1232,0,1207,0,0,0,11,33,0,0,0,31,25,164,185,38,35039,6671,33
"HER44L","HER44L_2A","HER44L_2A_295",15.85,5583.79,6.78,1,23950,77810,1.35,0,26,9,0,113,80,159,171,1003,453,42,28,347,31432,238,117,212,75,0,58,1728,326,1473,0,671,0,0,0,16,8,0,24,0,27,0,107,63,0,32173,6631,0
"HER44L","HER44L_2A","HER44L_2A_296",15.9,5640.36,6.78,1,22921,76027,1.43,0,60,37,8,109,74,149,178,1089,582,55,54,322,30879,235,40,168,101,0,61,1603,245,1756,0,720,17,0,0,0,0,0,0,0,5,0,53,53,15,30734,6625,86
"HER44L","HER44L_2A","HER44L_2A_297",15.95,5696.93,6.77,1,22279,74326,1.46,23,37,27,26,46,46,134,175,835,662,41,7,355,30852,259,58,140,138,0,6,1475,115,1761,0,603,0,0,0,0,39,0,0,0,0,0,0,154,53,29652,6607,121
"HER44L","HER44L_2A","HER44L_2A_298",16,5753.5,6.76,1,23428,82382,1.47,17,42,69,0,92,68,148,299,1282,726,56,38,463,36228,226,118,205,92,23,45,1521,356,1898,0,854,0,0,0,22,30,0,0,0,66,0,49,64,51,30212,7022,190
"HER44L","HER44L_2A","HER44L_2A_299",16.05,5788.42,6.77,1,23112,83103,1.49,12,18,50,41,87,58,142,318,1290,1206,36,49,546,39639,142,95,199,148,42,92,1302,319,1885,0,585,0,0,0,13,53,0,0,0,0,0,0,0,0,28206,6530,129
"HER44L","HER44L_2A","HER44L_2A_300",16.1,5823.34,6.77,1,22361,78443,1.41,0,42,48,23,107,79,117,331,1579,507,57,21,449,36803,177,109,268,173,0,44,1186,306,2104,0,580,0,0,0,0,0,82,27,5,0,0,6,150,24,26644,6395,11
"HER44L","HER44L_2A","HER44L_2A_301",16.15,5858.25,6.77,1,21754,77859,1.38,9,45,94,18,114,72,102,322,1530,649,40,11,414,37045,0,87,177,194,0,74,1043,223,2398,0,571,0,0,0,0,0,273,0,0,0,0,67,37,30,25743,6477,22
"HER44L","HER44L_2A","HER44L_2A_302",16.2,5893.17,6.77,1,21370,78101,1.6,9,7,48,0,100,62,115,341,1737,601,73,18,500,37316,33,31,164,102,0,60,963,284,2483,0,547,0,0,0,32,0,323,0,31,51,0,158,31,0,25070,6811,170
"HER44L","HER44L_2A","HER44L_2A_303",16.25,5928.09,6.77,1,21447,80925,1.4,0,15,43,0,102,41,145,448,2184,1042,32,53,580,40014,124,145,190,187,41,0,840,442,2730,0,546,0,0,0,9,18,92,0,29,0,0,107,11,26,24065,6624,149
"HER44L","HER44L_2A","HER44L_2A_304",16.3,5963.01,6.78,1,20792,75574,1.62,0,12,27,0,61,58,108,354,1698,819,51,122,492,36230,126,100,154,190,0,9,999,359,2419,0,606,0,0,0,17,0,0,21,94,41,0,71,20,29,23621,6666,108
"HER44L","HER44L_2A","HER44L_2A_305",16.35,5997.92,6.78,1,20889,79158,1.42,46,34,57,0,69,62,103,319,2090,900,57,69,604,41088,148,85,86,138,89,0,724,179,2224,0,628,0,0,0,0,17,0,11,22,77,0,45,0,0,22911,6276,235
"HER44L","HER44L_2A","HER44L_2A_306",16.4,6032.84,6.79,1,20580,79066,1.62,11,7,45,16,85,64,130,354,1957,789,69,0,669,40576,89,82,129,174,0,84,594,371,2310,0,994,0,0,0,0,0,0,0,0,25,0,231,16,0,22781,6414,115
"HER44L","HER44L_2A","HER44L_2A_307",16.45,6067.76,6.79,1,20614,83229,1.56,0,15,49,0,60,41,133,355,2412,874,66,39,785,45332,163,82,98,184,0,53,546,358,2434,0,735,0,0,0,31,33,0,19,0,0,0,58,127,59,21862,6226,0
"HER44L","HER44L_2A","HER44L_2A_308",16.5,6102.67,6.79,1,19616,78935,1.55,0,19,92,0,61,44,127,414,2851,774,54,27,722,41298,80,113,128,183,0,28,546,199,2380,0,872,0,0,0,48,17,75,20,12,0,0,64,59,113,21163,6352,63
"HER44L","HER44L_2A","HER44L_2A_309",16.55,6137.59,6.8,1,19840,80342,1.34,37,55,84,11,69,59,102,433,3187,1683,68,25,789,40813,124,77,114,113,0,78,341,290,2994,0,880,0,0,0,12,0,20,0,76,0,14,33,40,0,21345,6376,117
"HER44L","HER44L_2A","HER44L_2A_310",16.6,6172.51,6.8,1,20392,82875,1.47,0,20,61,16,64,53,132,513,3283,1603,44,27,925,42459,110,113,0,203,0,82,447,348,3069,0,1154,0,13,0,33,88,0,64,6,34,0,87,183,0,21129,6512,66
"HER44L","HER44L_2A","HER44L_2A_311",16.65,6207.42,6.81,1,19841,80066,1.45,0,0,98,0,70,48,126,570,3292,795,40,16,860,42059,40,115,19,139,0,0,151,367,2766,0,1015,0,7,0,34,48,15,51,108,0,113,8,10,22,20666,6398,5
"HER44L","HER44L_2A","HER44L_2A_312",16.7,6242.34,6.81,1,19913,81835,1.51,41,66,88,0,57,51,116,459,3103,884,83,11,758,42904,225,112,90,246,0,0,401,389,2694,0,1126,0,0,0,5,27,87,149,60,0,37,29,39,0,21122,6376,84
"HER44L","HER44L_2A","HER44L_2A_313",16.75,6277.26,6.82,1,20624,82669,1.45,0,5,69,0,47,48,134,572,2769,1111,58,34,880,42787,95,56,114,142,33,0,430,398,3207,0,1182,0,0,0,0,0,20,0,0,35,0,0,5,47,21811,6580,93
"HER44L","HER44L_2A","HER44L_2A_314",16.8,6312.17,6.82,1,20948,85271,1.41,55,55,63,5,48,51,118,512,2858,975,94,14,914,45235,0,81,62,243,0,53,305,437,3120,0,788,0,0,0,0,51,0,33,80,20,19,168,173,9,22089,6543,42
"HER44L","HER44L_2A","HER44L_2A_315",16.85,6347.09,6.82,1,20882,84691,1.58,0,33,54,0,16,63,88,557,2802,1299,81,28,955,44986,23,83,31,177,109,23,370,316,2910,0,942,0,0,0,5,123,0,73,86,53,36,0,74,174,21789,6332,55
"HER44L","HER44L_2A","HER44L_2A_316",16.9,6382.01,6.83,1,20255,79575,1.58,16,45,59,0,28,55,94,478,2948,1316,44,0,814,40614,0,117,64,164,60,148,179,282,2766,0,791,0,0,0,0,60,40,51,52,0,116,0,0,18,21827,6329,92
"HER44L","HER44L_2A","HER44L_2A_317",16.95,6416.92,6.83,1,19892,75935,1.68,0,0,63,0,46,67,93,486,2981,927,0,16,748,37004,0,40,58,228,56,95,340,424,2936,0,912,0,0,0,16,33,0,5,45,18,0,0,13,0,21771,6514,68
"HER44L","HER44L_2B","HER44L_2B_121",17,6451.84,6.73,1,21247,88770,1.67,0,27,158,0,97,39,87,699,3611,1423,77,0,890,47394,47,70,77,126,53,108,430,445,3444,0,537,0,0,0,21,40,63,63,57,0,0,0,37,0,21810,6840,72
"HER44L","HER44L_2B","HER44L_2B_122",17.05,6486.76,6.74,1,21078,85650,1.67,12,41,188,13,132,35,116,642,3520,827,65,17,842,43909,72,130,157,252,0,56,311,438,3169,0,1058,0,0,0,29,6,43,107,69,33,0,67,0,0,22280,7014,25
"HER44L","HER44L_2B","HER44L_2B_123",17.1,6521.68,6.73,1,21635,88723,1.73,47,63,180,13,130,39,105,811,3634,1215,77,10,872,45826,231,42,23,197,6,88,390,328,3052,0,936,0,0,0,17,67,0,0,0,25,43,0,0,7,22973,7276,211
"HER44L","HER44L_2B","HER44L_2B_124",17.15,6556.59,6.73,1,21654,86947,1.72,0,45,225,13,178,44,104,772,3751,874,69,37,738,43241,148,13,157,260,38,38,534,496,3141,0,933,0,4,0,36,0,41,88,19,89,0,0,0,0,23560,7261,108
"HER44L","HER44L_2B","HER44L_2B_125",17.2,6591.51,6.73,1,22111,91023,1.63,17,34,267,0,169,47,112,821,3995,1041,33,51,845,47283,107,124,112,244,0,83,489,396,3162,0,1837,0,0,6,5,7,37,87,156,75,65,33,53,26,22227,6977,257
"HER44L","HER44L_2B","HER44L_2B_126",17.25,6626.43,6.72,1,19851,75697,1.55,0,10,217,9,116,39,104,650,3251,809,33,88,686,34884,60,65,114,175,0,0,336,290,3322,0,802,0,0,0,25,199,0,238,45,166,155,113,99,270,21410,6917,103
"HER44L","HER44L_2B","HER44L_2B_127",17.3,6661.34,6.72,1,20184,78745,1.5,7,29,222,0,104,21,106,787,3555,848,61,38,726,37327,110,131,103,310,0,0,257,316,3256,0,995,0,0,0,25,118,35,114,0,327,40,132,96,100,21666,6783,87
"HER44L","HER44L_2B","HER44L_2B_128",17.35,6696.26,6.71,1,18840,72059,1.6,0,45,203,0,96,47,137,592,2914,713,35,6,589,33832,52,113,104,224,0,109,317,318,2962,0,550,0,0,8,0,14,10,25,0,47,22,10,39,0,21104,6822,44
"HER44L","HER44L_2B","HER44L_2B_129",17.4,6731.18,6.7,1,19408,75925,1.55,5,29,249,15,125,23,84,620,2973,837,47,20,660,36551,88,63,8,250,193,73,323,376,3182,0,958,0,0,0,36,35,10,0,0,0,123,0,0,44,21008,6917,117
"HER44L","HER44L_2B","HER44L_2B_130",17.45,6766.09,6.69,1,19911,82609,1.76,0,39,268,7,100,34,73,591,3207,1191,0,33,751,43981,0,9,46,189,0,97,419,410,3030,0,618,0,0,0,12,37,82,21,0,0,0,191,44,93,20516,6520,111
"HER44L","HER44L_2B","HER44L_2B_131",17.5,6801.01,6.69,1,17723,66867,1.52,0,15,245,0,116,50,110,687,3278,793,23,13,565,29932,0,62,0,175,0,58,447,227,2968,0,594,0,0,0,8,43,103,22,0,0,0,95,132,0,19771,6335,0
"HER44L","HER44L_2B","HER44L_2B_132",17.55,6835.93,6.69,1,17959,68397,1.56,0,12,230,31,77,34,90,520,3204,584,27,17,543,31366,0,75,27,153,0,51,186,327,2912,0,1139,0,0,0,18,19,18,12,0,0,84,169,446,56,19636,6334,0
"HER44L","HER44L_2B","HER44L_2B_133",17.6,6870.84,6.7,1,19012,78010,1.63,0,35,233,6,75,27,93,738,3394,1027,72,0,788,39077,0,48,169,198,0,0,312,368,3102,0,879,0,0,0,0,9,0,52,20,35,25,72,133,99,20410,6514,30
"HER44L","HER44L_2B","HER44L_2B_134",17.65,6905.76,6.7,1,18480,72027,1.68,13,66,224,29,69,34,106,765,3929,744,11,32,658,32399,0,118,0,135,0,14,368,335,3401,0,1508,0,0,0,9,43,31,78,27,40,0,77,63,51,20088,6562,0
"HER44L","HER44L_2B","HER44L_2B_135",17.7,6940.68,6.7,1,17410,67550,1.47,36,37,184,0,78,37,124,787,3482,866,10,38,653,30132,0,124,0,94,0,71,117,353,3309,0,738,0,0,8,25,69,0,50,19,0,94,97,97,30,19324,6467,7
"HER44L","HER44L_2B","HER44L_2B_136",17.75,6975.59,6.7,1,18772,75814,1.82,8,22,201,0,81,34,106,769,3789,1858,76,0,782,37395,0,50,0,138,0,129,227,435,3101,0,903,0,0,0,0,10,0,33,0,0,0,24,119,0,19294,6230,0
"HER44L","HER44L_2B","HER44L_2B_137",17.8,7010.51,6.71,1,17680,71585,1.5,80,86,172,18,67,29,81,690,3368,1026,64,0,644,35111,0,93,58,164,0,0,306,277,2807,0,789,0,10,0,9,35,0,65,32,112,0,17,0,0,19305,6070,74
"HER44L","HER44L_2B","HER44L_2B_138",17.85,7045.43,6.71,1,17619,68959,1.51,6,48,221,12,57,34,107,679,3273,791,62,14,607,31840,0,89,116,261,0,0,246,317,2960,0,806,0,0,0,46,8,19,47,24,108,55,61,8,0,19802,6235,107
"HER44L","HER44L_2B","HER44L_2B_139",17.9,7080.35,6.71,1,18388,73295,1.62,0,35,153,15,57,34,86,650,3520,1279,54,0,695,34720,0,112,96,143,0,83,400,249,2979,0,1261,0,0,0,27,21,51,57,0,62,0,107,36,0,19797,6516,65
"HER44L","HER44L_2B","HER44L_2B_140",17.95,7115.26,6.7,1,18622,73884,1.54,0,21,205,9,73,23,108,641,3207,914,83,0,707,35874,35,95,56,192,0,0,222,411,2997,0,815,0,0,0,20,0,63,74,51,0,0,36,0,0,20279,6673,123
"HER44L","HER44L_2B","HER44L_2B_141",18,7150.18,6.71,1,19799,80364,1.83,33,46,206,13,71,49,73,763,4100,1424,45,10,813,39894,0,108,109,328,0,109,345,441,3253,0,905,0,0,0,0,0,60,50,60,0,0,16,76,0,20547,6417,0
"HER44L","HER44L_2B","HER44L_2B_142",18.05,7185.1,6.72,1,19680,78895,1.47,0,42,184,6,84,43,80,748,4084,924,71,9,610,38548,78,18,98,239,32,293,252,435,3573,0,904,0,0,0,11,46,29,0,0,16,0,75,21,71,20660,6611,116
"HER44L","HER44L_2B","HER44L_2B_143",18.1,7220.01,6.73,1,19379,78049,1.57,0,23,168,23,76,51,124,720,3553,1273,16,41,831,37670,0,20,83,201,0,0,384,415,3402,0,1245,0,0,11,80,63,62,72,46,33,0,77,42,35,20573,6636,0
"HER44L","HER44L_2B","HER44L_2B_144",18.15,7254.93,6.75,1,19404,78269,1.61,0,37,216,6,77,37,112,647,3232,1030,48,15,696,38831,0,80,28,171,0,26,324,438,3427,0,1310,0,11,0,9,0,0,0,0,40,0,14,92,0,20649,6666,38
"HER44L","HER44L_2B","HER44L_2B_145",18.2,7289.85,6.75,1,20859,86031,1.64,33,67,262,10,92,44,103,794,4175,1177,72,21,930,44393,105,58,115,214,0,6,375,432,3418,0,872,0,0,0,37,108,0,39,0,0,0,76,94,66,21049,6794,60
"HER44L","HER44L_2B","HER44L_2B_146",18.25,7324.76,6.76,1,19948,81377,1.66,44,68,229,0,82,28,94,923,4227,1274,59,20,669,40127,0,10,82,126,0,66,331,375,3057,0,1743,0,0,0,8,22,6,23,0,32,0,78,57,123,20605,6789,0
"HER44L","HER44L_2B","HER44L_2B_147",18.3,7359.68,6.77,1,20056,81243,1.6,22,37,266,14,91,56,95,823,3309,1348,14,13,775,40991,138,44,106,245,105,9,190,387,3156,0,949,0,9,0,43,54,19,88,36,79,69,0,84,0,20710,6869,64
"HER44L","HER44L_2B","HER44L_2B_148",18.35,7394.6,6.77,1,19507,75776,1.56,17,48,242,8,112,41,122,818,3686,949,47,45,642,35044,0,56,54,177,0,0,256,423,3386,0,825,0,0,0,0,31,4,127,0,0,26,145,82,30,21581,6752,0
"HER44L","HER44L_2B","HER44L_2B_149",18.4,7429.51,6.78,1,20483,84484,1.52,0,32,300,0,81,40,116,937,3728,1430,45,27,772,44035,67,73,166,216,148,0,287,425,3040,0,1104,0,0,0,22,42,0,177,153,23,8,133,127,0,20386,6344,0
"HER44L","HER44L_2B","HER44L_2B_150",18.45,7464.43,6.78,1,18762,80826,1.57,20,50,231,9,62,15,112,646,3585,1374,45,9,950,43398,397,24,81,187,39,83,251,310,2716,93,1147,0,0,0,16,0,0,74,55,30,0,0,0,0,18642,6175,0
"HER44L","HER44L_2B","HER44L_2B_151",18.5,7499.35,6.78,1,17795,69462,1.38,0,9,175,0,88,28,128,766,3073,932,18,29,581,32283,114,69,30,145,0,0,158,345,3287,41,1367,0,6,0,11,35,0,48,26,0,0,21,0,0,18925,6724,176
"HER44L","HER44L_2B","HER44L_2B_152",18.55,7534.26,6.78,1,18625,73911,1.71,18,59,263,24,86,27,122,920,3629,1258,51,9,630,34780,0,67,0,167,0,105,203,332,3462,0,969,0,14,0,9,113,0,195,106,74,111,134,76,0,19502,6396,74
"HER44L","HER44L_2B","HER44L_2B_153",18.6,7569.18,6.79,1,17204,63606,1.43,0,41,192,6,85,17,100,506,3463,651,40,0,533,26345,96,82,93,256,0,136,259,301,3019,0,1059,0,8,0,28,17,21,72,48,0,14,28,86,38,19687,6279,0
"HER44L","HER44L_2B","HER44L_2B_154",18.65,7604.1,6.8,1,19494,78467,1.53,5,59,230,0,122,45,122,714,3906,894,71,12,790,38650,88,125,47,209,0,0,350,296,3351,0,1259,0,0,12,22,0,30,49,19,0,0,0,0,0,20446,6544,214
"HER44L","HER44L_2B","HER44L_2B_155",18.7,7639.02,6.81,1,20094,78232,1.6,11,21,276,0,87,39,108,911,3487,2203,61,0,911,37227,0,137,70,96,0,0,343,310,2874,0,1164,0,0,0,64,0,96,0,53,0,0,0,0,0,20874,6809,54
"HER44L","HER44L_2B","HER44L_2B_156",18.75,7673.93,6.82,1,19917,77177,1.7,10,50,245,34,101,49,125,891,4109,1275,32,12,736,36325,0,167,130,319,22,0,191,396,3384,0,710,0,0,0,29,48,59,42,0,0,0,28,15,0,20784,6859,135
"HER44L","HER44L_2B","HER44L_2B_157",18.8,7708.85,6.84,1,18271,67864,1.57,0,34,206,0,64,37,124,924,3240,1007,26,26,530,29274,0,79,218,187,0,107,163,371,3218,0,1216,0,0,12,9,0,38,37,0,0,0,0,0,45,20337,6335,66
"HER44L","HER44L_2B","HER44L_2B_158",18.85,7743.77,6.85,1,18244,67378,1.53,0,32,194,16,105,44,169,497,2995,906,43,0,538,27972,146,140,116,90,0,14,192,472,3032,0,968,0,0,0,22,20,0,0,0,0,154,108,296,43,21618,6436,0
"HER44L","HER44L_2B","HER44L_2B_159",18.9,7778.68,6.85,1,18608,68812,1.34,0,43,207,10,79,70,163,795,3057,943,20,28,554,28844,0,34,55,133,0,172,237,486,3218,0,1149,0,0,0,29,43,0,40,0,32,167,51,98,0,21429,6626,184
"HER44L","HER44L_2B","HER44L_2B_160",18.95,7813.6,6.85,1,18917,71677,1.79,0,67,272,19,83,67,156,677,3600,867,53,0,571,32442,0,185,107,159,0,15,357,265,3040,0,968,0,0,9,12,121,128,0,0,0,10,70,149,124,20762,6322,36
"HER44L","HER44L_2B","HER44L_2B_161",19,7848.52,6.85,1,18643,74011,1.64,0,57,235,8,101,42,155,645,3275,762,41,51,613,35916,18,145,102,210,0,52,200,518,2793,0,1066,0,0,6,7,176,33,0,0,65,0,334,51,169,19796,6369,0
"HER44L","HER44L_2B","HER44L_2B_162",19.05,7883.43,6.85,1,18562,75416,1.58,58,49,244,22,79,34,169,670,3328,1017,47,34,682,37793,125,60,87,292,0,0,268,365,2711,0,1636,0,0,0,25,112,131,0,0,0,0,0,0,50,19298,6030,49
"HER44L","HER44L_2B","HER44L_2B_163",19.1,7918.35,6.86,1,17571,71765,1.57,11,34,166,0,78,14,141,606,2924,1871,30,22,720,34200,30,81,70,324,85,0,318,378,3012,0,1056,0,17,0,27,65,253,34,0,0,0,0,27,0,19157,6014,7
"HER44L","HER44L_2B","HER44L_2B_164",19.15,7953.27,6.86,1,19443,77882,1.54,22,32,180,0,69,60,124,609,3406,978,52,22,643,38430,24,57,109,213,0,0,177,562,3119,0,1180,0,0,0,20,49,0,23,92,75,146,167,125,0,20773,6344,20
"HER44L","HER44L_2B","HER44L_2B_165",19.2,7988.18,6.86,1,20784,85014,1.58,17,48,208,9,87,41,116,785,3773,1280,41,34,824,43696,78,72,67,231,0,21,297,455,2924,0,1421,0,5,0,41,0,20,58,0,0,0,114,37,0,21622,6592,52
"HER44L","HER44L_2B","HER44L_2B_166",19.25,8023.1,6.86,1,20641,86775,1.52,14,24,197,12,70,42,153,623,4014,1542,34,56,930,44423,0,42,57,243,0,50,417,374,2753,54,2052,0,20,0,17,50,37,39,0,9,0,110,0,31,21714,6572,147
"HER44L","HER44L_2B","HER44L_2B_167",19.3,8058.02,6.87,1,21762,91351,1.49,11,45,214,0,56,21,143,633,3754,1606,51,6,968,47706,12,92,53,220,0,107,358,373,2580,0,2585,0,16,0,7,31,0,35,0,13,0,126,84,150,22673,6622,205
"HER44L","HER44L_2B","HER44L_2B_168",19.35,8092.93,6.87,1,22466,93559,1.63,4,58,208,14,96,54,135,665,4178,1678,16,46,991,48806,86,80,85,184,9,88,412,426,2753,0,1631,0,0,0,94,63,32,0,0,18,0,41,64,10,23948,6586,61
"HER44L","HER44L_2B","HER44L_2B_169",19.4,8127.85,6.87,1,22523,91638,1.58,34,78,230,24,105,48,170,845,3775,1475,37,35,953,46239,204,49,64,207,145,37,619,335,2832,0,1440,0,0,0,28,95,82,13,0,40,0,0,9,0,24571,6820,44
"HER44L","HER44L_2B","HER44L_2B_170",19.45,8162.77,6.86,1,22058,86692,1.53,38,68,218,4,124,46,132,750,3335,1505,98,33,706,41463,165,53,19,121,0,82,657,194,2506,0,1266,0,10,0,30,51,0,122,58,30,0,126,0,52,25580,7050,21
"HER44L","HER44L_2B","HER44L_2B_171",19.5,8197.68,6.86,1,22246,88681,1.56,0,12,201,0,72,42,125,673,3717,1531,46,43,823,43030,110,96,167,186,0,97,531,285,2664,0,1184,0,0,0,37,0,0,81,0,47,0,15,51,42,25574,7199,196
"HER44L","HER44L_2B","HER44L_2B_172",19.55,8232.6,6.85,1,21852,83640,1.48,0,44,248,0,111,47,123,702,3423,1145,33,17,727,38055,0,70,116,177,0,32,495,353,2619,0,1798,0,6,0,4,0,0,14,0,40,41,121,96,41,26013,6929,60
"HER44L","HER44L_2B","HER44L_2B_173",19.6,8267.52,6.83,1,21301,80941,1.51,12,40,187,0,84,32,157,786,3246,975,61,10,754,36927,0,146,119,193,0,81,496,274,2532,0,1765,0,11,0,21,51,27,60,34,24,0,9,93,0,24790,6944,27
"HER44L","HER44L_2B","HER44L_2B_174",19.65,8302.44,6.83,1,21216,81012,1.49,20,72,235,0,113,60,123,601,3122,1266,35,22,708,38764,123,128,162,140,0,117,561,326,2377,0,585,0,10,0,75,0,0,109,121,0,0,0,31,24,24563,6419,151
"HER44L","HER44L_2B","HER44L_2B_175",19.7,8337.35,6.83,1,19783,75603,1.47,0,17,165,6,134,34,140,592,2408,826,75,26,529,35625,69,114,53,123,0,13,385,376,2015,0,980,0,0,0,0,21,63,98,14,0,0,0,76,0,24033,6593,28
"HER44L","HER44L_2B","HER44L_2B_176",19.75,8372.27,6.84,1,19981,73795,1.53,0,33,181,0,107,33,97,583,2246,1158,11,19,524,32475,96,73,46,134,0,19,513,369,2501,0,1108,0,0,0,0,51,0,89,36,16,0,218,0,44,24532,6483,60
"HER44L","HER44L_2B","HER44L_2B_177",19.8,8407.19,6.84,1,20488,74689,1.57,0,0,195,0,73,28,123,492,2704,841,56,0,462,32739,54,93,35,171,0,49,628,163,2408,0,985,0,0,0,0,133,39,62,71,99,0,118,32,0,25001,6835,60
"HER44L","HER44L_2B","HER44L_2B_178",19.85,8442.1,6.84,1,21345,82151,1.48,4,16,132,0,102,50,126,513,2550,1867,32,41,707,38162,274,80,79,104,0,0,710,241,2317,0,774,0,0,0,12,54,47,0,17,0,0,135,118,0,25873,7014,130
"HER44L","HER44L_2B","HER44L_2B_179",19.9,8477.02,6.84,1,21633,80374,1.45,0,40,170,14,102,78,151,568,2203,876,51,35,541,38137,73,86,75,123,71,16,812,345,2113,0,554,0,46,0,32,0,102,0,0,0,0,15,291,51,26216,6387,0
"HER44L","HER44L_2B","HER44L_2B_180",19.95,8511.94,6.85,1,21744,82310,1.33,14,53,133,0,128,45,114,471,2088,809,67,13,560,40652,82,93,197,194,112,72,597,323,2036,0,1194,0,0,0,0,6,17,0,0,0,39,0,34,0,25533,6634,176
"HER44L","HER44L_2B","HER44L_2B_181",20,8546.85,6.85,1,21226,77533,1.42,17,63,105,6,126,60,107,382,1701,682,46,21,373,37321,278,153,145,122,0,62,641,302,1965,0,636,0,0,0,7,0,62,0,0,0,0,0,0,50,25893,6207,194
"HER44L","HER44L_2B","HER44L_2B_182",20.05,8549.17,6.85,1,21023,78187,1.39,16,24,102,21,139,49,117,405,1738,721,71,18,395,38671,80,80,118,146,0,16,760,315,1865,0,630,0,0,0,0,26,49,0,0,42,0,83,34,0,25229,6227,40
"HER44L","HER44L_2B","HER44L_2B_183",20.1,8551.5,6.86,1,20358,73936,1.48,35,61,152,18,121,53,113,415,1576,681,86,17,370,33950,111,42,70,89,0,34,658,300,2079,0,597,0,9,0,0,14,74,5,0,0,0,117,47,0,25598,6444,110
"HER44L","HER44L_2B","HER44L_2B_184",20.15,8553.82,6.86,1,21815,86093,1.41,0,27,72,9,184,48,115,325,1453,718,104,31,405,46312,30,124,125,84,15,141,684,301,1844,0,765,0,0,5,0,115,0,54,0,35,19,76,23,19,25199,6632,73
"HER44L","HER44L_2B","HER44L_2B_185",20.2,8556.14,6.86,1,22647,91178,1.87,10,43,89,23,187,62,88,444,1768,713,90,63,465,50595,0,110,68,49,0,127,737,201,1974,0,419,0,6,0,0,39,0,296,49,57,0,0,85,32,25918,6371,40
"HER44L","HER44L_2B","HER44L_2B_186",20.25,8558.46,6.87,1,23049,92526,1.62,0,44,78,5,182,53,82,464,1778,1038,21,48,618,50428,262,50,208,134,0,92,706,318,2081,0,877,0,0,0,0,0,50,0,0,40,0,154,32,37,25936,6710,0
"HER44L","HER44L_2B","HER44L_2B_187",20.3,8560.78,6.87,1,24015,97821,1.61,38,30,107,0,153,63,100,496,2179,1188,62,56,719,54284,212,22,92,112,7,196,740,472,2288,0,583,0,0,0,0,12,0,20,0,47,0,10,49,85,26664,6735,199
