"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Mg","Al","Si","P","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Br","Rb","Sr","Y","Zr","Sn","I","Cs","Ba","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","qc","label"
"HER24L","HER24L_3A_16",6.5,1462,6.82,1,30886,68315,1.2,23,37,0,28,46,35,25,496,68,0,0,21,1722,0,145,105,68,0,69,3760,0,1296,0,1301,0,0,0,9,0,0,0,0,0,38,0,50823,8051,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_17",6.6,1481.68,6.83,1,30448,67262,1.29,0,0,9,23,40,51,53,464,106,9,0,33,1677,0,167,54,29,0,20,3697,20,1196,0,1229,0,0,0,0,25,0,0,0,19,142,0,49995,8017,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_18",6.7,1501.36,6.84,1,30498,67991,1.4,0,0,21,0,21,45,41,525,76,0,0,14,1563,10,187,25,107,0,135,4044,0,962,0,1206,0,0,0,0,0,0,0,0,144,80,0,50488,8108,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_19",6.8,1521.03,6.84,1,30265,68358,1.37,0,32,0,28,34,35,51,458,90,16,0,21,1555,78,183,45,92,0,163,4115,175,1039,0,1145,12,0,0,0,0,0,0,0,80,84,0,50542,8014,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_20",6.9,1540.71,6.85,1,30679,70192,1.37,5,0,20,16,22,47,39,423,172,0,0,53,1774,75,176,83,150,0,139,4292,0,1172,0,1277,0,8,6,0,0,0,0,0,89,72,36,51513,8281,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_21",7,1560.39,6.86,1,30588,69344,1.38,0,22,0,29,39,37,43,443,84,6,13,22,1825,9,192,108,95,0,0,4061,186,1071,0,1164,21,4,0,0,0,0,0,0,159,226,0,51017,8200,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_22",7.1,1580.07,6.86,1,30472,69583,1.4,0,59,21,22,48,44,46,465,69,0,0,16,1470,28,230,115,144,0,64,4176,129,1039,0,1519,0,17,0,17,0,0,0,0,63,281,0,51196,8084,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_23",7.2,1599.75,6.86,1,30586,69116,1.29,0,0,0,13,35,34,41,461,56,0,0,35,1322,0,188,78,101,0,0,4434,190,1020,0,1447,0,10,0,0,0,0,0,0,38,35,67,50878,8355,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_24",7.3,1619.43,6.86,1,30788,70081,1.31,0,7,0,24,25,26,25,399,29,0,0,20,1496,0,157,47,51,0,136,4564,0,1199,0,1397,0,0,0,5,0,0,0,0,125,108,0,51730,8291,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_25",7.4,1639.11,6.86,1,31218,70243,1.42,0,0,0,19,27,52,35,415,45,0,7,19,1575,40,209,73,66,0,188,4495,0,1166,0,1111,0,0,4,0,0,0,0,0,16,169,0,52178,8130,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_26",7.5,1658.79,6.87,1,32124,71998,1.48,0,0,0,19,54,54,18,476,67,15,0,27,1453,22,220,27,58,0,66,4654,68,1186,0,1130,18,10,0,0,0,0,0,0,106,310,0,53365,8358,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_27",7.6,1678.47,6.87,1,31262,69993,1.38,0,0,15,0,41,45,29,520,34,10,0,5,1345,18,199,76,103,0,50,4701,195,1046,0,1031,9,0,0,7,9,0,0,0,77,0,0,51978,8235,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_28",7.7,1698.14,6.87,1,31971,71622,1.55,0,0,44,25,56,58,20,471,39,5,10,0,1235,39,139,45,7,0,36,5354,77,837,0,1086,9,34,0,0,0,0,37,0,115,107,0,53263,8289,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_29",7.8,1717.82,6.85,1,32660,72892,1.32,0,12,7,0,57,29,57,451,59,5,0,0,1030,24,162,72,119,0,0,5729,0,978,0,1121,0,0,0,0,0,0,0,0,0,59,0,54222,8554,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_30",7.9,1737.5,6.83,1,33027,74305,1.29,0,0,0,10,17,37,38,501,21,0,0,0,1108,10,121,96,50,0,108,5845,171,1131,0,1066,5,0,0,5,0,0,0,0,0,197,0,54891,8705,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_31",8,1757.18,6.82,1,32327,72442,1.25,27,21,23,14,49,57,0,451,21,0,11,0,1009,48,219,163,86,0,44,5323,86,838,0,1279,0,0,0,0,0,0,28,0,201,0,0,53835,8369,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_32",8.1,1776.86,6.81,1,32995,74719,1.44,0,13,0,19,58,37,39,508,80,0,7,17,1116,93,189,60,62,0,92,5885,153,1120,0,1316,10,12,0,0,0,0,0,0,163,71,0,55063,8362,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_33",8.2,1796.54,6.81,1,32910,72833,1.37,0,32,4,21,36,60,51,468,18,0,22,11,841,70,186,106,25,0,0,5929,0,908,0,1272,7,7,0,0,0,0,0,0,49,37,0,53845,8609,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_34",8.3,1816.22,6.81,1,33042,73305,1.55,0,0,8,16,48,73,10,490,43,0,0,24,1004,54,183,41,31,0,92,5608,168,1100,0,1106,5,13,0,0,0,0,0,0,216,225,0,54121,8461,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_35",8.4,1835.9,6.81,1,33359,73708,1.35,0,19,21,13,47,54,34,413,40,0,11,17,843,84,161,51,137,0,0,5661,147,697,0,1336,19,9,0,0,0,0,0,0,28,33,0,55387,8256,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_36",8.5,1855.57,6.81,1,33565,75305,1.5,0,0,0,21,36,52,27,530,74,21,13,37,1064,58,200,43,139,0,217,5893,27,954,0,1279,0,0,0,0,0,0,0,0,86,354,19,55261,8644,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_37",8.6,1875.25,6.82,1,32716,73176,1.47,0,0,13,0,26,49,23,473,51,0,0,39,1079,16,239,83,76,0,63,5578,0,700,0,1221,0,0,0,0,0,0,0,0,209,130,23,54595,8310,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_38",8.7,1894.93,6.84,1,33004,74177,1.32,0,9,0,27,35,51,30,456,31,0,7,62,1895,99,152,60,111,79,146,4935,0,858,0,1170,13,6,0,0,0,0,0,0,0,382,0,54828,8503,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_39",8.8,1914.61,6.85,1,32675,72491,1.4,0,7,27,10,53,55,13,409,64,0,20,49,1052,43,161,12,124,0,37,5159,0,788,0,1248,0,0,0,0,0,0,0,0,125,59,14,54321,8456,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_40",8.9,1934.29,6.86,1,32433,70564,1.31,16,20,13,21,47,62,40,400,26,5,0,13,875,18,156,25,12,0,72,5083,0,938,0,1055,0,4,0,0,0,0,0,0,68,98,0,53425,7911,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_41",9,1953.97,6.88,1,32187,71451,1.42,35,30,11,0,35,25,20,441,25,17,0,45,1300,0,157,88,141,0,66,5133,14,750,0,1207,8,0,0,0,0,0,0,0,0,99,0,53196,8424,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_42",9.1,1973.65,6.88,1,32783,72750,1.26,12,45,20,8,36,50,41,359,36,0,0,50,1135,13,145,146,58,0,165,5469,42,934,0,1074,13,0,0,0,10,0,7,0,109,38,64,54148,8361,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_43",9.2,1993.33,6.89,1,32749,72288,1.35,0,58,0,7,42,37,14,397,26,0,5,17,1196,55,201,136,50,0,167,5466,57,797,0,1081,0,0,0,8,0,0,0,0,46,116,0,53976,8115,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_44",9.3,2013,6.89,1,33144,74692,1.22,0,33,11,13,33,47,42,435,33,0,0,33,1362,13,189,198,111,0,70,5509,113,852,0,1090,0,0,0,7,15,0,43,0,200,151,0,55282,8586,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_45",9.4,2032.68,6.89,1,33386,73914,1.34,0,0,0,0,47,32,19,421,48,0,0,0,987,30,203,59,40,0,154,5439,222,893,0,1152,0,0,0,0,0,0,0,0,62,24,0,55409,8477,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_46",9.5,2052.36,6.89,1,33464,74713,1.4,7,22,0,32,52,39,8,436,38,0,14,17,825,0,215,70,110,0,0,5438,68,701,0,1229,0,0,0,0,0,0,0,0,219,137,0,55813,8971,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_47",9.6,2072.04,6.89,1,33201,74488,1.52,0,0,0,24,29,59,15,377,36,0,0,5,707,0,138,84,26,0,152,5665,94,1081,26,1284,12,0,0,6,0,0,0,0,153,167,109,55529,8498,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_48",9.7,2091.72,6.89,1,33366,75770,1.6,0,28,7,25,62,60,53,395,62,6,8,50,1019,0,185,55,73,0,138,5632,273,769,0,1122,0,17,0,0,0,0,0,0,199,183,0,56228,8892,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_49",9.8,2111.4,6.9,1,33550,75397,1.29,0,0,9,0,27,39,23,413,31,0,0,7,823,0,242,102,72,0,184,5581,263,804,0,1231,0,0,0,0,0,0,22,0,83,290,0,56426,8563,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_50",9.9,2131.08,6.9,1,33840,75030,1.61,49,31,18,34,37,43,52,477,82,0,12,0,763,0,192,67,30,0,106,5477,54,842,0,1095,0,8,0,0,0,0,0,0,27,195,0,56422,8726,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_51",10,2150.76,6.9,1,33696,73640,1.38,0,15,0,8,35,41,69,505,86,5,10,24,1105,29,223,68,41,0,0,5078,0,844,0,1288,0,14,0,0,0,0,28,0,20,0,0,55390,8541,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_52",10.1,2176.62,6.91,1,33611,73833,1.29,0,0,7,0,20,27,16,532,32,0,0,16,1073,0,137,46,0,0,0,5324,235,960,0,1168,12,0,0,5,0,0,0,0,109,0,0,55454,8453,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_53",10.2,2202.48,6.92,1,33184,72804,1.39,0,42,29,30,59,50,38,450,53,0,20,16,632,39,250,108,170,0,0,5045,0,836,0,1209,13,4,0,0,0,0,0,0,124,30,0,54663,8700,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_54",10.3,2228.34,6.93,1,32616,72358,1.42,0,17,0,16,27,38,34,472,35,0,13,14,1220,0,182,82,51,0,20,4759,161,991,0,1195,7,0,0,18,0,10,5,0,82,109,98,54255,8296,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_55",10.4,2254.21,6.92,1,32793,73108,1.34,0,0,0,9,50,36,17,459,49,11,5,27,1316,0,194,106,147,0,73,5200,114,893,0,1350,0,0,0,0,0,0,0,0,38,0,0,54314,8417,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_56",10.5,2280.07,6.92,1,32623,72011,1.37,45,50,21,31,39,35,17,530,51,0,7,7,848,0,172,38,37,0,127,5376,0,1037,0,1490,0,0,0,0,0,0,0,0,0,0,0,53528,8310,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_57",10.6,2305.93,6.92,1,32767,71633,1.45,0,10,7,18,46,49,0,432,55,0,0,11,674,29,148,0,0,0,78,5194,49,939,0,1160,12,13,0,0,0,0,0,0,86,121,0,53887,8430,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_58",10.7,2331.79,6.91,1,32673,71716,1.4,0,5,0,0,58,35,34,456,60,0,8,0,1099,0,161,34,101,0,137,4622,0,959,0,1182,5,0,0,0,0,0,0,0,158,132,0,54098,8143,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_59",10.8,2357.66,6.91,1,32578,71543,1.25,28,29,0,13,39,27,10,458,108,4,0,33,1130,7,241,146,61,0,33,4296,92,776,0,1208,6,0,0,0,0,0,0,0,114,0,0,53678,8760,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_60",10.9,2383.52,6.9,1,32811,71913,1.12,0,10,0,10,46,41,86,491,21,0,6,26,891,40,200,74,54,0,91,4414,0,1004,0,1212,6,0,0,18,0,0,0,0,0,0,27,54401,8549,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_61",11,2409.38,6.9,1,33282,72925,1.37,0,31,0,7,50,49,19,519,212,0,26,69,1583,29,195,106,36,0,66,4290,51,1005,0,1104,12,7,0,12,0,0,0,0,116,47,0,54474,8584,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_62",11.1,2435.24,6.89,1,32985,72607,1.35,0,43,10,20,69,63,26,547,84,0,5,26,1268,0,158,90,67,0,93,4372,92,1204,0,1089,11,4,0,0,0,0,0,0,169,264,0,53957,8706,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_63",11.2,2461.1,6.89,1,32945,72326,1.45,0,28,29,14,45,45,50,498,94,0,0,29,1624,0,170,51,13,0,130,4649,0,972,0,1411,7,11,0,0,0,0,0,0,0,54,0,53904,8279,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_64",11.3,2486.97,6.88,1,32936,72446,1.32,7,11,0,11,44,66,42,552,64,0,15,43,1182,0,247,189,164,0,22,4314,304,1226,0,1216,17,0,0,0,0,0,0,0,55,211,68,53715,8436,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_65",11.4,2512.83,6.89,1,32921,71933,1.28,22,33,37,17,62,61,29,489,84,0,0,15,1149,11,148,26,36,0,122,4305,8,1037,0,1264,10,17,0,0,0,0,0,0,109,46,188,53937,8505,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_66",11.5,2538.69,6.9,1,32912,71282,1.11,0,36,0,10,41,36,25,473,50,0,0,29,983,0,196,107,34,33,148,4173,0,994,0,1290,0,0,0,0,0,0,0,0,0,0,0,53985,8444,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_67",11.6,2564.55,6.91,1,33003,70188,1.46,0,16,0,14,40,46,17,478,88,0,9,28,1161,112,147,36,0,0,33,3954,0,1003,0,1022,0,0,0,0,0,0,23,0,214,0,0,52758,8832,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_68",11.7,2590.42,6.92,1,32748,71342,1.44,0,44,12,20,58,68,23,506,66,0,17,28,1416,19,124,70,51,0,69,4185,175,1129,0,1230,0,8,0,5,0,0,56,0,131,0,158,53093,8412,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_69",11.8,2616.28,6.93,1,32033,68684,1.31,0,0,6,13,58,50,23,495,72,12,13,47,1209,113,181,140,78,0,11,4019,32,1163,0,1013,12,0,0,0,0,0,0,0,0,51,0,51210,8491,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_70",11.9,2642.14,6.94,1,31863,69345,1.13,0,57,0,32,25,38,25,476,48,4,0,26,1232,0,174,132,61,0,105,4090,7,1133,0,1455,0,0,0,15,0,0,0,0,47,228,82,51426,8299,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_71",12,2668,6.95,1,31730,68560,1.38,0,13,11,0,44,49,79,512,72,0,22,34,988,0,138,90,0,0,30,3978,192,1299,0,1120,0,0,0,0,0,0,0,0,0,10,64,51149,8479,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_72",12.1,2693.87,6.96,1,31987,69276,1.29,0,15,0,8,6,34,31,517,46,0,0,38,1514,0,164,175,103,0,77,3895,29,1203,0,1113,0,0,0,6,0,0,0,0,26,84,17,51404,8590,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_73",12.2,2719.73,6.97,1,32079,69514,1.38,16,37,0,26,68,57,38,552,117,0,0,11,1276,0,142,101,81,0,169,3870,66,1366,0,1295,0,0,0,0,0,0,0,0,77,41,16,51471,8465,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_74",12.3,2745.59,6.97,1,31915,68943,1.2,43,52,14,23,48,63,26,592,88,11,15,35,1567,46,170,100,133,0,99,3653,51,1355,0,1056,0,0,0,0,0,0,0,0,0,51,0,51091,8395,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_75",12.4,2771.45,6.97,1,31494,68548,1.29,0,47,15,6,54,59,34,624,99,0,0,62,1263,0,146,63,62,0,7,3669,168,1550,0,1175,0,16,0,9,0,0,0,0,60,100,0,50405,8562,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_76",12.5,2797.32,6.97,1,30264,66178,1.44,0,0,14,22,39,23,44,618,192,0,0,26,1162,27,202,57,69,0,0,3431,196,1199,0,1101,0,4,0,0,0,41,0,0,110,0,0,49122,8207,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_77",12.6,2823.18,6.96,1,30311,65410,1.41,0,34,9,18,42,32,73,657,80,0,0,0,1035,0,171,126,0,0,30,3282,161,1682,0,1079,0,0,0,5,7,0,132,0,174,226,0,48168,8017,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_78",12.7,2849.04,6.94,1,30573,68559,1.48,0,0,41,4,51,142,62,993,172,0,11,80,2987,67,151,0,49,0,63,3039,76,1708,0,1110,11,20,0,19,21,0,0,0,133,90,0,48892,8361,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_79",12.8,2874.9,6.91,1,31590,70315,1.39,0,0,19,0,39,25,48,727,356,0,26,105,2923,0,165,16,22,0,45,3675,50,1793,0,1092,0,0,0,0,0,60,0,0,163,170,0,50085,8537,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_80",12.9,2900.76,6.92,1,32136,69768,1.4,0,24,0,12,70,70,44,659,126,0,26,57,2081,40,169,76,130,0,50,3638,41,1467,0,1227,14,5,0,0,0,0,0,0,61,231,0,50931,8319,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_81",13,2926.63,6.92,1,31868,68539,1.46,9,25,6,27,39,60,58,693,103,0,7,75,2172,16,202,75,0,0,59,3585,0,1344,0,1226,7,0,0,0,0,0,0,0,0,0,0,50022,8470,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_82",13.1,2952.49,6.93,1,31347,67927,1.33,0,19,12,14,82,25,56,811,85,0,0,35,1937,57,171,32,103,0,0,3404,0,1276,0,1355,0,0,0,12,0,0,12,0,127,98,0,49611,8376,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_83",13.2,2978.35,6.94,1,31634,69441,1.38,9,8,0,0,65,45,64,724,264,5,0,39,1987,67,213,51,48,58,0,3642,0,1444,0,1387,14,7,0,0,13,0,0,0,0,0,67,50684,8353,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_84",13.3,3004.21,6.96,1,31904,69561,1.53,0,19,18,29,75,51,48,678,106,0,25,50,2280,22,216,116,119,0,82,3677,0,1397,0,1503,0,0,0,9,0,0,0,0,138,0,0,50183,8493,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_85",13.4,3030.08,6.98,1,31483,68457,1.31,0,16,0,26,34,55,44,676,115,9,0,61,1739,54,120,65,71,0,46,3577,144,1431,0,1176,0,0,0,0,0,0,0,0,0,0,23,50228,8577,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_86",13.5,3055.94,6.99,1,31373,68600,1.32,0,21,20,10,71,52,42,583,96,0,17,16,1242,86,202,137,0,0,125,3383,41,1679,0,1268,4,20,0,0,0,0,0,0,108,59,0,50697,8384,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_87",13.6,3081.8,7,1,32050,69081,1.27,0,20,8,0,51,43,50,633,87,0,40,11,1324,0,179,109,124,0,0,3525,0,1508,0,1171,0,0,0,0,16,41,0,0,81,0,0,51203,8716,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_88",13.7,3107.66,7.01,1,32218,70864,1.28,0,9,0,0,23,29,54,678,84,15,0,37,1611,69,173,97,34,0,77,3665,28,1451,120,1268,0,0,0,11,0,0,0,0,236,76,27,52381,8450,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_89",13.8,3133.53,7.02,1,31791,70078,1.35,0,19,0,0,47,38,34,582,99,28,0,52,1542,43,126,0,0,0,86,3607,0,1483,0,1110,0,20,0,0,0,0,21,0,27,144,0,52295,8428,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_90",13.9,3159.39,7.03,1,32415,70222,1.35,20,14,25,18,66,66,18,593,83,0,0,9,1453,104,168,59,91,44,120,3371,0,1456,0,1087,13,0,0,0,0,0,0,0,0,33,0,52381,8641,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_91",14,3185.25,7.04,1,32620,71414,1.41,0,0,0,6,71,41,55,600,87,6,10,38,1518,47,201,141,74,0,106,3536,63,1363,0,1302,0,0,0,0,0,0,34,0,144,145,164,52757,8754,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_92",14.1,3211.11,7.05,1,32805,71400,1.53,0,11,24,19,51,49,31,666,100,0,4,54,1839,0,169,60,117,0,57,3677,190,1279,37,1149,5,13,0,18,0,0,0,0,112,59,5,52990,8441,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_93",14.2,3236.98,7.05,1,32567,72405,1.29,21,11,4,30,42,28,46,695,105,0,5,138,3529,27,182,144,52,0,0,3509,0,1124,0,1149,0,0,0,0,0,0,0,0,121,64,109,52528,8608,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_94",14.3,3262.84,7.05,1,32170,71374,1.18,0,30,28,31,65,45,45,628,67,0,0,49,2153,0,172,81,50,0,30,3409,178,1526,0,1242,11,8,0,11,0,155,0,0,139,173,0,52350,8530,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_95",14.4,3288.7,7.06,1,32147,71235,1.39,0,23,0,12,58,37,58,636,96,0,0,70,1897,0,184,106,79,0,71,3404,19,1242,0,1431,0,0,0,0,0,41,0,0,174,50,120,52485,8778,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_96",14.5,3314.56,7.06,1,32504,71148,1.29,0,40,8,11,25,49,58,644,111,0,7,45,2057,0,173,114,63,0,101,3264,141,1356,0,1308,0,0,0,0,0,18,45,0,52,0,0,52826,8471,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_97",14.6,3340.43,7.06,1,32684,71059,1.28,0,9,0,10,55,55,63,673,77,0,18,35,1512,92,143,56,38,0,29,3365,44,1360,0,1389,0,0,0,16,0,0,0,0,117,0,0,53354,8365,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_98",14.7,3366.29,7.07,1,32635,71728,1.15,0,29,0,8,48,29,50,780,102,0,0,31,1860,51,204,115,170,0,133,3129,216,1544,0,1162,0,0,0,20,0,0,0,0,77,100,0,53060,8623,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_99",14.8,3392.15,7.06,1,32917,72931,1.38,0,43,12,33,50,47,63,804,187,6,13,91,2672,6,205,128,42,0,99,3221,185,1473,0,1243,0,7,0,0,0,0,0,0,224,0,0,53412,8510,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_100",14.9,3418.01,7.07,1,33209,72746,1.37,0,0,0,9,38,31,55,639,82,34,0,19,1338,38,191,146,12,0,0,3293,10,1370,0,1313,0,0,0,0,0,0,0,0,144,157,0,54715,8929,TRUE,"HER24L_3A"
"HER24L","HER24L_3A_101",15,3443.87,7.07,1,33613,73643,1.44,0,31,0,22,46,57,50,626,127,0,13,32,1958,0,212,92,56,0,102,3042,0,1276,0,1391,24,14,0,0,0,0,0,0,197,54,59,55259,8656,TRUE,"HER24L_3A"
