"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Ni","Br","Rb","Sr","Zr","Mo_inc","Mo_coh"
"HER24L","HER24L_3A_212",26.1,4035.24,7.38,1,30591,67961,1.45,63,181,882,265,93,3471,177,3529,92,1573,933,47374,8375
"HER24L","HER24L_3A_213",26.2,4056.57,7.39,1,30807,69324,1.26,63,75,885,342,181,5351,157,3435,16,1694,873,47246,8083
"HER24L","HER24L_3A_214",26.3,4077.91,7.39,1,30857,71026,1.39,50,103,1151,292,202,6166,147,3391,62,1755,1175,46552,8778
"HER24L","HER24L_3A_215",26.4,4099.24,7.38,1,30141,66540,1.41,35,134,982,320,131,3319,154,3285,247,1725,1032,45377,8801
"HER24L","HER24L_3A_216",26.5,4120.57,7.38,1,30425,70214,1.35,44,169,1029,411,226,7015,178,3369,142,2015,992,45283,8344
"HER24L","HER24L_3A_217",26.6,4141.91,7.38,1,29942,66421,1.22,40,78,919,284,137,4691,152,3054,145,1899,1011,44908,7982
"HER24L","HER24L_3A_218",26.7,4163.24,7.38,1,30428,69184,1.33,54,101,896,303,141,5219,156,3465,171,2259,1426,45573,8500
"HER24L","HER24L_3A_219",26.8,4184.57,7.38,1,30967,69607,1.46,56,72,802,268,105,3960,149,3682,117,1841,1106,47605,8594
"HER24L","HER24L_3A_220",26.9,4205.9,7.38,1,31589,69727,1.33,47,79,836,327,89,3496,110,3716,86,1799,977,48952,8371
"HER24L","HER24L_3A_221",27,4227.24,7.38,1,32407,73969,1.31,68,60,878,458,97,4725,212,4009,68,1564,1032,50846,8928
"HER24L","HER24L_3A_222",27.1,4248.57,7.39,1,32854,74763,1.23,63,82,1096,257,244,6967,153,4211,23,1376,936,50485,8101
"HER24L","HER24L_3A_223",27.2,4269.9,7.39,1,31385,66370,1.35,73,41,664,224,84,1880,144,3962,120,1338,1018,47819,8247
"HER24L","HER24L_3A_224",27.3,4291.24,7.38,1,31180,70269,1.29,90,54,887,360,83,5405,221,3909,0,1688,1189,47604,8098
"HER24L","HER24L_3A_225",27.4,4312.57,7.38,1,31028,69948,1.31,67,97,976,259,100,4271,166,3885,45,1579,1276,47798,8430
"HER24L","HER24L_3A_226",27.5,4333.9,7.36,1,30548,68588,1.32,65,99,967,327,74,4118,146,3692,135,1577,1222,46812,8284
"HER24L","HER24L_3A_227",27.6,4355.24,7.34,1,31020,70672,1.3,87,94,926,273,98,5279,138,3618,227,1720,1320,47124,8778
"HER24L","HER24L_3A_228",27.7,4376.57,7.33,1,31372,71459,1.56,71,74,1069,593,145,5426,173,3617,27,1706,1521,47697,8574
"HER24L","HER24L_3A_229",27.8,4397.9,7.33,1,31442,70129,1.37,46,144,1147,280,132,4001,187,3408,49,1895,1195,47677,8603
"HER24L","HER24L_3A_230",27.9,4419.23,7.33,1,32061,69867,1.36,38,73,889,244,92,2626,113,4099,144,1633,1073,49254,8627
"HER24L","HER24L_3A_231",28,4440.57,7.32,1,31972,69912,1.51,47,68,956,283,116,3400,154,4152,100,1648,1098,48542,8480
"HER24L","HER24L_3A_232",28.1,4461.9,7.31,1,31606,71522,1.24,52,82,964,242,101,4207,208,4076,137,1730,1083,48758,8532
"HER24L","HER24L_3A_233",28.2,4483.23,7.29,1,31521,69818,1.2,61,50,803,347,104,4145,181,3858,0,1507,1082,48499,8521
"HER24L","HER24L_3A_234",28.3,4504.57,7.29,1,31220,67709,1.26,66,72,742,257,124,2963,214,3895,179,1615,1015,47594,8194
"HER24L","HER24L_3A_235",28.4,4525.9,7.28,1,30382,67038,1.38,30,65,905,313,128,4632,182,3594,0,1586,1045,45455,8023
"HER24L","HER24L_3A_236",28.5,4547.23,7.27,1,29003,65607,1.32,65,44,960,294,119,4160,166,2957,61,1761,1286,44302,8630
"HER24L","HER24L_3A_237",28.6,4568.57,7.27,1,29212,66770,1.29,52,120,916,372,162,5559,119,2827,208,1967,979,44020,8649
"HER24L","HER24L_3A_238",28.7,4589.9,7.27,1,30157,68011,1.32,47,93,1023,320,134,5572,202,3190,64,1935,857,45478,8325
"HER24L","HER24L_3A_239",28.8,4611.23,7.27,1,29602,65865,1.41,52,94,895,244,100,3747,136,3238,324,1982,966,44820,8397
"HER24L","HER24L_3A_240",28.9,4632.57,7.28,1,29864,66643,1.38,52,115,876,358,146,4478,142,3229,139,1694,993,45328,8090
"HER24L","HER24L_3A_241",29,4653.9,7.28,1,29960,67509,1.32,58,127,881,287,149,5098,160,3096,216,1717,1083,45372,8390
"HER24L","HER24L_3A_242",29.1,4675.23,7.29,1,29995,67665,1.26,25,92,842,307,60,3839,152,3476,228,1960,875,46376,8318
"HER24L","HER24L_3A_243",29.2,4696.56,7.29,1,30683,71029,1.26,50,89,1047,317,129,6444,194,3692,92,1762,1385,46689,8485
"HER24L","HER24L_3A_244",29.3,4717.9,7.3,1,30696,69668,1.47,68,100,887,357,161,4770,174,3417,220,1566,1330,47405,8471
"HER24L","HER24L_3A_245",29.4,4739.23,7.29,1,30362,67534,1.35,46,64,994,237,121,3924,152,3270,154,1622,964,46370,8630
"HER24L","HER24L_3A_246",29.5,4760.56,7.3,1,30483,66895,1.51,57,133,914,302,105,2836,187,3397,129,1622,1029,46852,8175
"HER24L","HER24L_3A_247",29.6,4781.9,7.3,1,30221,65614,1.16,25,81,807,258,94,2574,283,3497,0,1343,965,46715,8294
"HER24L","HER24L_3A_248",29.7,4803.23,7.3,1,30190,68499,1.57,58,79,837,514,157,4303,224,3675,207,1548,1136,46332,8458
"HER24L","HER24L_3A_249",29.8,4824.56,7.3,1,30105,66439,1.22,52,62,742,417,138,3779,139,3376,181,1636,1250,45966,8177
"HER24L","HER24L_3A_250",29.9,4845.9,7.29,1,30056,65913,1.19,36,113,814,240,76,3004,210,3529,161,1579,996,45822,8389
"HER24L","HER24L_3A_251",30,4867.23,7.3,1,29300,63893,1.23,52,110,683,248,49,2993,137,3474,36,1728,1073,44359,8292
"HER24L","HER24L_3A_252",30.1,4889.66,7.31,1,29398,65442,1.26,62,83,832,282,102,3958,201,3205,92,1618,1009,44783,8454
"HER24L","HER24L_3A_253",30.2,4912.09,7.31,1,30000,66326,1.28,45,74,932,268,127,4665,154,3214,204,1732,1065,44738,8374
"HER24L","HER24L_3A_254",30.3,4934.52,7.32,1,30609,68156,1.43,60,110,810,273,85,3509,188,3405,118,1706,1112,47137,8597
"HER24L","HER24L_3A_255",30.4,4956.95,7.33,1,30803,69196,1.18,41,134,784,440,200,3637,160,3719,194,1829,1397,47151,8524
"HER24L","HER24L_3A_256",30.5,4979.38,7.33,1,31485,72505,1.35,56,70,789,1486,379,5140,201,3801,85,1861,982,47761,8691
"HER24L","HER24L_3A_257",30.6,5001.81,7.34,1,31952,71844,1.31,49,111,852,589,116,4432,182,4113,107,1857,1091,48488,8505
"HER24L","HER24L_3A_258",30.7,5024.23,7.33,1,31138,69789,1.34,73,111,878,299,95,4451,157,3602,158,1732,1143,47457,8562
"HER24L","HER24L_3A_259",30.8,5046.66,7.33,1,30434,68009,1.58,52,207,940,525,103,4350,185,3297,300,1587,1027,46130,8809
"HER24L","HER24L_3A_260",30.9,5069.09,7.33,1,30447,68061,1.33,76,193,911,568,155,4330,106,3504,240,1760,945,46048,8302
"HER24L","HER24L_3A_261",31,5091.52,7.32,1,29413,66167,1.32,54,119,897,322,106,4595,134,3492,46,1666,1213,44341,8071
"HER24L","HER24L_3A_262",31.1,5113.95,7.32,1,29368,65378,1.17,14,106,826,427,118,4072,181,3418,126,1927,1221,44018,8149
"HER24L","HER24L_3A_263",31.2,5136.38,7.32,1,29706,66038,1.28,44,124,836,361,129,3741,185,3468,81,2034,1069,44620,8169
"HER24L","HER24L_3A_264",31.3,5158.81,7.33,1,30370,71055,1.37,47,123,801,755,202,7359,189,3733,242,1820,1062,45251,8730
"HER24L","HER24L_3A_265",31.4,5181.24,7.34,1,30793,68222,1.29,46,111,795,354,87,3707,158,3898,115,1621,1089,46515,8586
"HER24L","HER24L_3A_266",31.5,5203.67,7.34,1,30503,68854,1.29,90,110,816,555,169,4816,231,3761,166,1832,1235,45839,8298
"HER24L","HER24L_3A_267",31.6,5226.1,7.35,1,29744,66762,1.46,60,131,923,307,110,4398,184,3669,165,1818,1058,44646,8191
"HER24L","HER24L_3A_268",31.7,5248.53,7.36,1,29249,65599,1.27,53,111,957,290,131,3810,231,3878,231,1945,1120,43461,8193
"HER24L","HER24L_3A_269",31.8,5270.96,7.35,1,29332,66121,1.17,73,72,813,355,156,4967,223,3828,166,1931,775,43643,8048
"HER24L","HER24L_3A_270",31.9,5293.39,7.35,1,29134,65244,1.23,55,110,897,364,118,4543,133,3655,161,1671,1027,43463,8117
"HER24L","HER24L_3A_271",32,5315.82,7.35,1,28824,63650,1.37,69,132,881,243,106,3861,170,3465,18,1721,1028,43004,8151
"HER24L","HER24L_3A_272",32.1,5338.25,7.36,1,28908,64750,1.35,42,129,915,300,141,5130,171,3098,29,1643,1076,43099,8191
"HER24L","HER24L_3A_273",32.2,5360.68,7.37,1,29690,68048,1.3,65,129,961,348,147,5610,134,3302,83,1642,1317,44612,8688
"HER24L","HER24L_3A_274",32.3,5383.11,7.37,1,29673,67052,1.4,71,144,818,327,165,4755,118,3465,173,1879,953,44496,8335
"HER24L","HER24L_3A_275",32.4,5405.54,7.37,1,29606,66400,1.31,40,155,1021,381,139,4830,244,3375,11,1784,1279,43919,8249
"HER24L","HER24L_3A_276",32.5,5427.97,7.38,1,29133,65034,1.29,23,117,818,291,119,4599,165,3544,24,1872,1072,43290,8031
"HER24L","HER24L_3A_277",32.6,5450.4,7.38,1,28928,65811,1.29,56,150,924,652,175,5504,317,3285,19,1776,909,42567,8342
"HER24L","HER24L_3A_278",32.7,5472.82,7.37,1,28933,64154,1.17,42,88,955,487,125,4398,68,3234,239,1794,1061,42366,8253
"HER24L","HER24L_3A_279",32.8,5495.25,7.37,1,29618,65434,1.24,30,136,746,296,96,4599,208,3284,185,1631,1034,44152,8278
"HER24L","HER24L_3A_280",32.9,5517.68,7.36,1,29486,65842,1.44,45,143,782,451,155,4574,94,3149,230,1914,1093,44161,8142
"HER24L","HER24L_3B_21",33,5540.11,7.36,1,31858,70399,1.23,109,113,1021,315,101,4445,173,4162,0,1643,1289,47633,8514
"HER24L","HER24L_3B_22",33.1,5562.54,7.39,1,31287,69167,1.23,85,70,975,274,104,4606,153,3870,22,1657,1120,46975,8358
"HER24L","HER24L_3B_23",33.2,5584.97,7.39,1,31004,67975,1.28,62,81,970,282,84,3626,187,4006,55,1596,1261,46364,8515
"HER24L","HER24L_3B_24",33.3,5607.4,7.38,1,30949,67951,1.36,112,155,976,253,55,2951,234,3973,147,1604,1063,46852,8451
"HER24L","HER24L_3B_25",33.4,5629.83,7.37,1,30823,66162,1.44,77,160,857,253,68,2489,104,3660,129,1864,1083,46417,8328
"HER24L","HER24L_3B_26",33.5,5652.26,7.36,1,30274,67540,1.52,101,135,1038,439,118,4309,176,3694,53,1721,1053,45779,8209
"HER24L","HER24L_3B_27",33.6,5674.69,7.36,1,28709,66030,1.4,63,97,892,421,131,4610,129,3491,248,1903,1025,43910,8118
"HER24L","HER24L_3B_28",33.7,5697.12,7.35,1,29583,66377,1.35,78,144,998,352,136,3787,155,3647,107,1882,1276,44438,8188
"HER24L","HER24L_3B_29",33.8,5719.55,7.35,1,28532,64903,1.34,78,90,943,400,109,4344,205,3386,81,1746,1009,43226,8142
"HER24L","HER24L_3B_30",33.9,5741.98,7.36,1,28200,62665,1.2,58,174,966,408,114,3626,142,3194,0,1863,1047,42241,8029
"HER24L","HER24L_3B_31",34,5764.41,7.36,1,27992,62962,1.23,74,163,974,269,122,3996,156,3131,13,1873,1218,42276,7935
"HER24L","HER24L_3B_32",34.1,5786.84,7.37,1,28716,65405,1.27,54,151,1060,314,107,4098,126,3360,222,2199,1134,43431,8374
"HER24L","HER24L_3B_33",34.2,5809.27,7.38,1,29686,67043,1.72,72,129,1171,315,113,4606,154,3375,284,2120,970,44559,8322
"HER24L","HER24L_3B_34",34.3,5831.7,7.39,1,30190,68325,1.27,84,269,1279,395,121,4798,151,3712,190,1998,1253,44420,8589
"HER24L","HER24L_3B_35",34.4,5854.13,7.4,1,29482,67036,1.44,69,175,1243,358,160,5432,162,3456,61,2012,1127,43008,8646
"HER24L","HER24L_3B_36",34.5,5876.56,7.39,1,29338,68021,1.4,80,309,1364,410,266,6947,203,3347,118,1809,1076,42674,8365
"HER24L","HER24L_3B_37",34.6,5898.99,7.37,1,28566,66667,1.31,61,214,1430,404,156,6481,190,3410,34,2054,1081,42215,8099
"HER24L","HER24L_3B_38",34.7,5921.41,7.37,1,28331,68008,1.27,63,179,1324,424,281,9312,176,2992,323,1923,1268,41082,7828
"HER24L","HER24L_3B_39",34.8,5943.84,7.36,1,27971,64759,1.34,65,129,1202,545,178,5840,175,2950,194,2022,1291,41216,8267
"HER24L","HER24L_3B_40",34.9,5966.27,7.36,1,27789,64253,1.52,85,276,1196,433,152,5471,187,3297,326,1997,1187,40600,7961
"HER24L","HER24L_3B_41",35,5988.7,7.36,1,27905,64165,1.24,56,127,1105,353,180,6059,140,3257,147,1829,1150,40657,7916
"HER24L","HER24L_3B_42",35.1,6015.78,7.36,1,27210,61687,1.27,65,121,1179,301,98,4018,120,3260,209,2028,1029,40124,8387
"HER24L","HER24L_3B_43",35.2,6042.87,7.37,1,27575,64105,1.31,67,161,1241,346,163,6295,193,3366,112,1909,827,40178,8076
"HER24L","HER24L_3B_44",35.3,6069.95,7.38,1,28241,64974,1.29,81,229,1098,261,133,4944,152,3282,248,2085,898,42033,8196
"HER24L","HER24L_3B_45",35.4,6097.03,7.39,1,28754,64637,1.36,98,148,1079,352,151,4478,146,3710,246,2245,1022,41966,8036
"HER24L","HER24L_3B_46",35.5,6124.11,7.41,1,28733,64857,1.27,64,171,1080,288,124,4568,189,3673,214,2204,924,42166,8142
"HER24L","HER24L_3B_47",35.6,6151.19,7.43,1,28484,65196,1.31,60,110,1241,436,191,5877,161,3751,148,2159,907,40986,8195
"HER24L","HER24L_3B_48",35.7,6178.27,7.43,1,27930,65187,1.33,96,178,1319,703,150,6972,163,3768,33,2088,1093,39684,7958
"HER24L","HER24L_3B_49",35.8,6205.35,7.44,1,27010,61072,1.21,74,131,1198,348,149,5611,150,3315,0,1996,1121,38253,7892
"HER24L","HER24L_3B_50",35.9,6232.43,7.44,1,26332,57923,1.56,81,147,1193,451,124,4030,127,3236,325,2045,974,37096,7496
"HER24L","HER24L_3B_51",36,6259.51,7.44,1,26788,64541,1.35,87,148,1386,496,189,9787,156,3235,119,2330,953,36804,8049
"HER24L","HER24L_3B_52",36.1,6286.59,7.45,1,26552,60807,1.33,96,158,1113,365,155,5468,132,3075,256,2079,872,37760,8096
"HER24L","HER24L_3B_53",36.2,6313.67,7.45,1,26745,60252,1.32,100,131,1080,379,135,5113,142,3323,289,2218,966,37368,7848
"HER24L","HER24L_3B_54",36.3,6340.76,7.45,1,27337,61907,1.52,70,178,1225,463,205,5215,124,3455,325,2342,834,37903,8259
"HER24L","HER24L_3B_55",36.4,6367.84,7.46,1,26994,59678,1.44,71,131,1219,346,183,4611,172,3449,134,2441,842,37453,7832
"HER24L","HER24L_3B_56",36.5,6394.92,7.46,1,26074,57917,1.22,68,96,1082,314,114,4841,148,3244,248,2169,840,36108,7863
"HER24L","HER24L_3B_57",36.6,6422,7.47,1,24753,55242,1.25,80,133,1117,369,165,5316,149,3051,128,2131,836,33719,7069
"HER24L","HER24L_3B_58",36.7,6449.08,7.48,1,24687,58151,1.45,77,152,1277,429,248,8538,84,2503,181,1904,1602,32705,7642
"HER24L","HER24L_3B_59",36.8,6476.16,7.48,1,25824,58607,1.35,76,128,1211,398,160,6678,90,3017,254,2259,1072,34178,7964
"HER24L","HER24L_3B_60",36.9,6503.24,7.48,1,27134,61528,1.39,92,194,1245,395,147,5884,127,3491,178,2397,888,37057,8321
"HER24L","HER24L_3B_61",37,6530.32,7.49,1,26759,60170,1.22,79,191,1121,449,179,5477,177,3355,198,2383,1055,36565,8141
"HER24L","HER24L_3B_62",37.1,6557.4,7.5,1,26915,62897,1.48,96,267,1334,501,232,9661,121,3280,30,2409,973,35886,7609
"HER24L","HER24L_3B_63",37.2,6584.48,7.5,1,25931,59606,1.3,67,156,1336,340,145,5317,160,3210,222,2526,910,35856,7908
"HER24L","HER24L_3B_64",37.3,6611.57,7.51,1,25526,56715,1.4,85,226,1495,270,145,5587,113,2692,277,2654,650,33864,8007
"HER24L","HER24L_3B_65",37.4,6638.65,7.51,1,25913,58233,1.22,66,148,1133,274,139,5479,121,3102,142,2618,863,35297,7914
"HER24L","HER24L_3B_66",37.5,6665.73,7.51,1,25607,57547,1.37,90,148,1118,331,149,4608,164,3026,236,2758,913,35099,7571
"HER24L","HER24L_3B_67",37.6,6692.81,7.51,1,25297,57015,1.34,90,131,1144,455,106,5370,148,3286,192,2532,915,34105,7638
"HER24L","HER24L_3B_68",37.7,6719.89,7.52,1,24998,55368,1.32,91,137,1181,362,139,4655,145,3157,211,2341,947,33549,7316
"HER24L","HER24L_3B_69",37.8,6746.97,7.52,1,25172,58077,1.28,93,107,1410,358,162,6916,158,2606,87,2797,879,33509,7740
"HER24L","HER24L_3B_70",37.9,6774.05,7.53,1,24468,53641,1.47,70,124,1286,452,153,4354,142,2679,33,2423,817,32598,7806
"HER24L","HER24L_3B_71",38,6801.13,7.53,1,23367,53304,1.29,55,174,1306,377,150,5789,131,2216,253,2405,791,31077,7579
"HER24L","HER24L_3B_72",38.1,6828.21,7.54,1,24151,53193,1.31,65,106,1143,400,97,4533,174,2690,311,2428,829,31780,7528
"HER24L","HER24L_3B_73",38.2,6855.29,7.54,1,23645,53697,1.3,70,110,1304,340,154,6144,140,2171,192,2451,966,30831,7787
"HER24L","HER24L_3B_74",38.3,6882.37,7.54,1,23935,59085,1.33,96,171,1582,441,315,11255,198,2135,335,2417,1029,30301,7978
"HER24L","HER24L_3B_75",38.4,6909.46,7.55,1,23035,54545,1.4,95,265,1606,436,209,8008,104,2001,321,2889,768,29195,7692
"HER24L","HER24L_3B_76",38.5,6936.54,7.55,1,22615,58819,1.47,55,460,1847,722,359,13211,177,1570,258,2833,858,27798,7681
"HER24L","HER24L_3B_77",38.6,6963.62,7.55,1,22573,58677,1.54,78,530,1832,2058,471,12780,112,1514,143,2903,1057,26754,7511
"HER24L","HER24L_3B_78",38.7,6990.7,7.55,1,21716,55586,1.47,58,296,1815,505,321,9979,157,1524,122,2748,849,26964,8755
"HER24L","HER24L_3B_79",38.8,7017.78,7.55,1,22190,52732,1.4,104,241,1618,334,182,6800,162,1853,155,2512,692,28186,8082
"HER24L","HER24L_3B_80",38.9,7044.86,7.55,1,22823,54046,1.43,65,266,1909,408,121,7400,172,1940,277,2804,727,29303,7521
"HER24L","HER24L_3B_81",39,7071.94,7.56,1,21693,52049,1.42,78,265,1626,355,147,7304,300,1788,285,2808,1144,27489,7465
"HER24L","HER24L_3B_82",39.1,7099.02,7.57,1,22876,56436,1.48,85,399,2258,560,260,10309,191,1294,419,2812,1182,28206,7710
"HER24L","HER24L_3B_83",39.2,7126.1,7.57,1,22155,54010,1.38,78,450,1809,441,276,9269,179,1614,350,2662,777,27442,7280
"HER24L","HER24L_3B_84",39.3,7153.18,7.57,1,23076,58440,1.55,78,403,2002,484,386,12217,193,1858,435,3195,1013,28014,7301
"HER24L","HER24L_3B_85",39.4,7180.26,7.57,1,22560,57913,1.41,71,407,2077,827,411,11513,222,1857,293,2529,983,27910,7544
"HER24L","HER24L_3B_86",39.5,7207.35,7.58,1,22611,56357,1.58,63,438,1820,556,225,10001,165,2111,345,2858,924,27853,7634
"HER24L","HER24L_3B_87",39.6,7234.43,7.58,1,22834,58884,1.63,84,380,2574,555,296,11949,200,1715,95,3599,599,27984,7647
"HER24L","HER24L_3B_88",39.7,7261.51,7.58,1,22069,55456,1.48,73,348,2182,624,279,9861,166,1774,305,3282,757,27399,7168
"HER24L","HER24L_3B_89",39.8,7288.59,7.58,1,21992,56227,1.45,66,328,2330,377,329,11651,205,1434,234,2780,669,26812,7909
"HER24L","HER24L_3B_90",39.9,7315.67,7.58,1,21907,59149,1.51,50,411,2598,570,462,14733,242,1409,349,2877,1168,25787,7452
"HER24L","HER24L_3B_91",40,7342.75,7.59,1,22123,62126,1.67,65,435,2274,836,444,16144,233,1116,370,2809,802,25400,8859
"HER24L","HER24L_3B_92",40.1,7351.58,7.59,1,21058,57351,1.4,84,469,2533,1268,306,14178,228,836,321,2932,533,24056,7321
"HER24L","HER24L_3B_93",40.2,7360.4,7.58,1,22153,68784,1.69,66,735,2970,1176,471,23656,209,964,552,3066,1214,24299,7712
"HER24L","HER24L_3B_94",40.3,7369.22,7.57,1,21234,63811,1.58,63,565,3071,806,563,22036,112,478,268,3011,506,23250,7327
"HER24L","HER24L_3B_95",40.4,7378.05,7.58,1,20905,57544,1.52,47,583,3088,762,342,14130,133,651,370,3366,876,23905,7648
"HER24L","HER24L_3B_96",40.5,7386.87,7.58,1,20224,55266,1.68,46,775,3106,711,324,13725,125,928,365,3327,556,23047,6973
"HER24L","HER24L_3B_97",40.6,7395.7,7.57,1,21147,58224,1.52,73,480,3012,1093,350,15501,144,589,301,3158,631,24338,7332
"HER24L","HER24L_3B_98",40.7,7404.52,7.57,1,22750,64383,1.39,94,374,3107,1478,464,17027,206,1056,273,3331,843,26665,8207
"HER24L","HER24L_3B_99",40.8,7413.35,7.57,1,21472,59356,1.59,56,767,3072,811,393,14670,124,904,212,3307,903,24976,7295
"HER24L","HER24L_3B_100",40.9,7422.17,7.58,1,19387,53755,1.44,54,524,2611,635,399,13910,170,713,310,2553,863,22997,6833
"HER24L","HER24L_3B_101",41,7431,7.57,1,19863,54579,1.54,51,905,2651,617,384,13101,147,673,480,3020,842,23397,7219
"HER24L","HER24L_3B_102",41.1,7439.82,7.57,1,21426,61644,1.5,64,551,2907,907,500,18677,104,884,371,3136,882,24337,7309
"HER24L","HER24L_3B_103",41.2,7448.65,7.57,1,20726,55223,1.42,100,622,2437,706,321,12450,169,863,538,2998,737,24502,7159
"HER24L","HER24L_3B_104",41.3,7457.47,7.57,1,22504,60612,1.51,73,488,2508,871,357,14874,168,1288,408,2792,886,27140,7577
"HER24L","HER24L_3B_105",41.4,7466.3,7.56,1,23019,58444,1.35,53,368,1947,963,327,12094,296,1418,299,2660,902,28800,7492
"HER24L","HER24L_3B_106",41.5,7475.12,7.56,1,24651,62763,1.41,83,351,1972,716,326,11830,181,1639,312,2656,855,33003,7869
"HER24L","HER24L_3B_107",41.6,7483.95,7.56,1,27262,70091,1.42,100,222,2034,795,319,12820,187,2063,399,2990,1229,37427,8459
"HER24L","HER24L_3B_108",41.7,7492.77,7.56,1,29661,76734,1.43,112,263,2005,820,365,13739,208,2614,63,2825,1029,42949,8894
"HER24L","HER24L_3B_109",41.8,7501.6,7.57,1,32248,78997,1.4,88,160,1571,457,254,10312,192,3497,214,2202,1308,48690,8969
"HER24L","HER24L_3B_110",41.9,7510.42,7.58,1,34392,80058,1.39,114,118,1236,394,156,6349,279,4499,90,1653,1923,53433,9019
"HER24L","HER24L_3B_111",42,7519.25,7.57,1,35216,80813,1.21,114,83,995,716,144,4499,279,4869,10,1384,1359,56099,9071
"HER24L","HER24L_3B_112",42.1,7528.07,7.57,1,35426,79674,1.32,82,40,900,240,54,3325,221,5089,0,1295,1480,57197,8966
"HER24L","HER24L_3B_113",42.2,7536.89,7.57,1,35519,79829,1.11,117,42,827,247,78,2512,300,4950,0,1567,1353,57640,8928
"HER24L","HER24L_3B_114",42.3,7545.72,7.55,1,35706,80138,1.37,87,111,843,487,67,2672,255,4953,0,1376,1353,57979,8837
"HER24L","HER24L_3B_115",42.4,7554.54,7.55,1,35898,78233,1.44,101,55,753,203,54,1476,268,4916,0,1235,1106,58343,8834
"HER24L","HER24L_3B_116",42.5,7563.37,7.56,1,35965,77913,1.6,86,35,711,194,26,798,259,4843,249,1094,1255,58526,8742
"HER24L","HER24L_3B_117",42.6,7572.19,7.56,1,36162,78605,1.25,96,54,809,203,31,862,187,4801,112,1101,1414,59346,8702
"HER24L","HER24L_3B_118",42.7,7581.02,7.56,1,36163,77914,1.3,128,35,754,187,50,1260,196,4842,95,1158,1165,58360,9051
"HER24L","HER24L_3B_119",42.8,7589.84,7.57,1,36280,77660,1.43,111,48,814,177,35,642,201,4835,80,1001,1384,58530,9086
"HER24L","HER24L_3B_120",42.9,7598.67,7.56,1,36216,77628,1.39,119,36,811,203,36,825,159,4651,0,1285,1173,58275,8851
"HER24L","HER24L_3B_121",43,7607.49,7.57,1,36138,77662,1.45,86,19,800,237,0,492,210,4467,0,1106,1391,59304,8882
"HER24L","HER24L_3B_122",43.1,7616.32,7.55,1,36156,77653,1.21,98,16,803,228,21,490,269,4576,0,1236,1288,59122,8691
"HER24L","HER24L_3B_123",43.2,7625.14,7.54,1,36232,77770,1.34,135,53,792,175,41,569,177,4498,0,1133,1226,59023,9226
"HER24L","HER24L_3B_124",43.3,7633.97,7.53,1,36053,76224,1.41,102,48,769,242,5,337,125,4639,69,1172,1117,58001,8537
"HER24L","HER24L_3B_125",43.4,7642.79,7.52,1,35806,75627,1.32,123,45,759,134,0,307,202,4417,0,1086,1292,57818,8740
"HER24L","HER24L_3B_126",43.5,7651.62,7.5,1,36088,76189,1.31,67,37,647,169,0,241,231,4459,0,913,1285,58211,8800
"HER24L","HER24L_3B_127",43.6,7660.44,7.48,1,35944,77055,1.28,99,11,664,143,16,246,194,4211,0,937,1458,59542,8933
"HER24L","HER24L_3B_128",43.7,7669.27,7.48,1,36032,76869,1.35,101,35,650,143,39,305,120,4475,0,1168,1136,58938,8676
"HER24L","HER24L_3B_129",43.8,7678.09,7.49,1,36163,76980,1.42,93,40,578,172,15,314,241,4324,0,955,1383,59275,8952
"HER24L","HER24L_3B_130",43.9,7686.91,7.5,1,36270,77462,1.24,67,18,684,142,18,305,149,4542,80,1074,1257,59286,8990
"HER24L","HER24L_3B_131",44,7695.74,7.5,1,36254,76012,1.36,91,35,678,128,20,231,220,4230,0,829,1365,58642,8926
"HER24L","HER24L_3B_132",44.1,7704.56,7.51,1,35994,76756,1.43,84,39,659,151,23,258,206,4265,0,947,1238,58868,8861
"HER24L","HER24L_3B_133",44.2,7713.39,7.51,1,36213,76686,1.3,108,41,605,143,11,339,221,4199,0,1057,1087,59147,8853
"HER24L","HER24L_3B_134",44.3,7722.21,7.51,1,36416,77790,1.22,119,26,632,110,30,270,236,4254,0,877,1423,59878,9017
"HER24L","HER24L_3B_135",44.4,7731.04,7.51,1,36451,77256,1.45,99,51,710,138,53,312,223,4244,0,946,1422,59312,8942
"HER24L","HER24L_3B_136",44.5,7739.86,7.51,1,35758,76504,1.4,106,34,628,125,0,243,248,4128,0,1021,1314,58902,8761
"HER24L","HER24L_3B_137",44.6,7748.69,7.52,1,35937,76009,1.66,100,42,647,135,23,279,191,3888,35,963,1328,58954,8890
"HER24L","HER24L_3B_138",44.7,7757.51,7.5,1,36055,76438,1.35,100,6,635,129,38,322,204,3590,0,948,1411,59343,9147
"HER24L","HER24L_3B_139",44.8,7766.34,7.5,1,36198,76476,1.27,76,35,621,155,0,240,229,4017,0,857,1335,59492,8783
"HER24L","HER24L_3B_140",44.9,7775.16,7.5,1,35963,75274,1.3,94,25,614,114,0,236,169,3687,97,900,1206,58609,8847
"HER24L","HER24L_3B_141",45,7783.99,7.5,1,35920,76341,1.28,74,15,602,111,13,205,257,4085,65,938,1155,59230,8768
"HER24L","HER24L_3B_142",45.1,7789.38,7.5,1,35603,75524,1.23,62,6,493,142,5,146,170,3738,0,756,1287,58856,8835
