"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca","cps_sum_all","cps_sum_filtered"
"HER34L","HER34L_1A","HER34L_1A_375",48.4,2907.33,7.42,1,33232.46875,80066,1.35,0.0899258112057552,0.106162416006794,0.969200409662029,0.414657907226538,0.202333075212949,14.0371693352984,0.141133564809033,0.163615017610471,0.0899258112057552,0.0686933280043964,7.39889591087353,0.0986685984063148,1.74730847051183,61.4543002023331,10.6174905702795,5.78802493824256,0.172770506462889,-1.36248371242617,-2.2115012636929,-0.84901755126673,100,97.5994804286464
"HER34L","HER34L_1A","HER34L_1A_376",48.5,2914.7,7.42,1,32844.70313,78283,1.58,0.0945288249045131,0.0970836580100405,1.00021716081397,0.337237969929614,0.140515820804006,12.6310948737274,0.0753675766130577,0.240154311919574,0.100915907668332,0,7.4268998377681,0,1.74367359452244,62.6125723337123,10.9806726875567,5.70207073057236,0.175374885239212,-1.24521576285998,-2.33239935570447,-1.08718359284449,100,97.48093455795
"HER34L","HER34L_1A","HER34L_1A_377",48.6,2922.07,7.42,1,33277.82031,81159,1.42,0.0825539989403517,0.120750625315738,0.953683510146749,0.257519190724381,0.117054177601991,16.7079436661368,0.124447073029485,0.224251161300657,0.0948754913195086,0.0492859695166279,6.75587427149176,0.12321492379157,1.79154499192942,60.0044357372565,10.5311795364655,5.6977886977887,0.175506683915481,-0.757366773294239,-2.06660439491916,-1.30923762162492,100,97.938614324967
"HER34L","HER34L_1A","HER34L_1A_378",48.7,2929.44,7.41,1,33887.51563,87675,1.43,0.107214143142287,0.122041631023667,0.675220986598232,0.320501853435985,0.149415454804676,22.5389221556886,0.0296549757627602,0.15854006273168,0.052466495580268,0.136869118905047,6.90504704875962,0.172226974622184,1.32192757342458,55.8460222412318,9.74165953806672,5.73270108886547,0.174437840818577,-0.96552583487184,-1.7106778004221,-0.74515196555026,100,98.2777302537782
"HER34L","HER34L_1A","HER34L_1A_379",48.8,2936.81,7.41,1,33860.01172,84544,1.45,0.0555923542770628,0.11473315669947,0.949801286903861,0.436459121877366,0.204627176381529,18.3005299015897,0.0343016654049962,0.215272520817562,0.056775170325511,0,7.47539742619228,0.205809992429977,1.37561506434519,58.3778860711582,9.83984670704012,5.93280442360861,0.168554351129571,-1.33608566553714,-2.11364373544338,-0.777558069906234,100,97.6426476154429
"HER34L","HER34L_1A","HER34L_1A_380",48.9,2944.18,7.4,1,33314.04688,82259,1.42,0.0936067785895768,0.141018004108973,1.04912532367279,0.453445823557301,0.209095661265029,15.4730789336121,0.176272505136216,0.272310628624224,0.081450054097424,0.162900108194848,7.70371631067725,0,1.53296295846047,60.2304914963712,10.2882359377089,5.85430698333924,0.170814411141387,-1.16798822853745,-2.00682449997706,-0.838836271439612,100,97.8677105240764
"HER34L","HER34L_1A","HER34L_1A_381",49,2951.55,7.4,1,33622.43359,88438,1.39,0.0972432664691648,0.154910784956693,0.870666455596011,0.403672629412696,0.193355797281711,24.6568217282164,0.15038784233022,0.149257106673602,0.0361835410117823,0.0203532418191275,6.51190664646419,0.280422442841313,1.52649313643456,54.0672561568556,9.30369298265452,5.81137578998542,0.172076292454409,-0.957754855951514,-1.7264095890196,-0.768654733068091,100,98.4226237590176
"HER34L","HER34L_1A","HER34L_1A_382",49.1,2958.92,7.38,1,33527.42969,89243,1.36,0.0941250294140717,0.121017894960949,0.881861882724696,0.395549230751992,0.182647378505877,25.3341998812232,0.341763499658236,0.115415214638683,0.105330390058604,0.0324955458691438,6.63805564582096,0.0986071736718846,1.25275932005872,52.7189807603958,9.88424862454198,5.33363564221744,0.187489372555688,-1.18433682980908,-1.98609702129318,-0.801760191484106,100,98.1970574722947
"HER34L","HER34L_1A","HER34L_1A_383",49.2,2966.29,7.38,1,33178.28906,84987,1.49,0.0764822855260216,0.128254909574405,0.848365044065563,0.368291621071458,0.182380834715898,19.9959993881417,0.128254909574405,0.202383894007319,0.102368597550214,0,7.29052678644969,0.0811888877122383,1.617894501512,56.7875086777978,10.1097814959935,5.61708566108007,0.178028262401061,-1.05485530831101,-1.88929125505581,-0.834435946744796,100,97.9196818336922
"HER34L","HER34L_1A","HER34L_1A_384",49.3,2973.66,7.37,1,33028.48438,83876,1.54,0.0941866564929181,0.0894177118603653,0.844103199961848,0.374362153655396,0.21937145309743,19.6373217606944,0.1061090180743,0.211025799990462,0.159759645190519,0,7.01034860985264,0.268253135581096,1.3794172349659,57.4300157375173,10.429681911393,5.50640146319159,0.181606809217355,-1.43190487237194,-2.24495598015741,-0.813051107785466,100,98.2533740283275
"HER34L","HER34L_1A","HER34L_1A_385",49.4,2981.03,7.37,1,33104.16016,85418,1.55,0.064389238802126,0.114729916411061,0.785548713385937,0.394530426842118,0.160387740288932,22.6755484792433,0.203704137301271,0.208386991032335,0.12643705073872,0.0913156477557424,6.94233065630195,0.229459832822122,1.5289517431923,55.0469456086539,9.56589945913039,5.7544976135112,0.1737771161208,-1.23511545168179,-1.92380165830111,-0.68868620661932,100,98.1385656419022
"HER34L","HER34L_1A","HER34L_1A_386",49.5,2988.4,7.37,1,32918.57031,85319,1.58,0.0937657497157726,0.134788265216423,0.830998956856035,0.425462089335318,0.225037799317854,21.4137530913396,0.10314232468735,0.215661224346277,0.0890774622299839,0.0750125997726181,6.69604660157761,0.184015283817204,1.54947901405314,55.7296733435694,10.3107162531206,5.40502444015005,0.185013039454867,-1.1494707059016,-1.81892339816888,-0.669452692267277,100,98.0766300589552
"HER34L","HER34L_1A","HER34L_1A_387",49.6,2995.77,7.37,1,32831.5625,85005,1.37,0.0823480971707547,0.1294041526969,0.83759778836539,0.548203046879595,0.29410034703841,20.4564437386036,0.0905829068878301,0.156461384624434,0.0599964707958355,0.0717604846773719,6.81959884712664,0.165872595729663,1.37756602552791,56.2672783953885,10.2476324922063,5.49075881069912,0.182124189839013,-1.44370526833323,-1.86759754561956,-0.42389227728633,100,97.6048467737192
"HER34L","HER34L_1A","HER34L_1A_388",49.7,3003.14,7.36,1,32789.85938,82122,1.34,0.0998514405396849,0.170478069214096,0.91692847227296,0.311731326562919,0.164389566742164,17.1927132802416,0,0.224056890967098,0.00852390346070481,0,7.16129660748642,0.203355982562529,2.00920581573756,58.7126470373347,10.3918560190935,5.64987110382001,0.17699518831923,-0.603535021870258,-1.68242280519059,-1.07888778332033,100,97.567034412216
"HER34L","HER34L_1A","HER34L_1A_389",49.8,3010.51,7.37,1,32674.72266,80204,1.31,0.078549698269413,0.142137549249414,0.988728741708643,0.446361777467458,0.172061243828238,15.1800408957159,0.069821954017256,0.273053713031769,0.056106927335295,0.054860106727844,7.6006184230213,0.345369308263927,1.84903496084983,59.6703406313899,10.9433444715974,5.45266036231058,0.183396715282711,-1.1443345380062,-1.93962477324035,-0.795290235234148,100,97.8704304024737
"HER34L","HER34L_1A","HER34L_1A_390",49.9,3017.88,7.36,1,32378.68945,79874,1.4,0.0688584520619976,0.107669579587851,0.84883691814608,0.324260710619225,0.216591131031374,15.8224203119914,0.0726143676290157,0.160252397526104,0.0964018328867967,0.132709016701305,7.54688634599494,0.269173948969627,1.99939905350928,59.7215614592984,10.4514610511556,5.71418303785338,0.175003144522242,-1.10248076544603,-2.06479999168689,-0.962319226240858,100,97.8390965771089
"HER34L","HER34L_1A","HER34L_1A_391",50,3025.25,7.37,1,32414.27539,82194,1.34,0.0827310995936443,0.135046353748449,0.972090420225321,0.408788962698007,0.232377059152736,20.3518505000365,0.0425821836143757,0.205611115166557,0.110713677397377,0.0218994087159647,6.83261551938098,0.0778645643234299,1.89186558629584,56.7340681801591,10.0323624595469,5.65510550569973,0.176831360439183,-1.10758095865087,-1.97383074445394,-0.86624978580307,100,98.1324670900552
"HER34L","HER34L_1A","HER34L_1A_392",50.1,3041.36,7.37,1,32153.11133,84152,1.3,0.0784295085084133,0.0606046202110467,0.899562696073771,0.581091358494153,0.19250879361156,21.7523053522198,0.142599106378933,0.204392052476471,0.0998193744652534,0,6.8043540260481,0.168742275881738,1.75872231200684,54.7129004658237,9.89518965681148,5.52924222409031,0.18085660918292,-2.26053685675055,-2.69753762071312,-0.437000763962577,100,97.3512215990113
"HER34L","HER34L_1A","HER34L_1A_393",50.2,3057.47,7.37,1,32376.96875,84781,1.36,0.116771446432573,0.121489484672273,0.936530590580437,0.34323728193817,0.244158478904472,23.4628041660278,0.0401033250374494,0.161592809709723,0.112053408192873,0.108514879513098,6.47314846486831,0.257133084063646,1.89075382455975,53.4258855168021,10.1225510432762,5.2779072477278,0.189469036317474,-1.03859427894186,-2.0423544730175,-1.00376019407564,100,97.8167278045789
"HER34L","HER34L_1A","HER34L_1A_394",50.3,3073.59,7.37,1,33523.25391,95091,1.59,0.0746653205876476,0.121988411100945,1.05057260939521,0.358603863667434,0.322848639724054,31.044999000957,0,0.192447234754078,0.113575417231915,0.0978010537274821,5.91538631416222,0.26290605840721,1.63317243482559,48.2611393296947,8.74846199955832,5.5165284288977,0.181273424562015,-1.07829228617715,-2.15316458754219,-1.07487230136504,100,98.1985676877938
"HER34L","HER34L_1A","HER34L_1A_395",50.4,3089.7,7.37,1,33140.64453,89950,1.51,0.0733740967204002,0.0878265703168427,0.848249027237354,0.273485269594219,0.233463035019455,26.7081712062257,0,0.203446359088382,0.130072262367982,0.0967204002223458,5.97554196775987,0.141189549749861,1.99666481378544,51.8999444135631,9.40744858254586,5.5168990782321,0.18126124582298,-1.13588368346534,-2.26781017881744,-1.13192649535209,100,98.0755975541968
"HER34L","HER34L_1A","HER34L_1A_396",50.5,3105.81,7.36,1,33982.64453,92183,1.5,0.0737663126606858,0.12258225486261,0.816853432845535,0.356898777431848,0.15512621633056,25.9961164205982,0.113903865137824,0.169228599633338,0.0813599036698741,0.0455615460551295,6.76155039432433,0.26469088660599,1.4221711161494,52.1961749997288,9.29130099909962,5.61774664331582,0.178007315653837,-1.06866993205303,-1.89667740908755,-0.828007477034522,100,97.8672857251337
"HER34L","HER34L_1A","HER34L_1A_397",50.6,3121.93,7.36,1,33469.875,88071,1.42,0.0783458800286133,0.122628333957829,0.89359721134085,0.485971545684732,0.151014522373994,23.5298793019269,0.173723473106925,0.196432423839856,0.0533660342223888,0.0556369292956819,6.84220685583223,0.104461173371484,1.60892915942819,53.7975042863144,9.96922937175688,5.39635535307517,0.185310257492613,-1.37699196845758,-1.98609702129318,-0.609105052835606,100,98.0629265024809
"HER34L","HER34L_1A","HER34L_1A_398",50.7,3138.04,7.35,1,33079.44531,86092,1.49,0.0940853970171445,0.146355062026669,0.916461459833666,0.453003763415881,0.212563304372067,23.3262091715839,0.0685313385680435,0.223017237373972,0.103377781907727,0.0453003763415881,6.82061050968731,0.180039957255029,1.80156112066162,53.6913998977838,9.79649677089625,5.48067346454826,0.182459328487366,-1.12986483217221,-1.8344844138944,-0.704619581722182,100,97.8790131487246
"HER34L","HER34L_1A","HER34L_1A_399",50.8,3154.15,7.34,1,32911.02734,90156,1.49,0.11868317139181,0.0831891388260349,0.833000576778029,0.451439726695949,0.231820400195217,28.7634766404898,0.155286392475265,0.196326367629442,0.078752384755313,0.04769510626026,6.19592705976308,0.16637827765207,1.57615688362394,50.21518257243,9.05097830427259,5.54803921568627,0.180243859339106,-1.69132507190628,-2.30391753822782,-0.61259246632154,100,98.1642930032388
"HER34L","HER34L_1A","HER34L_1A_400",50.9,3170.27,7.34,1,32108.08008,85091,1.27,0.112820392285906,0.179807500205662,1.01068268089457,0.481837092054389,0.340811601697007,25.5596949148559,0.0387820098482801,0.222115147312877,0.0141025490357382,0.0493589216250837,6.15341222926044,0.0693375327590462,1.7111092830029,52.5143669718302,9.61323759269488,5.46271393643032,0.183059192122636,-0.985719238305918,-1.72649446785512,-0.7407752295492,100,98.0714764193628
"HER34L","HER34L_1A","HER34L_1A_401",51,3186.38,7.33,1,32200.48242,87841,1.51,0.0876583827597591,0.212884643845129,0.948304322582849,0.560102913218201,0.309650391047461,27.2253275805148,0.0535057661001127,0.136610466638586,0.0774125977618652,0.0705820744299359,6.22829885816418,0.196946756070628,1.90343916849763,51.0103482428479,9.47052059971995,5.38622430580599,0.18565881092662,-0.967370099637722,-1.49392502531226,-0.526554925674535,100,98.491592764199
"HER34L","HER34L_1A","HER34L_1A_402",51.1,3202.5,7.32,1,31950.19141,84964,1.39,0.124758721340803,0.1647756696954,0.879195894731887,0.467256720493385,0.231862906642813,24.7422437738336,0.194199896426722,0.127112659479309,0.0894496492632174,0.0800338967091945,6.46862200461372,0.242455628266089,1.75839178946377,52.7270373334589,9.84534626430017,5.35552898983861,0.186722917922275,-1.04229385807789,-1.67442276252351,-0.632128904445627,100,98.142742808719
"HER34L","HER34L_1A","HER34L_1A_403",51.2,3218.61,7.32,1,31380.19531,81579,1.3,0.117677343433972,0.163032152882482,1.06032189656652,0.485419041665134,0.22554824158178,22.9152110224445,0.199806322705598,0.229225658564091,0.13606442834553,0.1581289302394,6.50780225303081,0.318709471800341,2.00419225535984,53.6878363304282,9.97928388433298,5.37992875568112,0.185876067400338,-1.09106508303273,-1.87238037871013,-0.781315295677399,100,98.1882592333811
"HER34L","HER34L_1A","HER34L_1A_404",51.3,3234.72,7.32,1,31537.60156,83408,1.44,0.0683387684634567,0.129483982351813,1.05265681948974,0.422021868405908,0.224199117590639,23.5876654517552,0.260166890466142,0.176242087089967,0.124688279301746,0.110301170151544,6.56771532706695,0.121091502014195,2.24558795319394,52.7479378476885,9.92350853635143,5.31545245862027,0.188130739158105,-1.18149994847388,-2.0955153665109,-0.91401541803702,100,97.7616056013812
"HER34L","HER34L_1A","HER34L_1A_405",51.4,3250.84,7.32,1,31997.69141,85809,1.46,0.107214860912026,0.151499259984384,0.920649349135872,0.541901199174912,0.221421995361792,25.2071461035556,0.223752753207705,0.229579647822489,0.143341607523686,0.0186460627673088,6.17767367059399,0.20743744828631,2.01377477886935,51.5447097623792,9.46171147548625,5.44771523586649,0.183563192403346,-1.27450295513177,-1.80449849500548,-0.529995539873711,100,97.1704599750609
"HER34L","HER34L_1A","HER34L_1A_406",51.5,3266.95,7.33,1,32233.58203,89059,1.37,0.0808452823409201,0.24815010274088,1.03526875442123,0.538968548939467,0.263870018751614,29.0144735512413,0.0741081754791767,0.199867503565052,0.133619286091243,0.0527740037503228,5.77033202708317,0.284081339336844,2.36247880618466,48.8215677247667,9.43082675529705,5.17680676270985,0.193169273229071,-0.775623402384184,-1.42838252203884,-0.652759119654657,100,98.3112318799897
"HER34L","HER34L_1A","HER34L_1A_407",51.6,3283.06,7.32,1,32596.76172,91227,1.52,0.0887895031076326,0.161136505639778,1.02053120238526,0.584256853782323,0.215944840891403,30.2421432251417,0.126059171078738,0.146886338474355,0.12715533778377,0.18415600644546,5.84695320464336,0.20169467372598,1.91500323369178,48.4012408607101,8.81646880857641,5.48986696506279,0.182153776469256,-1.28808883738711,-1.84582669049833,-0.557737853111222,100,98.078419766078
"HER34L","HER34L_1A","HER34L_1A_408",51.7,3299.18,7.32,1,33254.44531,97665,1.58,0.10546255055547,0.177136128602877,0.975784569702555,0.479189064659806,0.212972917626581,35.2941176470588,0.113653816618031,0.135155890032253,0.0686018532739466,0,5.69907336302667,0.227307633236062,1.58296216658987,45.0980392156863,8.25065274151436,5.46599652519236,0.182949256442275,-0.995176701419868,-1.70632330915642,-0.711146607736555,100,98.4201095581836
"HER34L","HER34L_1A","HER34L_1A_409",51.8,3315.29,7.32,1,33415.67188,95910,1.39,0.119904076738609,0.202272964237306,0.990511938275467,0.553644041288708,0.281513919299343,32.6410176206861,0,0.119904076738609,0.153268689396309,0.0886247523720154,6.06506099468251,0.188718590345115,1.87154624126786,46.4289438014806,8.46835575018246,5.48263974390544,0.182393891758365,-1.00690386217861,-1.58860382553126,-0.581699963352648,100,98.1732874569909
"HER34L","HER34L_1A","HER34L_1A_410",51.9,3331.4,7.31,1,32060.65625,85505,1.49,0.0877141687620607,0.232734927782001,1.18004795041226,0.704052394596807,0.314601485293258,23.4419039822233,0.212853049529267,0.235073972282323,0.111104613765277,0.18829308227589,6.81480615168704,0.261972984036021,1.97064499152096,52.0612829659084,9.97368574937138,5.21986397748593,0.191575873301134,-1.10695262058433,-1.62341019562912,-0.516457575044788,100,97.7907724694462
"HER34L","HER34L_1A","HER34L_1A_411",52,3347.52,7.29,1,32353.16602,90557,1.39,0.0949678103294058,0.19987411243747,0.934218227193922,0.573119692569321,0.234106695230628,28.6029793389799,0.215333988537606,0.162328699051426,0.0949678103294058,0.0441710745718166,5.61635213180649,0.287111984716808,2.10033459588988,49.207681349868,9.27261282948861,5.30677622960581,0.188438320504477,-1.05340685190006,-1.5420223283404,-0.488615476440335,100,97.6401603410007
"HER34L","HER34L_1A","HER34L_1A_412",52.1,3363.63,7.27,1,32757.25586,92555,1.53,0.0767111447247582,0.212846415644752,1.24898708875804,0.642861001566636,0.360866511803792,30.7892604397385,0.0270109664523797,0.177191939927611,0.0734698287504727,0.063745880827616,5.90783858246448,0.336016422667603,1.74598887148182,47.4323375290368,8.93522770244719,5.30846432889964,0.188378396847452,-1.10535767680764,-1.76951732049433,-0.664159643686693,100,98.0303603262925
"HER34L","HER34L_1A","HER34L_1A_413",52.2,3379.75,7.26,1,32591.60352,96598,1.6,0.136648791900453,0.212219714693886,0.928590654050808,0.6356239259612,0.279508892523655,36.0017805751672,0.0134578355659537,0.110768338889004,0.101451375804882,0.103521812045798,5.31273939419036,0.294001946210066,1.51245367398911,44.3549555891426,8.21445578583408,5.39962192816635,0.185198151519395,-1.09698494900873,-1.47604588292039,-0.379060933911654,100,98.2121783059691
"HER34L","HER34L_1A","HER34L_1A_414",52.3,3395.86,7.25,1,32435.36133,98202,1.59,0.0804464267530193,0.226064642267978,1.07635282377141,0.814647359524246,0.357426528991263,37.138754811511,0.0631351703631291,0.148673143113175,0,0.0274943483839433,4.93472638031812,0.262723773446569,1.88998187409625,43.0143988920796,8.28394533716217,5.19250153657037,0.192585402807699,-1.28193434579565,-1.56051260399796,-0.27857825820231,100,98.3187715117818
"HER34L","HER34L_1A","HER34L_1A_415",52.4,3411.97,7.24,1,32495.38672,99317,1.59,0.110756466667338,0.208423532728536,1.07333084970347,0.728978926065024,0.340324415759638,38.2260841547771,0.0755157727277304,0.145997160606945,0.0644401260609966,0,5.01626106306071,0.198354763031505,1.94327255152693,42.0622854093458,7.99258938550298,5.26266061980348,0.190017953321364,-1.25207259912035,-1.63894981146042,-0.386877212340074,100,98.1866145775648
"HER34L","HER34L_1A","HER34L_1A_416",52.5,3428.09,7.23,1,32117.59375,96326,1.49,0.0934327180615825,0.204513838423686,1.25096028071341,0.632228058883375,0.298984697797064,34.3655918443619,0.166102609887258,0.142225359715965,0.125615098727239,0.0913564354379918,4.89795070905052,0.205551979735482,2.14687623279281,44.2798413720076,8.83562070469032,5.0115145106333,0.199540477809298,-1.12861453897191,-1.81103111718677,-0.682416578214858,100,97.7368519402861
"HER34L","HER34L_1A","HER34L_1A_417",52.6,3444.2,7.22,1,32628.66016,94807,1.53,0.12024428575949,0.186695075258156,0.990433195861065,0.629700338582594,0.320651428691974,33.4838144862721,0.109696541394623,0.162435263218961,0.109696541394623,0.0126572932378411,5.58714019007035,0.0980940225932684,1.68658432394233,45.5124621599671,8.75251827396711,5.1999276934201,0.192310366404783,-1.21576738081877,-1.66866574663443,-0.452898365815661,100,97.7628234202116
"HER34L","HER34L_1A","HER34L_1A_418",52.7,3460.31,7.22,1,33030.55859,94777,1.62,0.0907393143906222,0.207856336452937,1.10997393882482,0.577144243856632,0.294375217616088,32.7632231448558,0.0928495310043576,0.120282346982918,0.140329404813404,0.073857581480739,5.60895575930869,0.206801228146069,1.79473922998196,46.4268757187925,8.88717726874664,5.22402944319126,0.191423117131039,-1.02124507368399,-1.67524466455967,-0.653999590875674,100,98.3951802652542
"HER34L","HER34L_1A","HER34L_1A_419",52.8,3476.43,7.21,1,32947.07031,92618,1.43,0.0928545207195146,0.212701634671446,0.983610097389276,0.818415426806884,0.267766524865577,29.7749897428146,0.113368891576152,0.113368891576152,0.125245632598415,0.103651558012481,5.98155866030361,0.391932453734695,1.77935174588093,47.9572005441707,9.01984495454447,5.31685420158008,0.188081140104014,-1.34747965690438,-1.53133916852197,-0.183859511617587,100,97.7358612796649
"HER34L","HER34L_1A","HER34L_1A_420",52.9,3492.54,7.2,1,32744.55273,91679,1.4,0.0818071750346317,0.233423139432149,1.13439282714689,0.724266189639939,0.298868879459854,31.3932307289565,0.113439282714689,0.171249686405829,0.139617578725771,0.098168610041558,5.66869184873308,0.12434690605264,1.77139803008323,47.5103349731127,8.94643266178732,5.31053401609364,0.188304979681796,-1.13230613445458,-1.58099997711357,-0.448693842658985,100,98.4096685173268
"HER34L","HER34L_1A","HER34L_1A_421",53,3508.66,7.19,1,32517.23633,94429,1.36,0.116489637717227,0.271103156869182,1.34492581728071,0.859905325694437,0.358999883510362,31.9997034809222,0,0.205445361064927,0.158849505978036,0.118607631130267,5.34052039098158,0.444778616738502,1.752639549291,46.3935867159453,8.75048978597677,5.30182742345395,0.188614211691662,-1.15432289568212,-1.60159473497307,-0.447271839290959,100,98.1160448591005
"HER34L","HER34L_1A","HER34L_1A_422",53.1,3524.77,7.18,1,31878.49609,94257,1.37,0.0923008370731086,0.228099769778372,1.51606777215485,0.718249042511432,0.395726577336431,34.7082975269741,0.200515611572615,0.171870524205099,0.141103578514063,0.097605482881908,4.90785830230116,0.136859861867023,2.3053990685042,43.4185259450227,8.66354753493109,5.01163360274308,0.199535736102627,-1.14703324478461,-1.8940921498022,-0.747058905017592,100,97.7020274356281
"HER34L","HER34L_1A","HER34L_1A_423",53.2,3540.88,7.18,1,31185.74023,86135,1.42,0.0824287455738086,0.237998490741278,1.42566900795263,0.882335868114007,0.395890172403785,28.7142276658733,0.0951993962965113,0.239159458988797,0.161374586405062,0.0383119521681082,5.35786846229756,0.344807569512974,2.31845359029431,48.1058803041737,9.6313925814129,4.9946962391514,0.200212375711941,-1.31030845414197,-1.79013212956868,-0.479823675426711,100,98.0309978522087
"HER34L","HER34L_1A","HER34L_1A_424",53.3,3557,7.16,1,30816.375,85175,1.29,0.0469621367772234,0.326386850601702,1.39712356912239,0.787789844437922,0.429703551511594,28.5165835045495,0.159671265042559,0.176108012914588,0.0939242735544467,0.2418550044027,4.9098914000587,0.497798649838568,2.21778690930437,48.7948341649545,9.39947167596126,5.19123157631776,0.19263251606073,-0.881148023281045,-1.45408747241494,-0.572939449133893,100,97.995890813032
"HER34L","HER34L_1A","HER34L_1A_425",53.4,3573.11,7.14,1,30653.36328,89237,1.44,0.101975637908043,0.28351468561247,1.36938713762229,0.878559341976983,0.444882728016406,33.9097011329381,0.0750809641740534,0.170332933648599,0.143438259914609,0.205071887221668,4.2235843876419,0.319374250591123,1.98236157647613,44.5398209262974,8.94135840514585,4.98132598069934,0.200749760982237,-1.13101953162289,-1.57485465100402,-0.443835119381133,100,97.5884442551856
"HER34L","HER34L_1A","HER34L_1A_426",53.5,3589.22,7.13,1,30489.89453,92220,1.49,0.0932552591628714,0.346996313164173,1.36955107351984,0.896768596833659,0.400130123617437,37.3129472999349,0.122533073086098,0.15506397744524,0.177835610496638,0.104098893949252,3.87226198221644,0.38711776187378,2.09173715029278,41.9507698980698,8.35176751247018,5.02298104388471,0.199084963941376,-0.949483699229919,-1.37292412655672,-0.4234404273268,100,97.6328345261332
"HER34L","HER34L_1A","HER34L_1A_427",53.6,3605.34,7.13,1,29772.78125,84742,1.5,0.0979443487290836,0.379976870973071,1.3499799391093,0.892119610110689,0.395317552099313,32.7971961955111,0.0200608907035472,0.201788959429799,0.0849637723914942,0.0861438247858205,4.43463689787827,0.348115456326261,2.20787802978452,45.4497179674778,9.51594250784735,4.77616567460317,0.209372971569518,-0.853489830635125,-1.26773462639533,-0.41424479576021,100,98.2617828231573
"HER34L","HER34L_1A","HER34L_1A_428",53.7,3621.45,7.12,1,29686.77344,86907,1.57,0.0747925943825008,0.345196589457696,1.58675365620721,0.938934723324934,0.443002289804043,33.1526804515171,0.149585188765002,0.188707468903541,0.17835157121981,0.231281714936656,4.33106654239589,0.402729354367312,2.57631721265261,44.1932180376725,9.14886027592714,4.83046157716011,0.207019553727185,-1.00063188030791,-1.5253314031371,-0.524699522829195,100,97.9414776715339
"HER34L","HER34L_1A","HER34L_1A_429",53.8,3637.56,7.11,1,29856.38672,90243,1.55,0.0919738927119001,0.5152754230245,1.4715822833904,1.0072803430737,0.565140786543,38.1603005219241,0.0199461454074,0.1163525148765,0.1307580643374,0.0964063694691001,4.1077978347351,0.3257870416542,2.2694280996864,40.8829493700342,8.23110933812041,4.96688206785137,0.201333550170759,-0.670307688590123,-1.04939192444902,-0.3790842358589,100,97.9920880289884
"HER34L","HER34L_1A","HER34L_1A_430",53.9,3653.68,7.1,1,28616.96289,86085,1.52,0.104547830632514,0.403089969216472,1.62862287274206,1.04431666376256,0.346169483649881,36.8414938723355,0.131265609571935,0.126619039321601,0.0592437706917581,0.0940930475692629,3.31416623105071,0.374048905151885,2.74263809025963,41.1511877795202,9.05616541790091,4.5439969214982,0.220070571630205,-0.951958254524761,-1.39633028764768,-0.444372033122915,100,97.4176685833769
"HER34L","HER34L_1A","HER34L_1A_431",54,3669.79,7.09,1,29236.27344,92721,1.85,0.0916728680665653,0.418459680115616,1.61883499962252,0.901629620042924,0.409831645474057,40.8461944974709,0.0690242771324727,0.125106502302607,0.146676588906504,0.0539252165097443,3.27649615513206,0.223250396350341,2.1505376344086,38.9879315365451,8.43174685346362,4.623944742901,0.216265560165975,-0.767623273461428,-1.35288149201019,-0.58525821854876,100,97.7513184715437
"HER34L","HER34L_1A","HER34L_1A_432",54.1,3685.91,7.09,1,29273.92383,91862,1.67,0.101238814743855,0.355968735712264,1.42278635344321,0.961224445363698,0.459384729267815,40.8885066730531,0,0.109947529990638,0.0849099736561364,0.0859985630619843,3.3974875356513,0.211186344734493,2.10642050031569,39.314406392197,8.38431560384054,4.68904180732277,0.213263187041396,-0.993365029706707,-1.38552954272697,-0.392164513020262,100,97.8837821950317
"HER34L","HER34L_1A","HER34L_1A_433",54.2,3702.02,7.08,1,29518.08008,96411,1.37,0.153509454315379,0.368215245148375,1.26852745018722,0.868158197716028,0.42733712958065,44.1910155480184,0.106834282395162,0.117206542821877,0.102685378224476,0.107871508437834,3.16976278640404,0.431486033751335,2.08689879785502,36.7935194116854,7.95863542541826,4.62309396585429,0.216305359005441,-0.85770628101406,-1.23694434621176,-0.379238065197697,100,98.1516631919594
"HER34L","HER34L_1A","HER34L_1A_434",54.3,3718.13,7.07,1,29410.5332,92207,1.65,0.0943529233138482,0.327523940698645,1.59532356545598,0.879542767902654,0.419707831292635,40.8515622458165,0.159423904909606,0.126888414111727,0.110620668712788,0.0845922760744846,3.49431171169217,0.357890398776666,2.22325853785504,39.003546368497,8.31715596429772,4.68952927369931,0.213241018796574,-0.987841036740543,-1.58327070322657,-0.595429666486025,100,98.0457015194074
"HER34L","HER34L_1A","HER34L_1A_435",54.4,3734.25,7.06,1,29365.62305,91744,1.66,0.0904691314963376,0.329176839902337,1.37229682595047,0.814222183467039,0.510115102895012,39.735568538542,0,0.115538890826648,0.129708754795954,0.0893791419602372,3.64710498779212,0.392396232996163,2.31404778514126,39.9219567492152,8.43215905127311,4.73448810754912,0.211216076011576,-0.905638167757948,-1.42764601666948,-0.52200784891153,100,97.8941402162539
