"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Mg","Al","Si","P","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Br","Rb","Sr","Y","Zr","Sn","I","Cs","Ba","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","qc","label"
"HER34L","HER34L_1A_303",41.2,2394.16,7.37,1,35097.12109,79535,1.81,0,0,0,16,87,63,38,490,146,10,13,65,6019,102,190,71,115,0,63,4173,83,741,0,1590,26,14,0,11,0,0,58,0,33,116,0,56106,8941,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_304",41.3,2401.07,7.35,1,34928.87109,76699,1.37,0,0,0,11,52,26,43,541,96,0,0,50,5339,0,253,101,62,0,0,3939,0,769,0,1150,0,0,0,0,0,0,0,0,163,215,0,55146,8613,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_305",41.4,2407.98,7.33,1,35184.38281,77567,1.53,0,10,0,7,77,17,27,494,92,0,6,36,5267,0,192,96,82,0,140,3963,105,432,0,1372,0,0,0,8,0,0,0,0,134,0,0,55927,8841,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_306",41.5,2414.89,7.32,1,34890.95703,78304,1.44,7,15,14,34,82,37,52,551,111,0,12,53,5920,28,240,110,57,0,114,3862,86,994,0,1220,0,10,0,0,0,0,0,0,204,215,0,55495,8648,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_307",41.6,2421.8,7.33,1,35282.98438,83114,1.35,0,16,0,10,112,44,30,517,99,0,0,49,11652,49,144,14,110,0,45,4157,0,776,0,1097,0,0,0,0,0,0,0,0,101,294,101,54899,8612,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_308",41.7,2428.71,7.33,1,34899.76563,77278,1.51,6,30,21,7,85,59,50,518,78,7,0,55,6075,7,194,105,0,0,112,4279,8,745,0,1106,5,8,0,6,0,0,0,0,102,4,137,54886,8401,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_309",41.8,2435.63,7.33,1,34815.875,77517,1.23,0,12,12,15,84,57,38,527,91,13,14,47,5675,0,164,97,33,0,120,4199,124,956,0,1092,0,0,0,0,0,0,0,0,195,126,0,54955,8752,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_310",41.9,2442.54,7.33,1,34703.21484,76152,1.26,0,0,8,13,58,49,23,529,124,6,0,32,4880,101,167,133,15,0,82,4342,0,956,0,1292,0,0,0,0,0,0,0,0,0,125,176,54437,8509,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_311",42,2449.45,7.33,1,35101.55078,77770,1.24,8,38,16,24,59,46,66,550,174,24,20,42,6323,42,207,121,148,0,157,4375,0,843,0,1090,0,0,0,0,0,0,0,0,77,215,110,54388,8477,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_312",42.1,2456.36,7.33,1,34603.97266,78993,1.25,0,0,0,12,82,47,27,518,92,0,0,63,8916,88,165,77,6,0,0,4208,72,890,0,1158,5,0,0,4,0,0,0,0,76,130,0,53801,8322,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_313",42.2,2463.27,7.34,1,34126.89453,79746,1.29,0,34,0,0,63,43,23,474,125,0,0,55,9134,97,200,79,76,0,148,4434,113,1013,0,1041,0,7,0,0,0,0,37,0,121,95,0,53596,8500,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_314",42.3,2470.18,7.35,1,33638.11719,75915,1.26,0,33,26,20,90,46,47,460,101,0,18,91,6452,4,174,143,72,0,0,4405,205,897,0,1287,6,19,0,9,0,0,0,0,204,239,19,52249,8391,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_315",42.4,2477.09,7.36,1,33780.92969,76469,1.41,48,25,19,12,78,67,53,520,136,14,0,34,7686,18,167,51,15,0,200,4553,63,862,0,1069,0,0,0,0,0,0,0,0,39,149,0,51989,8420,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_316",42.5,2484,7.36,1,34072.50391,79406,1.56,0,19,14,21,92,58,67,536,106,11,0,77,9700,32,167,95,59,0,175,4773,0,1028,0,1126,0,8,0,6,0,0,0,0,248,180,0,52238,8408,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_317",42.6,2490.91,7.37,1,34102.48828,80777,1.45,0,0,10,25,85,51,53,443,112,9,30,128,11443,49,162,124,25,0,176,4618,0,905,0,906,19,10,0,22,0,0,0,0,97,167,0,52461,8520,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_318",42.7,2497.82,7.38,1,34543.29297,84365,1.38,0,29,14,18,69,46,55,592,220,0,7,69,16078,97,177,35,69,0,67,4182,0,802,0,1090,0,0,0,0,0,0,0,0,68,41,0,51803,8605,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_319",42.8,2504.73,7.38,1,34680.38281,87226,1.36,0,24,17,20,90,50,25,395,87,11,5,85,21445,105,131,139,39,0,6,3327,0,584,0,997,0,0,0,0,0,0,0,0,187,0,0,51196,8106,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_320",42.9,2511.65,7.39,1,34706.02734,93926,1.5,11,19,0,15,148,44,33,330,100,0,29,48,28536,194,182,0,84,0,117,3097,22,854,0,979,0,0,0,0,0,0,0,0,120,44,0,50444,8237,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_321",43,2518.56,7.39,1,34725.46484,93902,1.4,20,32,23,14,115,36,33,411,98,6,20,96,28698,198,150,147,50,0,40,3095,0,716,0,972,0,0,8,0,0,0,0,0,118,0,50,50312,8269,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_322",43.1,2525.47,7.38,1,35336.33594,103916,1.57,7,56,0,33,127,48,31,339,107,7,11,82,41587,37,129,0,60,0,149,2955,57,526,0,918,13,0,0,0,0,0,0,0,84,0,0,48258,8050,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_323",43.2,2532.38,7.38,1,35361.53516,107378,1.62,32,76,15,44,127,40,33,314,119,0,5,42,45461,80,174,14,0,0,202,3106,65,465,0,844,0,0,0,0,0,0,0,0,108,64,0,47979,7821,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_324",43.3,2539.29,7.38,1,34509.625,99581,1.55,11,31,10,5,128,28,40,312,104,8,19,10,36656,100,118,89,0,0,0,3097,24,578,0,936,0,8,0,0,0,0,0,0,70,190,0,48374,8513,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_325",43.4,2546.2,7.39,1,35708.73828,104635,1.47,0,23,0,0,115,33,31,413,96,0,30,69,39558,191,121,64,0,0,53,3302,104,607,0,1017,0,0,0,11,0,0,0,0,194,8,0,50402,7999,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_326",43.5,2553.11,7.38,1,36164.01172,103357,1.66,0,11,0,19,96,30,43,395,154,0,30,37,36075,284,145,65,0,0,86,3676,54,585,0,1038,0,0,0,0,0,0,33,0,137,107,0,51733,8439,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_327",43.6,2560.02,7.38,1,35918.93359,92502,1.43,17,46,28,15,110,42,34,408,82,0,4,93,24628,38,156,96,60,0,0,3372,0,538,0,902,11,0,0,0,0,0,0,0,189,0,0,53229,8303,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_328",43.7,2566.93,7.39,1,35262.58984,87809,1.61,0,0,15,14,88,64,37,455,119,9,0,35,19628,113,168,120,0,121,128,2783,97,739,0,1040,0,0,0,0,0,0,0,0,0,162,46,53352,8335,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_329",43.8,2573.84,7.38,1,34546.62109,83832,1.42,0,0,14,0,78,48,39,419,74,5,0,57,15950,204,214,92,83,0,0,2626,0,642,0,1163,0,0,0,0,0,0,0,0,71,0,93,53034,8725,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_330",43.9,2580.75,7.38,1,34904.37891,87106,1.62,0,11,8,14,105,45,48,525,103,0,24,56,19647,154,165,107,0,0,0,2709,96,839,0,1050,0,0,0,0,0,0,0,0,177,0,0,52863,8259,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_331",44,2587.67,7.38,1,35074.24609,84607,1.31,11,17,0,13,69,58,41,461,112,17,29,60,15934,27,189,66,62,0,18,3079,96,988,0,1053,0,0,0,0,0,0,0,0,41,88,17,53632,8221,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_332",44.1,2594.58,7.38,1,35012.78516,83918,1.42,0,18,0,10,60,46,50,500,81,28,0,57,14248,0,147,84,59,0,122,4012,79,1055,0,1245,0,0,0,0,0,0,0,0,75,57,149,52876,8739,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_333",44.2,2601.49,7.38,1,34975.38672,85170,1.71,22,36,20,31,76,45,61,545,162,35,0,89,14795,86,185,32,75,0,126,4698,0,934,0,1338,29,4,0,0,0,0,0,0,192,60,62,52634,8556,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_334",44.3,2608.4,7.39,1,35099.08594,86730,1.51,0,48,11,22,68,56,88,607,145,27,24,100,17359,125,237,12,65,0,80,4799,31,1097,0,1042,7,12,0,0,0,0,0,0,7,65,0,52029,8314,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_335",44.4,2615.31,7.39,1,35103.30078,82286,1.44,0,32,17,0,53,31,30,555,155,11,14,40,11242,103,161,112,96,0,90,4895,38,1140,0,1120,0,0,0,0,0,0,0,0,160,187,48,53375,8409,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_336",44.5,2622.22,7.4,1,34822.29297,81780,1.41,5,30,33,11,58,36,42,642,143,9,0,34,10729,79,172,24,48,0,42,5058,0,951,0,1122,0,0,0,0,0,0,0,0,0,76,4,53432,8741,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_337",44.6,2629.13,7.4,1,35241.60938,84582,1.52,0,47,16,27,77,59,42,646,172,0,0,77,12684,254,207,65,99,0,98,5397,80,888,0,1194,0,0,0,0,0,0,0,0,62,199,46,53435,8554,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_338",44.7,2636.04,7.39,1,35490.21094,85357,1.32,0,38,24,25,102,53,62,657,151,28,13,69,13342,132,164,93,63,0,0,5178,155,987,0,1526,0,0,0,0,0,0,0,0,0,27,7,53562,8726,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_339",44.8,2642.95,7.39,1,34925.98438,79819,1.32,0,0,0,20,91,37,74,659,126,0,24,43,7857,57,183,96,95,0,95,5584,67,878,0,1102,0,0,0,0,0,0,0,0,259,101,47,53562,8522,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_340",44.9,2649.86,7.39,1,34756.21875,80878,1.54,0,39,18,15,88,33,78,666,250,21,16,88,9639,64,180,129,57,0,45,5202,80,1041,0,1079,11,0,0,0,0,0,0,0,284,87,0,52978,8477,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_341",45,2656.77,7.39,1,34446.01172,80557,1.69,0,0,0,12,81,54,47,612,189,0,22,40,10467,0,106,69,5,0,104,5396,26,1037,0,1211,5,10,0,0,0,0,0,0,82,16,71,52325,8424,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_342",45.1,2664.14,7.38,1,34400.26172,79863,1.39,20,23,0,0,52,42,48,687,165,8,8,81,9691,39,190,102,52,0,46,5511,0,836,0,1083,0,0,0,0,0,0,6,0,232,141,73,51880,8748,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_343",45.2,2671.51,7.38,1,34351.64063,78413,1.56,0,9,0,0,50,49,82,588,201,0,6,70,8041,58,132,0,87,0,121,5492,5,751,0,1198,0,0,0,0,0,0,0,0,0,0,0,52687,8572,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_344",45.3,2678.88,7.38,1,34193.60938,79490,1.67,0,6,22,25,81,41,71,635,197,24,22,88,9920,60,183,109,0,0,85,5307,168,944,0,1098,0,0,0,0,0,0,0,0,148,144,0,51734,8267,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_345",45.4,2686.25,7.38,1,33962.71094,82725,1.45,0,15,12,18,93,46,60,539,215,9,28,125,14647,0,149,69,43,0,126,5132,0,731,0,1113,0,0,0,0,0,0,0,0,156,223,0,50725,8311,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_346",45.5,2693.62,7.39,1,33460.53906,86071,1.58,0,0,7,31,82,49,72,546,154,18,28,104,20290,163,222,148,70,0,95,5000,63,1013,0,1131,0,0,0,10,0,0,0,0,253,194,191,47763,8233,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_347",45.6,2700.99,7.4,1,34081.5625,93379,1.64,0,48,0,23,69,56,26,547,174,23,17,81,28256,312,100,92,5,0,119,4979,166,975,0,1044,0,0,0,0,0,0,0,0,296,75,49,47305,8423,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_348",45.7,2708.36,7.4,1,34005.39453,85470,1.42,0,29,17,15,61,46,55,633,172,23,0,79,17802,116,165,136,54,0,10,5548,185,1154,0,1090,0,0,0,0,0,0,0,0,136,62,54,49416,8315,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_349",45.8,2715.73,7.4,1,34430.08594,86490,1.45,0,5,0,0,106,47,56,595,169,13,0,101,16772,126,166,140,30,0,151,5521,0,1232,0,1323,16,0,0,0,0,0,5,0,62,257,80,50785,8521,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_350",45.9,2723.1,7.4,1,34519.69141,83637,1.46,0,12,0,16,91,38,79,522,148,16,6,66,13028,37,130,118,49,0,42,5808,8,1163,0,1142,0,14,0,0,0,0,0,0,78,175,0,52043,8538,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_351",46,2730.47,7.39,1,34664.0625,83135,1.31,0,0,0,0,67,56,71,583,190,22,28,145,13020,71,167,0,84,0,145,5169,38,969,0,1351,0,6,0,11,0,0,64,0,99,29,265,51840,8482,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_352",46.1,2737.84,7.39,1,33932.64844,81533,1.43,0,16,0,12,63,55,40,538,166,0,13,57,13625,81,106,116,0,0,74,4976,122,694,0,891,4,0,0,0,0,0,0,0,120,165,0,50938,8480,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_353",46.2,2745.21,7.41,1,35093.77344,89448,1.25,0,0,0,13,54,58,70,601,160,10,21,49,19509,164,219,192,99,19,0,5374,136,881,0,1053,0,0,0,0,0,0,0,0,25,131,0,51901,8581,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_354",46.3,2752.58,7.42,1,34963.51563,87519,1.47,0,23,4,21,86,54,55,542,173,13,15,87,17600,83,157,120,55,0,257,5797,0,857,0,1118,0,0,0,0,0,0,0,0,121,127,0,51656,8339,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_355",46.4,2759.95,7.41,1,34693.31641,83109,1.44,0,0,0,0,45,26,59,567,257,23,52,88,12479,0,162,108,6,27,70,5964,33,943,0,1300,0,0,0,0,0,0,0,0,11,247,0,51954,8561,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_356",46.5,2767.32,7.4,1,34170.48438,82700,1.44,0,20,9,0,101,36,36,532,175,0,25,72,13478,111,191,87,0,0,95,5403,26,836,0,1297,0,0,0,0,0,0,0,0,336,167,20,50989,8439,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_357",46.6,2774.68,7.4,1,33836.93359,80587,1.55,0,47,24,25,82,45,66,581,305,18,0,72,10961,80,125,156,19,0,33,5417,102,985,0,1093,0,12,0,17,0,0,0,0,49,105,105,51570,8368,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_358",46.7,2782.05,7.39,1,34186.8125,79597,1.49,28,22,21,28,101,46,61,526,156,39,0,70,9117,54,136,0,0,0,0,5848,130,1143,0,1152,0,0,0,0,0,0,0,0,106,14,29,52124,8508,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_359",46.8,2789.42,7.39,1,34245.78516,79825,1.37,38,44,28,30,64,32,60,565,189,0,0,29,9388,25,184,61,80,0,0,6014,69,1067,0,1085,0,0,0,0,0,0,0,0,92,233,0,51802,8492,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_360",46.9,2796.79,7.4,1,33979.83203,79967,1.28,32,48,0,13,88,59,19,580,201,6,0,80,10220,78,213,138,155,0,120,5983,97,924,0,1087,0,0,0,0,0,0,0,0,148,334,0,51076,8146,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_361",47,2804.16,7.4,1,33593.36328,79900,1.38,0,17,6,0,41,55,55,650,182,25,10,103,10359,79,111,105,41,0,111,5951,233,1082,36,1177,0,0,0,0,0,0,64,0,111,87,82,50671,8364,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_362",47.1,2811.53,7.41,1,33209.69141,81475,1.31,0,13,37,36,85,59,68,598,217,0,26,85,15187,0,234,100,20,0,53,5641,200,741,0,998,0,0,0,0,0,0,0,0,190,105,0,48616,8039,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_363",47.2,2818.9,7.4,1,34622.03906,97357,1.51,25,49,31,6,86,26,69,574,236,14,21,104,31335,96,149,95,0,0,19,5668,181,952,0,1033,0,0,0,0,0,0,0,0,196,145,0,48257,7904,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_364",47.3,2826.27,7.4,1,34135.88281,88028,1.46,5,0,4,18,86,50,27,543,151,29,0,135,20295,99,125,123,40,0,96,6181,16,1143,0,1015,0,0,0,6,0,0,0,0,52,75,109,49251,8259,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_365",47.4,2833.64,7.41,1,33487.83594,82531,1.3,0,0,7,10,98,47,69,517,167,32,0,91,15484,35,162,51,34,0,159,5848,82,967,0,893,0,0,0,0,0,0,0,0,65,196,67,49144,8140,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_366",47.5,2841.01,7.41,1,33228.12891,78011,1.32,0,46,6,8,89,52,64,560,165,6,0,87,10026,10,142,162,20,12,12,6008,86,1055,0,829,5,6,0,0,0,0,0,0,0,0,0,49926,8500,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_367",47.6,2848.38,7.42,1,33460.44141,81543,1.35,19,46,25,14,85,29,62,471,131,0,13,62,13079,36,163,0,29,0,103,6062,0,1093,0,1109,0,0,0,0,0,0,0,0,286,227,0,50220,8062,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_368",47.7,2855.75,7.43,1,33738.41406,84415,1.35,61,43,39,35,105,55,51,617,216,24,0,111,15587,100,252,72,83,0,200,5862,133,945,0,1126,0,0,0,0,0,0,6,0,98,174,0,49635,8622,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_369",47.8,2863.12,7.43,1,34582.98828,89058,1.5,0,0,9,21,63,50,85,599,157,15,13,101,19253,108,216,34,70,0,158,5898,11,1356,0,1298,0,0,0,0,0,0,22,0,214,180,0,50693,8312,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_370",47.9,2870.49,7.44,1,34651.16016,86755,1.45,0,16,22,8,104,52,54,572,182,0,26,131,17165,103,206,103,74,0,44,6046,116,1250,0,909,0,0,0,11,0,0,0,0,44,85,0,51148,8148,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_371",48,2877.86,7.44,1,34807.89063,91909,1.45,5,37,13,14,93,52,48,502,185,19,9,98,23289,163,165,75,62,0,0,6025,165,1022,0,1123,0,0,0,0,0,0,6,0,253,25,0,49847,8525,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_372",48.1,2885.23,7.43,1,34770.47656,90227,1.43,47,78,38,24,149,68,63,701,224,14,8,135,20521,69,142,111,69,0,120,5993,22,1260,0,1091,0,0,0,5,0,0,7,0,91,42,0,50405,8612,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_373",48.2,2892.6,7.43,1,34725.15625,91027,1.49,0,21,0,27,121,58,139,727,289,0,0,165,20678,0,166,34,0,0,36,6132,86,1121,0,1049,0,0,0,0,0,0,0,0,160,180,248,50935,8527,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_374",48.3,2899.97,7.43,1,34282.59375,84654,1.3,15,30,27,20,107,50,116,733,258,36,7,144,15366,0,196,33,142,0,92,6161,191,1019,0,1358,0,0,0,0,0,0,0,0,21,0,0,50000,8386,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_375",48.4,2907.33,7.42,1,33232.46875,80066,1.35,51,42,39,33,72,54,85,776,332,0,32,162,11239,113,131,72,55,0,48,5924,79,1399,0,1142,0,0,0,0,0,0,0,0,54,171,104,49204,8501,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_376",48.5,2914.7,7.42,1,32844.70313,78283,1.58,0,7,18,28,74,55,76,783,264,27,49,110,9888,59,188,79,0,0,51,5814,0,1365,0,1316,0,0,0,0,0,0,0,0,23,106,184,49015,8596,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_377",48.6,2922.07,7.42,1,33277.82031,81159,1.42,0,13,11,6,67,44,98,774,209,25,0,95,13560,101,182,77,40,0,90,5483,100,1454,0,1162,0,0,0,0,0,0,0,0,215,0,0,48699,8547,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_378",48.7,2929.44,7.41,1,33887.51563,87675,1.43,15,35,11,26,94,63,107,592,281,62,0,131,19761,26,139,46,120,0,95,6054,151,1159,0,874,0,8,0,6,0,0,0,0,113,54,0,48963,8541,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_379",48.8,2936.81,7.41,1,33860.01172,84544,1.45,0,34,9,33,47,59,97,803,369,34,0,173,15472,29,182,48,0,0,176,6320,174,1163,0,1085,0,0,0,0,0,0,0,0,228,214,23,49355,8319,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_380",48.9,2944.18,7.4,1,33314.04688,82259,1.42,0,17,7,23,77,41,116,863,373,51,27,172,12728,145,224,67,134,0,0,6337,0,1261,29,1224,0,0,0,0,0,0,0,0,32,0,89,49545,8463,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_381",49,2951.55,7.4,1,33622.43359,88438,1.39,0,7,8,11,86,42,137,770,357,28,0,171,21806,133,132,32,18,0,129,5759,248,1350,0,812,0,0,0,0,0,0,0,0,149,0,0,47816,8228,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_382",49.1,2958.92,7.38,1,33527.42969,89243,1.36,9,37,23,0,84,54,108,787,353,32,0,163,22609,305,103,94,29,4,39,5924,88,1118,0,1008,8,0,0,0,0,0,0,0,0,235,0,47048,8821,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_383",49.2,2966.29,7.38,1,33178.28906,84987,1.49,0,0,30,26,65,69,109,721,313,35,11,155,16994,109,172,87,0,0,58,6196,69,1375,0,1088,0,0,0,0,0,0,42,0,100,31,148,48262,8592,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_384",49.3,2973.66,7.37,1,33028.48438,83876,1.54,0,8,0,0,79,61,75,708,314,55,0,184,16471,89,177,134,0,0,0,5880,225,1157,0,1152,0,0,0,0,0,0,0,0,21,0,0,48170,8748,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_385",49.4,2981.03,7.37,1,33104.16016,85418,1.55,0,46,15,18,55,31,98,671,337,41,10,137,19369,174,178,108,78,0,0,5930,196,1306,0,1020,0,0,0,0,0,0,20,0,159,124,0,47020,8171,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_386",49.5,2988.4,7.37,1,32918.57031,85319,1.58,0,33,25,24,80,47,115,709,363,6,11,192,18270,88,184,76,64,0,155,5713,157,1322,0,1048,5,0,0,0,11,0,4,0,10,130,31,47548,8797,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_387",49.6,2995.77,7.37,1,32831.5625,85005,1.37,5,29,39,22,70,28,110,712,466,26,0,250,17389,77,133,51,61,0,228,5797,141,1171,0,1231,0,0,0,16,0,0,0,0,83,130,19,47830,8711,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_388",49.7,3003.14,7.36,1,32789.85938,82122,1.34,10,52,54,13,82,58,140,753,256,48,7,135,14119,0,184,7,0,0,138,5881,167,1650,0,1076,0,0,0,0,0,0,0,0,96,247,109,48216,8534,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_389",49.8,3010.51,7.37,1,32674.72266,80204,1.31,59,31,13,30,63,53,114,793,358,38,7,138,12175,56,219,45,44,0,46,6096,277,1483,0,1159,0,0,0,0,0,0,0,0,73,86,23,47858,8777,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_390",49.9,3017.88,7.36,1,32378.68945,79874,1.4,17,64,21,0,55,56,86,678,259,33,31,173,12638,58,128,77,106,0,66,6028,215,1597,0,1066,0,0,6,4,0,0,0,0,55,115,70,47702,8348,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_391",50,3025.25,7.37,1,32414.27539,82194,1.34,0,18,0,19,68,53,111,799,336,20,18,191,16728,35,169,91,18,0,30,5616,64,1555,0,995,0,0,0,0,0,0,0,0,112,97,62,46632,8246,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_392",50.1,3041.36,7.37,1,32153.11133,84152,1.3,11,35,12,0,66,35,51,757,489,44,13,162,18305,120,172,84,0,0,0,5726,142,1480,0,1361,9,0,0,0,0,0,0,0,289,135,183,46042,8327,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_393",50.2,3057.47,7.37,1,32376.96875,84781,1.36,0,26,19,25,99,58,103,794,291,44,15,207,19892,34,137,95,92,0,81,5488,218,1603,0,1162,0,0,7,0,0,23,0,0,116,0,157,45295,8582,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_394",50.3,3073.59,7.37,1,33523.25391,95091,1.59,4,31,0,0,71,25,116,999,341,17,7,307,29521,0,183,108,93,0,0,5625,250,1553,0,1067,0,0,0,19,0,0,0,0,148,197,0,45892,8319,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_395",50.4,3089.7,7.37,1,33140.64453,89950,1.51,0,19,0,8,66,35,79,763,246,17,32,210,24024,0,183,117,87,0,210,5375,127,1796,0,1001,12,0,0,21,0,0,0,0,124,134,0,46684,8462,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_396",50.5,3105.81,7.36,1,33982.64453,92183,1.5,15,55,42,29,68,21,113,753,329,60,23,143,23964,105,156,75,42,0,119,6233,244,1311,6,980,0,0,0,0,0,0,0,0,152,257,126,48116,8565,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_397",50.6,3121.93,7.36,1,33469.875,88071,1.42,0,0,0,11,69,40,108,787,428,16,46,133,20723,153,173,47,49,0,32,6026,92,1417,0,974,0,11,0,0,0,0,12,0,199,214,54,47380,8780,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_398",50.7,3138.04,7.35,1,33079.44531,86092,1.49,0,32,16,0,81,51,126,789,390,62,5,183,20082,59,192,89,39,0,93,5872,155,1551,0,1042,0,18,0,0,0,0,0,0,77,196,109,46224,8434,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_399",50.8,3154.15,7.34,1,32911.02734,90156,1.49,0,22,16,0,107,43,75,751,407,20,26,209,25932,140,177,71,43,0,0,5586,150,1421,0,1128,0,0,0,0,0,12,0,0,69,187,0,45272,8160,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_400",50.9,3170.27,7.34,1,32108.08008,85091,1.27,0,27,45,29,96,77,153,860,410,33,35,290,21749,33,189,12,42,90,115,5236,59,1456,0,860,5,0,0,0,0,0,25,0,0,143,6,44685,8180,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_401",51,3186.38,7.33,1,32200.48242,87841,1.51,0,21,13,12,77,44,187,833,492,11,41,272,23915,47,120,68,62,0,0,5471,173,1672,0,741,5,0,0,8,0,0,0,0,106,43,95,44808,8319,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_402",51.1,3202.5,7.32,1,31950.19141,84964,1.39,39,22,25,45,106,54,140,747,397,23,47,197,21022,165,108,76,68,0,67,5496,206,1494,0,1080,5,0,0,9,0,0,0,0,0,41,0,44799,8365,TRUE,"HER34L_1A"
