"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","Ca","Fe","Cu","Br","Sr","Zr","Mo_inc","Mo_coh"
"HER14L","HER14L_2D_468",157.7,15375.39,7.29,1,31715,75673,1.43,33,313,3491,122,1134,491,1314,58727,9015
"HER14L","HER14L_2D_469",157.8,15378.81,7.3,1,31659,74324,1.26,61,323,2452,240,1012,158,1302,59117,8891
"HER14L","HER14L_2D_470",157.9,15382.22,7.28,1,31638,75107,1.56,62,376,2398,178,1161,334,1295,59173,9004
"HER14L","HER14L_2D_471",158,15385.64,7.27,1,31544,74990,1.42,43,313,3072,236,964,320,1146,59244,8894
"HER14L","HER14L_2D_472",158.1,15389.06,7.27,1,31617,76185,1.34,70,336,4479,347,1224,264,1179,58205,8812
"HER14L","HER14L_2D_473",158.2,15392.47,7.26,1,31314,76246,1.28,65,378,5191,320,1116,276,1337,58023,8614
"HER14L","HER14L_2D_474",158.3,15395.89,7.25,1,31495,78467,1.21,50,344,8438,204,921,317,1276,57099,8657
"HER14L","HER14L_2D_475",158.4,15399.31,7.25,1,31820,84808,1.34,41,250,15186,164,978,419,1109,57004,8648
"HER14L","HER14L_2D_476",158.5,15402.72,7.24,1,31935,84620,1.44,71,251,15145,199,913,268,1225,56775,8790
"HER14L","HER14L_2D_477",158.6,15406.14,7.23,1,31963,82721,1.65,84,287,11857,150,1121,477,1534,57021,8896
"HER14L","HER14L_2D_478",158.7,15409.56,7.22,1,31829,82697,1.43,63,286,11154,162,1027,305,1271,58071,8965
"HER14L","HER14L_2D_479",158.8,15412.97,7.21,1,32056,84276,1.5,84,270,13946,105,1067,226,1249,57372,8714
"HER14L","HER14L_2D_480",158.9,15416.39,7.21,1,32038,85931,1.41,68,296,16209,205,839,268,1234,56893,8857
"HER14L","HER14L_2D_481",159,15419.81,7.19,1,32184,86549,1.57,70,271,16088,98,946,368,1216,57464,8747
"HER14L","HER14L_2D_482",159.1,15423.22,7.18,1,32399,85818,1.46,65,265,14970,124,1074,148,1372,57378,8904
"HER14L","HER14L_2D_483",159.2,15426.64,7.18,1,32422,85358,1.27,80,318,16103,93,771,133,1244,56893,8540
"HER14L","HER14L_2D_484",159.3,15430.06,7.15,1,32308,84815,1.45,78,294,15087,131,854,216,1068,57874,8509
"HER14L","HER14L_2D_485",159.4,15433.47,7.14,1,32699,88110,1.58,74,297,18100,154,1030,193,1155,57446,8796
"HER14L","HER14L_2D_486",159.5,15436.89,7.12,1,31993,84673,1.35,75,235,14958,194,894,367,1184,57235,8358
"HER14L","HER14L_2D_487",159.6,15440.31,7.1,1,32094,82694,1.32,77,288,12700,133,1085,352,1311,57183,8742
"HER14L","HER14L_2D_488",159.7,15443.72,7.09,1,32385,82255,1.53,95,308,10984,255,998,265,1321,57977,8975
"HER14L","HER14L_2D_489",159.8,15447.14,7.08,1,32309,80003,1.4,72,302,9208,183,1048,206,1009,58159,8755
"HER14L","HER14L_2D_490",159.9,15450.56,7.08,1,32221,79280,1.27,53,274,7668,205,1005,280,1203,58743,8807
"HER14L","HER14L_2D_491",160,15460.6,7.07,1,31948,79323,1.29,40,322,7460,183,1161,423,1420,58417,8552
"HER14L","HER14L_2D_492",160.1,15470.64,7.07,1,31753,80030,1.33,95,377,8280,178,1228,400,1490,57965,8630
"HER14L","HER14L_2D_493",160.2,15480.68,7.06,1,31783,78819,1.37,74,285,8891,166,1183,291,1269,57221,8289
"HER14L","HER14L_2D_494",160.3,15490.72,7.05,1,32012,81352,1.24,63,303,9843,201,900,442,1197,58455,8885
