"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Br","Rb","Sr","Y","Zr","Sn","I","Cs","Ba","Ta","W","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","Fe a*2"
"HER14L","HER14L_2A","HER14L_2A_62",7.6,600.69,6.97,1,31095,77749,1.43,0,23,0,22,34,60,131,28,304,71,9,12,20,2679,31,169,203,82,0,23,2719,0,606,0,1557,0,0,0,0,0,30,0,0,0,0,0,173,0,59665,9098,37
"HER14L","HER14L_2A","HER14L_2A_63",7.7,607.89,6.99,1,31291,78698,1.56,8,31,0,33,50,46,152,47,330,46,16,0,32,2446,109,258,108,108,0,0,2921,0,580,0,1635,20,14,0,14,23,57,0,0,0,0,145,202,0,59567,9700,0
"HER14L","HER14L_2A","HER14L_2A_64",7.8,615.08,7,1,31328,77584,1.4,18,6,16,23,38,43,161,20,330,89,18,0,47,2440,8,189,67,147,0,54,2732,0,460,0,1269,0,8,0,0,77,67,0,0,0,0,32,193,169,59886,8977,31
"HER14L","HER14L_2A","HER14L_2A_65",7.9,622.28,7,1,31142,77827,1.71,0,4,0,28,52,53,143,26,359,73,23,16,0,2791,0,201,109,71,72,84,2981,0,527,0,1252,18,16,0,0,0,0,0,0,0,0,0,114,0,59676,9138,149
"HER14L","HER14L_2A","HER14L_2A_66",8,629.48,7.01,1,30832,76421,1.41,0,0,0,0,44,28,123,13,256,42,13,0,0,2343,0,182,27,21,0,206,2929,0,550,0,1278,11,0,0,6,44,14,0,0,0,0,72,337,7,59164,8711,0
"HER14L","HER14L_2A","HER14L_2A_67",8.1,636.67,7,1,30773,76257,1.58,0,25,21,24,41,29,136,30,296,82,17,14,0,2283,44,244,70,0,109,122,2840,103,767,0,1224,0,13,0,0,0,9,0,18,0,0,0,52,0,58657,8987,177
"HER14L","HER14L_2A","HER14L_2A_68",8.2,643.87,7,1,30955,75912,1.55,0,0,0,0,53,19,144,24,277,49,4,18,0,2400,24,203,64,0,0,134,2626,0,657,0,1186,11,5,0,0,29,0,0,0,0,0,144,94,0,58702,9045,64
"HER14L","HER14L_2A","HER14L_2A_69",8.3,651.07,7.01,1,30883,75784,1.54,0,22,7,22,35,39,129,35,289,28,5,11,0,2284,32,204,104,135,0,0,2688,0,382,0,1373,0,0,0,0,92,0,0,0,0,0,36,0,0,58791,9041,184
"HER14L","HER14L_2A","HER14L_2A_70",8.4,658.26,7.01,1,30678,75995,1.58,0,47,20,28,36,42,162,33,301,60,0,19,18,2254,121,238,166,192,0,42,2917,0,489,0,1313,0,0,0,6,28,75,0,0,0,0,6,26,0,58450,8906,38
"HER14L","HER14L_2A","HER14L_2A_71",8.5,665.46,7.01,1,30806,75981,1.47,5,30,23,18,46,54,140,20,309,60,0,42,27,2208,81,227,100,78,0,0,2848,0,651,0,1226,0,7,0,0,26,0,15,27,0,0,230,109,0,58486,8888,0
"HER14L","HER14L_2A","HER14L_2A_72",8.6,672.66,7.02,1,30989,76510,1.52,0,39,5,12,57,48,134,31,333,60,0,0,32,2385,46,195,101,99,0,138,2919,175,511,0,1350,0,0,0,8,0,15,0,0,0,0,67,139,0,58663,8948,57
"HER14L","HER14L_2A","HER14L_2A_73",8.7,679.85,7.03,1,30783,76046,1.35,19,24,12,26,33,60,136,27,319,57,6,0,44,2143,108,242,113,43,0,138,2987,0,504,0,1346,15,7,0,0,0,0,0,0,0,0,0,9,0,58758,8870,0
"HER14L","HER14L_2A","HER14L_2A_74",8.8,687.05,7.05,1,30495,74936,1.4,0,0,0,4,16,28,119,0,364,69,0,0,0,2093,16,171,68,107,0,239,2792,0,591,0,1353,6,0,0,0,69,28,0,0,0,0,105,78,12,57795,8813,0
"HER14L","HER14L_2A","HER14L_2A_75",8.9,694.25,7.05,1,30225,74818,1.46,12,78,34,38,52,38,149,28,315,73,5,0,10,1883,60,193,108,139,0,72,2650,140,680,0,1381,11,6,0,0,27,61,0,0,0,0,41,86,0,57643,8805,29
"HER14L","HER14L_2A","HER14L_2A_76",9,701.44,7.05,1,30201,74943,1.49,0,26,0,8,34,11,159,27,337,72,0,0,14,2310,103,206,101,136,0,15,2839,30,525,0,1342,0,0,0,0,0,7,0,0,0,0,100,56,0,57933,8552,50
"HER14L","HER14L_2A","HER14L_2A_77",9.1,708.64,7.05,1,30153,74868,1.37,0,23,0,0,31,16,136,27,286,99,0,0,19,2198,36,195,101,65,0,0,2581,137,438,0,1445,0,0,0,0,0,41,0,0,0,0,9,23,0,58192,8770,0
"HER14L","HER14L_2A","HER14L_2A_78",9.2,715.84,7.06,1,30333,75031,1.43,0,0,0,0,27,44,134,21,318,70,0,0,15,2015,32,220,134,98,0,277,2728,111,523,0,1456,0,0,0,0,67,5,24,0,0,14,120,149,0,57710,8719,0
"HER14L","HER14L_2A","HER14L_2A_79",9.3,723.03,7.06,1,30420,75428,1.35,9,69,5,18,41,43,140,34,293,39,0,6,16,2271,70,166,106,136,0,103,2675,0,746,0,1213,0,0,0,0,44,30,0,0,0,0,50,158,0,58114,8833,0
"HER14L","HER14L_2A","HER14L_2A_80",9.4,730.23,7.05,1,30334,75810,1.48,0,7,0,0,38,46,153,19,344,57,0,9,23,2359,53,223,89,81,0,166,2435,28,517,0,1438,15,0,0,0,30,69,0,0,7,32,177,142,39,58443,8771,54
"HER14L","HER14L_2A","HER14L_2A_81",9.5,737.43,7.06,1,30050,75711,1.38,0,22,0,31,29,20,153,13,343,18,0,0,12,2083,66,196,109,87,0,65,2704,0,702,0,1362,0,0,5,14,38,74,0,0,0,0,75,64,25,58492,8909,83
"HER14L","HER14L_2A","HER14L_2A_82",9.6,744.62,7.06,1,30673,77587,1.63,0,0,0,36,60,47,150,29,598,41,23,0,0,2953,52,162,0,65,0,98,2664,0,700,12,1560,0,19,0,0,37,0,0,0,0,0,53,214,0,59085,8929,93
"HER14L","HER14L_2A","HER14L_2A_83",9.7,751.82,7.04,1,30401,75593,1.48,38,29,5,25,41,25,184,30,262,63,0,19,0,1920,4,238,157,121,0,49,2799,0,645,0,1145,11,17,0,0,0,32,0,17,21,0,20,193,0,58462,9021,52
"HER14L","HER14L_2A","HER14L_2A_84",9.8,759.02,7.06,1,30621,75573,1.27,0,0,0,19,34,44,128,34,226,66,0,0,0,1973,45,181,76,68,0,24,2574,0,492,0,1426,0,13,0,0,51,38,0,0,0,0,157,92,0,58897,8915,0
"HER14L","HER14L_2A","HER14L_2A_85",9.9,766.22,7.06,1,30561,75767,1.55,12,37,0,42,36,53,180,25,294,61,0,0,21,1957,49,232,137,84,0,0,2688,0,467,0,1323,7,15,0,0,61,92,19,0,0,0,0,94,0,58866,8915,8
"HER14L","HER14L_2A","HER14L_2A_86",10,769.53,7.04,1,30570,74511,1.55,0,26,39,18,26,52,144,6,305,71,0,14,0,1798,15,240,145,52,0,0,2712,0,336,0,1202,24,7,0,0,30,18,46,0,23,0,114,0,0,58146,8902,72
"HER14L","HER14L_2A","HER14L_2A_87",10.1,772.85,7.03,1,30825,75628,1.48,25,19,23,17,39,29,149,19,302,64,18,0,0,2034,33,143,95,165,0,55,2715,0,342,0,1358,0,0,0,0,49,76,0,0,0,0,63,66,0,58897,8833,155
"HER14L","HER14L_2A","HER14L_2A_88",10.2,776.16,7.03,1,30866,75253,1.29,0,6,0,7,59,14,150,30,294,62,0,0,0,1861,35,237,91,119,6,173,2813,0,502,0,1329,10,0,0,0,0,68,0,0,0,0,0,22,34,58548,8783,32
"HER14L","HER14L_2A","HER14L_2A_89",10.3,779.48,7.03,1,31025,76170,1.39,10,0,5,0,37,60,152,38,304,86,14,0,11,2094,89,212,134,86,0,135,2754,35,514,0,1383,0,15,0,0,42,52,0,0,0,0,0,40,0,58869,8999,44
"HER14L","HER14L_2A","HER14L_2A_90",10.4,782.79,7.03,1,31227,76695,1.45,0,25,12,0,40,38,128,20,357,82,0,0,19,2389,0,254,56,0,0,33,2746,99,391,0,1466,0,0,0,0,32,79,0,0,0,0,0,0,0,59545,8884,161
"HER14L","HER14L_2A","HER14L_2A_91",10.5,786.11,7.04,1,31230,76055,1.37,0,7,0,0,9,49,134,10,289,30,0,0,27,2494,43,191,63,112,6,0,2835,0,517,0,1122,6,0,0,0,47,0,0,0,0,0,0,0,0,59228,8836,220
"HER14L","HER14L_2A","HER14L_2A_92",10.6,789.42,7.04,1,31143,76566,1.41,0,0,0,11,28,41,132,45,315,37,0,14,19,2047,0,180,76,88,0,249,2808,83,502,0,1331,4,10,0,12,8,15,0,0,0,0,42,253,0,59327,8889,0
"HER14L","HER14L_2A","HER14L_2A_93",10.7,792.74,7.04,1,30490,73817,1.39,0,10,15,31,42,35,145,21,287,88,0,0,14,1898,9,176,63,0,0,15,2366,17,548,0,1330,0,0,0,0,84,0,0,0,0,0,5,88,0,57966,8564,99
"HER14L","HER14L_2A","HER14L_2A_94",10.8,796.05,7.01,1,30593,73364,1.41,0,0,17,17,18,42,151,12,255,28,0,0,26,1957,0,171,84,82,0,0,2665,28,437,0,1201,7,0,0,7,13,7,0,0,0,0,124,108,0,57352,8555,0
"HER14L","HER14L_2A","HER14L_2A_95",10.9,799.37,7.01,1,31378,75635,1.35,0,0,0,0,66,51,134,34,321,50,0,0,8,2214,88,178,74,131,0,88,2904,0,477,0,1069,20,8,0,13,112,0,0,0,0,0,173,267,0,58468,8687,0
"HER14L","HER14L_2A","HER14L_2A_96",11,802.68,7.02,1,31110,75502,1.59,0,41,0,20,33,47,134,42,366,76,0,14,7,2543,102,224,156,142,0,54,2789,91,543,0,1078,0,21,0,0,19,63,0,0,0,0,90,289,0,57753,8765,0
"HER14L","HER14L_2A","HER14L_2A_97",11.1,806,7.02,1,30003,71159,1.35,0,0,0,13,13,30,134,30,400,72,0,0,9,2515,39,222,128,156,35,0,2527,0,398,0,1278,0,0,0,0,20,68,0,0,0,0,0,0,0,54856,8216,93
"HER14L","HER14L_2A","HER14L_2A_98",11.2,809.31,7.03,1,28616,67455,1.26,13,30,16,13,36,45,123,67,413,51,0,0,42,2146,59,221,184,47,111,45,2424,0,760,0,1105,6,0,0,0,0,76,25,18,0,11,0,18,39,51203,8108,271
"HER14L","HER14L_2A","HER14L_2A_99",11.3,812.63,7.01,1,26045,63132,1.31,0,23,12,21,51,32,159,27,795,65,0,8,47,4034,82,175,19,6,0,158,2487,93,1252,0,1010,0,7,0,6,38,0,0,0,0,0,284,378,0,44766,7097,0
"HER14L","HER14L_2A","HER14L_2A_100",11.4,815.94,6.98,1,22456,53061,1.33,0,23,21,13,23,28,140,166,615,116,5,0,53,3092,100,133,0,13,0,42,1833,0,1421,0,884,0,0,0,0,78,0,0,0,0,0,108,70,25,37581,6478,0
"HER14L","HER14L_2A","HER14L_2A_101",11.5,819.26,6.99,1,20912,50811,1.44,0,5,7,5,25,43,139,68,545,161,0,24,88,5138,142,98,117,50,0,132,1307,276,1987,0,778,0,0,0,0,0,65,0,0,13,0,185,252,0,32122,7039,0
