"Site","label","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","K","Cl","Ca","Ti","Mn","Fe","Ni","Zn","Br","Rb","Sr","Mo_inc","Mo_coh","inc_coh","coh_inc","LnK_Ti","LnK_Ca","LnTi_Ca"
"HER42L","HER42L_1A","HER42L_1A_31",3.5,702.66,7.31,1,18937,68666,1.61,-0.499512308416559,-2.10178173137205,1.08220683449571,0.0272999532789252,-0.699543719855021,3.1426449856176,-2.19923706752276,-2.45845667531078,-1.20278249660795,-1.05948787329416,1.18181117012032,2.96523389616032,1.82160503270641,3.13843763243396,0.318629878021335,-0.527402167951768,-1.58286312620749,-1.05546095825572
"HER42L","HER42L_1A","HER42L_1A_35",3.9,777.81,7.24,1,18349,63149,1.47,-0.612064511514236,-2.14726936579783,1.02227956552164,-0.215394534858899,-0.537831453363729,3.02053180233861,-1.94881842707399,-2.13917215556521,-1.27587395383156,-1.33543621498291,1.19389603682865,3.08122726054209,1.89392595175739,3.27854794912105,0.305013077593723,-0.397244274963307,-1.63575522075147,-1.23851094578817
"HER42L","HER42L_1A","HER42L_1A_36",4,796.6,7.28,1,17661,62852,1.44,-0.25976970699194,-2.05299009685967,1.28421442373224,-0.671091347212817,-0.634330451237748,3.29353246747668,-2.67831468108085,-2.56968084007806,-0.854294349634578,-1.33386742989646,1.24479418942905,3.18214455417703,2.04965326817713,3.10368329466357,0.322197822735131,0.412065792139516,-1.5451332820706,-1.95719907421012
"HER42L","HER42L_1A","HER42L_1A_41",4.5,890.54,7.41,1,18172,68296,1.72,-0.508510210723501,-2.1428604435375,0.951044412102336,0.545783448120633,-0.252520145636995,3.44590543560593,-4.21333331523457,-1.44521887338971,-1.06856546252009,-1.24291884966487,0.939545312088227,3.11238013610319,1.87926855668693,3.43228410008071,0.291351173399802,-1.0554401168029,-1.46090522491107,-0.405465108108164
"HER42L","HER42L_1A","HER42L_1A_42",4.6,909.33,7.42,1,19288,70548,1.47,-0.606698505916607,-2.54903083362404,0.890585657942063,-0.332548439683403,-0.587177034171587,3.33258396963637,-3.24217801418398,-1.88763235137867,-0.327113643697446,-0.869600549369901,1.14638968103328,3.10752899765982,1.9248910657541,3.26329294369209,0.306438930630788,-0.274580461959367,-1.49867684359627,-1.22409638163691
"HER42L","HER42L_1A","HER42L_1A_43",4.7,928.12,7.43,1,18665,65479,1.45,-0.620832827707153,-2.02617538379774,1.08631375805732,-0.69320066021063,-0.591090858508415,3.25233166311684,-2.30874235558275,-2.39390016392306,-0.410602482796122,-1.52307180612566,1.190544272054,3.12122964357695,1.91719720184642,3.33388010736654,0.299950798407658,0.0725097153659913,-1.70869287052944,-1.78120258589543
"HER42L","HER42L_1A","HER42L_1A_44",4.8,946.91,7.44,1,19357,68604,1.56,-0.517188142468807,-2.0561743939523,0.88754825280529,-0.959832253818725,-0.664790963324933,3.1366312739306,-1.95285677992427,-2.23442262535861,-0.278113769082402,-1.21179624366843,1.03486805940602,3.03790962701196,1.77821795844461,3.52470588235294,0.283711615487316,0.443458504547379,-1.40583895719286,-1.84929746174024
"HER42L","HER42L_1A","HER42L_1A_45",4.9,965.7,7.45,1,19528,74216,1.57,-0.666657090979095,-2.19145236025912,0.955320170707741,-0.554850518884193,-0.538066908131371,3.30077376083716,-1.47679897447821,-2.37377391705307,-0.617416374875931,-1.31056355543588,0.893643593911474,2.91729988681995,1.66254228782054,3.5073732718894,0.285113651294179,-0.111973671549544,-1.62324421896568,-1.51127054741614
"HER42L","HER42L_1A","HER42L_1A_46",5,984.48,7.45,1,19541,71728,1.4,-0.606609640675334,-2.25162748554206,0.864159956079885,-0.0259404435420793,-0.540457680189987,3.20581131325718,-1.97185059259739,-2.12600127242465,-0.824826140142352,-1.29067960308416,0.861712830230121,2.98364106335726,1.72266769527358,3.52922894775788,0.283348010231895,-0.581339408093649,-1.4719412866135,-0.890601878519856
"HER42L","HER42L_1A","HER42L_1A_47",5.1,987.06,7.44,1,18861,64237,1.52,-0.653556048471334,-1.95980770191769,0.77900003046463,-0.430412497157124,-0.714062306080967,3.06618688745804,-1.92544005841348,-2.23130444994845,-0.246829110542747,-1.66515696014981,0.858903627057744,3.24818702633706,1.87429156136414,3.95115681233933,0.253090435914118,-0.223522985961145,-1.43399963231608,-1.21047664635494
"HER42L","HER42L_1A","HER42L_1A_48",5.2,989.64,7.44,1,21061,68360,1.58,-0.842629764154725,-1.88220852123864,1.00319692634361,-0.94449289928038,-0.752245702686455,2.96137654844564,-2.16776970212128,-2.55642769191307,0.119443610824907,-1.36250522344063,1.05246113650438,3.36779468248303,2.00400660023363,3.91136096221728,0.255665485660806,0.102105222937154,-1.8477258008614,-1.94983102379855
"HER42L","HER42L_1A","HER42L_1A_49",5.3,992.21,7.44,1,22715,72831,1.45,-0.994161520926455,-2.20823934711059,1.1194908826697,-0.598801434676485,-1.06381752241118,2.85272262852017,-2.28958498656454,-1.99136540880997,0.308070075281178,-1.19663843543211,0.893751476247835,3.34756260917223,1.82101098404022,4.60277970813065,0.217260017513664,-0.396119245689927,-2.11569497667128,-1.71957573098136
"HER42L","HER42L_1A","HER42L_1A_50",5.4,994.79,7.46,1,22502,71502,1.28,-1.15488565392931,-2.32948384957534,0.602878810046057,-0.0940136932440503,-0.956434715205475,2.75692052582582,-1.98427793298538,-1.82924033513989,0.274504537350276,-1.300491195185,0.757963632865112,3.39108673736867,1.86547313180851,4.59843977257702,0.217465064120996,-1.06264713997459,-1.76001077091347,-0.69736363093888
"HER42L","HER42L_1A","HER42L_1A_51",5.5,997.36,7.49,1,23618,71989,1.49,-0.936359398717371,-2.06945786345665,0.523437424395446,-0.395951465146276,-0.938783642328877,2.8057394597445,-1.91638187475916,-2.13952542607337,0.601834753910376,-1.74487123406942,0.688932797277839,3.56495572917988,1.95643074004308,4.99597369480607,0.200161182001343,-0.541420744344193,-1.46165847880512,-0.920237734460931
"HER42L","HER42L_1A","HER42L_1A_52",5.6,999.94,7.49,1,24436,72048,1.34,-0.863390676574942,-1.86306301738815,0.72611660037028,-1.22963507152982,-1.09995724822129,2.87027092031089,-1.64865314604269,-2.87829369711721,0.792930821758009,-1.58631001546856,0.829898068029102,3.79051887864175,2.15956758323264,5.10926550739683,0.195722848724982,0.367427735714994,-1.59163328780059,-1.95906102351559
"HER42L","HER42L_1A","HER42L_1A_53",5.7,1002.52,7.49,1,25976,74667,1.58,-0.848158196738478,-1.75768452852409,0.444521379162333,-0.745062687711504,-1.11052246120597,2.67078870233775,-2.06427075561502,-1.87056387659594,0.862332323092796,-1.97662344855627,0.676322993219657,3.70113569166202,2.01778486547272,5.38412984670875,0.185731033327751,-0.103317614028026,-1.29432327154554,-1.19100565751751
"HER42L","HER42L_1A","HER42L_1A_54",5.8,1005.09,7.49,1,26704,76743,1.32,-1.10849476416685,-1.77217991199647,0.409876443866574,-0.974963371542322,-1.27042758443616,2.83182830884894,-1.83887128649515,-2.96545742720566,1.10156695993006,-1.20613323373076,0.730841244830303,3.86649613836019,2.19591848373731,5.31576378721327,0.188119720896071,-0.133947972509739,-1.52097093111177,-1.38702295860203
"HER42L","HER42L_1A","HER42L_1A_55",5.9,1007.67,7.5,1,26681,77064,1.11,-1.4231442468231,-1.70946669975884,0.249555862388972,-0.486650807631421,-0.87939714333181,2.84720947385472,-1.98992852423713,-2.08812055041634,0.985087035305938,-1.72039577029103,0.47560705979487,3.73236265778127,2.00728165336389,5.61358530461213,0.17813927209379,-0.938982143076226,-1.6760235171934,-0.737041374117171
"HER42L","HER42L_1A","HER42L_1A_56",6,1010.24,7.49,1,24915,67606,1.44,-1.65494538308454,-1.66177134815494,0.186575595702577,-1.34706060331524,-1.14820974457008,2.61594064687753,-1.7778435194077,-1.65494538308454,1.19768604682878,-1.53339018150673,0.532404446331919,3.99709017957597,2.248469247807,5.74732363436728,0.173994029850746,-0.309698203016156,-1.84726761293784,-1.53756940992169
"HER42L","HER42L_1A","HER42L_1A_57",6.1,1012.82,7.47,1,26262,71536,1.26,-1.44895577958206,-1.74424245141906,0.48634635486106,-0.922346288114808,-1.35158161555688,2.69598107380648,-1.43205396877946,-1.90094090332512,1.39885636389531,-2.83525014070195,0.619057066274153,4.07050313560951,2.36462715303283,5.50677200902935,0.181594589055134,-0.528946164879186,-1.94017947434633,-1.41123330946714
"HER42L","HER42L_1A","HER42L_1A_58",6.2,1015.4,7.46,1,26429,71695,1.34,-1.83533665083352,-1.5753791263966,0.252855554366496,-1.05615513293178,-1.35949074596356,2.57774569307002,-1.24494920423135,-1.98688654896073,1.32299267416664,-1.996019032524,0.61445542738479,4.01937704102296,2.26679005183063,5.77012533919111,0.173306460642705,-0.783434027232046,-2.09506685958292,-1.31163283235087
"HER42L","HER42L_1A","HER42L_1A_59",6.3,1017.97,7.45,1,26595,72971,1.36,-1.6559873874052,-1.47773915599888,0.325854770876175,-1.11394674429129,-1.3048153616637,2.62160986978284,-1.66210361442264,-2.05537344943698,1.24281754578638,-1.59679851601487,0.48837370037395,3.94039998289539,2.24770835951884,5.43463288648383,0.184005069134853,-0.544604468526983,-1.98711769588402,-1.44251322735704
"HER42L","HER42L_1A","HER42L_1A_60",6.4,1020.55,7.44,1,26522,71348,1.24,-1.15092999766715,-1.44651724962604,0.109676148289247,-0.926212881905507,-1.31298585700152,2.65222679175554,-1.61936006246545,-2.37077615114937,1.19856873426937,-2.07314374784442,0.610857198025116,3.98099340988024,2.34760366543994,5.12169564181948,0.195247837812703,-0.22551228514976,-1.26343422954734,-1.03792194439757
"HER42L","HER42L_1A","HER42L_1A_61",6.5,1023.12,7.44,1,26123,71463,1.41,-1.48087111439597,-1.55026310781997,0.177622955027322,-1.11529733531511,-1.50347094631321,2.56736125892372,-1.41076154820895,-2.95468485353242,1.23200911653097,-1.05878512505177,0.703232374977549,4.03935999728523,2.35454832789261,5.39196525515744,0.185461135722916,-0.367292534603135,-1.66303192891618,-1.29573939431304
"HER42L","HER42L_1A","HER42L_1A_62",6.6,1025.7,7.44,1,27587,77092,1.37,-1.56647289580595,-1.58189736613158,0.201189021843044,-1.28775949333693,-1.33519921840849,2.6137060471625,-1.88876049743521,-1.9847751506748,1.14869477306512,-0.883582215413194,0.454533907674332,3.90532604940083,2.20499703806032,5.47627437162321,0.182605898123324,-0.279960026357871,-1.77190555856562,-1.49194553220775
"HER42L","HER42L_1A","HER42L_1A_63",6.7,1028.28,7.45,1,28389,77407,1.35,-1.24378047904031,-1.80623046821161,0.407776699301084,-0.971307825252057,-1.54539564579601,2.58173873924908,-1.69954632562327,-2.29091081187328,1.28931717372484,-1.46692403035452,0.576499212136161,3.935434585776,2.23332917596389,5.48600746268657,0.182281924842714,-0.273375676800543,-1.65461405026298,-1.38123837346243
"HER42L","HER42L_1A","HER42L_1A_64",6.8,1030.85,7.45,1,28369,79674,1.35,-1.61055423616387,-1.50662331331564,0.116455049316025,-1.0799259851017,-1.27408199954266,2.52712345076461,-1.6593444003333,-1.7159147518217,1.19280614474267,-1.32287216371209,0.431902186796298,3.81240092528301,2.08862909308834,5.60617487626679,0.178374742506411,-0.532596478887219,-1.7309354654949,-1.19833898660768
"HER42L","HER42L_1A","HER42L_1A_65",6.9,1033.43,7.44,1,27252,75623,1.39,-1.5830530436281,-1.54836748564021,0.0519379432306217,-1.04552821350687,-1.28077217175516,2.68820632837551,-1.5771879241757,-2.51415886128739,1.29051159595169,-1.47710446561872,0.671947041057318,4.03101922831657,2.29255002868043,5.68920073215375,0.175771614868198,-0.539982208057446,-1.63974326192943,-1.09976105387198
"HER42L","HER42L_1A","HER42L_1A_66",7,1036,7.43,1,27144,74959,1.38,-1.2255398787874,-1.44776134612664,0.115463723152331,-1.06246759688225,-1.33872097351041,2.6095781724926,-1.6236520125903,-1.57538527162047,1.22240672324887,-2.07406850856073,0.323826764237638,3.89881938357773,2.17750082136905,5.59246070726916,0.17881216379405,-0.163629423781802,-1.34373474670109,-1.18010532291929
"HER42L","HER42L_1A","HER42L_1A_68",7.2,1041.16,7.45,1,27145,74835,1.37,-1.40794897853419,-1.21048444163767,0.658200386936714,-0.646748334729224,-1.0907764775717,2.88289626508813,-0.974704306318945,-1.40794897853419,1.67409019857417,-6.36377603613545,0.826146134610362,4.3994953868344,2.66155918141758,5.68616125150421,0.175865571827648,-0.764972915131201,-2.07232407391097,-1.30735115877977
"HER42L","HER42L_1A","HER42L_1A_69",7.3,1043.73,7.46,1,28080,75415,1.27,-1.71756079035357,-1.49862187032139,0.0869377046519191,-1.05638791442613,-1.27323364915335,2.62796869163407,-1.35252925182389,-1.97992505482106,1.42641061833358,-2.04567643238384,0.34335353412497,4.09807158777286,2.34119282676583,5.79490276603455,0.172565449391362,-0.664573808115889,-1.81036465705909,-1.1457908489432
"HER42L","HER42L_1A","HER42L_1A_70",7.4,1046.31,7.47,1,27730,74784,1.33,-1.3571102191345,-1.51934501736172,0.262899632225001,-1.13300095070033,-1.54816545589721,2.53164910398677,-1.45872039554528,-1.82229456194428,1.43224536296235,-2.21249219792166,0.430615359992621,4.07937151104144,2.31434782829679,5.8423058013766,0.171165295689311,-0.225083416132036,-1.62389599560933,-1.39881257947729
"HER42L","HER42L_1A","HER42L_1A_71",7.5,1048.88,7.47,1,27498,75146,1.37,-1.84699411607769,-1.61855487718877,0.19065704199051,-1.09791838285852,-1.5054777325698,2.66269773437577,-1.31688656276225,-1.63990800165934,1.54113894675674,-2.58539788822576,0.560508916775853,4.20698810632393,2.44914681511933,5.80048221820374,0.172399459627975,-0.75377180237638,-2.04538603726734,-1.29161423489096
"HER42L","HER42L_1A","HER42L_1A_72",7.6,1051.46,7.47,1,28034,76416,1.25,-2.00113033025582,-1.42131183500288,0.111245033095266,-0.97023621564266,-1.41136150414971,2.5659114029882,-1.46735577350428,-2.14491822304753,1.40185117319984,-1.49388252783771,0.457389564358986,4.06653024983569,2.30726898596261,5.8087228162922,0.17215488354776,-1.03667298922782,-2.12026353620009,-1.08359054697227
"HER42L","HER42L_1A","HER42L_1A_73",7.7,1054.04,7.49,1,27646,76741,1.25,-1.62379170282687,-1.48708065728496,-0.00169539352084123,-0.914846405390329,-1.38172014162714,2.65667116261582,-1.23761979765338,-1.96153863688008,1.48788185478264,-2.56916364400186,0.622458915552153,4.09296358467618,2.31748086155867,5.90373669883692,0.169384247809867,-0.71219537553064,-1.6272274539976,-0.915032078466959
"HER42L","HER42L_1A","HER42L_1A_74",7.8,1056.61,7.51,1,28546,76702,1.35,-1.6311373588485,-0.93393337759294,0.374508857233232,-0.863591888234695,-0.917868775089134,2.92094074002752,-1.33133392586437,-6.44332171422092,1.69932347172188,-0.576853657287621,0.820708428678612,4.32552110650961,2.55703809296734,5.86255397902529,0.170574122400875,-0.77192805841306,-2.01271483586171,-1.24078677744865
"HER42L","HER42L_1A","HER42L_1A_75",7.9,1059.19,7.5,1,27495,73171,1.09,-1.79969366842613,-1.52182521742267,0.303868676050552,-0.95463044584034,-1.42061531549116,2.43983290364047,-1.68191063276974,-1.60186792509621,1.47568063034734,-2.03660341550449,0.346785709904856,4.12644037734407,2.32453832326345,6.06180485338726,0.164967369320907,-0.849545052344108,-2.1104517784224,-1.26090672607829
"HER42L","HER42L_1A","HER42L_1A_76",8,1061.76,7.49,1,27874,76461,1.27,-1.06626938266624,-1.2715325087026,0.320024978453652,-0.417925479122132,-1.04586051103503,3.02480523429644,-1.35052092002123,-1.28427153448003,1.82008515318466,-6.33412754172957,0.481512448344764,4.45784779801863,2.66623226545869,5.99975323874152,0.166673521427984,-0.650812816733385,-1.39017284044846,-0.739360023715077
"HER42L","HER42L_1A","HER42L_1A_77",8.1,1064.34,7.49,1,28454,76433,1.34,-1.7246348529689,-1.6702407809031,-0.0942988228971802,-0.579502548665894,-1.64125324402985,2.48070648522523,-1.300707682021,-1.38993881574894,1.39424904233419,-1.7246348529689,0.0866024232187289,3.98249604671699,2.18115760270861,6.05838229778722,0.165060564164999,-1.14938461404153,-1.6353492942186,-0.485964680177068
"HER42L","HER42L_1A","HER42L_1A_78",8.2,1066.92,7.49,1,26919,71657,1.4,-1.60681101422959,-1.27923761275051,0.491824974706389,-1.15835572119006,-1.36675699076707,2.67981822753468,-1.55396853285521,-1.85150290175001,1.60958110864776,-3.24774759372307,0.523633081902614,4.27912073709265,2.48040223738143,6.04255596043727,0.165492881910792,-0.451274644139459,-2.10546710695733,-1.65419246281788
"HER42L","HER42L_1A","HER42L_1A_79",8.3,1069.49,7.47,1,26617,72177,1.36,-1.62106852320332,-1.47845441600448,-0.10169907793135,-0.968895416853684,-1.6658521258303,2.38546806081867,-1.61379576387424,-2.25059000788306,1.49713973094175,-1.29930243397181,0.369701338930487,4.24034137497404,2.50700725988729,5.66003999529467,0.176677196774462,-0.655689618025045,-1.52509676400035,-0.869407145975305
"HER42L","HER42L_1A","HER42L_1A_80",8.4,1072.07,7.44,1,27110,74975,1.36,-1.14037995629341,-1.49222397296248,0.139847424992327,-1.45671728450557,-1.38927600371003,2.5809133615161,-1.45671728450557,-3.34611522329754,1.46887943837413,-1.01322478080816,0.468210139218351,4.18347712158265,2.4533270203992,5.64204148217199,0.177240809582817,0.317921957641499,-1.28329512164774,-1.60121707928924
"HER42L","HER42L_1A","HER42L_1A_81",8.5,1074.64,7.43,1,28316,75249,1.36,-1.3076872946678,-1.459237192795,0.104315423162295,-1.56123636075012,-2.15846341943133,2.49491604195006,-1.20389050098616,-2.13436586785227,1.52091986897352,-1.58157604498725,0.55039945948887,4.2471681018859,2.4887377860093,5.80388258683195,0.172298454532632,0.255061154282515,-1.41595482037077,-1.67101597465329
"HER42L","HER42L_1A","HER42L_1A_82",8.6,1077.22,7.45,1,28648,77924,1.18,-1.55287739612274,-1.66861334815739,0.0824519302441068,-1.3642008474464,-1.54200772388583,2.51824887599736,-1.47409651826962,-1.6148690721507,1.36415461981655,-1.43935356982575,0.353218577220297,4.04568622456752,2.29225824801261,5.77492111721398,0.173162538449085,-0.189620859275566,-1.63974326192943,-1.45012240265386
"HER42L","HER42L_1A","HER42L_1A_83",8.7,1079.8,7.47,1,28606,76609,1.36,-1.27578525605025,-1.00024557042419,0.535325983838757,-0.823173369516382,-1.13452518605407,2.94595120093487,-1.16492266323844,-1.83367839067422,1.9037043247238,-6.25251899847082,0.740496124462138,4.55121120151785,2.80816059895095,5.71529794401208,0.174969005954921,-0.455136717905402,-1.81690365102908,-1.36176693312368
"HER42L","HER42L_1A","HER42L_1A_84",8.8,1082.37,7.47,1,28861,75874,1.41,-1.66926642915771,-1.67618687200228,0.03234194307605,-1.22989976937386,-1.62211965073201,2.48702709729523,-1.48694487236375,-2.31526683129195,1.5624915801621,-1.12453925371604,0.473635466439354,4.16221147646054,2.40651611520433,5.78803138540813,0.172770314017481,-0.441832752279039,-1.70727016167114,-1.2654374093921
"HER42L","HER42L_1A","HER42L_1A_85",8.9,1084.95,7.48,1,28133,74823,1.32,-1.61004773543299,-1.45803152813436,0.0403315673784736,-1.15130126071189,-1.56624511277459,2.71319493312419,-1.17516874211853,-2.81900808126996,1.65291638557077,-1.7893886640888,0.399867743598238,4.27709224348369,2.48578825137578,5.99788846106074,0.166725341175009,-0.461509005254313,-1.65643628253877,-1.19492727728446
"HER42L","HER42L_1A","HER42L_1A_86",9,1087.52,7.49,1,27086,72053,1.23,-1.59088498504146,-1.66499295719518,-0.054157420494439,-1.3446338587171,-1.66499295719518,2.42865205970284,-1.24794023391463,-1.71518270171903,1.44712277166077,-1.53408738664832,0.421417253800752,4.12906479290353,2.39061562285744,5.68908275778505,0.175775259839836,-0.247676737838082,-1.54184462130157,-1.29416788346349
"HER42L","HER42L_1A","HER42L_1A_87",9.1,1090.1,7.52,1,26514,72919,1.25,-1.33956450115532,-1.09676801193971,0.482272423310014,-0.867654293639001,-0.989015150643269,3.19180300958266,-1.25893476675521,-1.88402848407014,1.75804895976493,-6.21476182435647,0.946084082307829,4.49696343395194,2.77555512364175,5.59297108673978,0.178795846517224,-0.474799801509229,-1.82826446660291,-1.35346466509368
"HER42L","HER42L_1A","HER42L_1A_88",9.2,1092.68,7.53,1,26249,68751,1.33,-1.61053185327479,-1.42205643090645,0.0786068280365616,-1.197686637869,-1.75363269691546,2.37680474645889,-1.35675133249869,-2.04989851305863,1.49222621525609,-1.77960818331872,0.578428214211538,4.21483438123059,2.42926526264809,5.96361976789673,0.167683393462337,-0.415366179090876,-1.69520473419153,-1.27983855510065
