Site,Section,ID,filename,position_mm,Section_depth_cm,Field_depth_cm,Strat_depth_cm,surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh,inc+coh,inc_coh,coh_inc,cps_sum,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,coh/inc_ratio_sum,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh,inc+coh,inc_coh,coh_inc,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh
HER14L,HER14L_2C,HER14L_2C_423,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000422.spe,728,42.7,122.7,122.7,7.85,1,0.018368,-0.018,0.007601,0.110437,33462,1.44,53,34,0,14,76,25,64,16,381,31,0,0,0,1651,0,135,143,35,0,184,1448,0,531,0,1327,17,0,0,0,44,49,0,0,0,0,61,21,23,147,73,10,0,62688,9370,72058,6.690288154,0.149470393,78421,1.087568348,0.000735519,0.000471842,0,0.000194288,0.001054706,0.000346943,0.000888173,0.000222043,0.005287407,0.000430209,0,0,0,0.022912099,0,0.001873491,0.001984512,0.00048572,0,0.002553499,0.020094924,0,0.007369064,0,0.018415721,0.000235921,0,0,0,0.000610619,0.000680008,0,0,0,0,0.00084654,0.000291432,0.000319187,0.002040023,0.001013073,0.000138777,0,0.869965861,0.130034139,1,9.28E-05,2.07E-06,524304.502,354.5852721,227.4697972,0,93.66403415,508.4618997,167.2572038,428.1784418,107.0446105,2548.999787,207.3989328,0,0,0,11045.66574,0,903.1889007,956.711206,234.1600854,0,1231.01302,9687.537247,0,3552.54301,0,8878.01238,113.7348986,0,0,0,294.3726788,327.8241195,0,0,0,0,408.1075774,140.4960512,153.8766275,983.4723586,488.3910352,66.90288154,0,419400.7838,62688,482088.7838,44.75995558,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_424,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000423.spe,729,42.8,122.8,122.8,7.84,1,0.01837,-0.018,0.007568,0.110437,33436,1.35,20,48,40,34,35,56,78,15,377,6,0,0,31,1336,11,177,112,155,0,121,1270,0,234,0,1440,9,0,0,0,71,81,0,0,0,0,230,0,0,94,22,17,0,62860,9219,72079,6.818526955,0.146659243,78066,1.082784167,0.000277473,0.000665936,0.000554947,0.000471705,0.000485578,0.000776925,0.001082146,0.000208105,0.005230372,8.32E-05,0,0,0.000430084,0.018535218,0.00015261,0.002455639,0.001553851,0.002150418,0,0.001678714,0.017619556,0,0.003246438,0,0.01997808,0.000124863,0,0,0,0.00098503,0.001123767,0,0,0,0,0.003190943,0,0,0.001304125,0.000305221,0.000235852,0,0.87209867,0.12790133,1,9.46E-05,2.03E-06,532158.7547,136.3705391,327.2892938,272.7410782,231.8299165,238.6484434,381.8375095,531.8451025,102.2779043,2570.584662,40.91116173,0,0,211.3743356,9109.552012,75.00379651,1206.879271,763.675019,1056.871678,0,825.0417616,8659.529233,0,1595.535308,0,9818.678815,61.3667426,0,0,0,484.1154138,552.3006834,0,0,0,0,1568.2612,0,0,640.9415338,150.007593,115.9149582,0,428612.6044,62860,491472.6044,46.49230984,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_425,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000424.spe,730,42.9,122.9,122.9,7.85,1,0.018371,-0.018,0.007593,0.110437,33001,1.45,24,33,0,0,57,41,110,0,345,40,0,10,0,2779,119,241,138,53,0,0,1331,52,481,0,1247,14,0,0,0,84,105,0,0,0,0,113,51,0,166,0,30,0,62409,9000,71409,6.934333333,0.14420997,78877,1.104244563,0.000336092,0.000462127,0,0,0.000798219,0.000574157,0.001540422,0,0.004831324,0.000560153,0,0.000140038,0,0.038916663,0.001666457,0.003374925,0.00193253,0.000742203,0,0,0.018639107,0.0007282,0.006735846,0,0.017462785,0.000196054,0,0,0,0.001176322,0.001470403,0,0,0,0,0.001582434,0.000714196,0,0.002324637,0,0.000420115,0,0.873965467,0.126034533,1,9.71E-05,2.02E-06,546792.9863,166.424,228.833,0,0,395.257,284.3076667,762.7766667,0,2392.345,277.3733333,0,69.34333333,0,19270.51233,825.1856667,1671.174333,956.938,367.5196667,0,0,9229.597667,360.5853333,3335.414333,0,8647.113667,97.08066667,0,0,0,582.484,728.105,0,0,0,0,783.5796667,353.651,0,1151.099333,0,208.03,0,432764.809,62409,495173.809,48.08497878,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_426,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000425.spe,731,43,123,123,7.85,1,0.018372,-0.018,0.007532,0.110437,33057,1.44,0,27,13,18,45,25,82,18,355,16,9,0,15,2128,0,209,174,96,0,182,1238,0,315,0,1280,0,0,0,0,12,96,24,0,0,0,315,84,9,0,94,31,3.86E+15,62844,9138,71982,6.877216021,0.145407676,78767,1.094259676,0,0.000375094,0.000180601,0.000250063,0.000625156,0.000347309,0.001139174,0.000250063,0.004931789,0.000222278,0.000125031,0,0.000208385,0.029562946,0,0.002903504,0.002417271,0.001333667,0,0.00252841,0.017198744,0,0.004376094,0,0.017782223,0,0,0,0,0.000166708,0.001333667,0.000333417,0,0,0,0.004376094,0.001166958,0.000125031,0,0.001305882,0.000430663,53624517240,0.873051596,0.126948404,1,9.55E-05,2.02E-06,541697.6743,0,185.6848326,89.40380827,123.7898884,309.4747209,171.9304005,563.9317137,123.7898884,2441.411687,110.0354563,61.89494419,0,103.1582403,14634.71569,0,1437.338148,1196.635588,660.212738,0,1251.653316,8513.993434,0,2166.323047,0,8802.836507,0,0,0,0,82.52659225,660.212738,165.0531845,0,0,0,2166.323047,577.6861458,61.89494419,0,646.458306,213.1936967,2.65E+16,432191.7636,62844,495035.7636,47.2961002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_427,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000426.spe,732,43.1,123.1,123.1,7.85,1,0.018371,-0.018,0.007483,0.110437,33035,1.56,0,27,0,0,54,44,92,29,363,16,8,12,33,677,0,252,121,107,0,101,1272,36,458,39,1486,0,0,0,0,31,44,0,0,0,0,121,28,133,0,38,9,0,62430,9055,71485,6.894533407,0.145042448,77069,1.07811429,0,0.000377702,0,0,0.000755403,0.000615514,0.001286983,0.00040568,0.005077988,0.000223823,0.000111912,0.000167867,0.000461635,0.009470518,0,0.003525215,0.001692663,0.001496818,0,0.001412884,0.017793943,0.000503602,0.006406939,0.000545569,0.020787578,0,0,0,0,0.000433657,0.000615514,0,0,0,0,0.001692663,0.000391691,0.00186053,0,0.00053158,0.000125901,0,0.873330069,0.126669931,1,9.64E-05,2.03E-06,531354.7951,0,186.152402,0,0,372.304804,303.3594699,634.2970734,199.9414688,2502.715627,110.3125345,55.15626726,82.73440088,227.5196024,4667.599117,0,1737.422419,834.2385422,737.7150745,0,696.3478741,8769.846494,248.2032027,3157.6963,268.8868029,10245.27664,0,0,0,0,213.7305356,303.3594699,0,0,0,0,834.2385422,193.0469354,916.9729431,0,261.9922695,62.05080066,0,430425.7206,62430,492855.7206,47.5345909,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_428,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000427.spe,733,43.2,123.2,123.2,7.85,1,0.018365,-0.018,0.007402,0.110437,33293,1.22,49,47,0,45,52,9,79,11,355,25,0,0,20,2616,25,231,164,61,11,101,1323,0,206,0,1310,0,0,0,0,44,95,0,0,0,0,0,0,0,116,40,8,4.59E+15,62723,9280,72003,6.758943966,0.147952107,78882,1.094857159,0.000680527,0.000652751,0,0.000624974,0.000722192,0.000124995,0.001097177,0.000152771,0.00493035,0.000347208,0,0,0.000277766,0.03633182,0.000347208,0.0032082,0.002277683,0.000847187,0.000152771,0.001402719,0.018374234,0,0.002860992,0,0.018193686,0,0,0,0,0.000611086,0.001319389,0,0,0,0,0,0,0,0.001611044,0.000555532,0.000111106,63747343861,0.871116481,0.128883519,1,9.39E-05,2.05E-06,532827.8296,331.1882543,317.6703664,0,304.1524784,351.4650862,60.83049569,533.9565733,74.34838362,2399.425108,168.9735991,0,0,135.1788793,17681.39741,168.9735991,1561.316056,1108.46681,412.2955819,74.34838362,682.6533405,8942.082866,0,1392.342457,0,8854.216595,0,0,0,0,297.3935345,642.0996767,0,0,0,0,0,0,0,784.0375,270.3577586,54.07155172,3.10E+16,423941.2423,62723,486664.2423,45.68332353,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_429,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000428.spe,734,43.3,123.3,123.3,7.84,1,0.018367,-0.018,0.007391,0.110437,33095,1.49,0,0,0,0,56,51,96,27,322,42,0,11,0,3824,0,152,71,0,0,208,1296,68,662,0,1372,0,8,0,0,9,0,0,0,0,0,102,7,0,66,21,41,0,62311,9027,71338,6.902736236,0.144870087,79722,1.117525022,0,0,0,0,0.000784995,0.000714907,0.001345706,0.00037848,0.004513723,0.000588747,0,0.000154196,0,0.05360397,0,0.002130702,0.000995262,0,0,0.002915697,0.018167036,0.000953209,0.009279767,0,0.019232387,0,0.000112142,0,0,0.00012616,0,0,0,0,0,0.001429813,9.81E-05,0,0.000925173,0.000294373,0.000574729,0,0.873461549,0.126538451,1,9.68E-05,2.03E-06,550299.9382,0,0,0,0,386.5532292,352.039548,662.6626786,186.3738784,2222.681068,289.9149219,0,75.93009859,0,26396.06337,0,1049.215908,490.0942727,0,0,1435.769137,8945.946162,469.386064,4569.611388,0,9470.554115,0,55.22188989,0,0,62.12462612,0,0,0,0,0,704.079096,48.31915365,0,455.5805916,144.957461,283.0121857,0,430116.3976,62311,492427.3976,47.64776754,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_430,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000429.spe,735,43.4,123.4,123.4,7.84,1,0.018368,-0.018,0.007379,0.110437,33123,1.59,0,5,0,12,69,43,86,13,334,16,0,8,0,7833,103,227,62,33,0,163,1279,0,64,0,1241,16,0,0,0,28,0,33,0,0,0,19,115,88,33,52,16,1.49E+15,60453,9235,69688,6.546074716,0.152763304,81578,1.17061761,0,7.17E-05,0,0.000172196,0.000990127,0.000617036,0.001234072,0.000186546,0.004792791,0.000229595,0,0.000114797,0,0.112400987,0.001478016,0.003257376,0.00088968,0.000473539,0,0.002338997,0.018353232,0,0.000918379,0,0.017807944,0.000229595,0,0,0,0.000401791,0,0.000473539,0,0,0,0.000272644,0.001650212,0.001262771,0.000473539,0.000746183,0.000229595,21381012513,0.867480771,0.132519229,1,9.39E-05,2.19E-06,534015.6832,0,32.73037358,0,78.55289659,451.6791554,281.4812128,562.9624256,85.0989713,2186.388955,104.7371955,0,52.36859773,0,51275.40325,674.2456957,1485.95896,405.8566324,216.0204656,0,1067.010179,8372.429561,0,418.9487818,0,8123.678722,104.7371955,0,0,0,183.290092,0,216.0204656,0,0,0,124.3754196,752.7985923,576.054575,216.0204656,340.3958852,104.7371955,9.75E+15,395729.8548,60453,456182.8548,42.85109418,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_431,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000430.spe,736,43.5,123.5,123.5,7.84,1,0.018369,-0.018,0.007363,0.110437,33347,1.82,0,17,0,10,71,26,61,17,275,67,0,0,15,15566,99,191,88,14,0,34,1152,0,190,0,1326,0,0,0,0,59,65,10,0,21,0,202,0,0,0,120,0,3.00E+14,60146,9053,69199,6.643764498,0.150517075,88775,1.282894261,0,0.000245668,0,0.000144511,0.001026026,0.000375728,0.000881516,0.000245668,0.003974046,0.000968222,0,0,0.000216766,0.224945447,0.001430657,0.002760155,0.001271695,0.000202315,0,0.000491337,0.016647639,0,0.002745704,0,0.019162127,0,0,0,0,0.000852613,0.00093932,0.000144511,0,0.000303473,0,0.002919117,0,0,0,0.001734129,0,4335322765,0.86917441,0.13082559,1,9.60E-05,2.18E-06,589800.1933,0,112.9439965,0,66.43764498,471.7072794,172.7378769,405.2696344,112.9439965,1827.035237,445.1322214,0,0,99.65646747,103416.8382,657.7326853,1268.959019,584.6512758,93.01270297,0,225.8879929,7653.616702,0,1262.315255,0,8809.631724,0,0,0,0,391.9821054,431.8446924,66.43764498,0,139.5190545,0,1342.040429,0,0,0,797.2517398,0,1.99E+15,399595.8595,60146,459741.8595,44.1396067,1,0,0.2537,0,0.1493,1.0597,0.3881,0.9104,0.2537,4.1045,1,0,0,0.2239,232.3284,1.4776,2.8507,1.3134,0.209,0,0.5075,17.194,0,2.8358,0,19.791,0,0,0,0,0.8806,0.9701,0.1493,0,0.3134,0,3.0149,0,0,0,1.791,0,4.48E+12,897.7015,135.1194
HER14L,HER14L_2C,HER14L_2C_432,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000431.spe,737,43.6,123.6,123.6,7.84,1,0.018361,-0.018,0.007284,0.110437,32495,1.3,0,0,5,25,54,38,82,9,209,49,0,6,0,10761,78,222,111,109,0,5,1223,0,501,0,1364,0,0,0,0,31,17,0,0,0,0,0,49,0,0,27,35,0,59801,8765,68566,6.822703936,0.146569455,83514,1.218008926,0,0,7.29E-05,0.000364612,0.000787562,0.000554211,0.001195928,0.00013126,0.003048158,0.00071464,0,8.75E-05,0,0.156943675,0.00113759,0.003237756,0.001618878,0.001589709,0,7.29E-05,0.017836829,0,0.007306828,0,0.019893242,0,0,0,0,0.000452119,0.000247936,0,0,0,0,0,0.00071464,0,0,0.000393781,0.000510457,0,0.872166963,0.127833037,1,9.95E-05,2.14E-06,569791.2965,0,0,34.11351968,170.5675984,368.4260125,259.2627496,559.4617228,61.40433542,1425.945123,334.3124929,0,40.93622362,0,73419.11706,532.170907,1514.640274,757.3201369,743.674729,0,34.11351968,8344.166914,0,3418.174672,0,9306.168169,0,0,0,0,211.503822,115.9859669,0,0,0,0,0,334.3124929,0,0,184.2130063,238.7946378,0,408004.5181,59801,467805.5181,46.549289,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_433,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000432.spe,738,43.7,123.7,123.7,7.84,1,0.018363,-0.018,0.007308,0.110437,32954,1.48,0,20,0,11,58,27,69,21,279,35,5,0,7,6470,31,215,121,86,0,9,1106,114,294,0,1305,0,0,0,0,47,0,0,13,9,38,206,72,0,17,83,16,0,60794,9237,70031,6.581574104,0.151939336,80699,1.152332538,0,0.000285588,0,0.000157073,0.000828205,0.000385544,0.000985278,0.000299867,0.00398395,0.000499779,7.14E-05,0,1.00E-04,0.092387657,0.000442661,0.003070069,0.001727806,0.001228028,0,0.000128515,0.015793006,0.001627851,0.004198141,0,0.018634605,0,0,0,0,0.000671131,0,0,0.000185632,0.000128515,0.000542617,0.002941554,0.001028116,0,0.00024275,0.001185189,0.00022847,0,0.868101269,0.131898731,1,9.40E-05,2.17E-06,531126.4486,0,131.6314821,0,72.39731515,381.731298,177.7025008,454.1286132,138.2130562,1836.259175,230.3550936,32.90787052,0,46.07101873,42582.78445,204.0287972,1415.038432,796.3704666,566.015373,0,59.23416694,7279.220959,750.2994479,1934.982787,0,8588.954206,0,0,0,0,309.3339829,0,0,85.56046335,59.23416694,250.099816,1355.804265,473.8733355,0,111.8867598,546.2706506,105.3051857,0,400120.2161,60794,460914.2161,43.31711769,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_434,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000433.spe,739,43.8,123.8,123.8,7.83,1,0.018365,-0.018,0.007348,0.110437,33299,1.41,13,47,18,23,55,14,81,11,320,18,17,0,8,6291,0,202,150,72,0,54,1170,108,178,0,1121,0,0,0,0,57,107,0,0,0,0,238,0,0,0,62,0,0,61380,9079,70459,6.76065646,0.14791463,80832,1.147035865,0.000184504,0.000667055,0.000255468,0.000326431,0.000780596,0.000198697,0.001149605,0.000156119,0.004541648,0.000255468,0.000241275,0,0.000113541,0.089285968,0,0.002866916,0.002128898,0.001021871,0,0.000766403,0.016605402,0.001532806,0.002526292,0,0.015909962,0,0,0,0,0.000808981,0.001518614,0,0,0,0,0.003377851,0,0,0,0.000879944,0,0,0.871144921,0.128855079,1,9.60E-05,2.10E-06,546389.4944,87.88853398,317.7508536,121.6918163,155.4950986,371.8361053,94.64919044,547.6131733,74.36722106,2163.410067,121.6918163,114.9311598,0,54.08525168,42531.28979,0,1365.652605,1014.098469,486.7672651,0,365.0754488,7909.968058,730.1508977,1203.39685,0,7578.695892,0,0,0,0,385.3574182,723.3902412,0,0,0,0,1609.036237,0,0,0,419.1607005,0,0,414969.0935,61380,476349.0935,45.70647577,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_435,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000434.spe,740,43.9,123.9,123.9,7.82,1,0.018366,-0.018,0.007335,0.110437,33579,1.5,0,0,0,14,35,27,74,34,349,6,0,0,8,7773,110,138,108,116,0,11,1333,0,265,0,1487,0,0,0,12,0,0,0,0,0,0,81,60,0,26,0,0,6.25E+14,62043,9143,71186,6.785847096,0.147365537,83227,1.169148428,0,0,0,0.000196668,0.00049167,0.000379288,0.00103953,0.000477622,0.004902649,8.43E-05,0,0,0.000112382,0.109192819,0.001545248,0.001938583,0.001517152,0.001629534,0,0.000154525,0.018725592,0,0.003722642,0,0.020888939,0,0,0,0.000168572,0,0,0,0,0,0,0.001137864,0.000842862,0,0.00036524,0,0,8779816256,0.871561824,0.128438176,1,9.53E-05,2.07E-06,564765.6963,0,0,0,95.00185935,237.5046484,183.2178716,502.1526851,230.7188013,2368.260637,40.71508258,0,0,54.28677677,52746.38948,746.4431806,936.4468993,732.8714864,787.1582632,0,74.64431806,9045.534179,0,1798.24948,0,10090.55463,0,0,0,81.43016515,0,0,0,0,0,0,549.6536148,407.1508258,0,176.4320245,0,0,4.24E+15,421014.3114,62043,483057.3114,46.04772081,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_436,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000435.spe,741,44,124,124,7.82,1,0.018364,-0.018,0.007307,0.110437,33561,1.58,0,0,0,26,52,49,78,26,357,15,0,0,56,5654,0,214,182,35,0,8,1265,0,526,84,1550,0,0,0,0,15,77,0,0,0,0,154,263,0,0,65,0,0,61961,9257,71218,6.693421195,0.149400429,81904,1.150046337,0,0,0,0.000365076,0.000730152,0.000688028,0.001095229,0.000365076,0.005012778,0.000210621,0,0,0.000786318,0.079390042,0,0.003004858,0.002555534,0.000491449,0,0.000112331,0.017762363,0,0.007385773,0.001179477,0.021764161,0,0,0,0,0.000210621,0.001081187,0,0,0,0,0.002162375,0.003692887,0,0,0.000912691,0,0,0.870018815,0.129981185,1,9.40E-05,2.10E-06,548217.9695,0,0,0,174.0289511,348.0579021,327.9776385,522.0868532,174.0289511,2389.551367,100.4013179,0,0,374.8315869,37844.60344,0,1432.392136,1218.202657,234.2697418,0,53.54736956,8467.177811,0,3520.739548,562.2473804,10374.80285,0,0,0,0,100.4013179,515.393432,0,0,0,0,1030.786864,1760.369774,0,0,435.0723777,0,0,414731.0706,61961,476692.0706,44.80188729,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_437,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000436.spe,742,44.1,124.1,124.1,7.81,1,0.01836,-0.018,0.007266,0.110437,33486,1.4,0,26,0,12,68,53,91,25,404,37,0,0,18,2593,152,184,96,56,0,266,1229,30,337,0,1418,0,0,6,0,84,41,45,0,0,0,184,0,0,35,0,21,9.40E+13,62217,9259,71476,6.719624149,0.148817847,78931,1.104300744,0,0.000363758,0,0.000167889,0.000951368,0.000741508,0.001273155,0.000349768,0.005652247,0.000517656,0,0,0.000251833,0.036277911,0.002126588,0.002574291,0.001343108,0.00078348,0,0.003721529,0.017194583,0.000419721,0.004714869,0,0.019838827,0,0,8.39E-05,0,0.00117522,0.000573619,0.000629582,0,0,0,0.002574291,0,0,0.000489675,0,0.000293805,1315126756,0.870460015,0.129539985,1,9.40E-05,2.08E-06,530386.6537,0,174.7102279,0,80.63548979,456.9344422,356.1400799,611.4857976,167.9906037,2714.728156,248.6260935,0,0,120.9532347,17423.98542,1021.382871,1236.410844,645.0839183,376.2989524,0,1787.420024,8258.41808,201.5887245,2264.513338,0,9528.427044,0,0,40.3177449,0,564.4484286,275.5045901,302.3830867,0,0,0,1236.410844,0,0,235.1868452,0,141.1121071,6.32E+14,418074.8557,62217,480291.8557,45.15334871,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER14L,HER14L_2C,HER14L_2C_438,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000437.spe,743,44.2,124.2,124.2,7.81,1,0.01836,-0.018,0.007437,0.110437,33405,1.38,0,9,7,14,49,38,90,31,353,63,17,0,8,929,69,247,180,136,0,95,1230,56,306,0,1285,0,0,0,0,42,17,0,0,0,0,24,14,0,40,0,34,0,63052,9198,72250,6.854968471,0.145879591,77559,1.073480969,0,0.000124567,9.69E-05,0.000193772,0.000678201,0.000525952,0.001245675,0.000429066,0.004885813,0.000871972,0.000235294,0,0.000110727,0.012858131,0.000955017,0.003418685,0.002491349,0.001882353,0,0.001314879,0.017024221,0.000775087,0.004235294,0,0.017785467,0,0,0,0,0.000581315,0.000235294,0,0,0,0,0.00033218,0.000193772,0,0.000553633,0,0.000470588,0,0.872692042,0.127307958,1,9.49E-05,2.02E-06,531664.4997,0,61.69471624,47.9847793,95.9695586,335.8934551,260.4888019,616.9471624,212.5040226,2419.80387,431.8630137,116.534464,0,54.83974777,6368.26571,472.9928245,1693.177212,1233.894325,932.2757121,0,651.2220048,8431.61122,383.8782344,2097.620352,0,8808.634486,0,0,0,0,287.9086758,116.534464,0,0,0,0,164.5192433,95.9695586,0,274.1987389,0,233.068928,0,432219.4721,63052,495271.4721,46.99059274,1,0,0.1429,0.1111,0.2222,0.7778,0.6032,1.4286,0.4921,5.6032,1,0.2698,0,0.127,14.746,1.0952,3.9206,2.8571,2.1587,0,1.5079,19.5238,0.8889,4.8571,0,20.3968,0,0,0,0,0.6667,0.2698,0,0,0,0,0.381,0.2222,0,0.6349,0,0.5397,0,1000.8254,146
