Site,Section,ID,filename,position_mm,Section_depth_cm,Field_depth_cm,Strat_depth_cm,surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh,inc+coh,inc_coh,coh_inc,cps_sum,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,coh/inc_ratio_sum,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh,inc+coh,inc_coh,coh_inc,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh
HER14L,HER14L_2B,HER14L_2B_77,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000076.spe,382,8.1,48.1,48.1,7.34,1,0.018352,-0.018,0.007446,0.110437,33024,1.36,27,52,0,21,40,60,85,36,388,119,0,0,19,1223,0,227,0,59,0,186,3289,0,511,0,1393,22,0,0,0,60,4,0,0,0,0,10,55,0,0,77,34,2.24E+14,61792,9666,71458,6.392716739,0.156428017,79344,1.109980688,0.000377844,0.0007277,0,0.000293879,0.000559769,0.000839654,0.00118951,0.000503792,0.005429763,0.001665314,0,0,0.00026589,0.017114949,0,0.003176691,0,0.00082566,0,0.002602928,0.046027037,0,0.007151054,0,0.019493968,0.000307873,0,0,0,0.000839654,5.60E-05,0,0,0,0,0.000139942,0.000769683,0,0,0.001077556,0.000475804,3134708500,0.864731731,0.135268269,1,8.95E-05,2.19E-06,507051.1136,172.603352,332.4212704,0,134.2470515,255.7086696,383.5630043,543.3809228,230.1378026,2480.374095,760.733292,0,0,121.461618,7818.292572,0,1451.1467,0,377.1702876,0,1189.045313,21025.64535,0,3266.678254,0,8905.054418,140.6397683,0,0,0,383.5630043,25.57086696,0,0,0,0,63.92716739,351.5994206,0,0,492.2391889,217.3523691,1.43E+15,395018.7527,61792,456810.7527,40.86682731,1,0.2269,0.437,0,0.1765,0.3361,0.5042,0.7143,0.3025,3.2605,1,0,0,0.1597,10.2773,0,1.9076,0,0.4958,0,1.563,27.6387,0,4.2941,0,11.7059,0.1849,0,0,0,0.5042,0.0336,0,0,0,0,0.084,0.4622,0,0,0.6471,0.2857,1.88E+12,519.2605,81.2269
HER14L,HER14L_2B,HER14L_2B_78,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000077.spe,383,8.2,48.2,48.2,7.34,1,0.01835,-0.018,0.007487,0.110437,32985,1.28,0,0,0,21,23,22,71,22,383,105,20,0,36,1163,0,243,172,80,0,60,3416,0,679,0,1632,0,0,0,0,40,46,0,0,0,0,258,96,12,0,77,0,0,61776,9518,71294,6.490439168,0.154072779,79894,1.120627262,0,0,0,0.000294555,0.000322608,0.000308581,0.000995876,0.000308581,0.005372121,0.001472775,0.000280529,0,0.000504951,0.016312733,0,0.003408421,0.002412545,0.001122114,0,0.000841586,0.04791427,0,0.009523943,0,0.022891127,0,0,0,0,0.000561057,0.000645216,0,0,0,0,0.003618818,0.001346537,0.000168317,0,0.001080035,0,0,0.866496479,0.133503521,1,9.10E-05,2.16E-06,518547.1469,0,0,0,136.2992225,149.2801009,142.7896617,460.8211809,142.7896617,2485.838201,681.4961126,129.8087834,0,233.65581,7548.380752,0,1577.176718,1116.355537,519.2351334,0,389.4263501,22171.3402,0,4407.008195,0,10592.39672,0,0,0,0,259.6175667,298.5602017,0,0,0,0,1674.533305,623.0821601,77.88527001,0,499.7638159,0,0,400953.37,61776,462729.37,42.12580059,1,0,0,0,0.2,0.219,0.2095,0.6762,0.2095,3.6476,1,0.1905,0,0.3429,11.0762,0,2.3143,1.6381,0.7619,0,0.5714,32.5333,0,6.4667,0,15.5429,0,0,0,0,0.381,0.4381,0,0,0,0,2.4571,0.9143,0.1143,0,0.7333,0,0,588.3429,90.6476
HER14L,HER14L_2B,HER14L_2B_79,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000078.spe,384,8.3,48.3,48.3,7.35,1,0.018351,-0.018,0.007467,0.110437,32967,1.37,0,14,0,38,46,27,78,44,372,94,0,0,24,1142,23,182,39,29,0,239,3497,0,628,0,1351,4,9,0,0,46,4,0,0,11,0,115,175,0,0,58,0,1.36E+15,61593,9705,71298,6.346522411,0.157566607,79529,1.115445034,0,0.000196359,0,0.000532974,0.000645179,0.000378692,0.001094,0.000617128,0.005217538,0.00131841,0,0,0.000336615,0.01601728,0.00032259,0.002552666,0.000547,0.000406744,0,0.003352128,0.049047659,0,0.008808101,0,0.018948638,5.61E-05,0.000126231,0,0,0.000645179,5.61E-05,0,0,0.000154282,0,0.001612948,0.002454487,0,0,0.000813487,0,19074868860,0.863881175,0.136118825,1,8.90E-05,2.21E-06,504732.5808,0,88.85131376,0,241.1678516,291.9400309,171.3561051,495.0287481,279.2469861,2360.906337,596.5731066,0,0,152.3165379,7247.728594,145.9700155,1155.067079,247.514374,184.0491499,0,1516.818856,22193.78887,0,3985.616074,0,8574.151777,25.38608964,57.1187017,0,0,291.9400309,25.38608964,0,0,69.81174652,0,729.8500773,1110.641422,0,0,368.0982998,0,8.63E+15,390901.3549,61593,452494.3549,40.27834671,1,0,0.1489,0,0.4043,0.4894,0.2872,0.8298,0.4681,3.9574,1,0,0,0.2553,12.1489,0.2447,1.9362,0.4149,0.3085,0,2.5426,37.2021,0,6.6809,0,14.3723,0.0426,0.0957,0,0,0.4894,0.0426,0,0,0.117,0,1.2234,1.8617,0,0,0.617,0,1.45E+13,655.2447,103.2447
HER14L,HER14L_2B,HER14L_2B_80,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000079.spe,385,8.4,48.4,48.4,7.35,1,0.018353,-0.018,0.007318,0.110437,33016,1.29,30,42,0,27,38,31,83,11,384,86,0,0,27,1215,0,195,95,14,0,239,3321,80,584,0,1469,22,0,0,0,14,0,0,0,0,0,120,117,69,104,8,19,3.09E+15,61843,9292,71135,6.655510116,0.150251443,79448,1.116440571,0.000421733,0.000590427,0,0.00037956,0.000534196,0.000435791,0.001166796,0.000154636,0.005398187,0.001208969,0,0,0.00037956,0.0170802,0,0.002741267,0.001335489,0.000196809,0,0.003359809,0.046685879,0.001124622,0.008209742,0,0.020650875,0.000309271,0,0,0,0.000196809,0,0,0,0,0,0.001686933,0.00164476,0.000969987,0.001462009,0.000112462,0.000267098,43438532368,0.869375132,0.130624868,1,9.36E-05,2.11E-06,528567.3024,199.6653035,279.5314249,0,179.6987731,252.9093844,206.3208136,552.4073396,73.21061128,2555.715885,572.37387,0,0,179.6987731,8086.444791,0,1297.824473,632.273461,93.17714163,0,1590.666918,22102.9491,532.4408093,3886.817908,0,9776.944361,146.4212226,0,0,0,93.17714163,0,0,0,0,0,798.6612139,778.6946836,459.230198,692.1730521,53.24408093,126.4546922,2.06E+16,411596.7121,61843,473439.7121,44.29581491,1,0.3488,0.4884,0,0.314,0.4419,0.3605,0.9651,0.1279,4.4651,1,0,0,0.314,14.1279,0,2.2674,1.1047,0.1628,0,2.7791,38.6163,0.9302,6.7907,0,17.0814,0.2558,0,0,0,0.1628,0,0,0,0,0,1.3953,1.3605,0.8023,1.2093,0.093,0.2209,3.59E+13,719.1047,108.0465
HER14L,HER14L_2B,HER14L_2B_81,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000080.spe,386,8.5,48.5,48.5,7.35,1,0.018352,-0.018,0.007299,0.110437,33032,1.39,33,51,7,30,76,24,59,28,402,138,6,12,19,1154,11,208,192,95,0,86,3424,5,767,0,1023,7,0,0,0,0,93,0,0,0,0,264,216,77,0,6,11,1.17E+15,62219,9142,71361,6.805841173,0.146932609,79868,1.118748336,0.000462437,0.000714676,9.81E-05,0.000420398,0.001065007,0.000336318,0.000826782,0.000392371,0.005633329,0.001933829,8.41E-05,0.000168159,0.000266252,0.016171298,0.000154146,0.002914757,0.002690545,0.001331259,0,0.00120514,0.04798139,7.01E-05,0.010748168,0,0.014335561,9.81E-05,0,0,0,0,0.001303233,0,0,0,0,0.0036995,0.003026863,0.001079021,0,8.41E-05,0.000154146,16395510153,0.871890809,0.128109191,1,9.54E-05,2.06E-06,543344.33,224.5927587,347.0978998,47.64088821,204.1752352,517.2439291,163.3401881,401.5446292,190.5635528,2735.948151,939.2060818,40.83504704,81.67009407,129.3109823,7853.940713,74.8642529,1415.614964,1306.721505,646.5549114,0,585.3023408,23303.20018,34.02920586,5220.080179,0,6962.37552,47.64088821,0,0,0,0,632.9432291,0,0,0,0,1796.74207,1470.061693,524.0497703,0,40.83504704,74.8642529,7.96E+15,423452.6319,62219,485671.6319,46.31947407,1,0.2391,0.3696,0.0507,0.2174,0.5507,0.1739,0.4275,0.2029,2.913,1,0.0435,0.087,0.1377,8.3623,0.0797,1.5072,1.3913,0.6884,0,0.6232,24.8116,0.0362,5.558,0,7.413,0.0507,0,0,0,0,0.6739,0,0,0,0,1.913,1.5652,0.558,0,0.0435,0.0797,8.48E+12,450.8623,66.2464
HER14L,HER14L_2B,HER14L_2B_82,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000081.spe,387,8.6,48.6,48.6,7.36,1,0.01835,-0.018,0.007299,0.110437,33083,1.34,0,41,0,7,48,37,56,24,391,114,0,0,12,1115,8,186,43,108,0,152,3135,0,638,0,1325,6,0,0,0,53,17,0,0,0,0,98,254,0,0,62,25,1.44E+15,62038,9329,71367,6.650016079,0.150375576,79235,1.110247033,0,0.000574495,0,9.81E-05,0.00067258,0.000518447,0.000784676,0.00033629,0.005478723,0.001597377,0,0,0.000168145,0.015623467,0.000112097,0.002606247,0.000602519,0.001513304,0,0.002129836,0.043927866,0,0.008939706,0,0.018566004,8.41E-05,0,0,0,0.00074264,0.000238205,0,0,0,0,0.001373184,0.003559068,0,0,0.000868749,0.000350302,20177392913,0.86928132,0.13071868,1,9.32E-05,2.11E-06,526914.024,0,272.6506592,0,46.55011255,319.2007718,246.0505949,372.4009004,159.6003859,2600.156287,758.101833,0,0,79.80019295,7414.767928,53.20012863,1236.902991,285.9506914,718.2017365,0,1010.802444,20847.80041,0,4242.710258,0,8811.271305,39.90009647,0,0,0,352.4508522,113.0502733,0,0,0,0,651.7015757,1689.104084,0,0,412.3009969,166.250402,9.58E+15,412553.6975,62038,474591.6975,44.22271385,1,0,0.3596,0,0.0614,0.4211,0.3246,0.4912,0.2105,3.4298,1,0,0,0.1053,9.7807,0.0702,1.6316,0.3772,0.9474,0,1.3333,27.5,0,5.5965,0,11.6228,0.0526,0,0,0,0.4649,0.1491,0,0,0,0,0.8596,2.2281,0,0,0.5439,0.2193,1.26E+13,544.193,81.8333
HER14L,HER14L_2B,HER14L_2B_83,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000082.spe,388,8.7,48.7,48.7,7.36,1,0.018351,-0.018,0.007299,0.110437,33155,1.41,0,9,0,38,72,49,63,31,430,137,26,0,23,937,0,194,128,59,7,201,3208,0,642,0,1425,6,0,0,0,28,73,0,0,0,0,0,0,0,217,95,14,0,61846,9425,71271,6.561909814,0.152394658,79057,1.109244994,0,0.000126279,0,0.000533176,0.001010229,0.000687517,0.00088395,0.00043496,0.006033309,0.00192224,0.000364805,0,0.000322712,0.013147002,0,0.002722005,0.001795962,0.000827826,9.82E-05,0.002820221,0.045011295,0,0.009007871,0,0.019994107,8.42E-05,0,0,0,0.000392867,0.00102426,0,0,0,0,0,0,0,0.003044717,0.00133294,0.000196433,0,0.867758275,0.132241725,1,9.21E-05,2.14E-06,518764.9042,0,59.05718833,0,249.3525729,472.4575066,321.5335809,413.4003183,203.4192042,2821.62122,898.9816446,170.6096552,0,150.9239257,6148.509496,0,1273.010504,839.9244562,387.152679,45.9333687,1318.943873,21050.60668,0,4212.746101,0,9350.721485,39.37145889,0,0,0,183.7334748,479.0194164,0,0,0,0,0,0,0,1423.93443,623.3814324,91.8667374,0,405827.8744,61846,467673.8744,43.05866041,1,0,0.0657,0,0.2774,0.5255,0.3577,0.4599,0.2263,3.1387,1,0.1898,0,0.1679,6.8394,0,1.4161,0.9343,0.4307,0.0511,1.4672,23.4161,0,4.6861,0,10.4015,0.0438,0,0,0,0.2044,0.5328,0,0,0,0,0,0,0,1.5839,0.6934,0.1022,0,451.4307,68.7956
HER14L,HER14L_2B,HER14L_2B_84,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000083.spe,389,8.8,48.8,48.8,7.36,1,0.018353,-0.018,0.007318,0.110437,33237,1.35,0,33,12,24,67,61,103,20,424,77,0,0,66,930,9,270,145,128,0,102,3150,69,291,0,1580,12,0,12,7,24,96,0,0,0,0,87,98,0,124,85,15,0,62042,9295,71337,6.674771382,0.149817865,79234,1.110699917,0,0.000462593,0.000168216,0.000336431,0.000939204,0.000855096,0.001443851,0.000280359,0.00594362,0.001079384,0,0,0.000925186,0.013036713,0.000126162,0.003784852,0.002032606,0.0017943,0,0.001429833,0.044156609,0.00096724,0.00407923,0,0.022148394,0.000168216,0,0.000168216,9.81E-05,0.000336431,0.001345725,0,0,0,0,0.001219563,0.001373761,0,0.001738228,0.001191528,0.00021027,0,0.869702959,0.130297041,1,9.36E-05,2.10E-06,528868.8357,0,220.2674556,80.09725659,160.1945132,447.2096826,407.1610543,687.5014524,133.4954276,2830.103066,513.9573964,0,0,440.5349112,6207.537386,60.07294244,1802.188273,967.8418505,854.370737,0,680.826681,21025.52985,460.5592254,1942.358472,0,10546.13878,80.09725659,0,80.09725659,46.72339968,160.1945132,640.7780527,0,0,0,0,580.7051103,654.1275955,0,827.6716514,567.3555675,100.1215707,0,414116.1661,62042,476158.1661,44.55257301,1,0,0.4286,0.1558,0.3117,0.8701,0.7922,1.3377,0.2597,5.5065,1,0,0,0.8571,12.0779,0.1169,3.5065,1.8831,1.6623,0,1.3247,40.9091,0.8961,3.7792,0,20.5195,0.1558,0,0.1558,0.0909,0.3117,1.2468,0,0,0,0,1.1299,1.2727,0,1.6104,1.1039,0.1948,0,805.7403,120.7143
HER14L,HER14L_2B,HER14L_2B_85,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000084.spe,390,8.9,48.9,48.9,7.35,1,0.018355,-0.018,0.007318,0.110437,33179,1.31,0,0,0,10,32,27,76,50,377,78,0,0,16,895,53,253,24,71,0,0,3135,72,709,0,1237,0,9,0,7,69,26,0,0,0,0,45,0,0,0,0,14,3.21E+15,62071,9156,71227,6.779270424,0.147508498,78498,1.102082076,0,0,0,0.000140396,0.000449268,0.00037907,0.001067011,0.000701981,0.005292937,0.00109509,0,0,0.000224634,0.01256546,0.0007441,0.003552024,0.000336951,0.000996813,0,0,0.044014208,0.001010853,0.00995409,0,0.01736701,0,0.000126357,0,9.83E-05,0.000968734,0.00036503,0,0,0,0,0.000631783,0,0,0,0,0.000196555,45067179581,0.871453241,0.128546759,1,9.52E-05,2.07E-06,532159.1697,0,0,0,67.79270424,216.9366536,183.0403014,515.2245522,338.9635212,2555.78495,528.7830931,0,0,108.4683268,6067.447029,359.3013325,1715.155417,162.7024902,481.3282001,0,0,21253.01278,488.1074705,4806.50273,0,8385.957514,0,61.01343381,0,47.45489297,467.7696592,176.261031,0,0,0,0,305.0671691,0,0,0,0,94.90978593,2.18E+16,420796.0945,62071,482867.0945,45.95850748,1,0,0,0,0.1282,0.4103,0.3462,0.9744,0.641,4.8333,1,0,0,0.2051,11.4744,0.6795,3.2436,0.3077,0.9103,0,0,40.1923,0.9231,9.0897,0,15.859,0,0.1154,0,0.0897,0.8846,0.3333,0,0,0,0,0.5769,0,0,0,0,0.1795,4.12E+13,795.7821,117.3846
HER14L,HER14L_2B,HER14L_2B_86,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000085.spe,391,9,49,49,7.35,1,0.018357,-0.018,0.007291,0.110437,33200,1.25,0,28,9,18,62,35,71,14,392,120,13,12,65,1001,6,249,91,114,36,253,3213,0,519,0,1467,0,0,0,0,59,53,0,0,0,0,0,0,28,35,52,24,0,61793,9229,71022,6.695524976,0.149353487,78950,1.111627383,0,0.000394244,0.000126721,0.000253443,0.000872969,0.000492805,0.00099969,0.000197122,0.005519417,0.001689617,0.000183042,0.000168962,0.000915209,0.014094224,8.45E-05,0.003505956,0.001281293,0.001605136,0.000506885,0.003562276,0.045239503,0,0.007307595,0,0.020655572,0,0,0,0,0.000830729,0.000746248,0,0,0,0,0,0,0.000394244,0.000492805,0.000732167,0.000337923,0,0.870054349,0.129945651,1,9.43E-05,2.10E-06,528611.6968,0,187.4746993,60.25972478,120.5194496,415.1225485,234.3433741,475.3822733,93.73734966,2624.64579,803.4629971,87.04182468,80.34629971,435.2091234,6702.220501,40.17314985,1667.185719,609.2927728,763.2898472,241.0388991,1693.967819,21512.72175,0,3474.977462,0,9822.335139,0,0,0,0,395.0359736,354.8628237,0,0,0,0,0,0,187.4746993,234.3433741,348.1672987,160.6925994,0,413736.5748,61793,475529.5748,44.8300547,1,0,0.2333,0.075,0.15,0.5167,0.2917,0.5917,0.1167,3.2667,1,0.1083,0.1,0.5417,8.3417,0.05,2.075,0.7583,0.95,0.3,2.1083,26.775,0,4.325,0,12.225,0,0,0,0,0.4917,0.4417,0,0,0,0,0,0,0.2333,0.2917,0.4333,0.2,0,514.9417,76.9083
HER14L,HER14L_2B,HER14L_2B_87,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000086.spe,392,9.1,49.1,49.1,7.36,1,0.018356,-0.018,0.007267,0.110437,33194,1.29,0,0,0,6,65,36,97,25,364,85,0,0,0,1075,0,197,154,0,0,16,3103,134,457,0,1440,0,0,0,0,28,8,0,0,0,0,8,32,0,34,82,13,2.43E+14,61641,9567,71208,6.443085607,0.155205139,78538,1.102937872,0,0,0,8.43E-05,0.000912819,0.000505561,0.001362206,0.000351084,0.005111785,0.001193686,0,0,0,0.015096618,0,0.002766543,0.002162678,0,0,0.000224694,0.043576564,0.001881811,0.006417818,0,0.020222447,0,0,0,0,0.000393214,0.000112347,0,0,0,0,0.000112347,0.000449388,0,0.000477474,0.001151556,0.000182564,3412537917,0.865647118,0.134352882,1,9.05E-05,2.18E-06,506027.0574,0,0,0,38.65851364,418.8005644,231.9510818,624.9793039,161.0771402,2345.283161,547.6622766,0,0,0,6926.317027,0,1269.287865,992.2351834,0,0,103.0893697,19992.89464,863.3734713,2944.490122,0,9278.043274,0,0,0,0,180.406397,51.54468485,0,0,0,0,51.54468485,206.1787394,0,219.0649106,528.3330198,83.76011289,1.57E+15,397158.2399,61641,458799.2399,41.51335214,1,0,0,0,0.0706,0.7647,0.4235,1.1412,0.2941,4.2824,1,0,0,0,12.6471,0,2.3176,1.8118,0,0,0.1882,36.5059,1.5765,5.3765,0,16.9412,0,0,0,0,0.3294,0.0941,0,0,0,0,0.0941,0.3765,0,0.4,0.9647,0.1529,2.86E+12,725.1882,112.5529
HER14L,HER14L_2B,HER14L_2B_88,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000087.spe,393,9.2,49.2,49.2,7.36,1,0.018357,-0.018,0.007278,0.110437,33420,1.32,13,54,21,12,67,68,105,40,410,84,6,20,8,990,71,193,126,133,0,173,3168,0,625,0,1454,0,14,0,0,10,35,0,0,0,0,77,54,0,122,0,23,0,62452,9393,71845,6.648781007,0.15040351,79876,1.111601364,0.000180945,0.000751618,0.000292296,0.000167026,0.000932563,0.000946482,0.00146148,0.000556754,0.00570673,0.001169184,8.35E-05,0.000278377,0.000111351,0.013779665,0.000988239,0.002686339,0.001753775,0.001851207,0,0.002407962,0.044094927,0,0.008699283,0,0.020238012,0,0.000194864,0,0,0.000139189,0.00048716,0,0,0,0,0.001071752,0.000751618,0,0.0016981,0,0.000320134,0,0.869260213,0.130739787,1,9.25E-05,2.09E-06,530991.5976,86.43415309,359.0341744,139.6244011,79.78537209,445.4683275,452.1171085,698.1220057,265.9512403,2726.000213,558.4976046,39.89268604,132.9756201,53.19024806,6582.293197,472.0634515,1283.214734,837.7464069,884.2878739,0,1150.239114,21063.33823,0,4155.488129,0,9667.327584,0,93.0829341,0,0,66.48781007,232.7073352,0,0,0,0,511.9561375,359.0341744,0,811.1512829,0,152.9219632,0,415229.6715,62452,477681.6715,44.20628888,1,0.1548,0.6429,0.25,0.1429,0.7976,0.8095,1.25,0.4762,4.881,1,0.0714,0.2381,0.0952,11.7857,0.8452,2.2976,1.5,1.5833,0,2.0595,37.7143,0,7.4405,0,17.3095,0,0.1667,0,0,0.119,0.4167,0,0,0,0,0.9167,0.6429,0,1.4524,0,0.2738,0,743.4762,111.8214
HER14L,HER14L_2B,HER14L_2B_89,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000088.spe,394,9.3,49.3,49.3,7.35,1,0.018357,-0.018,0.00748,0.110437,33340,1.31,0,42,16,34,58,38,83,22,381,90,0,22,22,1021,36,290,157,58,0,85,3487,0,530,0,1247,13,8,0,0,86,91,0,0,0,0,60,108,0,80,52,29,0,63080,9836,72916,6.413176088,0.155928979,81001,1.110881014,0,0.000576005,0.000219431,0.00046629,0.000795436,0.000521148,0.001138296,0.000301717,0.005225191,0.001234297,0,0.000301717,0.000301717,0.014002414,0.000493719,0.003977179,0.002153163,0.000795436,0,0.001165725,0.047822152,0,0.007268638,0,0.017101871,0.000178287,0.000109715,0,0,0.001179439,0.001248011,0,0,0,0,0.000822865,0.001481156,0,0.001097153,0.000713149,0.000397718,0,0.865105052,0.134894948,1,8.80E-05,2.14E-06,519473.6763,0,269.3533957,102.6108174,218.047987,371.9642131,243.7006913,532.2936153,141.0898739,2443.420089,577.1858479,0,141.0898739,141.0898739,6547.852786,230.8743392,1859.821065,1006.868646,371.9642131,0,545.1199675,22362.74502,0,3398.983327,0,7997.230582,83.37128914,51.3054087,0,0,551.5331436,583.599024,0,0,0,0,384.7905653,692.6230175,0,513.054087,333.4851566,185.9821065,0,404543.1476,63080,467623.1476,41.12882753,1,0,0.4667,0.1778,0.3778,0.6444,0.4222,0.9222,0.2444,4.2333,1,0,0.2444,0.2444,11.3444,0.4,3.2222,1.7444,0.6444,0,0.9444,38.7444,0,5.8889,0,13.8556,0.1444,0.0889,0,0,0.9556,1.0111,0,0,0,0,0.6667,1.2,0,0.8889,0.5778,0.3222,0,700.8889,109.2889
HER14L,HER14L_2B,HER14L_2B_90,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000089.spe,395,9.4,49.4,49.4,7.35,1,0.018359,-0.018,0.007417,0.110437,33216,1.27,0,40,0,9,48,31,67,23,368,113,0,6,56,1080,39,200,111,199,0,161,3311,0,677,0,1360,0,0,0,0,131,136,0,0,0,0,214,90,78,0,35,29,0,62595,9108,71703,6.872529644,0.14550683,80251,1.11921398,0,0.000557857,0,0.000125518,0.000669428,0.000432339,0.00093441,0.000320768,0.005132282,0.001575945,0,8.37E-05,0.000780999,0.015062131,0.00054391,0.002789284,0.001548052,0.002775337,0,0.002245373,0.04617659,0,0.009441725,0,0.018967128,0,0,0,0,0.001826981,0.001896713,0,0,0,0,0.002984533,0.001255178,0.001087821,0,0.000488125,0.000404446,0,0.872976026,0.127023974,1,9.58E-05,2.03E-06,551527.3765,0,274.9011858,0,61.8527668,329.8814229,213.048419,460.4594862,158.0681818,2529.090909,776.5958498,0,41.23517787,384.8616601,7422.332016,268.0286561,1374.505929,762.8507905,1367.633399,0,1106.477273,22754.94565,0,4652.702569,0,9346.640316,0,0,0,0,900.3013834,934.6640316,0,0,0,0,1470.721344,618.527668,536.0573123,0,240.5385375,199.3033597,0,430185.9931,62595,492780.9931,47.23166371,1,0,0.354,0,0.0796,0.4248,0.2743,0.5929,0.2035,3.2566,1,0,0.0531,0.4956,9.5575,0.3451,1.7699,0.9823,1.7611,0,1.4248,29.3009,0,5.9912,0,12.0354,0,0,0,0,1.1593,1.2035,0,0,0,0,1.8938,0.7965,0.6903,0,0.3097,0.2566,0,553.9381,80.6018
HER14L,HER14L_2B,HER14L_2B_91,C:/Data/BAS_sjro/Sept_2015/HER14/HER2B-XRF/XRF data/L000090.spe,396,9.5,49.5,49.5,7.34,1,0.018358,-0.018,0.007382,0.110437,33549,1.31,0,21,10,8,61,33,90,31,420,56,0,7,5,1014,48,200,38,57,0,175,3281,95,688,0,1495,7,0,0,0,114,66,0,0,0,0,66,303,5,57,0,14,3.48E+15,63083,9427,72510,6.691736502,0.149438042,80904,1.115763343,0,0.000289615,0.000137912,0.00011033,0.000841263,0.00045511,0.001241208,0.000427527,0.005792305,0.000772307,0,9.65E-05,6.90E-05,0.013984278,0.000661978,0.00275824,0.000524066,0.000786098,0,0.00241346,0.045248931,0.001310164,0.009488346,0,0.020617846,9.65E-05,0,0,0,0.001572197,0.000910219,0,0,0,0,0.000910219,0.004178734,6.90E-05,0.000786098,0,0.000193077,47993380223,0.869990346,0.130009654,1,9.23E-05,2.06E-06,541388.2499,0,140.5264665,66.91736502,53.53389201,408.1959266,220.8273046,602.2562851,207.4438315,2810.529331,374.7372441,0,46.84215551,33.45868251,6785.420813,321.2033521,1338.3473,254.2859871,381.4289806,0,1171.053888,21955.58746,635.7149676,4603.914713,0,10004.14607,46.84215551,0,0,0,762.8579612,441.6546091,0,0,0,0,441.6546091,2027.59616,33.45868251,381.4289806,0,93.68431102,2.33E+16,422134.8137,63083,485217.8137,44.77933741,1,0,0.375,0.1786,0.1429,1.0893,0.5893,1.6071,0.5536,7.5,1,0,0.125,0.0893,18.1071,0.8571,3.5714,0.6786,1.0179,0,3.125,58.5893,1.6964,12.2857,0,26.6964,0.125,0,0,0,2.0357,1.1786,0,0,0,0,1.1786,5.4107,0.0893,1.0179,0,0.25,6.21E+13,1126.4821,168.3393
