"Site","label","depth","mean_age","Wet_den"
"HER14L","HER14L_2A",34.2,1504.07,0.8779
"HER14L","HER14L_2A",34.4,1506.79,0.957
"HER14L","HER14L_2A",34.6,1509.51,1.0174
"HER14L","HER14L_2A",34.8,1512.23,1.0724
"HER14L","HER14L_2A",35,1514.95,1.0253
"HER14L","HER14L_2A",35.2,1517.66,0.9612
"HER14L","HER14L_2A",35.4,1520.38,0.8346
"HER14L","HER14L_2A",35.6,1523.1,0.9487
"HER14L","HER14L_2A",35.8,1525.82,0.9606
"HER14L","HER14L_2A",36,1528.53,0.9561
"HER14L","HER14L_2A",36.2,1531.25,0.9405
"HER14L","HER14L_2A",36.4,1533.97,0.9709
"HER14L","HER14L_2A",36.6,1536.69,0.9289
"HER14L","HER14L_2A",36.8,1539.41,0.9358
"HER14L","HER14L_2A",37,1542.12,0.89
"HER14L","HER14L_2A",37.2,1544.84,0.8518
"HER14L","HER14L_2A",37.4,1547.56,0.9231
"HER14L","HER14L_2A",37.6,1550.28,0.8874
"HER14L","HER14L_2A",37.8,1552.99,0.9274
"HER14L","HER14L_2A",38,1555.71,0.9581
"HER14L","HER14L_2A",38.2,1558.43,1.0493
"HER14L","HER14L_2A",38.4,1561.15,0.9462
"HER14L","HER14L_2A",38.6,1563.87,0.9021
"HER14L","HER14L_2A",38.8,1566.58,0.9009
"HER14L","HER14L_2A",39,1569.3,0.8789
"HER14L","HER14L_2A",39.2,1572.02,0.9062
"HER14L","HER14L_2A",39.4,1574.74,0.8541
"HER14L","HER14L_2A",39.6,1577.45,0.9198
"HER14L","HER14L_2A",39.8,1580.17,0.9218
"HER14L","HER14L_2A",40,1582.89,0.8971
"HER14L","HER14L_2A",40.2,1584.54,0.8347
"HER14L","HER14L_2A",40.4,1586.19,0.8895
"HER14L","HER14L_2A",40.6,1587.85,0.8298
"HER14L","HER14L_2A",40.8,1589.5,0.8357
"HER14L","HER14L_2A",41,1591.15,0.8313
"HER14L","HER14L_2A",41.2,1592.8,0.801
"HER14L","HER14L_2A",41.4,1594.45,0.8503
"HER14L","HER14L_2A",41.6,1596.11,0.8311
"HER14L","HER14L_2A",41.8,1597.76,0.8806
"HER14L","HER14L_2A",42,1599.41,0.802
"HER14L","HER14L_2A",42.2,1601.06,0.8046
"HER14L","HER14L_2A",42.4,1602.72,0.8493
"HER14L","HER14L_2A",42.6,1604.37,0.8427
"HER14L","HER14L_2A",42.8,1606.02,0.8359
"HER14L","HER14L_2A",43,1607.67,0.8593
"HER14L","HER14L_2A",43.2,1609.32,0.8559
"HER14L","HER14L_2A",43.4,1610.98,0.9199
"HER14L","HER14L_2A",43.6,1612.63,0.902
"HER14L","HER14L_2A",43.8,1614.28,0.8817
"HER14L","HER14L_2A",44,1615.93,0.8283
"HER14L","HER14L_2A",44.2,1617.58,0.843
"HER14L","HER14L_2A",44.4,1619.24,0.8825
"HER14L","HER14L_2A",44.6,1620.89,0.8752
"HER14L","HER14L_2A",44.8,1622.54,0.9041
"HER14L","HER14L_2B",45,1624.19,0.885
"HER14L","HER14L_2B",45.2,1625.85,0.8805
"HER14L","HER14L_2B",45.4,1627.5,0.8498
"HER14L","HER14L_2B",45.6,1629.15,0.8445
"HER14L","HER14L_2B",45.8,1630.8,0.9019
"HER14L","HER14L_2B",46,1632.45,0.8823
"HER14L","HER14L_2B",46.2,1634.11,0.9341
"HER14L","HER14L_2B",46.4,1635.76,0.874
"HER14L","HER14L_2B",46.6,1637.41,0.8554
"HER14L","HER14L_2B",46.8,1639.06,0.8649
"HER14L","HER14L_2B",47,1640.71,0.8937
"HER14L","HER14L_2B",47.2,1642.37,1.0953
"HER14L","HER14L_2B",47.4,1644.02,0.9429
"HER14L","HER14L_2B",47.6,1645.67,0.9659
"HER14L","HER14L_2B",47.8,1647.32,1.0161
"HER14L","HER14L_2B",48,1648.98,0.9668
"HER14L","HER14L_2B",48.2,1650.63,0.981
"HER14L","HER14L_2B",48.4,1652.28,0.8967
"HER14L","HER14L_2B",48.6,1653.93,0.8717
"HER14L","HER14L_2B",48.8,1655.58,0.8727
"HER14L","HER14L_2B",49,1657.24,0.8742
"HER14L","HER14L_2B",49.2,1658.89,0.846
"HER14L","HER14L_2B",49.4,1660.54,0.8908
"HER14L","HER14L_2B",49.6,1662.19,0.854
"HER14L","HER14L_2B",49.8,1663.84,0.769
"HER14L","HER14L_2B",50,1665.5,0.8215
"HER14L","HER14L_2B",50.2,1666.28,0.8041
"HER14L","HER14L_2B",50.4,1667.07,0.8467
"HER14L","HER14L_2B",50.6,1667.86,0.8919
"HER14L","HER14L_2B",50.8,1668.65,0.8806
"HER14L","HER14L_2B",51,1669.44,0.9002
"HER14L","HER14L_2B",51.2,1670.22,0.8588
"HER14L","HER14L_2B",51.4,1671.01,0.8253
"HER14L","HER14L_2B",51.6,1671.8,0.8843
"HER14L","HER14L_2B",51.8,1672.59,1.0392
"HER14L","HER14L_2B",52,1673.38,1.325
"HER14L","HER14L_2B",52.2,1674.16,0.8515
"HER14L","HER14L_2B",52.4,1674.95,0.8233
"HER14L","HER14L_2B",52.6,1675.74,0.8348
"HER14L","HER14L_2B",52.8,1676.53,0.8881
"HER14L","HER14L_2B",53,1677.32,0.8057
"HER14L","HER14L_2B",53.2,1678.1,0.7739
"HER14L","HER14L_2B",53.4,1678.89,0.8937
"HER14L","HER14L_2B",53.6,1679.68,0.9059
"HER14L","HER14L_2B",53.8,1680.47,1.2411
"HER14L","HER14L_2B",54,1681.26,1.0224
"HER14L","HER14L_2B",54.2,1682.04,0.9592
"HER14L","HER14L_2B",54.4,1682.83,0.9094
"HER14L","HER14L_2B",54.6,1683.62,0.8637
"HER14L","HER14L_2B",54.8,1684.41,0.9334
"HER14L","HER14L_2B",55,1685.19,0.9755
"HER14L","HER14L_2B",55.2,1685.98,0.8652
"HER14L","HER14L_2B",55.4,1686.77,0.8401
"HER14L","HER14L_2B",55.6,1687.56,0.88
"HER14L","HER14L_2B",55.8,1688.35,0.8964
"HER14L","HER14L_2B",56,1689.13,0.8901
"HER14L","HER14L_2B",56.2,1689.92,0.8617
"HER14L","HER14L_2B",56.4,1690.71,0.8924
"HER14L","HER14L_2B",56.6,1691.5,0.8325
"HER14L","HER14L_2B",56.8,1692.29,0.8683
"HER14L","HER14L_2B",57,1693.07,0.8758
"HER14L","HER14L_2B",57.2,1693.86,0.8604
"HER14L","HER14L_2B",57.4,1694.65,0.8225
"HER14L","HER14L_2B",57.6,1695.44,0.8538
"HER14L","HER14L_2B",57.8,1696.23,0.8826
"HER14L","HER14L_2B",58,1697.01,0.8922
"HER14L","HER14L_2B",58.2,1697.8,0.8249
"HER14L","HER14L_2B",58.4,1698.59,0.8771
"HER14L","HER14L_2B",58.6,1699.38,0.8993
"HER14L","HER14L_2B",58.8,1700.17,0.9301
"HER14L","HER14L_2B",59,1700.95,0.8526
"HER14L","HER14L_2B",59.2,1701.74,0.8898
"HER14L","HER14L_2B",59.4,1702.53,0.9098
"HER14L","HER14L_2B",59.6,1703.32,0.8794
"HER14L","HER14L_2B",59.8,1704.1,0.8894
"HER14L","HER14L_2B",60,1704.89,0.8491
"HER14L","HER14L_2B",60.2,1706.28,0.8236
"HER14L","HER14L_2B",60.4,1707.66,0.7959
"HER14L","HER14L_2B",60.6,1709.04,0.857
"HER14L","HER14L_2B",60.8,1710.42,0.9672
"HER14L","HER14L_2B",61,1711.81,0.8504
"HER14L","HER14L_2B",61.2,1713.19,0.9695
"HER14L","HER14L_2B",61.4,1714.57,1.0034
"HER14L","HER14L_2B",61.6,1715.96,0.9617
"HER14L","HER14L_2B",61.8,1717.34,0.877
"HER14L","HER14L_2B",62,1718.72,0.8824
"HER14L","HER14L_2B",62.2,1720.11,0.8976
"HER14L","HER14L_2B",62.4,1721.49,0.8406
"HER14L","HER14L_2B",62.6,1722.87,0.8148
"HER14L","HER14L_2B",62.8,1724.26,0.861
"HER14L","HER14L_2B",63,1725.64,0.8934
"HER14L","HER14L_2B",63.2,1727.02,0.856
"HER14L","HER14L_2B",63.4,1728.4,0.8652
"HER14L","HER14L_2B",63.6,1729.79,0.9259
"HER14L","HER14L_2B",63.8,1731.17,0.8721
"HER14L","HER14L_2B",64,1732.55,0.8466
"HER14L","HER14L_2B",64.2,1733.94,0.8923
"HER14L","HER14L_2B",64.4,1735.32,0.8004
"HER14L","HER14L_2B",64.6,1736.7,0.7969
"HER14L","HER14L_2B",64.8,1738.09,0.8292
"HER14L","HER14L_2B",65,1739.47,0.8437
"HER14L","HER14L_2B",65.2,1740.85,0.8307
"HER14L","HER14L_2B",65.4,1742.24,0.83
"HER14L","HER14L_2B",65.6,1743.62,0.8158
"HER14L","HER14L_2B",65.8,1745,0.8062
"HER14L","HER14L_2B",66,1746.38,0.8445
"HER14L","HER14L_2B",66.2,1747.77,0.8431
"HER14L","HER14L_2B",66.4,1749.15,0.8567
"HER14L","HER14L_2B",66.6,1750.53,0.7983
"HER14L","HER14L_2B",66.8,1751.92,0.8089
"HER14L","HER14L_2B",67,1753.3,0.8236
"HER14L","HER14L_2B",67.2,1754.68,0.827
"HER14L","HER14L_2B",67.4,1756.07,0.8652
"HER14L","HER14L_2B",67.6,1757.45,0.8795
"HER14L","HER14L_2B",67.8,1758.83,0.8601
"HER14L","HER14L_2B",68,1760.22,0.8766
"HER14L","HER14L_2B",68.2,1761.6,0.8727
"HER14L","HER14L_2B",68.4,1762.98,0.8627
"HER14L","HER14L_2B",68.6,1764.36,0.8565
"HER14L","HER14L_2B",68.8,1765.75,0.8657
"HER14L","HER14L_2B",69,1767.13,0.8994
"HER14L","HER14L_2B",69.2,1768.51,1.039
"HER14L","HER14L_2B",69.4,1769.9,1.1362
"HER14L","HER14L_2B",69.6,1771.28,1.0491
"HER14L","HER14L_2B",69.8,1772.66,1.0976
"HER14L","HER14L_2B",70,1774.05,1.0642
"HER14L","HER14L_2B",70.2,1775.43,0.9653
"HER14L","HER14L_2B",70.4,1776.81,0.9589
"HER14L","HER14L_2B",70.6,1778.19,0.9325
"HER14L","HER14L_2B",70.8,1779.58,0.8582
"HER14L","HER14L_2B",71,1780.96,0.864
"HER14L","HER14L_2B",71.2,1782.34,0.9232
"HER14L","HER14L_2B",71.4,1783.73,0.9307
"HER14L","HER14L_2B",71.6,1785.11,0.9792
"HER14L","HER14L_2B",71.8,1786.49,0.9733
"HER14L","HER14L_2B",72,1787.88,0.8484
"HER14L","HER14L_2B",72.2,1789.26,0.8497
"HER14L","HER14L_2B",72.4,1790.64,0.8009
"HER14L","HER14L_2B",72.6,1792.03,0.8629
"HER14L","HER14L_2B",72.8,1793.41,0.9023
"HER14L","HER14L_2B",73,1794.79,0.902
"HER14L","HER14L_2B",73.2,1796.17,0.8711
"HER14L","HER14L_2B",73.4,1797.56,0.8583
"HER14L","HER14L_2B",73.6,1798.94,0.8671
"HER14L","HER14L_2B",73.8,1800.32,0.8738
"HER14L","HER14L_2B",74,1801.71,0.8807
"HER14L","HER14L_2B",74.2,1803.09,0.8594
"HER14L","HER14L_2B",74.4,1804.47,0.857
"HER14L","HER14L_2B",74.6,1805.86,0.8485
"HER14L","HER14L_2B",74.8,1807.24,0.8546
"HER14L","HER14L_2B",75,1808.62,0.8465
"HER14L","HER14L_2B",75.2,1810.01,0.8479
"HER14L","HER14L_2B",75.4,1811.39,0.8598
"HER14L","HER14L_2B",75.6,1812.77,0.879
"HER14L","HER14L_2B",75.8,1814.15,0.8917
"HER14L","HER14L_2B",76,1815.54,0.9437
"HER14L",NA,76.075,10779,NA
"HER14L","HER14L_2B",76.2,10792.19,1.047
"HER14L","HER14L_2B",76.4,10817.97,0.9446
"HER14L","HER14L_2B",76.6,10843.74,0.9184
"HER14L","HER14L_2B",76.8,10869.52,0.8959
"HER14L","HER14L_2B",77,10895.3,0.8682
"HER14L","HER14L_2B",77.2,10921.07,0.8293
"HER14L","HER14L_2B",77.4,10946.85,0.8231
"HER14L","HER14L_2B",77.6,10972.63,0.8286
"HER14L","HER14L_2B",77.8,10998.4,0.8565
"HER14L","HER14L_2B",78,11024.18,0.8718
"HER14L","HER14L_2B",78.2,11049.96,0.9169
"HER14L","HER14L_2B",78.4,11075.73,0.8946
"HER14L","HER14L_2B",78.6,11101.51,0.8855
"HER14L","HER14L_2B",78.8,11127.29,0.9091
"HER14L","HER14L_2B",79,11153.06,0.8871
"HER14L","HER14L_2B",79.2,11178.84,0.8909
"HER14L","HER14L_2B",79.4,11204.62,0.8932
"HER14L","HER14L_2B",79.6,11230.39,0.8901
"HER14L","HER14L_2B",79.8,11256.17,0.8765
"HER14L","HER14L_2B",80,11281.95,0.9116
"HER14L","HER14L_2B",80.2,11307.72,0.9073
"HER14L","HER14L_2B",80.4,11333.5,0.9194
"HER14L","HER14L_2B",80.6,11359.28,0.9226
"HER14L","HER14L_2B",80.8,11385.05,0.8673
"HER14L","HER14L_2B",81,11410.83,0.9181
"HER14L","HER14L_2B",81.2,11436.61,0.9217
"HER14L","HER14L_2B",81.4,11462.38,0.9168
"HER14L","HER14L_2B",81.6,11488.16,0.8287
"HER14L","HER14L_2B",81.8,11513.94,0.855
"HER14L","HER14L_2B",82,11539.71,0.8974
"HER14L","HER14L_2B",82.2,11565.49,0.8918
"HER14L","HER14L_2B",82.4,11591.27,0.9103
"HER14L","HER14L_2B",82.6,11617.04,0.8619
"HER14L","HER14L_2B",82.8,11642.82,0.8475
"HER14L","HER14L_2B",83,11668.6,0.8491
"HER14L","HER14L_2B",83.2,11694.38,0.8379
"HER14L","HER14L_2B",83.4,11720.15,0.7786
"HER14L","HER14L_2B",83.6,11745.93,0.8784
"HER14L","HER14L_2B",83.8,11771.71,0.8881
"HER14L","HER14L_2B",84,11797.48,0.8796
"HER14L","HER14L_2B",84.2,11823.26,0.8407
"HER14L","HER14L_2B",84.4,11849.04,0.8766
"HER14L","HER14L_2B",84.6,11874.81,0.9202
"HER14L","HER14L_2B",84.8,11900.59,0.8794
"HER14L","HER14L_2C",85,11926.37,0.8632
"HER14L","HER14L_2C",85.2,11952.14,0.8907
"HER14L","HER14L_2C",85.4,11977.92,0.8939
"HER14L","HER14L_2C",85.6,12003.7,0.9266
"HER14L","HER14L_2C",85.8,12029.47,0.921
"HER14L","HER14L_2C",86,12055.25,0.923
"HER14L","HER14L_2C",86.2,12081.03,0.9455
"HER14L","HER14L_2C",86.4,12106.8,0.9599
"HER14L","HER14L_2C",86.6,12132.58,1.0054
"HER14L","HER14L_2C",86.8,12158.36,0.9332
"HER14L","HER14L_2C",87,12184.13,0.9283
"HER14L","HER14L_2C",87.2,12209.91,0.8948
"HER14L","HER14L_2C",87.4,12235.69,0.9447
"HER14L","HER14L_2C",87.6,12261.46,0.9015
"HER14L","HER14L_2C",87.8,12287.24,0.9315
"HER14L","HER14L_2C",88,12313.02,0.9505
"HER14L","HER14L_2C",88.2,12338.79,0.8923
"HER14L","HER14L_2C",88.4,12364.57,0.8721
"HER14L","HER14L_2C",88.6,12390.35,0.9011
"HER14L","HER14L_2C",88.8,12416.12,0.9391
"HER14L","HER14L_2C",89,12441.9,0.9246
"HER14L","HER14L_2C",89.2,12467.68,0.9304
"HER14L","HER14L_2C",89.4,12493.45,0.8805
"HER14L","HER14L_2C",89.6,12519.23,0.8951
"HER14L","HER14L_2C",89.8,12545.01,0.8677
"HER14L","HER14L_2C",90,12570.78,0.9353
"HER14L","HER14L_2C",90.2,12584.47,0.8316
"HER14L","HER14L_2C",90.4,12598.17,0.8603
"HER14L","HER14L_2C",90.6,12611.86,0.8192
"HER14L","HER14L_2C",90.8,12625.55,0.7765
"HER14L","HER14L_2C",91,12639.24,0.726
"HER14L","HER14L_2C",91.2,12652.93,0.791
"HER14L","HER14L_2C",91.4,12666.62,0.868
"HER14L","HER14L_2C",91.6,12680.31,0.9114
"HER14L","HER14L_2C",91.8,12694,0.9388
"HER14L","HER14L_2C",92,12707.69,0.9261
"HER14L","HER14L_2C",92.2,12721.38,0.8809
"HER14L","HER14L_2C",92.4,12735.07,0.8585
"HER14L","HER14L_2C",92.6,12748.76,0.8621
"HER14L","HER14L_2C",92.8,12762.45,0.8862
"HER14L","HER14L_2C",93,12776.14,0.8628
"HER14L","HER14L_2C",93.2,12789.83,0.8372
"HER14L","HER14L_2C",93.4,12803.52,0.9068
"HER14L","HER14L_2C",93.6,12817.21,0.8201
"HER14L","HER14L_2C",93.8,12830.91,0.8287
"HER14L","HER14L_2C",94,12844.6,0.8235
"HER14L","HER14L_2C",94.2,12858.29,0.8168
"HER14L","HER14L_2C",94.4,12871.98,0.778
"HER14L","HER14L_2C",94.6,12885.67,0.8219
"HER14L","HER14L_2C",94.8,12899.36,0.7863
"HER14L","HER14L_2C",95,12913.05,0.8539
"HER14L","HER14L_2C",95.2,12926.74,0.8565
"HER14L","HER14L_2C",95.4,12940.43,0.8595
"HER14L","HER14L_2C",95.6,12954.12,0.865
"HER14L","HER14L_2C",95.8,12967.81,0.859
"HER14L","HER14L_2C",96,12981.5,0.8885
"HER14L","HER14L_2C",96.2,12995.19,0.8768
"HER14L","HER14L_2C",96.4,13008.88,0.9054
"HER14L","HER14L_2C",96.6,13022.57,0.8917
"HER14L","HER14L_2C",96.8,13036.26,0.9113
"HER14L","HER14L_2C",97,13049.95,0.9004
"HER14L","HER14L_2C",97.2,13063.65,0.8991
"HER14L","HER14L_2C",97.4,13077.34,0.9157
"HER14L","HER14L_2C",97.6,13091.03,0.9408
"HER14L","HER14L_2C",97.8,13104.72,0.9116
"HER14L","HER14L_2C",98,13118.41,0.9694
"HER14L","HER14L_2C",98.2,13132.1,0.9368
"HER14L","HER14L_2C",98.4,13145.79,0.945
"HER14L","HER14L_2C",98.6,13159.48,0.9242
"HER14L","HER14L_2C",98.8,13173.17,0.9501
"HER14L","HER14L_2C",99,13186.86,0.8981
"HER14L","HER14L_2C",99.2,13200.55,0.9532
"HER14L","HER14L_2C",99.4,13214.24,0.9214
"HER14L","HER14L_2C",99.6,13227.93,0.9629
"HER14L","HER14L_2C",99.8,13241.62,0.9318
"HER14L","HER14L_2C",100,13255.31,0.9155
"HER14L","HER14L_2C",100.2,13263.04,0.9087
"HER14L","HER14L_2C",100.4,13270.77,0.9195
"HER14L","HER14L_2C",100.6,13278.49,0.9397
"HER14L","HER14L_2C",100.8,13286.22,0.9796
"HER14L","HER14L_2C",101,13293.94,0.8749
"HER14L","HER14L_2C",101.2,13301.67,0.9189
"HER14L","HER14L_2C",101.4,13309.39,0.9397
"HER14L","HER14L_2C",101.6,13317.12,0.8887
"HER14L","HER14L_2C",101.8,13324.84,0.8641
"HER14L","HER14L_2C",102,13332.57,0.8681
"HER14L","HER14L_2C",102.2,13340.3,0.897
"HER14L","HER14L_2C",102.4,13348.02,0.9046
"HER14L","HER14L_2C",102.6,13355.75,0.919
"HER14L","HER14L_2C",102.8,13363.47,0.8907
