"Site","label","depth","mean_age","Wet_den"
"HER24L","HER24L_3B",51.1,8115.83,1.0479
"HER24L","HER24L_3B",51.3,8126.6,1.0836
"HER24L","HER24L_3B",51.5,8137.38,1.0262
"HER24L","HER24L_3B",51.7,8148.15,1.0151
"HER24L","HER24L_3B",51.9,8158.93,1.0417
"HER24L","HER24L_3B",52.1,8169.7,1.0158
"HER24L","HER24L_3B",52.3,8180.48,1.0647
"HER24L","HER24L_3B",52.5,8191.25,1.1189
"HER24L","HER24L_3B",52.7,8202.03,1.0442
"HER24L","HER24L_3B",52.9,8212.81,1.0575
"HER24L","HER24L_3B",53.1,8223.58,1.0884
"HER24L","HER24L_3B",53.3,8234.36,1.061
"HER24L","HER24L_3B",53.5,8245.13,1.1524
"HER24L","HER24L_3B",53.7,8255.91,1.1574
"HER24L","HER24L_3B",53.9,8266.68,1.0947
"HER24L","HER24L_3B",54.1,8277.46,1.1862
"HER24L","HER24L_3B",54.3,8288.23,1.0601
"HER24L","HER24L_3B",54.5,8299.01,1.004
"HER24L","HER24L_3B",54.7,8309.78,1.0767
"HER24L","HER24L_3B",54.9,8320.56,1.0536
"HER24L","HER24L_3B",55.1,8331.45,1.1252
"HER24L","HER24L_3B",55.3,8342.47,1.0217
"HER24L","HER24L_3B",55.5,8353.48,1.0316
"HER24L","HER24L_3B",55.7,8364.49,1.0777
"HER24L","HER24L_3B",55.9,8375.5,1.044
"HER24L","HER24L_3B",56.1,8386.51,1.0398
"HER24L","HER24L_3B",56.3,8397.52,1.0369
"HER24L","HER24L_3B",56.5,8408.54,1.0393
"HER24L","HER24L_3B",56.7,8419.55,1.0078
"HER24L","HER24L_3B",56.9,8430.56,1.0453
"HER24L","HER24L_3B",57.1,8441.57,1.0829
"HER24L","HER24L_3B",57.3,8452.58,1.0089
"HER24L","HER24L_3B",57.5,8463.6,1.0259
"HER24L","HER24L_3B",57.7,8474.61,1.0817
"HER24L","HER24L_3B",57.9,8485.62,1.038
"HER24L","HER24L_3B",58.1,8496.63,1.0293
"HER24L","HER24L_3B",58.3,8507.64,1.011
"HER24L","HER24L_3B",58.5,8518.65,1.0395
"HER24L","HER24L_3B",58.7,8529.67,1.0652
"HER24L","HER24L_3B",58.9,8540.68,0.9953
"HER24L","HER24L_3B",59.1,8551.69,1.0379
"HER24L","HER24L_3B",59.3,8562.7,1.0695
"HER24L","HER24L_3B",59.5,8573.71,1.045
"HER24L","HER24L_3B",59.7,8584.73,1.0389
"HER24L","HER24L_3B",59.9,8595.74,0.9959
"HER24L","HER24L_3B",60.1,8606.79,1.0662
"HER24L","HER24L_3B",60.3,8617.89,1.0416
"HER24L","HER24L_3B",60.5,8628.99,1.0396
"HER24L","HER24L_3B",60.7,8640.09,1.0282
"HER24L","HER24L_3B",60.9,8651.19,1.0503
"HER24L","HER24L_3B",61.1,8662.29,1.0376
"HER24L","HER24L_3B",61.3,8673.39,1.0357
"HER24L","HER24L_3B",61.5,8684.49,0.998
"HER24L","HER24L_3B",61.7,8695.59,1.051
"HER24L","HER24L_3B",61.9,8706.69,0.9827
"HER24L","HER24L_3B",62.1,8717.79,1.007
"HER24L","HER24L_3B",62.3,8728.89,0.9806
"HER24L","HER24L_3B",62.5,8739.99,0.953
"HER24L","HER24L_3B",62.7,8751.09,1.009
"HER24L","HER24L_3B",62.9,8762.19,1.0827
"HER24L","HER24L_3B",63.1,8773.29,1.0012
"HER24L","HER24L_3B",63.3,8784.39,1.01
"HER24L","HER24L_3B",63.5,8795.49,0.9883
"HER24L","HER24L_3B",63.7,8806.59,0.9424
"HER24L","HER24L_3B",63.9,8817.69,1.0531
"HER24L","HER24L_3B",64.1,8828.78,1.0106
"HER24L","HER24L_3B",64.3,8839.88,1.0072
"HER24L","HER24L_3B",64.5,8850.98,0.9384
"HER24L","HER24L_3B",64.7,8862.08,0.9855
"HER24L","HER24L_3B",64.9,8873.18,0.9586
"HER24L","HER24L_3B",65.1,8882.67,0.9747
"HER24L","HER24L_3B",65.3,8890.54,0.9205
"HER24L","HER24L_3B",65.5,8898.41,0.8847
"HER24L","HER24L_3B",65.7,8906.28,0.8927
"HER24L","HER24L_3B",65.9,8914.15,0.8193
"HER24L","HER24L_3B",66.1,8922.02,0.8387
"HER24L","HER24L_3B",66.3,8929.89,0.8991
"HER24L","HER24L_3B",66.5,8937.76,0.9161
"HER24L","HER24L_3B",66.7,8945.64,0.9617
"HER24L","HER24L_3B",66.9,8953.51,0.9353
"HER24L","HER24L_3B",67.1,8961.38,0.958
"HER24L","HER24L_3B",67.3,8969.25,0.9798
"HER24L","HER24L_3B",67.5,8977.12,1.0122
"HER24L","HER24L_3B",67.7,8984.99,0.9584
"HER24L","HER24L_3B",67.9,8992.86,1.0007
"HER24L","HER24L_3B",68.1,9000.73,1.0924
"HER24L","HER24L_3B",68.3,9008.6,1.1104
"HER24L","HER24L_3B",68.5,9016.47,1.0979
"HER24L","HER24L_3B",68.7,9024.35,1.0828
"HER24L","HER24L_3B",68.9,9032.22,0.9873
"HER24L","HER24L_3B",69.1,9040.09,1.1413
"HER24L","HER24L_3B",69.3,9047.96,1.0509
"HER24L","HER24L_3B",69.5,9055.83,1.0885
"HER24L","HER24L_3B",69.7,9063.7,1.024
"HER24L","HER24L_3B",69.9,9071.57,0.9805
"HER24L","HER24L_3B",70.1,9077.42,0.931
"HER24L","HER24L_3B",70.3,9081.25,0.9667
"HER24L","HER24L_3B",70.5,9085.09,0.9197
"HER24L","HER24L_3B",70.7,9088.92,0.9456
"HER24L","HER24L_3B",70.9,9092.75,0.9865
"HER24L","HER24L_3B",71.1,9096.58,0.9923
"HER24L","HER24L_3B",71.3,9100.42,1.0129
"HER24L","HER24L_3B",71.5,9104.25,1.0123
"HER24L","HER24L_3B",71.7,9108.08,1.0082
"HER24L","HER24L_3B",71.9,9111.91,1.0577
"HER24L","HER24L_3B",72.1,9115.74,1.0385
"HER24L","HER24L_3B",72.3,9119.58,1.1472
"HER24L","HER24L_3B",72.5,9123.41,1.0071
"HER24L","HER24L_3B",72.7,9127.24,1.0237
"HER24L","HER24L_3B",72.9,9131.07,1.0422
"HER24L","HER24L_3B",73.1,9134.91,1.0079
"HER24L","HER24L_3B",73.3,9138.74,1.0027
"HER24L","HER24L_3B",73.5,9142.57,1.0463
"HER24L","HER24L_3B",73.7,9146.4,1.0531
"HER24L","HER24L_3B",73.9,9150.23,1.0512
"HER24L","HER24L_3B",74.1,9154.07,1.0875
"HER24L","HER24L_3B",74.3,9157.9,1.0508
"HER24L","HER24L_3B",74.5,9161.73,1.0317
"HER24L","HER24L_3B",74.7,9165.56,1.0341
"HER24L","HER24L_3B",74.9,9169.4,1.0337
"HER24L","HER24L_3B",75.1,9173.16,1.0675
"HER24L","HER24L_3B",75.3,9176.85,1.0939
"HER24L","HER24L_3B",75.5,9180.54,1.0189
"HER24L","HER24L_3B",75.7,9184.22,1.0527
"HER24L","HER24L_3B",75.9,9187.91,1.1263
"HER24L","HER24L_3B",76.1,9191.6,1.0492
"HER24L","HER24L_3B",76.3,9195.29,0.9989
"HER24L","HER24L_3B",76.5,9198.98,1.0245
"HER24L","HER24L_3B",76.7,9202.67,1.0267
"HER24L","HER24L_3B",76.9,9206.36,1.0416
"HER24L","HER24L_3B",77.1,9210.05,1.0628
"HER24L","HER24L_3B",77.3,9213.74,1.0149
"HER24L","HER24L_3B",77.5,9217.43,1.0568
"HER24L","HER24L_3B",77.7,9221.12,1.0569
"HER24L","HER24L_3B",77.9,9224.81,0.9735
"HER24L","HER24L_3B",78.1,9228.5,1.0317
"HER24L","HER24L_3B",78.3,9232.19,1.0281
"HER24L","HER24L_3B",78.5,9235.88,1.0859
"HER24L","HER24L_3B",78.7,9239.57,1.0119
"HER24L","HER24L_3B",78.9,9243.25,1.0052
"HER24L","HER24L_3C",79.1,9246.94,1.052
"HER24L","HER24L_3C",79.3,9250.63,1.1359
"HER24L","HER24L_3C",79.5,9254.32,1.1266
"HER24L","HER24L_3C",79.7,9258.01,1.0899
"HER24L","HER24L_3C",79.9,9261.7,1.127
"HER24L","HER24L_3C",80.1,9265.42,1.0792
"HER24L","HER24L_3C",80.3,9269.18,1.1085
"HER24L","HER24L_3C",80.5,9272.93,1.1156
"HER24L","HER24L_3C",80.7,9276.68,1.1184
"HER24L","HER24L_3C",80.9,9280.43,1.1538
"HER24L","HER24L_3C",81.1,9284.19,1.1599
"HER24L","HER24L_3C",81.3,9287.94,1.0953
"HER24L","HER24L_3C",81.5,9291.69,1.1261
"HER24L","HER24L_3C",81.7,9295.45,1.0756
"HER24L","HER24L_3C",81.9,9299.2,1.1528
"HER24L","HER24L_3C",82.1,9302.95,1.1463
"HER24L","HER24L_3C",82.3,9306.7,1.1443
"HER24L","HER24L_3C",82.5,9310.46,1.0664
"HER24L","HER24L_3C",82.7,9314.21,1.0585
"HER24L","HER24L_3C",82.9,9317.96,1.0671
"HER24L","HER24L_3C",83.1,9321.72,0.9992
"HER24L","HER24L_3C",83.3,9325.47,1.0648
"HER24L","HER24L_3C",83.5,9329.22,1.0464
"HER24L","HER24L_3C",83.7,9332.97,1.0833
"HER24L","HER24L_3C",83.9,9336.73,1.0494
"HER24L","HER24L_3C",84.1,9340.48,1.1033
"HER24L","HER24L_3C",84.3,9344.23,1.0955
"HER24L","HER24L_3C",84.5,9347.99,1.1295
"HER24L","HER24L_3C",84.7,9351.74,1.1396
"HER24L","HER24L_3C",84.9,9355.49,1.1273
"HER24L","HER24L_3C",85.1,9359.84,1.0854
"HER24L","HER24L_3C",85.3,9364.78,1.1149
"HER24L","HER24L_3C",85.5,9369.73,1.1327
"HER24L","HER24L_3C",85.7,9374.67,1.0843
"HER24L","HER24L_3C",85.9,9379.62,1.1064
"HER24L","HER24L_3C",86.1,9384.56,1.0614
"HER24L","HER24L_3C",86.3,9389.51,1.0576
"HER24L","HER24L_3C",86.5,9394.45,1.0186
"HER24L","HER24L_3C",86.7,9399.4,1.0415
"HER24L","HER24L_3C",86.9,9404.34,1.0022
"HER24L","HER24L_3C",87.1,9409.28,1.0744
"HER24L","HER24L_3C",87.3,9414.23,1.0377
"HER24L","HER24L_3C",87.5,9419.17,1.0588
"HER24L","HER24L_3C",87.7,9424.12,1.0569
"HER24L","HER24L_3C",87.9,9429.06,1.0749
"HER24L","HER24L_3C",88.1,9434.01,1.0327
"HER24L","HER24L_3C",88.3,9438.95,1.1031
"HER24L","HER24L_3C",88.5,9443.9,1.1086
"HER24L","HER24L_3C",88.7,9448.84,1.1246
"HER24L","HER24L_3C",88.9,9453.78,1.1001
"HER24L","HER24L_3C",89.1,9458.73,1.0383
"HER24L","HER24L_3C",89.3,9463.67,1.1033
