SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT_DEPTH,Field_depth,Strat_depth,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,Accum_rate,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT,WMAR_SAT,WMAR_UNSAT,WMAR_Mean
HERPT1S1,HERPT1S1.1,HERPT1S1.1_11,2.4,23,1,5,5,5,58.76,806.76,418.83,417.92,0.010354111,2.306,0.0165,1847.757,1.3481,7,5.2,2491.048,0.8011,0.5019,0.0165,1847.757,1.7107,7,4.1,3160.983,0.5939,0.5019,0.0165,1847.8,1.5294,7,4.6,2826,0.6975,0.5019,0.013958376,0.017712777,0.015835577
HERPT1S1,HERPT1S1.1,HERPT1S1.1_12,2.4,23.5,1,5.5,5.5,5.5,71.05,894.02,467.2,466.21,0.010351967,2.363,0.0129,1935.299,1.3287,2,1.5,2571.401,0.8122,0.4923,0.0129,1935.299,1.6873,2,1.2,3265.427,0.6073,0.4923,0.0129,1935.3,1.508,2,1.3,2918.4,0.7098,0.4923,0.013754658,0.017466874,0.015610766
HERPT1S1,HERPT1S1.1,HERPT1S1.1_13,2.4,24,1,6,6,6,83.34,981.28,515.61,514.51,0.010351967,2.409,0.0085,1985.985,1.3311,1.2,0.9,2643.551,0.8108,0.4878,0.0085,1985.985,1.6937,1.2,0.7,3363.726,0.6036,0.4878,0.0085,1986,1.5124,1.2,0.8,3003.6,0.7072,0.4878,0.013779503,0.017533126,0.015656315
HERPT1S1,HERPT1S1.1,HERPT1S1.1_14,2.4,24.5,1,6.5,6.5,6.5,95.65,1068.53,564.07,562.81,0.010354111,2.466,0.0029,1563.729,1.3125,1.6,1.2,2052.467,0.8214,0.4701,0.0029,1563.729,1.6719,1.6,1,2614.374,0.6161,0.4701,0.0029,1563.7,1.4922,1.6,1.1,2333.4,0.7188,0.4701,0.01358977,0.017311037,0.015450404
HERPT1S1,HERPT1S1.1,HERPT1S1.1_15,2.4,25,1,7,7,7,108,1155.78,612.56,611.1,0.010351967,2.534,0,25.9482,1.2917,1.7,1.3,33.5179,0.8333,0.4614,0,25.9482,1.6477,1.7,1,42.7551,0.6299,0.4614,0,25.9,1.4697,1.7,1.2,38.1,0.7316,0.4614,0.013371636,0.017056936,0.015214286
HERPT1S1,HERPT1S1.1,HERPT1S1.1_16,2.4,25.5,1,7.5,7.5,7.5,120.4,1242.99,661.06,659.4,0.010354111,2.608,0,26.706,1.2687,1.2,0.9,33.8818,0.8465,0.4485,0,26.706,1.6209,1.2,0.7,43.2866,0.6452,0.4485,0,26.7,1.4448,1.2,0.8,38.6,0.7459,0.4485,0.01313626,0.016782978,0.014959619
HERPT1S1,HERPT1S1.1,HERPT1S1.1_17,2.4,26,1,8,8,8,132.79,1330.2,709.55,707.69,0.010351967,2.66,0.006,1960.207,1.2653,2.8,2.2,2480.229,0.8484,0.4364,0.006,1960.207,1.6211,2.8,1.7,3177.788,0.6451,0.4364,0.006,1960.2,1.4432,2.8,2,2829,0.7468,0.4364,0.013098344,0.016781573,0.014939959
HERPT1S1,HERPT1S1.1,HERPT1S1.1_18,2.4,26.5,1,8.5,8.5,8.5,145.18,1417.41,758.02,755.99,0.010351967,2.717,0.0035,1043.796,1.2547,5,4,1309.66,0.8545,0.419,0.0035,1043.796,1.6117,5,3.1,1682.265,0.6505,0.419,0.0035,1043.8,1.4332,5,3.5,1496,0.7525,0.419,0.012988613,0.016684265,0.014836439
HERPT1S1,HERPT1S1.1,HERPT1S1.1_19,2.4,27,1,9,9,9,157.58,1504.65,806.38,804.29,0.010354111,2.746,0.0335,1892.488,1.2747,4.4,3.5,2412.284,0.843,0.418,0.0335,1892.488,1.648,4.4,2.7,3118.883,0.6297,0.418,0.0335,1892.5,1.4614,4.4,3.1,2765.6,0.7364,0.418,0.013198385,0.017063574,0.015130979
HERPT1S1,HERPT1S1.1,HERPT1S1.1_20,2.4,27.5,1,9.5,9.5,9.5,169.97,1591.92,854.74,852.58,0.010351967,2.777,0.0072,1915.173,1.2691,2,1.6,2430.553,0.8462,0.4052,0.0072,1915.173,1.6442,2,1.2,3148.934,0.6319,0.4052,0.0072,1915.2,1.4567,2,1.4,2789.7,0.7391,0.4052,0.013137681,0.017020704,0.015079193
HERPT1S1,HERPT1S1.1,HERPT1S1.1_21,2.4,28,1,10,10,10,182.36,1679.19,903.1,900.88,0.003186743,2.792,0.0165,1911.02,1.2693,2.1,1.7,2425.613,0.8461,0.3986,0.0165,1911.02,1.6473,2.1,1.3,3148.108,0.6301,0.3986,0.0165,1911,1.4583,2.1,1.5,2786.9,0.7381,0.3986,0.004044933,0.005249522,0.004647228
HERPT1S1,HERPT1S1.1,HERPT1S1.1_22,2.4,28.5,1,10.5,10.5,10.5,377.41,1795.74,1057.63,1057.78,0.003186743,2.803,0.0156,1931.771,1.2639,4.6,3.6,2441.653,0.8492,0.3981,0.0156,1931.771,1.6403,4.6,2.8,3168.636,0.6341,0.3981,0.0156,1931.8,1.4521,4.6,3.2,2805.1,0.7417,0.3981,0.004027725,0.005227215,0.00462747
HERPT1S1,HERPT1S1.1,HERPT1S1.1_23,2.4,29,1,11,11,11,574.84,1911.93,1216.12,1214.68,0.003186743,2.796,0.0418,1943.016,1.2589,50.4,40,2446.103,0.852,0.4013,0.0418,1943.016,1.6304,50.4,30.9,3167.871,0.6398,0.4013,0.0418,1943,1.4447,50.4,35.5,2807,0.7459,0.4013,0.004011791,0.005195666,0.004603728
HERPT1S1,HERPT1S1.1,HERPT1S1.1_24,2.4,29.5,1,11.5,11.5,11.5,776.59,2028.16,1371.56,1371.58,0.00318654,2.794,0.0639,1949.756,1.2574,125.5,99.8,2451.628,0.8529,0.4039,0.0639,1949.756,1.6275,125.5,77.1,3173.181,0.6414,0.4039,0.0639,1949.8,1.4425,125.5,88.5,2812.4,0.7472,0.4039,0.004006755,0.005186094,0.004596425
HERPT1S1,HERPT1S1.1,HERPT1S1.1_25,2.4,30,1,12,12,12,974.21,2143.5,1526.11,1528.49,0.003186743,2.793,0.0324,1995,1.2611,6.7,5.3,2515.974,0.8508,0.4039,0.0324,1995,1.6336,6.7,4.1,3259.047,0.6379,0.4039,0.0324,1995,1.4474,6.7,4.7,2887.5,0.7444,0.4039,0.004018802,0.005205864,0.004612333
HERPT1S1,HERPT1S1.1,HERPT1S1.1_26,2.4,30.5,1,12.5,12.5,12.5,1167.02,2260.19,1682.26,1685.39,0.003186743,2.782,0.0207,2068.402,1.2738,6.5,5.1,2634.811,0.8435,0.3889,0.0207,2068.402,1.6533,6.5,3.9,3419.618,0.6267,0.3889,0.0207,2068.4,1.4636,6.5,4.5,3027.2,0.7351,0.3889,0.004059273,0.005268642,0.004663958
HERPT1S1,HERPT1S1.1,HERPT1S1.1_27,2.4,31,1,13,13,13,1360.51,2373.94,1838.56,1842.29,0.003186743,2.751,0.0364,1682.569,1.2776,1.4,1.1,2149.62,0.8414,0.3922,0.0364,1682.569,1.6538,1.4,0.8,2782.631,0.6264,0.3922,0.0364,1682.6,1.4657,1.4,1,2466.1,0.7339,0.3922,0.004071383,0.005270236,0.004670809
HERPT1S1,HERPT1S1.1,HERPT1S1.1_28,2.4,31.5,1,13.5,13.5,13.5,1552.31,2484.96,1995.4,1999.19,0.00318654,2.717,0.0294,1666.871,1.2891,1,0.8,2148.844,0.8348,0.3809,0.0294,1666.871,1.6671,1,0.6,2778.823,0.6188,0.3809,0.0294,1666.9,1.4781,1,0.7,2463.8,0.7268,0.3809,0.004107769,0.005312281,0.004710025
HERPT1S1,HERPT1S1.1,HERPT1S1.1_29,2.4,32,1,14,14,14,1744.41,2598.59,2152.63,2156.1,0.003186743,2.697,0.0356,1703.727,1.2881,0.9,0.7,2194.653,0.8353,0.3803,0.0356,1703.727,1.6621,0.9,0.5,2831.686,0.6217,0.3803,0.0356,1703.7,1.4751,0.9,0.6,2513.2,0.7285,0.3803,0.004104844,0.005296686,0.004700765
HERPT1S1,HERPT1S1.1,HERPT1S1.1_30,2.4,32.5,1,14.5,14.5,14.5,1938.1,2718.36,2308.98,2313,0.003186743,2.676,0.0141,1688.328,1.2814,1.4,1.1,2163.464,0.8392,0.3821,0.0141,1688.328,1.6481,1.4,0.8,2782.559,0.6296,0.3821,0.0141,1688.3,1.4648,1.4,1,2473,0.7344,0.3821,0.004083493,0.005252071,0.004667782
HERPT1S1,HERPT1S1.1,HERPT1S1.1_31,2.4,33,1,15,15,15,2132.53,2838.3,2467.96,2469.9,0.003186743,2.645,0.0165,2090.909,1.2824,2.9,2.3,2681.362,0.8386,0.3742,0.0165,2090.909,1.6455,2.9,1.8,3440.637,0.6311,0.3742,0.0165,2090.9,1.464,2.9,2,3061,0.7349,0.3742,0.004086679,0.005243786,0.004665233
HERPT1S1,HERPT1S1.1,HERPT1S1.1_32,2.4,33.5,1,15.5,15.5,15.5,2321.58,2957.62,2623.91,2626.8,0.003186743,2.623,0.0188,2103.448,1.287,5.8,4.5,2707.182,0.836,0.3731,0.0188,2103.448,1.6499,5.8,3.5,3470.54,0.6286,0.3731,0.0188,2103.4,1.4685,5.8,4,3088.9,0.7323,0.3731,0.004101338,0.005257808,0.004679573
HERPT1S1,HERPT1S1.1,HERPT1S1.1_33,2.4,34,1,16,16,16,2512.52,3079.13,2782.25,2783.7,0.00318654,2.599,0.0203,2082.533,1.3051,1,0.8,2717.887,0.8257,0.3739,0.0203,2082.533,1.6746,1,0.6,3487.506,0.6145,0.3739,0.0203,2082.5,1.4899,1,0.7,3102.7,0.7201,0.3739,0.004158753,0.00533618,0.004747467
HERPT1S1,HERPT1S1.1,HERPT1S1.1_34,2.4,34.5,1,16.5,16.5,16.5,2697.98,3196.72,2938.97,2940.61,0.003186743,2.59,0.0288,2083.669,1.3154,1.7,1.3,2740.775,0.8198,0.3761,0.0288,2083.669,1.6893,1.7,1,3520.043,0.6061,0.3761,0.0288,2083.7,1.5024,1.7,1.1,3130.4,0.713,0.3761,0.004191842,0.005383365,0.004787604
HERPT1S1,HERPT1S1.1,HERPT1S1.1_35,2.4,35,1,17,17,17,2876.55,3315.99,3098.74,3097.51,0.003186743,2.593,0.0317,2094.508,1.3163,17.1,13,2756.969,0.8193,0.378,0.0317,2094.508,1.6912,17.1,10.1,3542.245,0.605,0.378,0.0317,2094.5,1.5038,17.1,11.6,3149.6,0.7122,0.378,0.00419471,0.00538942,0.004792065
HERPT1S1,HERPT1S1.1,HERPT1S1.1_36,2.4,35.5,1,17.5,17.5,17.5,3055.04,3438.62,3258.14,3254.41,0.003186743,2.593,0.0055,1611.56,1.2968,3.2,2.5,2089.858,0.8304,0.3755,0.0055,1611.56,1.6612,3.2,1.9,2677.175,0.6222,0.3755,0.0055,1611.6,1.479,3.2,2.2,2383.5,0.7263,0.3755,0.004132569,0.005293818,0.004713193
HERPT1S1,HERPT1S1.1,HERPT1S1.1_37,2.4,36,1,18,18,18,3225.59,3572.28,3415.55,3411.31,0.00318654,2.598,0.0083,1561.298,1.3063,3.1,2.4,2039.493,0.825,0.3715,0.0083,1561.298,1.6764,3.1,1.8,2617.291,0.6135,0.3715,0.0083,1561.3,1.4914,3.1,2.1,2328.4,0.7193,0.3715,0.004162577,0.005341916,0.004752247
HERPT1S1,HERPT1S1.1,HERPT1S1.1_38,2.4,36.5,1,18.5,18.5,18.5,3381.38,3722.19,3571.01,3568.22,0.003186743,2.615,0.0148,1978.064,1.2954,3.1,2.4,2562.364,0.8312,0.3739,0.0148,1978.064,1.6618,3.1,1.9,3287.076,0.6218,0.3739,0.0148,1978.1,1.4786,3.1,2.1,2924.7,0.7265,0.3739,0.004128107,0.00529573,0.004711918
HERPT1S1,HERPT1S1.1,HERPT1S1.1_39,2.4,37,1,19,19,19,3528.05,3882.09,3725.66,3725.12,0.003186743,2.635,0.0238,1984.187,1.2929,1.8,1.4,2565.349,0.8326,0.3607,0.0238,1984.187,1.6605,1.8,1.1,3294.739,0.6226,0.3607,0.0238,1984.2,1.4767,1.8,1.2,2930,0.7276,0.3607,0.00412014,0.005291587,0.004705864
HERPT1S1,HERPT1S1.1,HERPT1S1.1_40,2.4,37.5,1,19.5,19.5,19.5,3681.32,4053.56,3884.98,3882.02,0.003186743,2.64,0.0093,1996.974,1.3022,13,10,2600.469,0.8273,0.3679,0.0093,1996.974,1.6758,13,7.8,3346.574,0.6138,0.3679,0.0093,1997,1.489,13,8.9,2973.5,0.7206,0.3679,0.004149777,0.005340344,0.004745061
HERPT1S1,HERPT1S1.1,HERPT1S1.1_41,2.4,38,1,20,20,20,3826.77,4234.04,4041.13,4038.92,0.027472527,2.64,0.014,1928.415,1.2821,52.9,41.3,2472.435,0.8388,0.3637,0.014,1928.415,1.6445,52.9,32.2,3171.217,0.6317,0.3637,0.014,1928.4,1.4633,52.9,36.7,2821.8,0.7353,0.3637,0.035222527,0.045178571,0.040200549
HERPT1S1,HERPT1S1.1,HERPT1S1.1_42,2.4,38.5,1,20.5,20.5,20.5,3839.08,4250.23,4059,4057.12,0.027472527,2.635,0.033,1827.323,1.28,4.7,3.7,2338.939,0.84,0.3567,0.033,1827.323,1.6406,4.7,2.9,2997.937,0.6339,0.3567,0.033,1827.3,1.4603,4.7,3.3,2668.4,0.737,0.3567,0.035164835,0.045071429,0.040118132
HERPT1S1,HERPT1S1.1,HERPT1S1.1_43,2.4,39,1,21,21,21,3851.95,4270.98,4079.1,4075.32,0.027472527,2.624,0.035,1845.288,1.2935,0.7,0.5,2386.896,0.8323,0.3567,0.035,1845.288,1.66,0.7,0.4,3063.197,0.6229,0.3567,0.035,1845.3,1.4768,0.7,0.5,2725,0.7276,0.3567,0.035535714,0.045604396,0.040570055
HERPT1S1,HERPT1S1.1,HERPT1S1.1_44,2.4,39.5,1,21.5,21.5,21.5,3866.53,4295.74,4096.94,4093.52,0.027472527,2.624,0.0351,1855.728,1.3087,0.2,0.2,2428.669,0.8236,0.3542,0.0351,1855.728,1.6838,0.2,0.1,3124.707,0.6092,0.3542,0.0351,1855.7,1.4963,0.2,0.1,2776.7,0.7164,0.3542,0.035953297,0.046258242,0.041105769
HERPT1S1,HERPT1S1.1,HERPT1S1.1_45,2.4,40,1,22,22,22,3880.34,4330.2,4114.95,4111.72,0.027487631,2.629,0.032,1805.632,1.3029,0.4,0.3,2352.629,0.8269,0.3486,0.032,1805.632,1.6754,0.4,0.2,3025.127,0.6141,0.3486,0.032,1805.6,1.4892,0.4,0.3,2688.9,0.7205,0.3486,0.035813634,0.046052776,0.040933205
HERPT1S1,HERPT1S1.1,HERPT1S1.1_46,2.4,40.5,1,22.5,22.5,22.5,3888.82,4366.44,4130.8,4129.91,0.027472527,2.635,0.0266,1755.496,1.2856,0.5,0.4,2256.792,0.8368,0.3508,0.0266,1755.496,1.6492,0.5,0.3,2895.079,0.6291,0.3508,0.0266,1755.5,1.4674,0.5,0.3,2575.9,0.733,0.3508,0.035318681,0.045307692,0.040313187
HERPT1S1,HERPT1S1.1,HERPT1S1.1_47,2.4,41,1,23,23,23,3896.79,4397.33,4145.78,4148.11,0.027472527,2.64,0.0443,1774.194,1.293,1.4,1.1,2294.073,0.8326,0.3469,0.0443,1774.194,1.6614,1.4,0.8,2947.586,0.6221,0.3469,0.0443,1774.2,1.4772,1.4,1,2620.8,0.7274,0.3469,0.035521978,0.045642857,0.040582418
HERPT1S1,HERPT1S1.1,HERPT1S1.1_48,2.4,41.5,1,23.5,23.5,23.5,3905.2,4442.86,4162.92,4166.31,0.027472527,2.645,0.0457,1815.375,1.2868,0.6,0.5,2336.047,0.8361,0.3532,0.0457,1815.375,1.6524,0.6,0.4,2999.656,0.6272,0.3532,0.0457,1815.4,1.4696,0.6,0.4,2667.9,0.7317,0.3532,0.035351648,0.045395604,0.040373626
HERPT1S1,HERPT1S1.1,HERPT1S1.1_49,2.4,42,1,24,24,24,3912.43,4489.35,4176.57,4184.51,0.027472527,2.647,0.0506,1838.195,1.2853,0.2,0.2,2362.685,0.837,0.3494,0.0506,1838.195,1.6503,0.2,0.1,3033.61,0.6284,0.3494,0.0506,1838.2,1.4678,0.2,0.1,2698.1,0.7327,0.3494,0.03531044,0.045337912,0.040324176
HERPT1S1,HERPT1S1.1,HERPT1S1.1_50,2.4,42.5,1,24.5,24.5,24.5,3921.4,4540.73,4190.56,4202.71,0.027472527,2.655,0.0554,1841.193,1.3008,0.1,0.1,2394.974,0.8281,0.3549,0.0554,1841.193,1.6758,0.1,0.1,3085.493,0.6138,0.3549,0.0554,1841.2,1.4883,0.1,0.1,2740.2,0.721,0.3549,0.035736264,0.046038462,0.040887363
HERPT1S1,HERPT1S1.1,HERPT1S1.1_51,2.4,43,1,25,25,25,3928.62,4588.7,4205.03,4220.91,0.027487631,2.655,0.0499,1877.652,1.3178,0.1,0.1,2474.392,0.8184,0.3585,0.0499,1877.652,1.7036,0.1,0.1,3198.809,0.5979,0.3585,0.0499,1877.7,1.5107,0.1,0.1,2836.6,0.7082,0.3585,0.0362232,0.046827927,0.041525563
HERPT1S1,HERPT1S1.1,HERPT1S1.1_52,2.4,43.5,1,25.5,25.5,25.5,3934.72,4632.89,4220.66,4239.1,0.027472527,2.65,0.0407,1880.767,1.3156,-0.1,-0.1,2474.392,0.8196,0.375,0.0407,1880.767,1.6991,-0.1,-0.1,3195.646,0.6005,0.375,0.0407,1880.8,1.5074,-0.1,-0.1,2835,0.7101,0.375,0.036142857,0.046678571,0.041410714
HERPT1S1,HERPT1S1.1,HERPT1S1.1_53,2.4,44,1,26,26,26,3943.17,4677.99,4237.25,4257.3,0.027472527,2.64,0.0602,1887.062,1.3147,0,0,2480.946,0.8202,0.3959,0.0602,1887.062,1.6959,0,0,3200.288,0.6023,0.3959,0.0602,1887.1,1.5053,0,0,2840.6,0.7113,0.3959,0.036118132,0.046590659,0.041354396
HERPT1S1,HERPT1S1.1,HERPT1S1.1_54,2.4,44.5,1,26.5,26.5,26.5,3950.2,4722.35,4250.64,4275.5,0.027472527,2.636,0.0855,1929.722,1.3233,0.4,0.3,2553.672,0.8152,0.4268,0.0855,1929.722,1.7093,0.4,0.2,3298.528,0.5947,0.4268,0.0855,1929.7,1.5163,0.4,0.3,2926.1,0.705,0.4268,0.036354396,0.046958791,0.041656593
HERPT1S1,HERPT1S1.1,HERPT1S1.1_55,2.4,45,1,27,27,27,3956,4775.44,4266.23,4293.7,0.027472527,2.614,0.0411,1940.609,1.3711,0.7,0.5,2660.783,0.7879,0.4746,0.0411,1940.609,1.7867,0.7,0.4,3467.237,0.5505,0.4746,0.0411,1940.6,1.5789,0.7,0.5,3064,0.6692,0.4746,0.037667582,0.049085165,0.043376374
HERPT1S1,HERPT1S1.1,HERPT1S1.1_56,2.4,45.5,1,27.5,27.5,27.5,3959.85,4826.5,4279.58,4311.9,0.027487631,2.583,0.0532,1914.752,1.3766,0.6,0.4,2635.763,0.7848,0.5417,0.0532,1914.752,1.7886,0.6,0.3,3424.713,0.5494,0.5417,0.0532,1914.8,1.5826,0.6,0.4,3030.2,0.6671,0.5417,0.037839472,0.049164376,0.043501924
HERPT1S1,HERPT1S1.1,HERPT1S1.1_57,2.4,46,1,28,28,28,3964.03,4878.07,4294.19,4330.09,0.027472527,2.539,0.0791,1923.485,1.3192,1.3,1,2537.43,0.8176,0.6534,0.0791,1923.485,1.6887,1.3,0.8,3248.248,0.6064,0.6534,0.0791,1923.5,1.504,1.3,0.9,2892.8,0.712,0.6534,0.036241758,0.046392857,0.041317308
HERPT1S1,HERPT1S1.1,HERPT1S1.1_58,2.4,46.5,1,28.5,28.5,28.5,3970.51,4928.78,4311.18,4348.29,0.006554301,2.487,0.1244,2004.03,1.3454,3.9,2.9,2696.142,0.8027,0.8236,0.1244,2004.03,1.7219,3.9,2.3,3450.793,0.5875,0.8236,0.1244,2004,1.5337,3.9,2.6,3073.5,0.6951,0.8236,0.008818156,0.01128585,0.010052003
