"Site","label","depth","mean_age","GRD","DCMS","K","Ca","Lncoh_inc"
"HER14L_0ka",NA,27.1,1.34648,NA,NA,0.0411374505065049,0.572067671106083,-1.8902385932648
"HER14L_0ka",NA,27.3,1.35339,NA,NA,0.0321704777959362,0.541750846083566,-1.89571411457055
"HER14L_0ka",NA,27.5,1.3603,NA,NA,0.0565749038869531,0.504030961901945,-1.89570427021925
"HER14L_0ka",NA,27.7,1.36721,NA,NA,0.0217691953080981,0.535266096399119,-1.89185738562508
"HER14L_0ka",NA,27.9,1.37412,NA,NA,0.0242059801510963,0.507051584217701,-1.88695471310903
"HER14L_0ka",NA,28.1,1.38103,NA,NA,0.0517807527153322,0.532962869411468,-1.90279272778728
"HER14L_0ka",NA,28.3,1.38794,NA,NA,0.0320139324634081,0.504539575623311,-1.86857934790834
"HER14L_0ka",NA,28.5,1.39485,NA,NA,0.0361062038195206,0.435853460392784,-1.89289523113451
"HER14L_0ka",NA,28.7,1.40176,NA,NA,0.0482015606883704,0.439025025729211,-1.86647768799582
"HER14L_0ka",NA,28.9,1.40867,NA,NA,0.0216428171309263,0.500331007791414,-1.86615650393019
"HER14L_0ka",NA,29.1,1.41558,NA,NA,0.0352301047769412,0.490611829486293,-1.88556949513119
"HER14L_0ka",NA,29.3,1.42249,NA,NA,0.0294207941056079,0.65749079001228,-1.90117056049386
"HER14L_0ka",NA,29.5,1.4294,NA,NA,0.0291231402342513,0.557138334916113,-1.87564514054165
"HER14L_0ka",NA,29.7,1.43632,NA,NA,0.0406189309605108,0.429037458270395,-1.90011730085811
"HER14L_0ka",NA,29.9,1.44323,NA,NA,0.0114262499047813,0.471015412741538,-1.87937948474295
"HER14L_0ka",NA,30.1,1.44606,NA,NA,0.0373321661667589,0.587016130070416,-1.8643340354507
"HER14L_0ka",NA,30.3,1.4489,NA,NA,0.0352791462446609,0.577066035001953,-1.86061139159255
"HER14L_0ka",NA,30.5,1.45174,NA,NA,0.111101291552514,0.5832817806507,-1.89898052374209
"HER14L_0ka",NA,30.7,1.45458,NA,NA,0.0562034565125755,0.445795598247474,-1.88702896844617
"HER14L_0ka",NA,30.9,1.45742,NA,NA,0.00644072599863457,0.613157115070011,-1.89664634466669
"HER14L_0ka",NA,31.1,1.46026,NA,NA,0.0619378814663793,0.609055834419397,-1.88890815331745
"HER14L_0ka",NA,31.3,1.4631,NA,NA,0.0526532079930138,0.611290902553039,-1.8895035703219
"HER14L_0ka",NA,31.5,1.46593,NA,NA,0.023254612164746,0.57232184383236,-1.87498745653688
"HER14L_0ka",NA,31.7,1.46877,NA,NA,0.0810150400501771,0.571025362934312,-1.88270928354486
"HER14L_0ka",NA,31.9,1.47161,NA,NA,0.0695607368285457,0.618317660698184,-1.87904812590658
"HER14L_0ka",NA,32.1,1.47445,NA,NA,0.0592737674922042,0.62108599850527,-1.89186170483573
"HER14L_0ka",NA,32.3,1.47729,NA,NA,0.0333072853281408,0.664864657127119,-1.9060837825122
"HER14L_0ka",NA,32.5,1.48013,NA,NA,0.0179319354962663,0.518745276856276,-1.87490612783599
"HER14L_0ka",NA,32.7,1.48297,NA,NA,0.0234741784037559,0.637715179968701,-1.90428602817755
"HER14L_0ka",NA,32.9,1.4858,NA,NA,0.0141065428710662,0.569391366795763,-1.92506139879512
"HER14L_0ka",NA,33.1,1.48864,NA,NA,0.0384852216748768,0.652965927750411,-1.90050179399326
"HER14L_0ka",NA,33.3,1.49148,NA,NA,0.0378427048399515,0.485430558636619,-1.91982243550419
"HER14L_0ka",NA,33.5,1.49432,NA,NA,0.0451851261196608,0.463812029875342,-1.89402087382799
"HER14L_0ka",NA,33.7,1.49716,NA,NA,0.0694344368605154,0.504382230024499,-1.86776692688509
"HER14L_0ka",NA,33.9,1.5,NA,NA,0.0154004106776181,0.601899383983573,-1.91507638551173
"HER14L_0ka",NA,34.1,1.50284,NA,NA,0.02999400119976,0.524242977491458,-1.89733409472504
"HER14L_0ka",NA,34.3,1.50567,NA,NA,0.0315610904356746,0.541798719145746,-1.9044456964779
"HER14L_0ka",NA,34.5,1.50851,NA,NA,0.0496881415327484,0.504726911358971,-1.89163772113189
"HER14L_0ka",NA,34.7,1.51135,NA,NA,0.0389580032724723,0.670077656286523,-1.90758677562377
"HER14L_0ka",NA,34.9,1.51419,NA,NA,0.0689628251336968,0.58293105018672,-1.89362128694804
"HER14L_0ka",NA,35.1,1.51703,NA,NA,0.0461467466543609,0.603863141934208,-1.89618652129619
"HER14L_0ka",NA,35.3,1.51987,NA,NA,0.033816299456338,0.482532580703899,-1.8936674952454
"HER14L_0ka",NA,35.5,1.5227,NA,NA,0.0248333551169782,0.572474186380865,-1.89578785288619
"HER14L_0ka",NA,35.7,1.52554,NA,NA,0.0516193930088812,0.53737111696425,-1.88827029473618
"HER14L_0ka",NA,35.9,1.52838,NA,NA,0.065338543334828,0.605982960732817,-1.8968978613843
"HER14L_0ka",NA,36.1,1.53122,NA,NA,0.0312304809494066,0.474963564438892,-1.92204757565793
"HER14L_0ka",NA,36.3,1.53406,NA,NA,0.0219919535322958,0.529100529100529,-1.86340002196405
"HER14L_0ka",NA,36.5,1.5369,NA,NA,0.0619137949204342,0.507166192433344,-1.91248233361543
"HER14L_0ka",NA,36.7,1.53974,NA,NA,0.0317506515498287,0.437894402624721,-1.91065571884778
"HER14L_0ka",NA,36.9,1.54257,NA,NA,0.0120285477533346,0.48916094196894,-1.93059837449813
"HER14L_0ka",NA,37.1,1.54541,NA,NA,0.0414023372287145,0.452754590984975,-1.85943180887802
"HER14L_0ka",NA,37.3,1.54825,NA,NA,0.0517806055741822,0.563114085619231,-1.90050071794576
"HER14L_0ka",NA,37.5,1.55109,NA,NA,0.0480994228069263,0.604492746087047,-1.88822954639013
"HER14L_0ka",NA,37.7,1.55393,NA,NA,0.0425087915909881,0.595123082273834,-1.88950727810606
"HER14L_0ka",NA,37.9,1.55677,NA,NA,0.0651542200388319,0.547295448326188,-1.91478968100124
"HER14L_0ka",NA,38.1,1.55961,NA,NA,0.0404662759277873,0.610910230135627,-1.91693257884358
"HER14L_0ka",NA,38.3,1.56244,NA,NA,0.0322797231690941,0.528096271046379,-1.88930558931365
"HER14L_0ka",NA,38.5,1.56528,NA,NA,0.0144114872654858,0.480819620584844,-1.90476239889544
"HER14L_0ka",NA,38.7,1.56812,NA,NA,0.0502998133612188,0.468582471838723,-1.93386440933772
"HER14L_0ka",NA,38.9,1.57096,NA,NA,0,0.413588974484335,-1.91942005927423
"HER14L_0ka",NA,39.1,1.5738,NA,NA,0.0606436133046814,0.493058942955453,-1.89742114435209
"HER14L_0ka",NA,39.3,1.57664,NA,NA,0.0104489113540483,0.470201010932174,-1.87644801430306
"HER14L_0ka",NA,39.5,1.57948,NA,NA,0.0700162074554295,0.522528363047002,-1.88832190975947
"HER14L_0ka",NA,39.7,1.58231,NA,NA,0.0436316971446904,0.478665383381457,-1.89810218058824
"HER14L_0ka",NA,39.9,1.58515,NA,NA,0.0455515643708678,0.516684887292415,-1.90682839296228
"HER14L_0ka",NA,40.1,1.58688,NA,NA,0.0532681988852655,0.441736283438787,-1.92593014130148
"HER14L_0ka",NA,40.3,1.5886,NA,NA,0.042984981308046,0.536660978754999,-1.86883500274215
"HER14L_0ka",NA,40.5,1.59032,NA,NA,0.0363423973002791,0.642481666558505,-1.87449275020834
"HER14L_0ka",NA,40.7,1.59204,NA,NA,0.0431006334487037,0.527656239796252,-1.9011117813972
"HER14L_0ka",NA,40.9,1.59376,NA,NA,0.0570118040348809,0.531246355779572,-1.87878300804293
"HER14L_0ka",NA,41.1,1.59549,NA,NA,0.0507257686904948,0.534571562353676,-1.9225477392176
"HER14L_0ka",NA,41.3,1.59721,NA,NA,0.0256993433817766,0.494712360099199,-1.93825533236783
"HER14L_0ka",NA,41.5,1.59893,NA,NA,0.0244886385605836,0.547772178328844,-1.92215838179262
"HER14L_0ka",NA,41.7,1.60065,NA,NA,0.0522725490708554,0.52795274561564,-1.92934018850065
"HER14L_0ka",NA,41.9,1.60237,NA,NA,0.0387211688630174,0.530480013423339,-1.93163267096801
"HER14L_0ka",NA,42.1,1.6041,NA,NA,0.0274362759828066,0.513450307678238,-1.90380774590518
"HER14L_0ka",NA,42.3,1.60582,NA,NA,0.0376691866053568,0.49619411321539,-1.91527619277156
"HER14L_0ka",NA,42.5,1.60754,NA,NA,0.048401444194443,0.591282507456439,-1.90760183856442
"HER14L_0ka",NA,42.7,1.60926,NA,NA,0.0498269170250708,0.55727472988566,-1.91517804656823
"HER14L_0ka",NA,42.9,1.61098,NA,NA,0.0508958983126052,0.584650319078132,-1.93517599981769
"HER14L_0ka",NA,43.1,1.61271,NA,NA,0.00916194390272633,0.561496276324228,-1.8966231542642
"HER14L_0ka",NA,43.3,1.61443,NA,NA,0.0378269092806365,0.528272353746821,-1.92739415751205
"HER14L_0ka",NA,43.5,1.61615,NA,NA,0,0.537318766591791,-1.90386374049751
"HER14L_0ka",NA,43.7,1.61787,NA,NA,0.032595799053418,0.473291002255629,-1.91049193436527
"HER14L_0ka",NA,43.9,1.61959,NA,NA,0.0268370607028754,0.550798722044728,-1.91610409726421
"HER14L_0ka",NA,44.1,1.62131,NA,NA,0.0282152567588365,0.511722156671626,-1.89826837316729
"HER14L_0ka",NA,44.3,1.62304,NA,NA,0.0154912667983424,0.512502743245162,-1.92737864906021
"HER14L_0ka",NA,44.5,1.62476,NA,NA,0.0142319286850992,0.582215264390421,-1.88031840911547
"HER14L_0ka",NA,44.7,1.62648,NA,NA,0.0605170992995468,0.569118252987227,-1.89554853008797
"HER14L_0ka",NA,44.9,1.6282,NA,NA,0.0548546352166758,0.543443595402416,-1.9246289307564
"HER14L_0ka",NA,45.1,1.62992,NA,NA,0.0239572300398447,0.522015433499773,-1.88536567278323
"HER14L_0ka",NA,45.3,1.63165,NA,NA,0.0299046788362096,0.472244719955143,-1.87659089712456
"HER14L_0ka",NA,45.5,1.63337,NA,NA,0.0483912994925118,0.54098991227526,-1.89610829714485
"HER14L_0ka",NA,45.7,1.63509,NA,NA,0.0560680972526632,0.411590804832051,-1.90946191626512
"HER14L_0ka",NA,45.9,1.63681,NA,NA,0.0377358490566038,0.483018867924528,-1.89438675092364
"HER14L_0ka",NA,46.1,1.63853,NA,NA,0.0386528846273737,0.45385967756013,-1.90211866586062
"HER14L_0ka",NA,46.3,1.64026,NA,NA,0.0199850112415688,0.475893080189858,-1.90531336129719
"HER14L_0ka",NA,46.5,1.64198,NA,NA,0.0152181908107491,0.346213840944542,-1.89613667407506
"HER14L_0ka",NA,46.7,1.6437,NA,NA,0.0401284109149278,0.428872391653291,-1.87063391952653
"HER14L_0ka",NA,46.9,1.64542,NA,NA,0,0.495602313647257,-1.90022092978758
"HER14L_0ka",NA,47.1,1.64714,NA,NA,0.0364262117995805,0.50243050758042,-1.89813327633697
"HER14L_0ka",NA,47.3,1.64887,NA,NA,0.0365142720439179,0.518754485589454,-1.86968680318711
"HER14L_0ka",NA,47.5,1.65059,NA,NA,0.0451054339518625,0.512447846841993,-1.89070886253344
"HER14L_0ka",NA,47.7,1.65231,NA,NA,0.0243792435120738,0.515621000280361,-1.89446158721927
"HER14L_0ka",NA,47.9,1.65403,NA,NA,0.0136979477983662,0.450787009364415,-1.8831947000724
"HER14L_0ka",NA,48.1,1.65575,NA,NA,0.0453720508166969,0.4890098810244,-1.85515933282321
"HER14L_0ka",NA,48.3,1.65748,NA,NA,0.055325730236769,0.467753901092683,-1.84790701109777
"HER14L_0ka",NA,48.5,1.6592,NA,NA,0.0350578454449842,0.503330495317273,-1.91778123942821
"HER14L_0ka",NA,48.7,1.66092,NA,NA,0.0392122139721973,0.54391135509822,-1.88128169081808
"HER14L_0ka",NA,48.9,1.66264,NA,NA,0.0636958903411552,0.48026701317231,-1.91386948904806
"HER14L_0ka",NA,49.1,1.66436,NA,NA,0.0318317247701749,0.463469912653747,-1.86300755685596
"HER14L_0ka",NA,49.3,1.66609,NA,NA,0.0271601585165615,0.470364563400452,-1.85835463774089
"HER14L_0ka",NA,49.5,1.66781,NA,NA,0.0383170176999901,0.519133788193414,-1.90087340720563
"HER14L_0ka",NA,49.7,1.66953,NA,NA,0.0300533446868191,0.48210573768439,-1.93722834903636
"HER14L_0ka",NA,49.9,1.67125,NA,NA,0,0.352382027262581,-1.88572770871868
"HER14L_0ka",NA,50.1,1.672,NA,NA,0.0604938271604938,0.42716049382716,-1.91222161261103
"HER14L_0ka",NA,50.3,1.67275,NA,NA,0.0226477767432497,0.402627142102217,-1.91523318433132
"HER14L_0ka",NA,50.5,1.67349,NA,NA,0.0262326208886613,0.349768278515483,-1.8946804365533
"HER14L_0ka",NA,50.7,1.67424,NA,NA,0,0.329530109884664,-1.88006062572578
"HER14L_0ka",NA,50.9,1.67499,NA,NA,0.0227183804319017,0.330678648508791,-1.88665532620524
"HER14L_0ka",NA,51.1,1.67573,NA,NA,0.0276215347529128,0.351546805946163,-1.86338169388107
"HER14L_0ka",NA,51.3,1.67648,NA,NA,0.0327167484585378,0.369950924877312,-1.87340856481375
"HER14L_0ka",NA,51.5,1.67723,NA,NA,0.0251158468435659,0.327761801308536,-1.88220000169527
"HER14L_0ka",NA,51.7,1.67798,NA,NA,0.0302038761641077,0.363705008809464,-1.87358726551434
"HER14L_0ka",NA,51.9,1.67872,NA,NA,0.0213436452435059,0.279978405253048,-1.91211616236164
"HER14L_0ka",NA,52.1,1.67947,NA,NA,0.0113732576801082,0.339934035105455,-1.8894975252653
"HER14L_0ka",NA,52.3,1.68022,NA,NA,0.020046106043901,0.380876014834118,-1.89092139039631
"HER14L_0ka",NA,52.5,1.68096,NA,NA,0.0188802738898399,0.407813916020542,-1.87450746496675
"HER14L_0ka",NA,52.7,1.68171,NA,NA,0.0414697898863979,0.383281391374284,-1.88894394473491
"HER14L_0ka",NA,52.9,1.68246,NA,NA,0.0667270987561061,0.304678450924107,-1.87181815580943
"HER14L_0ka",NA,53.1,1.6832,NA,NA,0,0.390895908202509,-1.89926433661679
"HER14L_0ka",NA,53.3,1.68395,NA,NA,0.0163277609615795,0.277571936346852,-1.90580261620086
"HER14L_0ka",NA,53.5,1.6847,NA,NA,0.0253312055120703,0.481292904729336,-1.85709837485004
"HER14L_0ka",NA,53.7,1.68545,NA,NA,0.0223833269084895,0.421552656776552,-1.91498299368822
"HER14L_0ka",NA,53.9,1.68619,NA,NA,0.0176622721251498,0.312874534788368,-1.88617352942249
"HER14L_0ka",NA,54.1,1.68694,NA,NA,0.0206095267537419,0.426359584718036,-1.89598260384134
"HER14L_0ka",NA,54.3,1.68769,NA,NA,0.00647953762019542,0.314905528341498,-1.92718935702141
"HER14L_0ka",NA,54.5,1.68843,NA,NA,0.0128104943569772,0.32666760610292,-1.91662596812696
"HER14L_0ka",NA,54.7,1.68918,NA,NA,0.0376052948255114,0.458784596871239,-1.915229535127
"HER14L_0ka",NA,54.9,1.68993,NA,NA,0.00742032426817052,0.488504680987892,-1.85695356922246
"HER14L_0ka",NA,55.1,1.69067,NA,NA,0.0288745213734229,0.5260184545854,-1.88680292366313
"HER14L_0ka",NA,55.3,1.69142,NA,NA,0.0286725840231375,0.425102223995213,-1.88934066882682
"HER14L_0ka",NA,55.5,1.69217,NA,NA,0.0349031437760215,0.271745905113311,-1.91529064301141
"HER14L_0ka",NA,55.7,1.69292,NA,NA,0.025887254841533,0.343930671466082,-1.91026892456067
"HER14L_0ka",NA,55.9,1.69366,NA,NA,0.013823089586187,0.376993352350554,-1.88839255271088
"HER14L_0ka",NA,56.1,1.69441,NA,NA,0.0373199313313263,0.337123379692981,-1.90170622617885
"HER14L_0ka",NA,56.3,1.69516,NA,NA,0.0298938767375816,0.331323800508196,-1.87941833531576
"HER14L_0ka",NA,56.5,1.6959,NA,NA,0.0332864856868112,0.346426017703479,-1.85428446299814
"HER14L_0ka",NA,56.7,1.69665,NA,NA,0.0165818441561755,0.320157144861542,-1.90175021059466
"HER14L_0ka",NA,56.9,1.6974,NA,NA,0.0280033604032484,0.352587765077264,-1.92278644097964
"HER14L_0ka",NA,57.1,1.69814,NA,NA,0.0324416051108006,0.37432621281693,-1.8841662510394
"HER14L_0ka",NA,57.3,1.69889,NA,NA,0.0234962406015038,0.359863474475663,-1.86344881161661
"HER14L_0ka",NA,57.5,1.69964,NA,NA,0.0319206403771546,0.386730835338604,-1.87121967972779
"HER14L_0ka",NA,57.7,1.70039,NA,NA,0.0404664680130964,0.407117193343879,-1.8875593650069
"HER14L_0ka",NA,57.9,1.70113,NA,NA,0.0197792145179435,0.372096473118811,-1.88771514288166
"HER14L_0ka",NA,58.1,1.70188,NA,NA,0.0133326869000291,0.367254920973529,-1.86480770279871
"HER14L_0ka",NA,58.3,1.70263,NA,NA,0.012207627325553,0.422383905464134,-1.88305276701561
"HER14L_0ka",NA,58.5,1.70337,NA,NA,0.0096487842531841,0.357005017367812,-1.87919709841268
"HER14L_0ka",NA,58.7,1.70412,NA,NA,0.0295511912823986,0.354614295388783,-1.89238729246016
"HER14L_0ka",NA,58.9,1.70487,NA,NA,0,0.326744403566752,-1.89555926152284
"HER14L_0ka",NA,59.1,1.70561,NA,NA,0.027051286780528,0.36150355970342,-1.91279690643443
"HER14L_0ka",NA,59.3,1.70636,NA,NA,0.0197416313990647,0.361518624995373,-1.87513283665792
"HER14L_0ka",NA,59.5,1.70711,NA,NA,0.0313204710598847,0.374592833876221,-1.92095139460977
"HER14L_0ka",NA,59.7,1.70786,NA,NA,0.00748176320219465,0.386557765446724,-1.89112885580755
"HER14L_0ka",NA,59.9,1.7086,NA,NA,0.01479600014796,0.3575700035757,-1.9146988995597
"HER14L_0ka",NA,60.1,1.70994,NA,NA,0.0226238656645132,0.404715819109625,-1.88632809377811
"HER14L_0ka",NA,60.3,1.71127,NA,NA,0.0364697301239971,0.345833647727559,-1.90735533447078
"HER14L_0ka",NA,60.5,1.71261,NA,NA,0.0375605664133415,0.405654117264088,-1.9035016891294
"HER14L_0ka",NA,60.7,1.71394,NA,NA,0.0237731788493781,0.446685518380421,-1.89220104134127
"HER14L_0ka",NA,60.9,1.71527,NA,NA,0.0281590127205279,0.353824116357938,-1.89219917326467
"HER14L_0ka",NA,61.1,1.71661,NA,NA,0,0.349551018391571,-1.91421071997246
"HER14L_0ka",NA,61.3,1.71794,NA,NA,0,0.306286340376259,-1.8928640616511
"HER14L_0ka",NA,61.5,1.71928,NA,NA,0.00993171942892613,0.304158907510863,-1.89972948041475
"HER14L_0ka",NA,61.7,1.72061,NA,NA,0.0210808263683936,0.369534485751842,-1.89293516850886
"HER14L_0ka",NA,61.9,1.72195,NA,NA,0.0199840127897682,0.277278177458034,-1.8698734114798
"HER14L_0ka",NA,62.1,1.72328,NA,NA,0.0224220832606692,0.37370138767782,-1.88527513193869
"HER14L_0ka",NA,62.3,1.72462,NA,NA,0,0.361777525342948,-1.88721970019372
"HER14L_0ka",NA,62.5,1.72595,NA,NA,0.0373910984258348,0.377650094100931,-1.86805540249256
"HER14L_0ka",NA,62.7,1.72728,NA,NA,0.00615649818383304,0.34845779720495,-1.88298032965848
"HER14L_0ka",NA,62.9,1.72862,NA,NA,0,0.365915468581954,-1.88608552993244
"HER14L_0ka",NA,63.1,1.72995,NA,NA,0.0530990538714037,0.330662290017378,-1.85406106743753
"HER14L_0ka",NA,63.3,1.73129,NA,NA,0.00862578864353312,0.381999211356467,-1.86728966384373
"HER14L_0ka",NA,63.5,1.73262,NA,NA,0.0137458762371289,0.408627411776467,-1.85755775000606
"HER14L_0ka",NA,63.7,1.73396,NA,NA,0.0309076972529239,0.403036372178127,-1.87945131281179
"HER14L_0ka",NA,63.9,1.73529,NA,NA,0.0348267369835071,0.323391129132566,-1.87652523579465
"HER14L_0ka",NA,64.1,1.73663,NA,NA,0.0382088669222141,0.496715269988784,-1.87146961278868
"HER14L_0ka",NA,64.3,1.73796,NA,NA,0.0309359996040192,0.361332475374944,-1.89635575099312
"HER14L_0ka",NA,64.5,1.7393,NA,NA,0.0244576515762956,0.397436838114804,-1.88366602588533
"HER14L_0ka",NA,64.7,1.74063,NA,NA,0.0124064861109388,0.368472637494882,-1.86440977339205
"HER14L_0ka",NA,64.9,1.74196,NA,NA,0.0235998459799526,0.362692369797166,-1.88978817000892
"HER14L_0ka",NA,65.1,1.7433,NA,NA,0.0137685875932509,0.3517248285185,-1.90323597621623
"HER14L_0ka",NA,65.3,1.74463,NA,NA,0,0.378437681052229,-1.89704933021599
"HER14L_0ka",NA,65.5,1.74597,NA,NA,0.0329284355334407,0.359773647495,-1.88879845940071
"HER14L_0ka",NA,65.7,1.7473,NA,NA,0.0214239805755909,0.322549929776953,-1.91192667960415
"HER14L_0ka",NA,65.9,1.74864,NA,NA,0.0499865889639365,0.41574211796835,-1.89495433642127
"HER14L_0ka",NA,66.1,1.74997,NA,NA,0.0549457410806828,0.32218184542764,-1.89607436983832
"HER14L_0ka",NA,66.3,1.75131,NA,NA,0.0259692079391579,0.356149137451308,-1.87962485945735
"HER14L_0ka",NA,66.5,1.75264,NA,NA,0.028246506030015,0.348782944022794,-1.88054862446368
"HER14L_0ka",NA,66.7,1.75397,NA,NA,0.0248071539106706,0.379195066920251,-1.89347379286993
"HER14L_0ka",NA,66.9,1.75531,NA,NA,0.0421830994652672,0.378407215791367,-1.88929958976153
"HER14L_0ka",NA,67.1,1.75664,NA,NA,0.0138300413643964,0.377182946301721,-1.90285241423582
"HER14L_0ka",NA,67.3,1.75798,NA,NA,0.0316159392973965,0.36358330192006,-1.86661857998165
"HER14L_0ka",NA,67.5,1.75931,NA,NA,0.0197538897732951,0.34976004833893,-1.86368420879914
"HER14L_0ka",NA,67.7,1.76065,NA,NA,0.0720214411372304,0.357745846960341,-1.87806513458477
"HER14L_0ka",NA,67.9,1.76198,NA,NA,0.0296405197761548,0.352129374940719,-1.88057440983638
"HER14L_0ka",NA,68.1,1.76332,NA,NA,0.0428675895806541,0.342940716645233,-1.90643164264717
"HER14L_0ka",NA,68.3,1.76465,NA,NA,0.0369459697043048,0.31212974405361,-1.88225028694193
"HER14L_0ka",NA,68.5,1.76599,NA,NA,0.0369732899853382,0.28941161471282,-1.88905929847796
"HER14L_0ka",NA,68.7,1.76732,NA,NA,0.031475442859481,0.336157729739257,-1.89162226261401
"HER14L_0ka",NA,68.9,1.76865,NA,NA,0.0354798651765123,0.293976025748245,-1.89307864590228
"HER14L_0ka",NA,69.1,1.76999,NA,NA,0.0268291748112376,0.390939404392319,-1.90179882997535
"HER14L_0ka",NA,69.3,1.77132,NA,NA,0.0283140283140283,0.356499356499357,-1.90898153937701
"HER14L_0ka",NA,69.5,1.77266,NA,NA,0.0412985257677771,0.364177909043126,-1.8743454448192
"HER14L_0ka",NA,69.7,1.77399,NA,NA,0.0289421032100568,0.432873195837371,-1.87285408270109
"HER14L_0ka",NA,69.9,1.77533,NA,NA,0.0552854109339465,0.430974907962356,-1.88374461479679
"HER14L_0ka",NA,70.1,1.77666,NA,NA,0.0395948552233278,0.378067004713065,-1.89889959773702
"HER14L_0ka",NA,70.3,1.778,NA,NA,0.0180496106441132,0.593058635449435,-1.91669717277271
"HER14L_0ka",NA,70.5,1.77933,NA,NA,0.0356465391029803,0.411208290366523,-1.91232602355722
"HER14L_0ka",NA,70.7,1.78066,NA,NA,0.022930228410553,0.467521879259608,-1.872283274128
"HER14L_0ka",NA,70.9,1.782,NA,NA,0.041646684671496,0.42782503344355,-1.89371801764898
"HER14L_0ka",NA,71.1,1.78333,NA,NA,0.0398785633425955,0.387207986003911,-1.92567246842084
"HER14L_0ka",NA,71.3,1.78467,NA,NA,0.0247621530040401,0.501759416134498,-1.95856358477483
"HER14L_0ka",NA,71.5,1.786,NA,NA,0.00779575131553303,0.469044370817904,-1.91668346355005
"HER14L_0ka",NA,71.7,1.78734,NA,NA,0.0308689612594536,0.414158563564336,-1.95588362538877
"HER14L_0ka",NA,71.9,1.78867,NA,NA,0.0320870714771604,0.569866389434369,-1.89009089132045
"HER14L_0ka",NA,72.1,1.79001,NA,NA,0.042904373722333,0.372258536708477,-1.91611584526434
"HER14L_0ka",NA,72.3,1.79134,NA,NA,0.0378907483422798,0.449636880328386,-1.88372271567061
"HER14L_0ka",NA,72.5,1.79267,NA,NA,0.0179606917432134,0.479807050854416,-1.91445210145366
"HER14L_0ka",NA,72.7,1.79401,NA,NA,0.0165501788692409,0.519420998357713,-1.88403916230811
"HER14L_0ka",NA,72.9,1.79534,NA,NA,0.00769378726678207,0.494966980829647,-1.8795347892964
"HER14L_0ka",NA,73.1,1.79668,NA,NA,0.0272419474100691,0.460518634789264,-1.91044776258735
"HER14L_0ka",NA,73.3,1.79801,NA,NA,0.0415481076725506,0.417999143857175,-1.92437188216908
"HER14L_0ka",NA,73.5,1.79935,NA,NA,0.0102010889662471,0.39911760580442,-1.89939579526131
"HER14L_0ka",NA,73.7,1.80068,NA,NA,0.0305002033346889,0.493086620577471,-1.94834225402392
"HER14L_0ka",NA,73.9,1.80202,NA,NA,0.039934044416963,0.413510588962745,-1.90795433856549
"HER14L_0ka",NA,74.1,1.80335,NA,NA,0.0222428659278546,0.437006895288438,-1.9254383762355
"HER14L_0ka",NA,74.3,1.80469,NA,NA,0.0397823520353165,0.405523330424516,-1.90592948694921
"HER14L_0ka",NA,74.5,1.80602,NA,NA,0.0117745564917055,0.325762729603852,-1.92607481425043
"HER14L_0ka",NA,74.7,1.80735,NA,NA,0.0158688177730759,0.331922771753504,-1.88094303081332
"HER14L_0ka",NA,74.9,1.80869,NA,NA,0.0208885465488205,0.394271316108986,-1.90655982514651
"HER14L_0ka",NA,75.1,1.81002,NA,NA,0.00780416742540517,0.305663224161702,-1.88221394736552
"HER14L_0ka",NA,75.3,1.81136,NA,NA,0.0257526203291185,0.361824315624115,-1.88415006752897
"HER14L_0ka",NA,75.5,1.81269,NA,NA,0.0155975823747319,0.425034119711445,-1.91658923386603
"HER14L_0ka",NA,75.7,1.81403,NA,NA,0.0311243677862793,0.396835689275062,-1.90068090115229
"HER14L_0ka",NA,75.9,1.81536,NA,NA,0.0297912025283664,0.382104554168178,-1.90296626410534
"HER14L_10ka",NA,76,10.81178,NA,NA,0,0.39988950421594,-1.86238174772294
"HER14L_10ka",NA,76.2,10.83707,NA,NA,0.00519069308729448,0.341288070489612,-1.89616775500914
"HER14L_10ka",NA,76.4,10.86235,NA,NA,0.0287848853184001,0.46186656897251,-1.91038873050819
"HER14L_10ka",NA,76.6,10.88763,NA,NA,0.0233163642016088,0.481871526833249,-1.90043923717369
"HER14L_10ka",NA,76.8,10.91291,NA,NA,0.0143911246009734,0.450049714794076,-1.88147161837328
"HER14L_10ka",NA,77,10.93819,NA,NA,0.0296212345615413,0.401818486226126,-1.8973045280761
"HER14L_10ka",NA,77.2,10.96347,NA,NA,0.0232222107544638,0.421870162039426,-1.88003398906728
"HER14L_10ka",NA,77.4,10.98875,NA,NA,0,0.492989892403,-1.91880199710125
"HER14L_10ka",NA,77.6,11.01403,NA,NA,0.00898126764177573,0.505517064408519,-1.92654071369427
"HER14L_10ka",NA,77.8,11.03931,NA,NA,0.0206262649701564,0.431862422812649,-1.8975836699256
"HER14L_10ka",NA,78,11.06459,NA,NA,0.0219604195731928,0.521882912209993,-1.91826422320225
"HER14L_10ka",NA,78.2,11.08987,NA,NA,0.0520886268929769,0.533590812074398,-1.8845215162833
"HER14L_10ka",NA,78.4,11.11516,NA,NA,0.0139270475925199,0.483648380031146,-1.90622646142354
"HER14L_10ka",NA,78.6,11.14044,NA,NA,0.0474407631551954,0.460303620884193,-1.86075008235654
"HER14L_10ka",NA,78.8,11.16572,NA,NA,0.0270148581719946,0.457966167106194,-1.91949838527362
"HER14L_10ka",NA,79,11.191,NA,NA,0.0128556185480864,0.438376592489748,-1.86673544904318
