C:/Data/BAS_sjro/Sept_2015/HER14/    28/09/2015  re-evaluated data   peakarea,,,,,,,BACON v2.5  HER14-M5 (cal a BP),,,,,,,,,,,,cps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,element/inc+coh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,element/(coh/inc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ln(Element/Ti)  where Ti>50 cps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,% of TSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Section,ID,filename,position_mm,Section_depth_cm,Field_depth_cm,Strat_depth_cm,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,sample surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,cps_sum,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo coh,inc+coh,inc_coh,coh_inc,coh_inc_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,inc&coh,inc_coh,coh_inc,Norm_Ratio_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh,SUM,SUM_main,Total scatter %
HER14_2D,HER14_2D_466,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000465.spe,536,47.5,157.5,157.5,15181.83,15572.85,15365.95,15368.55,7.29,1,0.018347,-0.018,0.00725,0.110437,31449,1.21,0,14,0,14,36,24,97,5,298,42,0,0,12,3178,66,199,160,133,38,70,1091,0,413,0,1267,0,0,0,0,66,0,0,0,16,0,0,56,30,125,32,23,4.20E+15,59512,8756,68268,6.796710827,0.147129991,75593,1.107297709,0,0.000205074,0,0.000205074,0.000527333,0.000351556,0.001420871,7.32E-05,0.004365149,0.000615222,0,0,0.000175778,0.046551825,0.000966778,0.002914982,0.002343704,0.001948204,0.00055663,0.001025371,0.015981133,0,0.006049687,0,0.018559208,0,0,0,0,0.000966778,0,0,0,0.00023437,0,0,0.000820296,0.000439445,0.001831019,0.000468741,0.000336907,61522235894,0.871740786,0.128259214,1,9.96E-05,2.16E-06,513783.7615,0,95.15395158,0,95.15395158,244.6815898,163.1210598,659.2809502,33.98355413,2025.419826,285.4618547,0,0,81.56052992,21599.94701,448.5829146,1352.545455,1087.473732,903.96254,258.2750114,475.7697579,7415.211512,0,2807.041571,0,8611.432618,0,0,0,0,448.5829146,0,0,0,108.7473732,0,0,380.6158063,203.9013248,849.5888534,217.4947465,156.324349,2.85E+16,404485.8547,59512,463997.8547,46.19527806,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107297709,0,0.02,0,0.02,0.05,0.03,0.13,0.01,0.39,0.06,0,0,0.02,4.2,0.09,0.26,0.21,0.18,0.05,0.09,1.44,0,0.55,0,1.68,0,0,0,0,0.09,0,0,0,0.02,0,0,0.07,0.04,0.165359226,0.042331962,0.030426098,5.56E+12,78.73,11.58,100,99.7,90.31
HER14_2D,HER14_2D_467,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000466.spe,537,47.6,157.6,157.6,15183.77,15579.13,15369.88,15371.97,7.29,1,0.018346,-0.018,0.007266,0.110437,31633,1.31,0,7,10,11,58,30,88,20,318,62,8,7,28,3776,0,258,229,33,181,100,1054,0,307,0,1420,6,0,0,0,24,64,0,0,0,0,0,45,0,149,120,0,0,58909,8927,67836,6.598969419,0.151538814,75980,1.120054248,0,0.00010319,0.000147414,0.000162156,0.000855003,0.000442243,0.001297246,0.000294829,0.004687776,0.000913969,0.000117931,0.00010319,0.00041276,0.055663659,0,0.00380329,0.003375789,0.000486467,0.0026682,0.001474144,0.015537473,0,0.004525621,0,0.020932838,8.84E-05,0,0,0,0.000353794,0.000943452,0,0,0,0,0,0.000663365,0,0.002196474,0.001768972,0,0,0.868403208,0.131596792,1,9.73E-05,2.23E-06,501389.6964,0,46.19278593,65.98969419,72.5886636,382.7402263,197.9690826,580.7093088,131.9793884,2098.472275,409.136104,52.79175535,46.19278593,184.7711437,24917.70852,0,1702.53411,1511.163997,217.7659908,1194.413465,659.8969419,6955.313767,0,2025.883612,0,9370.536574,39.59381651,0,0,0,158.375266,422.3340428,0,0,0,0,0,296.9536238,0,983.2464434,791.8763302,0,0,388738.6895,58909,447647.6895,43.54639739,1,NA,-2.1812,-1.8245,-1.7292,-0.0667,-0.7259,0.3502,-1.1314,1.6349,0,-2.0477,-2.1812,-0.7949,4.1093,NA,1.4258,1.3066,-0.6306,1.0714,0.478,2.8332,NA,1.5997,NA,3.1313,-2.3354,NA,NA,NA,-0.9491,0.0317,NA,NA,NA,NA,NA,-0.3205,NA,0.8768,0.6604,NA,NA,6.8566,4.9697,6.9977,-2.2402,-6.014,1.120054248,0,0.01,0.01,0.01,0.08,0.04,0.12,0.03,0.42,0.08,0.01,0.01,0.04,4.97,0,0.34,0.3,0.04,0.24,0.13,1.39,0,0.4,0,1.87,0.01,0,0,0,0.03,0.08,0,0,0,0,0,0.06,0,0.196104238,0.157936299,0,0,77.53,11.75,100,99.73,89.28
HER14_2D,HER14_2D_468,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000467.spe,538,47.7,157.7,157.7,15186.83,15585.41,15372.77,15375.39,7.29,1,0.018347,-0.018,0.007297,0.110437,31715,1.43,0,0,0,15,33,33,113,22,313,48,9,12,17,3491,66,209,122,15,0,179,1134,0,491,0,1314,0,10,0,0,74,62,0,0,0,0,136,0,13,79,0,0,2.98E+15,58727,9015,67742,6.514364947,0.153506905,75673,1.117076555,0,0,0,0.000221428,0.000487142,0.000487142,0.001668094,0.000324762,0.004620472,0.000708571,0.000132857,0.000177143,0.000250952,0.05153376,0.000974285,0.003085235,0.001800951,0.000221428,0,0.002642378,0.016739984,0,0.007248088,0,0.019397124,0,0.000147619,0,0,0.00109238,0.000915237,0,0,0,0,0.002007617,0,0.000191905,0.001166189,0,0,43990434295,0.866921555,0.133078445,1,9.62E-05,2.27E-06,492961.5387,0,0,0,97.71547421,214.9740433,214.9740433,736.123239,143.3160288,2038.996229,312.6895175,58.62928453,78.17237937,110.7442041,22741.64803,429.9480865,1361.502274,794.7525236,97.71547421,0,1166.071326,7387.28985,0,3198.553189,0,8559.875541,0,65.14364947,0,0,482.0630061,403.8906267,0,0,0,0,885.9536328,0,84.68674432,514.6348308,0,0,1.94E+16,382569.1103,58727,441296.1103,42.43695067,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.117076555,0,0,0,0.02,0.04,0.04,0.15,0.03,0.41,0.06,0.01,0.02,0.02,4.61,0.09,0.28,0.16,0.02,0,0.24,1.5,0,0.65,0,1.74,0,0.01,0,0,0.1,0.08,0,0,0,0,0.18,0,0.02,0.104396548,0,0,3.94E+12,77.61,11.91,100,99.61,89.52
HER14_2D,HER14_2D_469,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000468.spe,539,47.8,157.8,157.8,15188.39,15591.13,15375.81,15378.81,7.3,1,0.018351,-0.018,0.007356,0.110437,31659,1.26,0,22,0,6,61,34,118,21,323,46,0,13,20,2452,0,138,240,23,0,97,1012,0,158,0,1302,0,6,0,0,71,57,0,0,0,0,0,96,0,17,42,19,0,59117,8891,68008,6.649083343,0.150396671,74324,1.092871427,0,0.000323491,0,8.82E-05,0.000896953,0.000499941,0.00173509,0.000308787,0.004749441,0.000676391,0,0.000191154,0.000294083,0.036054582,0,0.002029173,0.003528997,0.000338196,0,0.001426303,0.014880602,0,0.002323256,0,0.019144806,0,8.82E-05,0,0,0.001043995,0.000838137,0,0,0,0,0,0.001411599,0,0.000249971,0.000617574,0.000279379,0,0.869265381,0.130734619,1,9.78E-05,2.21E-06,494186.4704,0,146.2798335,0,39.89450006,405.5940839,226.0688337,784.5918344,139.6307502,2147.65392,305.8578338,0,86.43808346,132.9816669,16303.55236,0,917.5735013,1595.780002,152.9289169,0,644.9610842,6728.872343,0,1050.555168,0,8657.106512,0,39.89450006,0,0,472.0849173,378.9977505,0,0,0,0,0,638.3120009,0,113.0344168,279.2615004,126.3325835,0,393073.86,59117,452190.86,44.2103093,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.092871427,0,0.03,0,0.01,0.08,0.05,0.16,0.03,0.43,0.06,0,0.02,0.03,3.3,0,0.19,0.32,0.03,0,0.13,1.36,0,0.21,0,1.75,0,0.01,0,0,0.1,0.08,0,0,0,0,0,0.13,0,0.022872827,0.056509337,0.025563748,0,79.54,11.96,100,99.61,91.5
HER14_2D,HER14_2D_470,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000469.spe,540,47.9,157.9,157.9,15189.93,15597.07,15379.25,15382.22,7.28,1,0.018348,-0.018,0.007372,0.110437,31638,1.56,22,39,24,20,62,48,152,36,376,87,15,20,11,2398,31,301,178,13,51,218,1161,0,334,0,1295,0,0,0,0,38,0,0,0,0,0,0,0,0,275,74,46,3.79E+14,59173,9004,68177,6.571856952,0.152163994,75107,1.101324494,0.000322689,0.00057204,0.000352025,0.000293354,0.000909398,0.00070405,0.002229491,0.000528037,0.005515056,0.00127609,0.000220016,0.000293354,0.000161345,0.035173152,0.000454699,0.004414979,0.002610851,0.00019068,0.000748053,0.003197559,0.017029203,0,0.004899013,0,0.018994676,0,0,0,0,0.000557373,0,0,0,0,0,0,0,0,0.004033618,0.00108541,0.000674714,5559059507,0.867932001,0.132067999,1,9.64E-05,2.23E-06,493447.8793,144.580853,256.3024211,157.7245669,131.437139,407.4551311,315.4491337,998.9222568,236.5868503,2471.018214,571.7515549,98.57785429,131.437139,72.29042648,15759.31297,203.7275655,1978.128943,1169.790538,85.43414038,335.1647046,1432.664816,7629.925922,0,2195.000222,0,8510.554753,0,0,0,0,249.7305642,0,0,0,0,0,0,0,0,1807.260662,486.3174145,302.3054198,2.49E+15,388876.4914,59173,448049.4914,43.1893038,1,-1.3749,-0.8023,-1.2879,-1.4702,-0.3388,-0.5947,0.558,-0.8824,1.4637,0,-1.7579,-1.4702,-2.068,3.3165,-1.0319,1.2412,0.7159,-1.901,-0.5341,0.9186,2.5911,NA,1.3452,NA,2.7004,NA,NA,NA,NA,-0.8283,NA,NA,NA,NA,NA,NA,NA,NA,1.1509,-0.1618,-0.6373,29.1026,6.5223,4.6395,6.664,-2.5831,-6.3487,1.101324494,0.03,0.05,0.03,0.03,0.08,0.06,0.2,0.05,0.5,0.12,0.02,0.03,0.01,3.19,0.04,0.4,0.24,0.02,0.07,0.29,1.55,0,0.44,0,1.72,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.366251582,0.098554971,0.061263901,5.05E+11,78.81,11.99,100,99.65,90.8
HER14_2D,HER14_2D_471,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000470.spe,541,48,158,158,15191.52,15602.25,15382.98,15385.64,7.27,1,0.018346,-0.018,0.007398,0.110437,31544,1.42,0,0,0,0,43,42,124,20,313,61,0,22,9,3072,73,188,236,48,0,49,964,0,320,0,1146,5,7,0,0,0,11,46,0,5,0,20,28,0,185,20,0,8.76E+14,59244,8894,68138,6.661119856,0.150124907,74990,1.100560627,0,0,0,0,0.000631072,0.000616396,0.001819836,0.000293522,0.004593619,0.000895242,0,0.000322874,0.000132085,0.045084975,0.001071355,0.002759107,0.003463559,0.000704453,0,0.000719129,0.014147759,0,0.004696352,0,0.016818809,7.34E-05,0.000102733,0,0,0,0.000161437,0.000675101,0,7.34E-05,0,0.000293522,0.000410931,0,0.002715078,0.000293522,0,12856262291,0.86947078,0.13052922,1,9.78E-05,2.20E-06,499517.378,0,0,0,0,286.4281538,279.767034,825.9788622,133.2223971,2084.930515,406.3283112,0,146.5446368,59.9500787,20462.9602,486.2617495,1252.290533,1572.024286,319.7337531,0,326.3948729,6421.319541,0,2131.558354,0,7633.643355,33.30559928,46.62783899,0,0,0,73.27231842,306.4115134,0,33.30559928,0,133.2223971,186.511356,0,1232.307173,133.2223971,0,5.84E+15,394631.3848,59244,453875.3848,44.37051774,1,NA,NA,NA,NA,-0.3497,-0.3732,0.7094,-1.1151,1.6353,0,NA,-1.0198,-1.9136,3.9192,0.1796,1.1256,1.353,-0.2397,NA,-0.2191,2.7602,NA,1.6574,NA,2.9332,-2.5014,-2.165,NA,NA,NA,-1.713,-0.2822,NA,-2.5014,NA,-1.1151,-0.7787,NA,1.1095,-1.1151,NA,30.2955,6.8785,4.9823,7.0184,-2.2146,-6.0072,1.100560627,0,0,0,0,0.06,0.06,0.17,0.03,0.42,0.08,0,0.03,0.01,4.1,0.1,0.25,0.31,0.06,0,0.07,1.29,0,0.43,0,1.53,0.01,0.01,0,0,0,0.01,0.06,0,0.01,0,0.03,0.04,0,0.24669956,0.026670223,0,1.17E+12,79,11.86,100,99.71,90.86
HER14_2D,HER14_2D_472,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000471.spe,542,48.1,158.1,158.1,15193.05,15607.92,15386.11,15389.06,7.27,1,0.018349,-0.018,0.007435,0.110437,31617,1.34,0,19,15,0,70,30,112,31,336,77,0,0,40,4479,124,248,347,136,0,40,1224,0,264,0,1179,0,0,0,0,26,71,11,0,0,0,289,0,0,45,0,12,0,58205,8812,67017,6.605197458,0.151395928,76185,1.13680111,0,0.00028351,0.000223824,0,0.001044511,0.000447648,0.001671218,0.000462569,0.005013653,0.001148962,0,0,0.000596863,0.066833788,0.001850277,0.003700554,0.005177791,0.002029336,0,0.000596863,0.018264023,0,0.003939299,0,0.017592551,0,0,0,0,0.000387961,0.001059433,0.000164137,0,0,0,0.004312339,0,0,0.000671471,0,0.000179059,0,0.868510975,0.131489025,1,9.86E-05,2.26E-06,503216.9683,0,125.4987517,99.07796187,0,462.3638221,198.1559237,739.7821153,204.7611212,2219.346346,508.6002043,0,0,264.2078983,29584.67941,819.0444848,1638.08897,2292.003518,898.3068543,0,264.2078983,8084.761689,0,1743.772129,0,7787.527803,0,0,0,0,171.7351339,468.9690195,72.65717204,0,0,0,1908.902065,0,0,297.2338856,0,79.2623695,0,384455.518,58205,442660.518,43.62863346,1,NA,-1.3994,-1.6358,NA,-0.0953,-0.9426,0.3747,-0.9098,1.4733,0,NA,NA,-0.6549,4.0633,0.4765,1.1696,1.5055,0.5688,NA,-0.6549,2.7661,NA,1.2321,NA,2.7286,NA,NA,NA,NA,-1.0857,-0.0811,-1.9459,NA,NA,NA,1.3226,NA,NA,-0.5371,NA,-1.8589,NA,6.6279,4.7401,6.7689,-2.4559,-6.2317,1.13680111,0,0.02,0.02,0,0.09,0.04,0.15,0.04,0.44,0.1,0,0,0.05,5.88,0.16,0.33,0.46,0.18,0,0.05,1.61,0,0.35,0,1.55,0,0,0,0,0.03,0.09,0.01,0,0,0,0.38,0,0,0.059066745,0,0.015751132,0,76.4,11.57,100,99.69,87.97
HER14_2D,HER14_2D_473,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000472.spe,543,48.2,158.2,158.2,15193.98,15612.91,15389.33,15392.47,7.26,1,0.01835,-0.018,0.007212,0.110437,31314,1.28,0,28,18,42,65,33,137,36,378,92,0,5,52,5191,16,192,320,44,0,158,1116,0,276,0,1337,0,0,0,0,0,4,0,0,11,0,58,0,0,96,71,22,0,58023,8614,66637,6.735895055,0.14845837,76246,1.144199169,0,0.000420187,0.00027012,0.00063028,0.000975434,0.00049522,0.002055915,0.00054024,0.005672524,0.001380614,0,7.50E-05,0.000780347,0.077899665,0.000240107,0.002881282,0.004802137,0.000660294,0,0.002371055,0.016747453,0,0.004141843,0,0.020063928,0,0,0,0,0,6.00E-05,0,0,0.000165073,0,0.000870387,0,0,0.001440641,0.001065474,0.000330147,0,0.870732476,0.129267524,1,0.000101083,2.23E-06,513585.0543,0,188.6050615,121.246111,282.9075923,437.8331785,222.2845368,922.8176225,242.492222,2546.168331,619.702345,0,33.67947527,350.2665428,34966.03123,107.7743209,1293.29185,2155.486417,296.3793824,0,1064.271419,7517.258881,0,1859.107035,0,9005.891688,0,0,0,0,0,26.94358022,0,0,74.0948456,0,390.6819132,0,0,646.6459252,478.2485489,148.1896912,0,390836.8388,58023,448859.8388,45.37228219,1,NA,-1.1896,-1.6314,-0.7841,-0.3474,-1.0253,0.3982,-0.9383,1.4131,0,NA,-2.9124,-0.5705,4.0329,-1.7492,0.7357,1.2465,-0.7376,NA,0.5408,2.4957,NA,1.0986,NA,2.6764,NA,NA,NA,NA,NA,-3.1355,NA,NA,-2.1239,NA,-0.4613,NA,NA,0.0426,-0.2591,-1.4307,NA,6.4468,4.5394,6.5852,-2.6143,-6.4292,1.144199169,0,0.04,0.02,0.06,0.09,0.04,0.18,0.05,0.5,0.12,0,0.01,0.07,6.81,0.02,0.25,0.42,0.06,0,0.21,1.46,0,0.36,0,1.75,0,0,0,0,0,0.01,0,0,0.01,0,0.08,0,0,0.125908244,0.093119639,0.028853973,0,76.1,11.3,100,99.76,87.4
HER14_2D,HER14_2D_474,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000473.spe,544,48.3,158.3,158.3,15196.16,15617.76,15392.19,15395.89,7.25,1,0.018353,-0.018,0.007127,0.110437,31495,1.21,23,28,16,37,50,32,130,28,344,71,0,4,41,8438,28,166,204,75,0,164,921,0,317,0,1276,0,0,0,0,0,0,0,0,89,9,197,23,0,87,63,12,0,57099,8657,65756,6.595702899,0.151613864,78467,1.192955776,0.000349778,0.000425817,0.000243324,0.000562686,0.000760387,0.000486648,0.001977006,0.000425817,0.005231462,0.001079749,0,6.08E-05,0.000623517,0.128322891,0.000425817,0.002524484,0.003102378,0.00114058,0,0.002494069,0.014006326,0,0.004820853,0,0.019405073,0,0,0,0,0,0,0,0,0.001353489,0.00013687,0.002995924,0.000349778,0,0.001323073,0.000958087,0.000182493,0,0.868346615,0.131653385,1,0.000100306,2.31E-06,517393.3182,151.7011667,184.6796812,105.5312464,244.0410073,329.785145,211.0624928,857.4413769,184.6796812,2268.921797,468.2949059,0,26.3828116,270.4238189,55654.54107,184.6796812,1094.886681,1345.523391,494.6777175,0,1081.695275,6074.64237,0,2090.837819,0,8416.1169,0,0,0,0,0,0,0,0,587.017558,59.36132609,1299.353471,151.7011667,0,573.8261522,415.5292827,79.14843479,0,376608.0399,57099,433707.0399,43.50329674,1,-1.1272,-0.9305,-1.4901,-0.6518,-0.3507,-0.7969,0.6049,-0.9305,1.578,0,NA,-2.8764,-0.5491,4.7778,-0.9305,0.8493,1.0554,0.0548,NA,0.8372,2.5628,NA,1.4962,NA,2.8888,NA,NA,NA,NA,NA,NA,NA,NA,0.226,-2.0655,1.0205,-1.1272,NA,0.2032,-0.1195,-1.7778,NA,6.6899,4.8034,6.831,-2.3763,-6.1491,1.192955776,0.03,0.04,0.02,0.05,0.06,0.04,0.17,0.04,0.44,0.09,0,0.01,0.05,10.76,0.04,0.21,0.26,0.1,0,0.21,1.17,0,0.4,0,1.63,0,0,0,0,0,0,0,0,0.11,0.01,0.25,0.03,0,0.110907144,0.08031207,0.015297537,0,72.79,11.04,100,99.67,83.83
HER14_2D,HER14_2D_475,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000474.spe,545,48.4,158.4,158.4,15197.42,15623.65,15394.8,15399.31,7.25,1,0.018351,-0.018,0.007149,0.110437,31820,1.34,0,0,0,5,41,10,109,21,250,77,0,0,48,15186,34,171,164,118,0,100,978,0,419,0,1109,0,0,0,0,84,18,0,0,0,0,4,210,0,0,162,21,0,57004,8648,65652,6.591581869,0.151708652,84808,1.291780905,0,0,0,7.62E-05,0.000624505,0.000152318,0.001660269,0.000319868,0.003807957,0.001172851,0,0,0.000731128,0.231310547,0.000517882,0.002604643,0.00249802,0.001797356,0,0.001523183,0.014896728,0,0.006382136,0,0.016892098,0,0,0,0,0.001279474,0.000274173,0,0,0,0,6.09E-05,0.003198684,0,0,0.002467556,0.000319868,0,0.868275148,0.131724852,1,0.000100402,2.31E-06,559018.8751,0,0,0,32.95790934,270.2548566,65.91581869,718.4824237,138.4232192,1647.895467,507.5518039,0,0,316.3959297,100099.7623,224.1137835,1127.1605,1081.019426,777.8066605,0,659.1581869,6446.567068,0,2761.872803,0,7310.064292,0,0,0,0,553.692877,118.6484736,0,0,0,0,26.36632747,1384.232192,0,0,1067.836263,138.4232192,0,375746.5328,57004,432750.5328,43.44895153,1,NA,NA,NA,-2.7344,-0.6302,-2.0412,0.3475,-1.2993,1.1777,0,NA,NA,-0.4726,5.2843,-0.8174,0.7979,0.7561,0.4269,NA,0.2614,2.5417,NA,1.6941,NA,2.6674,NA,NA,NA,NA,0.087,-1.4534,NA,NA,NA,NA,-2.9575,1.0033,NA,NA,0.7438,-1.2993,NA,6.6071,4.7213,6.7483,-2.458,-6.2296,1.291780905,0,0,0,0.01,0.05,0.01,0.13,0.02,0.29,0.09,0,0,0.06,17.91,0.04,0.2,0.19,0.14,0,0.12,1.15,0,0.49,0,1.31,0,0,0,0,0.1,0.02,0,0,0,0,0,0.25,0,0,0.191019715,0.024761815,0,67.22,10.2,100,99.75,77.41
HER14_2D,HER14_2D_476,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000475.spe,546,48.5,158.5,158.5,15198.21,15629.58,15398.01,15402.72,7.24,1,0.018352,-0.018,0.007185,0.110437,31935,1.44,20,7,0,0,71,33,113,59,251,95,6,7,47,15145,116,140,199,63,0,0,913,50,268,0,1225,7,0,0,0,14,41,0,0,0,0,165,0,0,120,69,13,0,56775,8790,65565,6.459044369,0.154821664,84620,1.290322581,0.000305041,0.000106764,0,0,0.001082895,0.000503317,0.001723481,0.00089987,0.003828262,0.001448944,9.15E-05,0.000106764,0.000716846,0.230992145,0.001769237,0.002135286,0.003035156,0.000960879,0,0,0.013925112,0.000762602,0.004087547,0,0.018683749,0.000106764,0,0,0,0.000213529,0.000625334,0,0,0,0,0.002516587,0,0,0.001830245,0.001052391,0.000198277,0,0.865934569,0.134065431,1,9.85E-05,2.36E-06,546435.1536,129.1808874,45.21331058,0,0,458.5921502,213.1484642,729.8720137,381.0836177,1621.220137,613.609215,38.75426621,45.21331058,303.5750853,97822.22696,749.2491468,904.2662116,1285.349829,406.9197952,0,0,5897.107509,322.9522184,1731.023891,0,7912.329352,45.21331058,0,0,0,90.42662116,264.8208191,0,0,0,0,1065.742321,0,0,775.0853242,445.6740614,83.96757679,0,366712.244,56775,423487.244,41.71925416,1,-1.5581,-2.608,NA,NA,-0.2912,-1.0574,0.1735,-0.4763,0.9716,0,-2.7621,-2.608,-0.7037,5.0715,0.1997,0.3878,0.7394,-0.4107,NA,NA,2.2629,-0.6419,1.0371,NA,2.5568,-2.608,NA,NA,NA,-1.9148,-0.8403,NA,NA,NA,NA,0.5521,NA,NA,0.2336,-0.3198,-1.9889,NA,6.393,4.5275,6.5369,-2.6884,-6.4194,1.290322581,0.02,0.01,0,0,0.08,0.04,0.13,0.07,0.3,0.11,0.01,0.01,0.06,17.9,0.14,0.17,0.24,0.07,0,0,1.08,0.06,0.32,0,1.45,0.01,0,0,0,0.02,0.05,0,0,0,0,0.2,0,0,0.141843972,0.081560284,0.01536643,0,67.11,10.39,100,99.77,77.5
HER14_2D,HER14_2D_477,C:/Data/BAS_sjro/Sept_2015/HER49/HER14-2D_XRF/XRF data/L000476.spe,547,48.6,158.6,158.6,15200.82,15635.52,15400.9,15406.14,7.23,1,0.018351,-0.018,0.007208,0.110437,31963,1.65,0,21,13,21,84,44,136,47,287,98,31,0,66,11857,135,113,150,88,0,50,1121,114,477,0,1534,0,0,0,0,39,6,0,0,0,0,272,0,0,10,78,14,0,57021,8896,65917,6.409734712,0.156012697,82721,1.25492665,0,0.000318582,0.000197218,0.000318582,0.00127433,0.000667506,0.002063201,0.000713018,0.00435396,0.001486718,0.000470288,0,0.001001259,0.179877725,0.00204803,0.001714277,0.002275589,0.001335012,0,0.00075853,0.017006235,0.001729448,0.007236373,0,0.02327169,0,0,0,0,0.000591653,9.10E-05,0,0,0,0,0.004126401,0,0,0.000151706,0.001183306,0.000212388,0,0.865042402,0.134957598,1,9.72E-05,2.37E-06,530219.6651,0,134.604429,83.32655126,134.604429,538.4177158,282.0283273,871.7239209,301.2575315,1839.593862,628.1540018,198.7017761,0,423.042491,76000.22448,865.3141862,724.3000225,961.4602068,564.0566547,0,320.4867356,7185.312612,730.7097572,3057.443458,0,9832.533049,0,0,0,0,249.9796538,38.45840827,0,0,0,0,1743.447842,0,0,64.09734712,499.9593076,89.73628597,0,365489.483,57021,422510.483,41.08469908,1,NA,-1.5404,-2.02,-1.5404,-0.1542,-0.8008,0.3277,-0.7348,1.0745,0,-1.151,NA,-0.3953,4.7957,0.3203,0.1424,0.4257,-0.1076,NA,-0.6729,2.437,0.1512,1.5825,NA,2.7507,NA,NA,NA,NA,-0.9214,-2.7932,NA,NA,NA,NA,1.0208,NA,NA,-2.2824,-0.2283,-1.9459,NA,6.3662,4.5084,6.5112,-2.7271,-6.4428,1.25492665,0,0.03,0.02,0.03,0.1,0.05,0.16,0.06,0.35,0.12,0.04,0,0.08,14.33,0.16,0.14,0.18,0.11,0,0.06,1.36,0.14,0.58,0,1.85,0,0,0,0,0.05,0.01,0,0,0,0,0.33,0,0,0.012088829,0.094292864,0.01692436,0,68.93,10.75,100,99.72,79.69
