Site,Section,ID,filename,position_mm,Section_depth_cm,Field_depth_cm,Strat_depth_cm,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Br,Rb,Sr,Y,Zr,Sn,I,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh
HER14L,HER14L_2C,HER14L_2C_151,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000150.spe,456,15.5,95.5,95.5,12814.03,13105.74,12945.2,12951.04,7.78,1,0.018359,-0.018,0.007397,0.110437,32523,1.51,0,0,0,0,99,35,91,39,293,49,0,20,35,5735,114,181,182,159,0,59,1043,0,403,0,1300,15,0,0,0,0,91,0,0,0,0,0,0,0,0,18,15,0,60484,9169
HER14L,HER14L_2C,HER14L_2C_152,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000151.spe,457,15.6,95.6,95.6,12818.02,13113.06,12953.92,12957.87,7.78,1,0.018358,-0.018,0.007419,0.110437,33119,1.61,26,59,14,32,80,30,89,17,331,44,0,0,29,6407,83,206,30,22,0,6,1308,0,474,0,994,14,0,0,0,44,66,0,0,0,0,139,0,81,153,0,20,0,61565,9188
HER14L,HER14L_2C,HER14L_2C_153,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000152.spe,458,15.7,95.7,95.7,12821.14,13122.42,12960.87,12964.7,7.78,1,0.018359,-0.018,0.007419,0.110437,32921,1.67,0,56,0,28,98,53,107,39,428,35,24,11,5,6957,53,157,153,61,44,164,1076,0,335,0,1384,0,0,0,0,0,53,0,0,0,0,0,0,0,205,95,0,9.28E+14,60607,9223
HER14L,HER14L_2C,HER14L_2C_154,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000153.spe,459,15.8,95.8,95.8,12825.21,13130.72,12968.91,12971.52,7.78,1,0.018362,-0.018,0.007443,0.110437,32888,1.4,23,53,33,41,100,55,78,37,370,89,4,0,59,8770,51,210,134,37,0,157,897,70,458,0,1382,6,0,0,0,34,119,0,0,0,0,0,0,0,151,113,6,1.00E+14,60500,9094
HER14L,HER14L_2C,HER14L_2C_155,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000154.spe,460,15.9,95.9,95.9,12829.36,13139.18,12976.31,12978.35,7.79,1,0.018364,-0.018,0.007462,0.110437,32560,1.47,0,0,0,0,93,65,83,25,400,60,0,8,0,7767,9,188,177,91,0,0,910,47,352,0,1092,6,0,0,0,0,33,0,21,0,0,135,171,0,0,51,0,0,59968,8878
HER14L,HER14L_2C,HER14L_2C_156,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000155.spe,461,16,96,96,12833.98,13150.71,12983.72,12985.17,7.79,1,0.018366,-0.018,0.007492,0.110437,32592,1.34,0,11,0,0,114,18,99,11,385,39,0,0,0,6791,81,172,85,93,0,148,965,0,295,0,1304,0,9,0,0,67,63,0,0,0,0,85,107,59,140,53,8,0,59487,9472
HER14L,HER14L_2C,HER14L_2C_157,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000156.spe,462,16.1,96.1,96.1,12838.74,13160.86,12991.28,12992,7.79,1,0.018368,-0.018,0.00748,0.110437,32172,1.53,0,42,15,38,109,45,107,31,345,77,0,10,10,6807,28,232,122,120,0,80,758,70,319,0,1134,13,0,14,0,59,0,0,0,99,0,117,200,39,15,66,25,3.14E+15,58793,9130
HER14L,HER14L_2C,HER14L_2C_158,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000157.spe,463,16.2,96.2,96.2,12841.61,13173.22,12997.42,12998.82,7.8,1,0.018362,-0.018,0.007354,0.110437,32179,1.29,0,0,13,8,129,24,57,40,363,38,15,0,37,8528,54,176,118,94,0,0,968,0,197,0,1337,0,18,0,0,78,58,17,7,0,0,120,58,0,207,112,9,0,58331,8704
HER14L,HER14L_2C,HER14L_2C_159,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000158.spe,464,16.3,96.3,96.3,12844.46,13183.5,13004.13,13005.65,7.81,1,0.018364,-0.018,0.007343,0.110437,32123,1.47,0,34,0,38,75,47,80,29,365,60,0,18,31,9689,0,176,9,7,0,144,896,0,461,0,1316,6,0,0,0,33,67,0,0,0,0,141,141,79,0,93,0,3.34E+15,58556,8796
HER14L,HER14L_2C,HER14L_2C_160,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000159.spe,465,16.4,96.4,96.4,12848.44,13195.33,13010.08,13012.47,7.81,1,0.01836,-0.018,0.007251,0.110437,31953,1.36,0,0,0,7,86,23,121,23,322,51,0,0,0,11462,0,196,27,113,0,116,894,0,338,0,1323,0,0,0,0,61,0,0,0,0,0,0,0,0,49,159,18,1.45E+15,57974,8750
HER14L,HER14L_2C,HER14L_2C_161,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000160.spe,466,16.5,96.5,96.5,12852.15,13204.64,13016.91,13019.3,7.81,1,0.01836,-0.018,0.007265,0.110437,32210,1.41,0,54,23,31,105,45,81,34,378,72,0,16,0,10833,159,172,83,95,0,118,978,212,453,0,1133,0,0,10,0,24,64,0,0,0,0,78,187,0,0,0,12,4.69E+14,58405,9187
HER14L,HER14L_2C,HER14L_2C_162,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000161.spe,467,16.6,96.6,96.6,12855.07,13215.89,13023.55,13026.13,7.81,1,0.01836,-0.018,0.007285,0.110437,32502,1.42,0,57,13,32,103,41,81,37,371,26,0,26,26,13366,26,211,38,42,0,166,991,222,476,0,1432,0,0,0,0,66,0,0,0,20,0,124,77,0,27,120,18,6.67E+13,57707,8950
HER14L,HER14L_2C,HER14L_2C_163,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000162.spe,468,16.7,96.7,96.7,12857.43,13226.9,13029.6,13032.95,7.82,1,0.01836,-0.018,0.00725,0.110437,32408,1.42,0,40,0,29,111,28,73,17,359,33,0,12,9,11908,106,96,145,125,0,0,1191,102,567,0,1131,10,0,0,0,17,74,23,0,0,0,176,300,35,0,78,0,0,58475,9125
HER14L,HER14L_2C,HER14L_2C_164,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000163.spe,469,16.8,96.8,96.8,12859.04,13238.9,13036.19,13039.78,7.81,1,0.018357,-0.018,0.00715,0.110437,32918,1.3,0,25,0,6,120,47,96,44,375,39,0,11,16,8607,122,207,104,0,0,119,1059,0,584,0,1421,0,5,0,0,0,57,0,0,0,0,245,95,0,0,24,7,3.16E+14,58418,8854
HER14L,HER14L_2C,HER14L_2C_165,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000164.spe,470,16.9,96.9,96.9,12860.87,13252.92,13042.87,13046.6,7.8,1,0.018359,-0.018,0.007167,0.110437,32457,1.4,0,13,0,0,99,42,86,0,405,34,0,0,56,5054,65,151,0,0,0,159,1166,42,484,0,1276,9,0,0,0,74,25,0,0,0,0,34,50,0,31,12,19,0,59095,8848
HER14L,HER14L_2C,HER14L_2C_166,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000165.spe,471,17,97,97,12863.12,13265.14,13049.57,13053.43,7.8,1,0.018358,-0.018,0.007188,0.110437,32016,1.43,5,56,17,0,112,27,107,53,469,102,21,12,55,6747,9,198,129,38,0,123,1277,0,502,0,1386,0,0,10,0,0,25,0,0,17,0,151,258,0,0,110,22,0,57908,8550
HER14L,HER14L_2C,HER14L_2C_167,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000166.spe,472,17.1,97.1,97.1,12864.36,13280.39,13056.12,13060.25,7.81,1,0.018356,-0.018,0.007237,0.110437,32242,1.41,0,67,17,0,73,26,94,32,355,59,0,23,16,6812,88,199,108,60,0,9,1194,0,453,0,1208,0,0,0,0,59,70,0,0,0,0,157,175,0,0,67,4,8.91E+14,58483,8906
HER14L,HER14L_2C,HER14L_2C_168,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000167.spe,473,17.2,97.2,97.2,12866.46,13295.05,13062.91,13067.08,7.81,1,0.018358,-0.018,0.007225,0.110437,33144,1.49,0,0,0,16,74,41,112,33,354,0,0,9,40,15024,147,151,169,36,0,44,1380,20,287,0,1076,13,0,0,26,0,55,0,63,0,0,54,0,0,172,71,6,0,57755,8969
HER14L,HER14L_2C,HER14L_2C_169,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000168.spe,474,17.3,97.3,97.3,12868.17,13310.13,13069.52,13073.91,7.8,1,0.018357,-0.018,0.007225,0.110437,32437,1.56,0,7,0,10,122,33,87,20,349,40,0,0,42,16898,128,163,0,55,0,0,1292,0,603,0,1248,10,0,0,0,81,9,0,0,0,0,31,0,0,166,111,33,0,57285,8894
HER14L,HER14L_2C,HER14L_2C_170,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000169.spe,475,17.4,97.4,97.4,12869.62,13325.84,13076.18,13080.73,7.8,1,0.018352,-0.018,0.007191,0.110437,32513,1.32,0,40,9,20,89,41,107,0,399,4,0,19,0,11973,133,202,74,0,52,91,1273,0,428,0,1487,0,0,0,8,26,71,0,0,0,0,0,0,74,107,5,19,1.60E+15,58067,8909
HER14L,HER14L_2C,HER14L_2C_171,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000170.spe,476,17.5,97.5,97.5,12870.95,13339.69,13081.98,13087.56,7.8,1,0.018353,-0.018,0.007169,0.110437,32492,1.36,4,0,21,33,121,43,89,18,338,45,8,0,0,9974,62,178,114,49,0,149,1410,59,343,0,1280,14,5,0,0,11,6,0,0,12,0,182,14,0,8,44,26,0,58021,8980
HER14L,HER14L_2C,HER14L_2C_172,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000171.spe,477,17.6,97.6,97.6,12871.75,13351.59,13088.83,13094.38,7.78,1,0.018354,-0.018,0.007173,0.110437,31996,1.34,0,33,19,14,131,42,86,12,392,38,0,15,0,8015,0,223,75,0,0,26,1233,0,480,0,1235,0,0,0,0,17,0,0,0,0,0,35,0,0,30,132,34,0,58200,8674
HER14L,HER14L_2C,HER14L_2C_173,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000172.spe,478,17.7,97.7,97.7,12873.7,13365.06,13095.86,13101.21,7.78,1,0.018352,-0.018,0.007159,0.110437,31792,1.44,0,0,0,0,72,5,102,25,280,31,5,0,0,7809,139,169,86,69,0,38,1387,0,446,0,1070,6,0,6,0,8,26,0,40,0,0,185,137,23,60,10,11,5.43E+14,59302,8891
HER14L,HER14L_2C,HER14L_2C_174,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000173.spe,479,17.8,97.8,97.8,12875.01,13379.64,13103.1,13108.03,7.79,1,0.01835,-0.018,0.007191,0.110437,32447,1.38,0,53,0,32,91,39,79,16,326,31,6,0,34,6573,0,191,69,67,0,47,1378,33,511,0,1294,20,5,0,0,47,75,0,0,0,0,0,162,0,0,84,0,3.67E+14,60233,9114
HER14L,HER14L_2C,HER14L_2C_175,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000174.spe,480,17.9,97.9,97.9,12876.17,13395,13109.64,13114.86,7.8,1,0.018352,-0.018,0.007217,0.110437,32796,1.49,36,37,34,23,76,39,115,22,362,20,12,0,0,7051,62,170,133,182,0,27,1521,0,381,0,1233,7,20,0,0,49,116,26,0,0,0,181,58,0,0,22,25,5.04E+14,60465,9047
HER14L,HER14L_2C,HER14L_2C_176,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000175.spe,481,18,98,98,12877.07,13406.57,13116.28,13121.68,7.81,1,0.018355,-0.018,0.007197,0.110437,33173,1.33,0,18,7,33,90,43,66,35,403,48,0,0,37,5091,65,213,40,108,0,239,1771,0,459,0,1319,0,0,0,0,105,22,0,0,0,0,148,117,0,107,48,7,0,61008,9572
HER14L,HER14L_2C,HER14L_2C_177,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000176.spe,482,18.1,98.1,98.1,12879.55,13421.14,13121.87,13128.51,7.81,1,0.018353,-0.018,0.007215,0.110437,33083,1.56,0,42,6,43,93,61,89,58,428,48,0,10,12,5276,34,187,149,72,136,308,1783,0,241,0,1262,13,0,0,0,0,25,0,0,0,0,0,0,0,118,83,0,1.68E+15,60790,9204
HER14L,HER14L_2C,HER14L_2C_178,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000177.spe,483,18.2,98.2,98.2,12880.5,13436.62,13128.24,13135.34,7.82,1,0.01835,-0.018,0.007215,0.110437,32979,1.45,31,14,14,39,113,34,104,28,430,27,0,9,13,1461,6,148,70,68,0,313,1996,0,462,0,1182,0,0,0,0,38,49,0,0,0,0,12,0,0,253,46,0,6.03E+13,61533,8933
HER14L,HER14L_2C,HER14L_2C_179,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000178.spe,484,18.3,98.3,98.3,12881.67,13453.93,13134.81,13142.16,7.82,1,0.018348,-0.018,0.007179,0.110437,32980,1.39,0,18,0,31,60,29,75,12,424,55,0,0,0,1122,0,134,111,121,0,0,1940,118,519,0,1440,6,0,0,0,9,22,18,0,0,0,64,108,0,0,46,23,3.56E+15,60867,9143
HER14L,HER14L_2C,HER14L_2C_180,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000179.spe,485,18.4,98.4,98.4,12882.84,13467.85,13141.33,13148.99,7.81,1,0.018349,-0.018,0.007179,0.110437,32739,1.42,8,45,15,19,87,45,102,33,454,38,0,14,36,2327,5,186,56,98,0,79,1889,46,472,0,1547,0,8,0,0,110,11,0,0,0,0,150,8,99,63,122,19,0,60082,9086
HER14L,HER14L_2C,HER14L_2C_181,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000180.spe,486,18.5,98.5,98.5,12884.21,13482.11,13147.17,13155.81,7.81,1,0.018349,-0.018,0.007144,0.110437,32612,1.41,0,0,21,11,97,40,92,37,444,39,9,0,15,2126,63,106,57,54,0,308,1859,67,546,0,1022,8,0,0,0,38,76,0,0,0,0,107,0,37,172,25,11,9.58E+14,59749,9126
HER14L,HER14L_2C,HER14L_2C_182,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000181.spe,487,18.6,98.6,98.6,12886.4,13495.26,13153.71,13162.64,7.81,1,0.018348,-0.018,0.007144,0.110437,33011,1.43,0,23,11,20,87,32,97,41,372,41,0,0,18,5354,43,217,121,130,0,0,1693,0,643,0,1393,0,7,0,0,4,0,16,0,0,0,0,161,0,0,46,18,0,59853,9166
HER14L,HER14L_2C,HER14L_2C_183,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000182.spe,488,18.7,98.7,98.7,12888.95,13510.27,13160.39,13169.46,7.8,1,0.018346,-0.018,0.007096,0.110437,33137,1.39,0,5,0,0,78,22,50,36,381,26,0,12,0,7823,77,211,129,123,0,172,1770,0,749,0,1363,0,0,0,0,80,97,5,0,0,0,29,0,0,214,49,12,1.22E+15,59685,8972
HER14L,HER14L_2C,HER14L_2C_184,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000183.spe,489,18.8,98.8,98.8,12891.32,13524.5,13165.8,13176.29,7.81,1,0.018345,-0.018,0.007064,0.110437,32338,1.34,0,10,5,11,83,55,81,18,412,173,0,9,8,5216,101,179,50,42,0,56,1814,0,637,0,1062,0,0,0,0,5,35,0,0,69,0,87,410,135,148,30,25,9.29E+14,58998,8892
HER14L,HER14L_2C,HER14L_2C_185,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000184.spe,490,18.9,98.9,98.9,12892.07,13537.65,13171.48,13183.11,7.81,1,0.018343,-0.018,0.007082,0.110437,31893,1.45,0,27,32,13,65,14,89,13,323,31,0,0,0,4427,120,196,76,140,0,0,1712,0,610,0,1422,24,0,0,0,22,0,0,0,46,0,187,0,0,0,0,25,0,59093,8924
HER14L,HER14L_2C,HER14L_2C_186,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000185.spe,491,19,99,99,12893.97,13553.05,13178.07,13189.94,7.8,1,0.018344,-0.018,0.00712,0.110437,32493,1.46,0,24,0,16,74,32,60,24,411,41,0,8,0,8931,168,118,80,52,28,117,1543,0,434,0,1028,0,0,0,0,71,0,0,0,0,0,0,0,0,96,0,0,0,58691,8879
HER14L,HER14L_2C,HER14L_2C_187,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000186.spe,492,19.1,99.1,99.1,12895.56,13567.62,13183.82,13196.77,7.8,1,0.018347,-0.018,0.007191,0.110437,33023,1.37,0,11,0,6,100,45,84,39,359,68,0,0,9,13125,166,176,111,73,141,42,1543,0,268,0,1265,0,0,0,0,14,17,0,0,49,0,0,88,0,221,59,0,0,58872,9109
HER14L,HER14L_2C,HER14L_2C_188,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000187.spe,493,19.2,99.2,99.2,12896.26,13582.41,13190.24,13203.59,7.8,1,0.018346,-0.018,0.007178,0.110437,33148,1.51,0,0,0,9,97,23,53,19,366,64,0,6,42,15179,190,196,104,94,38,299,1879,0,426,0,1296,0,11,0,0,69,88,38,0,0,0,0,0,77,181,37,20,0,58382,8825
HER14L,HER14L_2C,HER14L_2C_189,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000188.spe,494,19.3,99.3,99.3,12896.97,13596.47,13196.77,13210.42,7.8,1,0.01835,-0.018,0.007111,0.110437,32824,1.39,0,7,0,23,86,39,105,27,374,47,0,21,8,12939,36,236,135,72,0,125,1680,131,687,0,1164,0,5,0,0,35,0,0,0,7,0,49,275,0,34,113,0,2.05E+15,58661,8989
HER14L,HER14L_2C,HER14L_2C_190,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000189.spe,495,19.4,99.4,99.4,12898.56,13613.53,13203.06,13217.24,7.81,1,0.01835,-0.018,0.007157,0.110437,33101,1.4,8,30,0,36,103,25,77,23,413,58,7,0,0,13561,157,180,41,61,0,99,1731,0,470,0,1377,0,0,0,0,44,5,0,0,0,0,93,145,0,0,58,0,4.33E+15,58427,9265
HER14L,HER14L_2C,HER14L_2C_191,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000190.spe,496,19.5,99.5,99.5,12900.56,13629.49,13208.71,13224.07,7.8,1,0.018349,-0.018,0.007144,0.110437,32995,1.41,0,78,30,31,69,49,85,22,387,20,0,0,25,12928,152,234,82,143,0,226,1562,12,725,0,1282,0,0,0,0,39,0,0,0,51,22,238,139,16,34,49,38,1.54E+14,58920,8839
HER14L,HER14L_2C,HER14L_2C_192,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000191.spe,497,19.6,99.6,99.6,12900.8,13645.83,13215.72,13230.89,7.8,1,0.018352,-0.018,0.00708,0.110437,33377,1.56,0,20,0,0,90,37,67,16,390,55,0,20,23,21874,230,205,106,132,0,0,1507,17,433,0,1247,0,0,0,0,0,42,0,0,0,0,71,0,0,164,36,35,1.42E+15,56965,8987
HER14L,HER14L_2C,HER14L_2C_193,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000192.spe,498,19.7,99.7,99.7,12900.95,13660.17,13220.92,13237.72,7.8,1,0.018356,-0.018,0.00698,0.110437,33474,1.37,0,12,0,22,105,32,82,20,391,50,0,7,26,27585,0,155,18,19,19,69,1425,0,380,0,937,14,0,0,0,70,0,0,0,79,0,0,47,0,0,260,0,0,55761,8609
HER14L,HER14L_2C,HER14L_2C_194,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000193.spe,499,19.8,99.8,99.8,12902.04,13675.59,13226.59,13244.54,7.79,1,0.018359,-0.018,0.007017,0.110437,33284,1.32,32,69,24,34,198,35,87,6,306,47,6,20,49,27183,181,216,116,45,0,94,1565,0,574,0,1213,0,0,0,0,0,26,0,0,0,0,26,0,0,209,154,7,0,55538,8518
HER14L,HER14L_2C,HER14L_2C_195,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000194.spe,500,19.9,99.9,99.9,12903.28,13692.27,13233.16,13251.37,7.78,1,0.018356,-0.018,0.00699,0.110437,33730,1.65,0,30,0,12,186,18,75,24,308,52,0,0,33,33766,72,138,64,0,45,147,1336,0,262,0,1195,0,0,0,0,90,38,0,0,0,0,52,80,0,0,200,10,0,55772,8444
HER14L,HER14L_2C,HER14L_2C_196,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000195.spe,501,20,100,100,12910.49,13692.65,13236.48,13255.49,7.78,1,0.018352,-0.018,0.00686,0.110437,34058,1.43,61,50,31,19,167,42,79,19,346,71,0,30,40,38419,215,179,111,13,0,76,1413,0,494,0,1091,0,0,0,0,35,0,0,59,5,0,232,85,0,93,134,19,0,55507,8453
HER14L,HER14L_2C,HER14L_2C_197,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000196.spe,502,20.1,100.1,100.1,12920.04,13693.03,13239.93,13259.61,7.77,1,0.018354,-0.018,0.006805,0.110437,33948,1.53,0,49,13,24,144,44,96,37,368,35,0,19,36,33416,312,186,20,5,0,97,1235,74,656,0,1144,0,0,0,8,37,0,0,0,0,0,111,15,49,0,100,36,4.16E+14,55741,8251
HER14L,HER14L_2C,HER14L_2C_198,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000197.spe,503,20.2,100.2,100.2,12926.22,13693.45,13243.81,13263.72,7.76,1,0.018356,-0.018,0.006903,0.110437,32874,1.46,0,0,0,12,82,20,67,12,408,53,0,21,0,10034,92,204,39,130,0,101,1370,0,506,0,1230,4,0,0,0,113,67,0,0,0,0,142,0,0,28,57,18,6.36E+14,58313,8693
HER14L,HER14L_2C,HER14L_2C_199,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000198.spe,504,20.3,100.3,100.3,12934.4,13695.46,13248.59,13267.84,7.76,1,0.018359,-0.018,0.006948,0.110437,32516,1.31,8,35,17,21,98,58,82,21,445,27,0,14,10,8880,19,147,0,0,0,211,1336,35,606,0,1043,0,0,0,0,75,0,35,0,26,0,203,168,0,0,59,10,1.67E+14,57712,8748
HER14L,HER14L_2C,HER14L_2C_200,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000199.spe,505,20.4,100.4,100.4,12941.49,13696.35,13251.86,13271.96,7.76,1,0.01836,-0.018,0.006958,0.110437,31991,1.58,0,25,16,36,77,25,115,15,379,31,0,13,0,13205,103,138,44,0,0,45,1229,0,533,0,942,0,4,0,0,37,0,0,0,0,0,0,8,0,106,86,0,0,56306,8522
HER14L,HER14L_2C,HER14L_2C_201,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000200.spe,506,20.5,100.5,100.5,12948.9,13696.65,13256.09,13276.08,7.75,1,0.018358,-0.018,0.007093,0.110437,32937,1.5,31,66,14,0,88,31,75,12,363,74,0,0,9,15844,129,145,116,61,0,211,1314,0,372,0,1174,0,0,0,0,8,25,0,0,0,0,38,50,0,66,47,23,0,58517,8763
HER14L,HER14L_2C,HER14L_2C_202,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000201.spe,507,20.6,100.6,100.6,12955.32,13696.95,13260.05,13280.2,7.76,1,0.018358,-0.018,0.00708,0.110437,33423,1.53,0,66,5,9,122,44,77,29,385,58,0,11,52,15287,25,267,114,84,0,75,1302,0,558,0,1290,0,0,0,0,28,88,0,0,0,0,192,53,0,7,155,37,1.52E+14,58680,8876
HER14L,HER14L_2C,HER14L_2C_203,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000202.spe,508,20.7,100.7,100.7,12962.01,13697.25,13264.61,13284.32,7.76,1,0.018358,-0.018,0.007055,0.110437,33155,1.53,0,24,5,12,126,45,70,14,374,53,7,0,38,17042,148,210,59,0,0,75,1327,0,347,0,1107,0,0,0,0,76,6,0,0,101,0,268,108,34,112,18,12,1.11E+15,57987,8670
HER14L,HER14L_2C,HER14L_2C_204,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000203.spe,509,20.8,100.8,100.8,12968.91,13697.58,13269.24,13288.43,7.76,1,0.018362,-0.018,0.00703,0.110437,33562,1.37,9,57,25,52,111,31,89,0,329,58,34,0,16,23569,0,165,39,76,0,249,1222,0,536,0,1109,14,0,0,0,0,18,0,14,80,0,190,0,0,98,189,0,0,56819,8792
HER14L,HER14L_2C,HER14L_2C_205,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000204.spe,510,20.9,100.9,100.9,12978.43,13699.51,13273.79,13292.55,7.75,1,0.01836,-0.018,0.006982,0.110437,32850,1.51,25,28,18,20,114,41,81,23,445,60,0,0,35,16627,27,181,72,0,0,73,1259,0,630,0,1096,0,0,0,0,0,21,0,0,33,0,0,55,0,52,121,9,3.15E+15,57271,8794
HER14L,HER14L_2C,HER14L_2C_206,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000205.spe,511,21,101,101,12984.66,13701.94,13277.85,13296.67,7.75,1,0.018357,-0.018,0.006973,0.110437,32908,1.37,0,4,0,7,103,33,51,30,397,65,5,12,26,14455,79,177,60,108,0,36,1069,0,426,0,1337,0,5,0,0,45,44,0,0,49,14,37,0,0,0,166,11,4.00E+15,57585,8727
HER14L,HER14L_2C,HER14L_2C_207,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000206.spe,512,21.1,101.1,101.1,12990.07,13704.39,13282.28,13300.79,7.74,1,0.018358,-0.018,0.006959,0.110437,32787,1.44,19,35,44,33,91,44,108,26,430,58,0,9,31,11675,207,155,24,13,0,156,1352,0,610,0,1194,12,0,0,0,106,0,0,0,13,0,63,52,0,143,0,21,0,58315,8897
HER14L,HER14L_2C,HER14L_2C_208,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000207.spe,513,21.2,101.2,101.2,12997.15,13704.82,13287.07,13304.91,7.74,1,0.018357,-0.018,0.006959,0.110437,32247,1.52,0,36,32,5,64,41,82,13,421,32,0,12,24,12035,116,180,58,80,0,0,1194,0,427,0,1170,0,0,0,0,19,66,0,0,0,0,44,35,0,0,130,0,2.40E+15,57705,8895
HER14L,HER14L_2C,HER14L_2C_209,C:/Data/BAS_sjro/Sept_2015/HER14/HER-2C_XRF/XRF data/L000208.spe,514,21.3,101.3,101.3,13003.23,13705.59,13291.48,13309.02,7.73,1,0.018353,-0.018,0.007061,0.110437,32722,1.33,0,39,21,5,61,42,78,10,426,70,0,0,5,14240,192,169,84,35,0,57,1353,0,657,0,1162,0,0,0,0,121,94,0,0,0,0,60,0,0,0,0,30,0,57557,8865
